accession	pool	n_samples	cu_cu_mean	cu_cu_sd	cu_cu_min	cu_cu_max	cu1_plddt_mean	cu1_plddt_sd	cu2_plddt_mean	cu2_plddt_sd	n_coordinating_his_values	his_agreement	min_coord_his_plddt_mean	min_coord_his_plddt_sd	n_canonical	all_canonical	any_canonical
A0A063BRM1	canonical	5	3.9802	0.0736	3.8810	4.0870	96.1640	0.1369	92.6100	0.4042	6	yes	93.8020	0.2649	5	yes	yes
A0A066RUA7	noncanonical	5	4.2420	0.0660	4.1788	4.3370	91.1140	0.9325	82.1420	1.7544	5	yes	88.8480	1.2144	0	no	no
A0A066WXF3	canonical	5	3.9910	0.0453	3.9516	4.0659	90.0020	0.1916	83.2180	0.2605	6	yes	84.2620	0.1078	5	yes	yes
A0A066X3Q1	noncanonical	5	3.9453	0.0586	3.8412	3.9786	94.5160	0.2194	86.0840	0.5847	5	yes	88.8620	1.6196	0	no	no
A0A066X6L4	canonical	5	4.2668	0.0643	4.1963	4.3240	98.1400	0.0200	97.7560	0.0336	6	yes	98.4740	0.0541	5	yes	yes
A0A066X7V3	canonical	5	4.2934	0.1083	4.1171	4.3779	94.4180	0.2782	89.2540	0.8658	6	yes	85.8560	1.5034	5	yes	yes
A0A066X846	canonical	5	4.0804	0.0091	4.0673	4.0888	98.2000	0.0122	97.5920	0.0130	6	yes	97.3200	0.1127	5	yes	yes
A0A066X9U3	canonical	5	4.0257	0.0567	3.9500	4.0967	94.4320	0.2175	89.9060	0.4888	6	yes	84.3680	3.4254	5	yes	yes
A0A066XLM3	canonical	5	4.2872	0.0373	4.2520	4.3463	97.2360	0.0288	97.3520	0.0383	6	yes	98.3320	0.0476	5	yes	yes
A0A066XQD0	canonical	5	4.2561	0.0595	4.1719	4.3314	97.7840	0.0152	97.2860	0.0416	6	yes	98.5700	0.0381	5	yes	yes
A0A066XSE1	noncanonical	5	3.9353	0.0332	3.8921	3.9815	96.2340	0.0635	94.7040	0.0709	5	yes	97.7420	0.0746	0	no	no
A0A066XSY6	canonical	5	4.0677	0.1457	3.8661	4.2211	90.9540	8.4397	87.5020	10.2537	6	yes	92.5720	0.8617	5	yes	yes
A0A066XW40	canonical	5	4.5485	0.1109	4.4002	4.7036	93.0140	0.5051	88.0980	0.8038	6	yes	90.7640	0.5438	5	yes	yes
A0A066XWR5	canonical	5	4.0949	0.0682	4.0170	4.1840	95.6440	0.5688	95.9180	0.3443	6	yes	91.9260	2.0011	5	yes	yes
A0A066XZ78	canonical	5	4.0608	0.0277	4.0348	4.1037	98.2180	0.0239	97.6460	0.0358	6	yes	98.7100	0.0300	5	yes	yes
A0A066Y1D2	canonical	5	4.0960	0.0661	3.9916	4.1636	97.5700	0.0604	97.5100	0.0374	6	yes	97.1460	0.0666	5	yes	yes
A0A066Y1V3	discarded	5	6.7771	0.3741	6.2832	7.3328	84.3300	0.2148	51.6340	1.6569	3,4	no	79.6400	17.5236	0	no	no
A0A066Z0K1	canonical	5	3.9878	0.0495	3.9263	4.0462	97.8480	0.0396	96.8920	0.0960	6	yes	97.0520	0.0847	5	yes	yes
A0A067BLT8	canonical	5	4.2646	0.0876	4.1598	4.3874	95.0140	0.1623	87.5940	0.3612	6	yes	80.4700	0.8237	5	yes	yes
A0A067BLZ4	canonical	5	3.9334	0.0991	3.7904	4.0523	92.9600	0.2162	89.2760	0.4136	6	yes	86.1000	0.3345	5	yes	yes
A0A067BRT6	canonical	5	3.9449	0.0665	3.8546	4.0339	94.3440	0.7491	90.6700	0.8317	6	yes	83.8780	1.2122	5	yes	yes
A0A067BTT5	canonical	5	4.2322	0.0352	4.1987	4.2827	94.2020	0.1099	93.7740	0.0733	6	yes	92.6000	0.1502	5	yes	yes
A0A067BUS0	canonical	5	4.1007	0.0590	4.0362	4.1829	96.0860	0.1618	93.5820	0.3054	6	yes	94.2880	0.1947	5	yes	yes
A0A067BX73	canonical	5	4.0846	0.0533	4.0167	4.1617	97.2220	0.0356	95.3880	0.0536	6	yes	96.4880	0.0444	5	yes	yes
A0A067BZH5	canonical	5	3.9854	0.0371	3.9398	4.0346	94.5420	0.1608	93.3620	0.1997	6	yes	94.1780	0.1792	5	yes	yes
A0A067C156	canonical	5	4.0963	0.0808	3.9853	4.2002	94.1120	0.2036	89.7760	0.4907	6	yes	89.8520	0.7614	5	yes	yes
A0A067C4V3	discarded	5	3.5561	1.2712	2.5739	5.6115	74.2120	1.0412	27.4300	1.1786	4	yes	47.1120	1.2505	0	no	no
A0A067C5L8	discarded	5	4.2327	0.2151	4.0002	4.5805	92.1380	0.4122	67.8020	1.1793	5,6	no	76.9300	18.2948	0	no	no
A0A067C631	canonical	5	4.1746	0.0255	4.1350	4.2029	96.4740	0.0805	94.7520	0.1080	6	yes	95.2200	0.1756	5	yes	yes
A0A067CPX4	canonical	5	4.0235	0.0476	3.9636	4.0771	97.5020	0.0179	96.0860	0.0559	6	yes	97.3000	0.1210	5	yes	yes
A0A067CT24	noncanonical	5	20.9605	2.6882	18.0276	24.3912	97.6740	0.1881	55.2780	3.0188	3	yes	97.8840	0.2212	0	no	no
A0A067CXC8	canonical	5	3.9866	0.0640	3.9015	4.0473	97.4300	0.0663	95.3120	0.0981	6	yes	96.4420	0.2047	5	yes	yes
A0A067CZT6	noncanonical	5	4.3509	0.0741	4.2685	4.4460	97.0080	0.0942	86.8540	0.1509	5	yes	97.2420	0.0622	0	no	no
A0A067D5R2	canonical	5	4.0608	0.1097	3.8956	4.2003	91.1860	0.3898	92.1340	0.5188	6	yes	93.1980	0.5782	5	yes	yes
A0A067D814	canonical	5	3.8834	0.0544	3.8227	3.9533	96.7880	0.0531	94.8060	0.1126	6	yes	96.2520	0.2794	5	yes	yes
A0A067GK93	canonical	5	3.8815	0.0316	3.8434	3.9244	97.0060	0.0336	94.4700	0.0752	6	yes	96.7960	0.1466	5	yes	yes
A0A067JAU2	canonical	5	3.9039	0.0533	3.8374	3.9651	96.8280	0.0950	92.6220	0.2666	6	yes	96.7800	0.1716	5	yes	yes
A0A067MC03	canonical	5	4.2365	0.0316	4.2004	4.2778	97.2720	0.0614	96.4620	0.0785	6	yes	96.6180	0.1766	5	yes	yes
A0A067MC09	canonical	5	4.1540	0.0731	4.0735	4.2549	97.5440	0.0760	97.7060	0.0650	6	yes	98.2960	0.0747	5	yes	yes
A0A067ME78	discarded	5	10.4823	3.3512	5.0942	12.9960	55.7180	0.5170	44.5460	4.8779	2,4	no	68.1360	16.9938	0	no	no
A0A067MJR9	canonical	5	4.1580	0.1074	4.0385	4.2856	96.1140	0.1021	91.5080	0.4313	6	yes	91.6480	0.6488	5	yes	yes
A0A067MN37	discarded	5	19.5138	1.7467	16.4516	20.6264	82.3360	2.5621	74.2560	3.7014	2	yes	87.5460	2.3694	0	no	no
A0A067MSX0	canonical	5	4.1883	0.0443	4.1416	4.2362	97.7520	0.0303	97.2260	0.0451	6	yes	97.0000	0.0919	5	yes	yes
A0A067N7R8	canonical	5	4.0669	0.0342	4.0251	4.1192	98.2300	0.0100	97.7120	0.0319	6	yes	98.2380	0.1254	5	yes	yes
A0A067NHK1	discarded	5	8.8266	9.6151	2.2736	24.4492	96.3660	0.2976	67.4580	5.0064	3,4	no	96.6060	1.2262	0	no	no
A0A067NVB7	discarded	5	4.6201	0.6204	3.9480	5.6406	86.8640	3.0121	51.2860	9.0874	4,5	no	73.6780	8.9219	0	no	no
A0A067NXD0	canonical	5	4.0228	0.1012	3.9482	4.1950	97.4560	0.0904	95.9460	0.1707	6	yes	95.7400	0.1586	5	yes	yes
A0A067PHP8	canonical	5	4.1340	0.0613	4.0509	4.2172	95.8200	0.1181	87.7620	0.4164	6	yes	85.1320	0.8751	5	yes	yes
A0A067PPZ9	discarded	5	4.0860	0.0370	4.0277	4.1154	86.9820	0.4994	76.4520	0.8534	6	yes	68.1820	0.3459	0	no	no
A0A067PSS3	canonical	5	3.9986	0.0995	3.8471	4.0882	87.5020	0.9262	82.9620	1.0082	6	yes	78.0160	1.4634	5	yes	yes
A0A067S9C3	canonical	5	4.2305	0.0438	4.1874	4.2936	96.9240	0.0826	96.5120	0.1008	6	yes	95.8160	0.1415	5	yes	yes
A0A067T9P6	canonical	5	4.2704	0.0331	4.2297	4.3123	98.0500	0.0122	96.7040	0.0270	6	yes	98.4400	0.0308	5	yes	yes
A0A067TCE7	canonical	5	3.9182	0.0127	3.9068	3.9363	98.3780	0.0130	97.8080	0.0259	6	yes	98.2820	0.0370	5	yes	yes
A0A067TKM5	canonical	5	4.0481	0.0781	3.9270	4.1235	95.0940	0.4246	88.3200	0.9346	6	yes	84.1540	1.7036	5	yes	yes
A0A067XIX1	canonical	5	4.1149	0.0277	4.0849	4.1541	97.1880	0.0733	96.4000	0.0682	6	yes	94.5700	0.1428	5	yes	yes
A0A068FAU8	discarded	5	4.8480	3.4388	2.9330	10.9741	87.4440	0.9099	37.7800	7.1632	3	yes	82.9400	1.6057	0	no	no
A0A068NQY3	canonical	5	3.8000	0.0289	3.7690	3.8467	97.8580	0.0487	96.5880	0.0993	6	yes	94.2580	0.2614	5	yes	yes
A0A068TU86	canonical	5	3.8952	0.0244	3.8736	3.9321	96.2600	0.0557	93.9500	0.0908	6	yes	96.5640	0.0737	5	yes	yes
A0A068UD36	canonical	5	3.9626	0.0760	3.8983	4.0947	96.2640	0.0627	94.1940	0.1424	6	yes	95.5280	0.0918	5	yes	yes
A0A068UEN7	canonical	5	3.8461	0.0712	3.7802	3.9453	96.8100	0.0245	94.6920	0.1096	6	yes	91.6900	0.2464	5	yes	yes
A0A068UEP3	canonical	5	4.1070	0.0457	4.0454	4.1504	96.9760	0.0915	94.5980	0.1858	6	yes	96.2820	0.1712	5	yes	yes
A0A068VB21	discarded	5	3.3246	0.6694	2.7574	4.4742	67.0260	3.4321	37.2400	4.6743	1	yes	87.8940	0.8191	0	no	no
A0A068VBG9	discarded	5	5.2317	2.4778	3.5887	9.6203	66.5540	1.1266	48.2940	5.2095	4	yes	61.0680	1.1070	0	no	no
A0A068VNV4	canonical	5	4.1225	0.1205	3.9135	4.2054	94.0640	0.3238	86.4220	0.6798	6	yes	85.3820	0.6846	5	yes	yes
A0A069NJ99	canonical	5	4.2344	0.0406	4.1699	4.2724	97.4260	0.0631	95.4700	0.2062	6	yes	94.5400	0.3368	5	yes	yes
A0A069P877	canonical	5	4.1147	0.0667	4.0497	4.2210	97.3060	0.0913	95.5920	0.2281	6	yes	95.1780	0.8158	5	yes	yes
A0A069P8P9	canonical	5	4.4148	0.0538	4.3264	4.4699	96.3080	0.0526	94.2760	0.1124	6	yes	95.3640	0.1790	5	yes	yes
A0A072P207	canonical	5	4.0139	0.0352	3.9665	4.0608	98.2140	0.0114	97.7640	0.0055	6	yes	98.7540	0.0152	5	yes	yes
A0A072P5W0	canonical	5	4.7390	0.0623	4.6583	4.8219	97.1160	0.0844	96.6080	0.0217	6	yes	96.3400	0.1840	5	yes	yes
A0A072P8W8	canonical	5	4.8739	0.0510	4.8004	4.9245	97.3020	0.0517	97.0640	0.0378	6	yes	97.4620	0.1431	5	yes	yes
A0A072PCR1	canonical	5	4.2323	0.0658	4.1661	4.3334	97.3780	0.0130	97.5260	0.0297	6	yes	98.1960	0.0702	5	yes	yes
A0A072PH66	discarded	5	5.1675	3.5524	3.1304	11.4347	71.9940	1.1495	20.7700	0.6069	3	yes	79.4320	0.9497	0	no	no
A0A072PJG5	canonical	5	4.2646	0.0575	4.2056	4.3502	97.3700	0.1005	97.4540	0.0416	6	yes	97.1220	0.2184	5	yes	yes
A0A072PV79	discarded	5	2.8389	0.1606	2.7130	3.1064	69.8120	0.6387	49.6700	0.3078	3	yes	77.4980	0.5912	0	no	no
A0A072Q6Y5	noncanonical	5	3.8660	0.0942	3.7751	4.0209	96.7180	0.0978	94.5760	0.1504	5	yes	97.6000	0.1701	0	no	no
A0A074RCL1	canonical	5	4.0767	0.0408	4.0475	4.1461	97.3360	0.0305	97.5740	0.0550	6	yes	98.0620	0.0427	5	yes	yes
A0A074RG36	discarded	5	5.1594	1.7312	3.1766	7.3737	94.7760	0.3758	48.0520	10.2523	3	yes	95.1100	0.3368	0	no	no
A0A074RJD3	canonical	5	3.9310	0.0422	3.8709	3.9822	97.9300	0.0122	97.6760	0.0439	6	yes	96.0900	0.1451	5	yes	yes
A0A074RK37	discarded	5	4.7401	0.2569	4.3615	4.9667	94.6140	0.1965	64.2040	1.3951	4,5	no	79.5240	4.3737	0	no	no
A0A074RKY4	canonical	5	3.8648	0.0391	3.8222	3.9233	97.5340	0.0351	97.7200	0.0100	6	yes	98.6500	0.0187	5	yes	yes
A0A074RLS0	canonical	5	3.8332	0.0438	3.7970	3.9030	98.0280	0.0148	97.5900	0.0474	6	yes	98.6960	0.0207	5	yes	yes
A0A074RRF8	canonical	5	6.2090	2.8735	4.2334	11.1827	93.8140	0.5930	74.2960	11.3829	3,5,6	no	93.7060	2.1237	3	no	yes
A0A074RSM2	canonical	5	3.9513	0.0615	3.8890	4.0456	97.5320	0.0084	97.8120	0.0205	6	yes	98.5280	0.0327	5	yes	yes
A0A074RSY5	canonical	5	4.1530	0.0671	4.0356	4.1960	89.4840	0.3993	85.7140	1.0354	6	yes	86.9880	0.4670	5	yes	yes
A0A074RTB9	canonical	5	3.7915	0.0453	3.7455	3.8587	97.4540	0.1207	97.0660	0.0808	6	yes	97.6140	0.1568	5	yes	yes
A0A074RWE6	noncanonical	5	4.1726	0.1944	4.0218	4.4973	94.1580	0.2207	77.2320	1.5770	3	yes	97.3920	0.0898	0	no	no
A0A074RXC0	canonical	5	3.6386	0.0513	3.5701	3.7062	94.0660	0.6847	93.4540	0.8040	6	yes	93.9020	0.5736	5	yes	yes
A0A074RXE5	canonical	5	3.8771	0.1217	3.6917	4.0062	84.8460	8.1691	88.6120	6.9592	6	yes	96.8800	0.1190	5	yes	yes
A0A074RXR6	canonical	5	4.0426	0.0723	3.9446	4.1398	98.1380	0.0349	97.7920	0.0597	6	yes	98.5740	0.0568	5	yes	yes
A0A074RYB7	canonical	5	4.1306	0.0654	4.0546	4.2226	97.7760	0.0573	97.3720	0.0449	6	yes	97.2740	0.0770	5	yes	yes
A0A074S0H8	canonical	5	4.0152	0.0439	3.9402	4.0536	98.0480	0.0110	97.5680	0.0377	6	yes	98.1160	0.0598	5	yes	yes
A0A074S2B5	canonical	5	3.8787	0.0309	3.8276	3.9080	98.0340	0.0261	97.7380	0.0179	6	yes	98.2140	0.1119	5	yes	yes
A0A074S7C5	canonical	5	4.3519	0.0085	4.3450	4.3627	97.2560	0.1062	95.8060	0.2051	6	yes	91.3740	0.1850	5	yes	yes
A0A074S7W9	canonical	5	4.0445	0.0470	3.9921	4.1178	97.8260	0.0503	97.3520	0.0763	6	yes	98.5260	0.1537	5	yes	yes
A0A074S897	canonical	5	4.0626	0.0168	4.0389	4.0854	98.4040	0.0152	98.0420	0.0335	6	yes	98.6060	0.0152	5	yes	yes
A0A074S9M8	noncanonical	5	3.8372	0.0885	3.7229	3.9584	94.4260	0.4777	89.1140	0.7556	5,6	no	88.4240	11.8280	0	no	no
A0A074SA15	canonical	5	3.8202	0.0505	3.7503	3.8875	97.9440	0.0219	97.5720	0.0259	6	yes	98.7320	0.0192	5	yes	yes
A0A074SDG0	noncanonical	5	7.7929	2.1795	4.3813	9.8676	83.3240	2.2230	58.0140	4.1040	3,4	no	74.0620	9.8811	0	no	no
A0A074SDL0	discarded	5	5.7560	3.1961	3.3108	9.6529	76.0940	2.2310	41.1540	7.2512	3	yes	77.0860	1.9424	0	no	no
A0A074SFZ9	canonical	5	4.0087	0.0245	3.9810	4.0385	97.5620	0.1152	96.9920	0.1512	6	yes	97.6080	0.1821	5	yes	yes
A0A074SK72	canonical	5	4.3456	0.0904	4.1903	4.4186	95.6920	0.0335	95.3780	0.0522	6	yes	97.6640	0.0723	5	yes	yes
A0A074SK81	canonical	5	4.6078	0.0492	4.5455	4.6676	96.5880	0.1071	97.1120	0.0680	6	yes	96.5860	0.2055	5	yes	yes
A0A074SUA9	canonical	5	4.0213	0.0533	3.9464	4.0886	98.2560	0.0835	97.3820	0.1365	6	yes	98.3400	0.2913	5	yes	yes
A0A074VDT7	canonical	5	3.9042	0.0668	3.8073	3.9738	97.5260	0.0365	96.3620	0.0646	6	yes	95.9980	0.0870	5	yes	yes
A0A074VGZ0	canonical	5	4.0218	0.0252	3.9790	4.0412	98.2080	0.0179	97.8840	0.0241	6	yes	98.3840	0.0456	5	yes	yes
A0A074VI76	noncanonical	5	27.1965	6.2914	16.5732	31.8613	76.9840	6.8420	69.2720	14.2097	1,2,3	no	82.8060	10.3998	0	no	no
A0A074VIF5	canonical	5	4.0606	0.0331	4.0333	4.1124	95.5900	0.1821	93.7980	0.2731	6	yes	93.4040	0.3358	5	yes	yes
A0A074W682	noncanonical	5	4.5070	0.0181	4.4826	4.5288	97.5680	0.0581	95.5620	0.1163	5	yes	97.6720	0.0909	0	no	no
A0A074W6F3	noncanonical	5	21.6371	7.9200	9.9746	27.4998	82.0180	5.5149	59.6140	14.7705	1,2	no	94.2840	1.6746	0	no	no
A0A074WGJ9	canonical	5	4.0564	0.0721	3.9320	4.1042	95.6720	0.1344	93.6580	0.2416	6	yes	92.7600	0.3169	5	yes	yes
A0A074WJS2	canonical	5	3.8901	0.0432	3.8249	3.9354	98.1660	0.0462	97.5440	0.0581	6	yes	98.6000	0.0245	5	yes	yes
A0A074WWD6	canonical	5	4.1285	0.0422	4.0977	4.2017	98.0100	0.0158	97.5680	0.0228	6	yes	98.4840	0.0114	5	yes	yes
A0A074X475	canonical	5	3.9188	0.0367	3.8771	3.9764	97.7300	0.0663	97.1380	0.0638	6	yes	97.4580	0.1268	5	yes	yes
A0A074XC75	canonical	5	4.0918	0.0499	4.0265	4.1514	95.2820	0.1385	92.6320	0.1990	6	yes	91.7520	0.4708	5	yes	yes
A0A074XNA1	canonical	5	4.2139	0.0479	4.1409	4.2628	97.5460	0.0508	96.8520	0.0526	6	yes	97.3360	0.0537	5	yes	yes
A0A074XND5	noncanonical	5	23.9022	3.9681	17.6489	28.6892	77.7680	9.6091	59.3820	7.3914	0,1,2	no	94.4350	2.0092	0	no	no
A0A074XR97	canonical	5	3.8401	0.0431	3.7758	3.8852	98.1100	0.0332	97.5420	0.0327	6	yes	98.0380	0.0729	5	yes	yes
A0A074XWE1	canonical	5	3.8987	0.0418	3.8272	3.9293	97.9120	0.0396	97.2440	0.0684	6	yes	98.4200	0.0660	5	yes	yes
A0A074Y1Q9	canonical	5	3.8819	0.0298	3.8438	3.9178	98.1420	0.0402	97.5220	0.0626	6	yes	98.0340	0.0695	5	yes	yes
A0A074YH07	canonical	5	4.2542	0.0583	4.1871	4.3474	97.4680	0.0249	97.2800	0.0447	6	yes	97.8060	0.0814	5	yes	yes
A0A074YPA7	canonical	5	4.0842	0.0278	4.0482	4.1185	95.4980	0.1078	93.0880	0.0792	6	yes	94.4000	0.2568	5	yes	yes
A0A074YPF6	canonical	5	3.8946	0.0340	3.8379	3.9218	97.9680	0.0192	97.2540	0.0167	6	yes	98.6260	0.0114	5	yes	yes
A0A074YQS1	noncanonical	5	25.8207	2.6105	22.6048	29.6055	69.3980	11.0385	80.7620	2.1248	1,2	no	86.6960	14.0766	0	no	no
A0A074Z7G7	canonical	5	3.9703	0.0541	3.9402	4.0668	97.6260	0.0518	96.9200	0.0539	6	yes	96.9460	0.3527	5	yes	yes
A0A074ZDD7	canonical	5	23.3804	27.1425	2.8589	54.5237	40.3300	4.7992	31.3280	4.6290	4,5,6	no	93.7000	0.6291	3	no	yes
A0A074ZHJ0	discarded	5	19.0999	6.6937	8.2125	26.1975	86.2120	1.5154	29.4400	6.2890	3,4	no	75.5860	6.4017	0	no	no
A0A074ZPR2	canonical	5	3.7872	0.0786	3.6900	3.8545	97.1140	0.0740	95.8260	0.0966	6	yes	96.9100	0.0828	5	yes	yes
A0A075AEH4	noncanonical	5	4.2604	0.1025	4.1567	4.3718	93.5660	0.6540	88.5320	1.0353	5	yes	82.9140	1.7505	0	no	no
A0A075AU36	canonical	5	4.0675	0.0711	4.0060	4.1571	97.9920	0.0585	94.9320	0.2615	6	yes	94.1040	0.1682	5	yes	yes
A0A075AX41	canonical	5	4.1532	0.0707	4.0519	4.2210	97.1400	0.0495	96.3920	0.1197	6	yes	97.6660	0.1197	5	yes	yes
A0A075AYG4	canonical	5	4.3212	0.0379	4.2570	4.3536	96.1640	0.0541	93.9560	0.1328	6	yes	90.9600	0.2286	5	yes	yes
A0A075AZW6	discarded	5	8.8999	6.9518	3.6049	17.5690	97.0820	0.1725	70.3980	5.9038	3,4	no	95.4500	0.1340	0	no	no
A0A075B1D3	canonical	5	4.3234	0.1213	4.1993	4.5231	91.9740	0.1635	89.7880	0.1577	6	yes	93.9040	0.1322	5	yes	yes
A0A075BWS7	canonical	5	3.8754	0.0793	3.7829	3.9572	96.1740	0.1041	93.6400	0.1541	6	yes	93.4320	0.2439	5	yes	yes
A0A075BX21	canonical	5	3.8185	0.0606	3.7441	3.8775	96.0140	0.0820	93.2920	0.2206	6	yes	92.2320	0.1182	5	yes	yes
A0A075DN54	canonical	5	3.8550	0.0560	3.7961	3.9231	95.1000	0.1109	91.4440	0.3027	6	yes	91.1500	0.2593	5	yes	yes
A0A075Q1C6	discarded	5	18.4234	7.0534	5.8367	22.2479	38.9720	1.1303	39.7460	10.4197	3,4	no	42.2020	3.4211	0	no	no
A0A075Q3G6	discarded	5	9.2264	7.4946	2.9161	21.2670	42.6600	0.5584	28.0420	11.4871	3,4	no	41.5840	2.5390	0	no	no
A0A075Q4B7	discarded	5	14.4961	10.4660	2.4369	23.2300	46.3040	1.5829	42.3260	13.2696	3,4	no	48.1000	4.0966	0	no	no
A0A075QBC7	discarded	5	18.4234	7.0534	5.8367	22.2479	38.9720	1.1303	39.7460	10.4197	3,4	no	42.2020	3.4211	0	no	no
A0A076FRB3	canonical	5	4.1385	0.0311	4.0921	4.1644	96.8520	0.0522	94.7620	0.1161	6	yes	97.5620	0.0526	5	yes	yes
A0A076FRC0	discarded	5	24.4365	10.5945	5.4963	29.4913	94.3100	0.7026	60.1520	4.0674	3	yes	91.9580	1.1928	0	no	no
A0A076FRN6	canonical	5	3.8452	0.0679	3.7891	3.9614	94.7100	0.1079	91.7420	0.1671	6	yes	89.1320	0.2556	5	yes	yes
A0A076FRP2	canonical	5	3.8202	0.0756	3.7189	3.9289	95.2580	0.0817	92.3820	0.2252	6	yes	89.0200	0.1751	5	yes	yes
A0A076FRP6	canonical	5	3.8909	0.0432	3.8419	3.9560	95.3560	0.0555	92.6080	0.1579	6	yes	89.1500	0.1826	5	yes	yes
A0A076FT34	canonical	5	3.8649	0.0612	3.7704	3.9230	95.6280	0.0988	93.7800	0.1517	6	yes	89.7740	0.2161	5	yes	yes
A0A076FX85	canonical	5	3.8175	0.0152	3.8024	3.8394	96.6500	0.0464	93.6500	0.0748	6	yes	96.0860	0.0826	5	yes	yes
A0A076FX88	canonical	5	3.8393	0.0283	3.8077	3.8788	97.4100	0.0696	95.2640	0.1501	6	yes	96.2980	0.1914	5	yes	yes
A0A076JQI5	canonical	5	4.0852	0.0303	4.0503	4.1330	97.7420	0.0814	97.2880	0.0942	6	yes	98.0540	0.1053	5	yes	yes
A0A076KXK6	canonical	5	3.8385	0.0819	3.7606	3.9537	93.9500	0.2954	90.7740	0.3138	6	yes	83.2600	2.2867	5	yes	yes
A0A077EN17	discarded	5	2.8698	0.4970	2.3171	3.6741	72.9260	1.6411	38.6680	1.4170	1	yes	88.9120	1.2716	0	no	no
A0A077HD11	canonical	5	4.1214	0.0197	4.0944	4.1480	98.1260	0.0635	97.2120	0.0638	6	yes	98.4700	0.0587	5	yes	yes
A0A077QRG5	discarded	5	3.5018	0.5908	2.6658	4.3120	71.0740	2.6036	48.2440	3.9049	3,4	no	68.9600	2.3783	0	no	no
A0A077R9S7	canonical	5	4.2317	0.0933	4.0897	4.3233	94.6160	0.1537	93.5380	0.2056	6	yes	94.2340	0.4808	5	yes	yes
A0A077S4H3	canonical	5	3.5832	0.0235	3.5515	3.6153	95.7660	0.1242	92.2200	0.3216	6	yes	95.4580	0.1730	5	yes	yes
A0A077YX65	noncanonical	5	21.4173	3.5697	17.1766	25.1419	95.5580	0.1879	64.5820	5.3525	3,4	no	91.4100	4.0393	0	no	no
A0A077Z814	canonical	5	4.3429	0.0607	4.2559	4.4002	89.9700	2.0403	91.3840	1.4164	6	yes	85.6700	2.6496	5	yes	yes
A0A077ZFE0	noncanonical	5	38.0702	10.6515	24.0126	51.7750	48.3540	12.4574	38.4340	14.9764	0,1,2	no	86.2375	11.1646	0	no	no
A0A077ZGT3	noncanonical	5	39.7335	5.6176	29.8359	43.1266	64.7180	0.6386	36.1600	3.1552	2,3	no	92.9440	0.5061	0	no	no
A0A078AII6	canonical	5	4.0489	0.0276	4.0051	4.0723	92.0740	0.4160	86.5020	0.4317	6	yes	84.2880	0.7396	5	yes	yes
A0A078ARQ6	discarded	5	10.8219	3.1864	7.0623	14.8129	88.7240	0.8048	31.9880	15.3141	3	yes	86.0140	0.6363	0	no	no
A0A080Z0A1	canonical	5	3.9258	0.0378	3.8957	3.9681	97.3980	0.0691	96.5720	0.0798	6	yes	98.2120	0.0390	5	yes	yes
A0A080ZC48	noncanonical	5	33.0388	4.2136	30.5996	40.5539	66.1200	4.6118	57.5580	0.5718	0,1	no	98.1100		0	no	no
A0A080ZC49	noncanonical	5	35.5405	9.1141	21.3091	43.0030	62.7720	6.0014	56.5680	7.4853	0,1	no	93.5500	0.0000	0	no	no
A0A080ZVP8	canonical	5	4.1523	0.0883	4.0613	4.2560	95.9180	0.0698	93.1780	0.1128	6	yes	94.7440	0.0958	5	yes	yes
A0A080ZVP9	noncanonical	5	21.8062	0.2033	21.6544	22.0968	97.5440	0.0297	72.3760	1.5322	4	yes	97.7680	0.0988	0	no	no
A0A080ZVS2	canonical	5	3.7819	0.0199	3.7532	3.8084	97.0340	0.0577	95.7480	0.1178	6	yes	97.7360	0.0805	5	yes	yes
A0A080ZVS5	canonical	5	3.8039	0.0164	3.7785	3.8194	97.7320	0.0164	97.3500	0.0100	6	yes	98.6760	0.0230	5	yes	yes
A0A080ZVS7	canonical	5	3.9416	0.0528	3.8964	4.0087	97.5500	0.0430	97.1760	0.0456	6	yes	97.2020	0.0844	5	yes	yes
A0A081AHF5	canonical	5	3.7884	0.0618	3.7185	3.8823	97.2340	0.0513	96.8000	0.0815	6	yes	97.9200	0.1020	5	yes	yes
A0A081AVN2	canonical	5	3.9491	0.0424	3.9041	4.0140	97.4020	0.0466	96.6980	0.0622	6	yes	98.2560	0.0297	5	yes	yes
A0A081AZP8	canonical	5	4.0593	0.0625	4.0122	4.1401	97.6380	0.0396	96.1140	0.0270	6	yes	97.8460	0.0279	5	yes	yes
A0A081CKB9	canonical	5	4.1923	0.0798	4.0910	4.2936	96.1460	0.1001	95.5460	0.0986	6	yes	97.5140	0.1286	5	yes	yes
A0A081XZW0	canonical	5	3.9780	0.0932	3.8785	4.1248	97.5700	0.0927	97.8980	0.0377	6	yes	98.3120	0.0881	5	yes	yes
A0A084AF08	canonical	5	4.2034	0.0360	4.1611	4.2462	98.3020	0.0295	97.7860	0.0397	6	yes	98.6660	0.0351	5	yes	yes
A0A084AJL7	noncanonical	5	3.7491	0.0702	3.6753	3.8606	92.4520	0.3252	88.7240	0.3576	5	yes	90.2480	0.5702	0	no	no
A0A084AR48	canonical	5	4.0313	0.0313	3.9847	4.0635	97.6840	0.0677	97.4820	0.0421	6	yes	96.9160	0.1668	5	yes	yes
A0A084AV30	canonical	5	4.1548	0.0666	4.0400	4.2108	97.2440	0.0650	95.0400	0.1471	6	yes	94.5040	0.4174	5	yes	yes
