accession,ref,qtmscore,a1_cov,a2_cov,a3_cov,a4_cov,n_helices
A0A075Q1C6,ref_5M8L_human,0.6642,1.000,1.000,0.000,0.000,2
A0A075Q3G6,ref_5M8L_human,0.7179,1.000,1.000,0.000,0.000,2
A0A075Q4B7,ref_5M8L_human,0.6406,1.000,1.000,0.000,0.000,2
A0A075QBC7,ref_5M8L_human,0.6642,1.000,1.000,0.000,0.000,2
A0A076FRB3,ref_5CE9_Jregia,0.5545,1.000,1.000,1.000,1.000,4
A0A076FRC0,ref_5M8L_human,0.8224,1.000,1.000,0.000,0.000,2
A0A076FRN6,ref_5CE9_Jregia,0.5103,1.000,1.000,1.000,1.000,4
A0A076FRP2,ref_5CE9_Jregia,0.5067,1.000,1.000,1.000,1.000,4
A0A076FRP6,ref_5CE9_Jregia,0.5291,1.000,1.000,1.000,1.000,4
A0A076FT34,ref_1BT3_Ibatatas,0.5227,1.000,1.000,1.000,1.000,4
A0A076FX85,ref_5CE9_Jregia,0.5727,1.000,1.000,1.000,1.000,4
A0A076FX88,ref_5CE9_Jregia,0.5896,1.000,1.000,1.000,1.000,4
A0A076JQI5,ref_PmTYR,0.4449,1.000,0.947,0.778,1.000,4
A0A076KXK6,ref_PmTYR,0.3044,1.000,0.895,0.778,1.000,4
A0A077EN17,ref_1BT3_Ibatatas,0.7904,0.000,0.700,1.000,0.000,2
A0A077HD11,ref_PmTYR,0.9192,1.000,1.000,1.000,1.000,4
A0A077QRG5,ref_I3D139_archaea,0.5061,0.750,1.000,0.444,1.000,3
A0A077R9S7,ref_A0A9N8ELP9_oomycota,0.3064,0.917,1.000,0.917,1.000,4
A0A077S4H3,ref_5CE9_Jregia,0.6085,1.000,1.000,1.000,1.000,4
A0A077YX65,ref_PmTYR,0.5267,0.846,1.000,0.667,1.000,4
A0A077Z814,ref_PmTYR,0.4847,0.769,1.000,1.000,1.000,4
A0A077ZFE0,ref_PmTYR,0.3246,1.000,1.000,1.000,1.000,4
A0A077ZGT3,ref_PmTYR,0.3103,0.846,1.000,0.889,1.000,4
A0A078AII6,ref_2Y9W_Abisporus,0.4983,1.000,0.792,1.000,1.000,4
A0A078ARQ6,ref_I3D139_archaea,0.2432,0.000,0.632,1.000,1.000,3
A0A080Z0A1,ref_PmTYR,0.3505,0.769,1.000,1.000,1.000,4
A0A080ZC48,ref_1JS8_squid,0.3565,1.000,1.000,0.800,0.870,4
A0A080ZC49,ref_A0A9N8ELP9_oomycota,0.3202,0.917,0.850,0.917,1.000,4
A0A080ZVP8,ref_A0A9N8ELP9_oomycota,0.3350,0.917,1.000,0.917,1.000,4
A0A080ZVP9,ref_8BBR_Vspinosum,0.3341,1.000,0.950,1.000,0.909,4
A0A080ZVS2,ref_1JS8_squid,0.3102,1.000,1.000,0.800,1.000,4
A0A080ZVS5,ref_A0A9N8ELP9_oomycota,0.3174,0.667,1.000,0.667,1.000,4
A0A080ZVS7,ref_A0A9N8ELP9_oomycota,0.3898,0.917,1.000,0.750,1.000,4
A0A081AHF5,ref_2Y9W_Abisporus,0.3390,1.000,0.958,0.923,1.000,4
A0A081AVN2,ref_2Y9W_Abisporus,0.3335,0.750,0.750,0.846,1.000,4
A0A081AZP8,ref_A0A9N8ELP9_oomycota,0.3832,0.917,1.000,1.000,1.000,4
A0A081CKB9,ref_PmTYR,0.3430,1.000,1.000,1.000,1.000,4
A0A081XZW0,ref_PmTYR,0.7606,1.000,1.000,1.000,1.000,4
A0A084AF08,ref_A0A9N8ELP9_oomycota,0.5468,1.000,1.000,0.917,1.000,4
A0A084AJL7,ref_PmTYR,0.5679,1.000,1.000,0.778,1.000,4
A0A084AR48,ref_A0A9N8ELP9_oomycota,0.5441,0.917,1.000,1.000,1.000,4
A0A084AV30,ref_2Y9W_Abisporus,0.5383,1.000,1.000,0.923,1.000,4
A0A084AYI1,ref_2Y9W_Abisporus,0.5031,1.000,1.000,1.000,1.000,4
A0A084B2K4,ref_PmTYR,0.6241,1.000,1.000,0.778,0.947,4
A0A084B4D9,ref_A0A9N8ELP9_oomycota,0.5592,0.917,1.000,0.667,1.000,4
A0A084B663,ref_A0A9N8ELP9_oomycota,0.5544,0.917,1.000,1.000,1.000,4
A0A084B7G3,ref_PmTYR,0.6107,1.000,1.000,0.778,1.000,4
A0A084B8J4,ref_A0A9N8ELP9_oomycota,0.2599,0.917,1.000,1.000,1.000,4
A0A084BB06,ref_PmTYR,0.6672,1.000,1.000,1.000,1.000,4
A0A084FV28,ref_A0A9N8ELP9_oomycota,0.5303,1.000,1.000,1.000,1.000,4
A0A084FV70,ref_PmTYR,0.2870,1.000,1.000,1.000,1.000,4
A0A084G098,ref_PmTYR,0.2868,1.000,1.000,1.000,1.000,4
A0A084G330,ref_1JS8_squid,0.3046,0.625,0.667,0.900,0.652,4
A0A084G3K0,ref_A0A9N8ELP9_oomycota,0.6462,1.000,0.950,0.917,1.000,4
A0A084G593,ref_PmTYR,0.4938,1.000,1.000,1.000,1.000,4
A0A084G5H0,ref_A0A9N8ELP9_oomycota,0.5525,1.000,1.000,1.000,0.895,4
A0A084G6B5,ref_A0A9N8ELP9_oomycota,0.5363,1.000,1.000,1.000,1.000,4
A0A084G7S9,ref_5CE9_Jregia,0.3927,1.000,0.632,1.000,1.000,4
A0A084G7V9,ref_PmTYR,0.6013,1.000,1.000,1.000,1.000,4
A0A084G9G0,ref_PmTYR,0.4925,1.000,1.000,0.778,1.000,4
A0A084GCK1,ref_A0A9N8ELP9_oomycota,0.4899,1.000,1.000,1.000,1.000,4
A0A084GDW0,ref_A0A9N8ELP9_oomycota,0.4610,1.000,1.000,0.833,1.000,4
A0A084GGH5,ref_2Y9W_Abisporus,0.4830,1.000,1.000,1.000,1.000,4
A0A084GGL7,ref_2Y9W_Abisporus,0.4716,1.000,0.542,0.923,1.000,4
A0A084QC22,ref_2Y9W_Abisporus,0.5280,1.000,1.000,0.846,1.000,4
A0A084QCB8,ref_A0A9N8ELP9_oomycota,0.6225,1.000,0.950,1.000,1.000,4
A0A084QJ67,ref_2Y9W_Abisporus,0.5013,1.000,1.000,0.923,1.000,4
A0A084QQ18,ref_A0A9N8ELP9_oomycota,0.5771,0.917,1.000,0.667,1.000,4
A0A084QWG9,ref_PmTYR,0.6815,1.000,1.000,1.000,1.000,4
A0A084QX23,ref_PmTYR,0.5565,1.000,1.000,1.000,1.000,4
A0A084QY85,ref_A0A9N8ELP9_oomycota,0.5488,1.000,1.000,1.000,0.842,4
A0A084QZJ0,ref_PmTYR,0.2704,1.000,1.000,1.000,1.000,4
A0A084R0Y5,ref_A0A9N8ELP9_oomycota,0.5666,1.000,1.000,1.000,1.000,4
A0A084R149,ref_I3D139_archaea,0.5419,1.000,1.000,1.000,1.000,4
A0A084R1I5,ref_PmTYR,0.5850,1.000,1.000,0.778,1.000,4
A0A085M8H3,ref_PmTYR,0.3004,0.846,1.000,0.889,1.000,4
A0A085N949,ref_PmTYR,0.4846,0.769,1.000,1.000,1.000,4
A0A085NCJ6,ref_5M8L_human,0.3455,1.000,1.000,1.000,1.000,4
A0A086ADX6,ref_8BBR_Vspinosum,0.4332,1.000,1.000,1.000,0.818,4
A0A086J2K3,ref_PmTYR,0.6592,1.000,1.000,1.000,1.000,4
A0A086N2U2,ref_PmTYR,0.8766,1.000,1.000,1.000,1.000,4
A0A086SV08,ref_PmTYR,0.5568,1.000,1.000,1.000,1.000,4
A0A086T0Z5,ref_2Y9W_Abisporus,0.5753,1.000,1.000,0.923,1.000,4
A0A087QSF6,ref_5M8L_human,0.7880,1.000,1.000,1.000,1.000,4
A0A087R0E2,ref_5M8L_human,0.6714,1.000,1.000,1.000,1.000,4
A0A087RFL1,ref_5M8L_human,0.6576,1.000,1.000,1.000,1.000,4
A0A087UWG6,ref_PmTYR,0.5459,1.000,1.000,0.000,0.000,2
A0A087UWG8,ref_PmTYR,0.6020,1.000,1.000,0.778,0.947,4
A0A087V2P2,ref_5M8L_human,0.6576,1.000,1.000,1.000,1.000,4
A0A087X5L9,ref_5M8L_human,0.6787,1.000,1.000,1.000,1.000,4
A0A087XJW4,ref_5M8L_human,0.6679,1.000,1.000,1.000,1.000,4
A0A087XNB6,ref_5M8L_human,0.6468,1.000,1.000,1.000,1.000,4
A0A087YDX2,ref_5M8L_human,0.6536,1.000,1.000,1.000,1.000,4
A0A087YHH7,ref_5M8L_human,0.6329,1.000,1.000,1.000,1.000,4
A0A089WYP0,ref_PmTYR,0.9164,1.000,1.000,1.000,1.000,4
A0A089X5M9,ref_PmTYR,0.8749,1.000,1.000,1.000,1.000,4
A0A090CH20,ref_PmTYR,0.4893,1.000,1.000,0.778,1.000,4
A0A090CL68,ref_A0A9N8ELP9_oomycota,0.5228,1.000,1.000,1.000,1.000,4
A0A090CMR9,ref_PmTYR,0.6360,1.000,1.000,1.000,1.000,4
A0A090CWC0,ref_2Y9W_Abisporus,0.4959,1.000,1.000,1.000,1.000,4
A0A090D4S5,ref_PmTYR,0.6321,1.000,1.000,1.000,1.000,4
A0A090KP27,ref_1JS8_squid,0.2231,0.625,1.000,0.700,0.565,4
A0A090L4G2,ref_PmTYR,0.5225,1.000,1.000,0.889,1.000,4
A0A090L5U2,ref_PmTYR,0.3296,0.923,1.000,0.778,1.000,4
A0A090LAX1,ref_PmTYR,0.3502,1.000,1.000,1.000,1.000,4
A0A090LH51,ref_PmTYR,0.3468,1.000,1.000,1.000,1.000,4
A0A090MKY8,ref_2Y9W_Abisporus,0.4213,1.000,1.000,1.000,1.000,4
A0A090N5Z6,ref_I3D139_archaea,0.5852,1.000,1.000,1.000,1.000,4
A0A091DE91,ref_5M8L_human,0.7273,1.000,1.000,1.000,1.000,4
A0A091EJM4,ref_5M8L_human,0.6688,1.000,1.000,1.000,1.000,4
A0A091EJW4,ref_5M8L_human,0.8075,1.000,1.000,1.000,1.000,4
A0A091EQ39,ref_5M8L_human,0.6768,1.000,1.000,1.000,1.000,4
A0A091EQG7,ref_5M8L_human,0.6586,1.000,1.000,1.000,1.000,4
A0A091FU06,ref_5M8L_human,0.6620,1.000,1.000,1.000,1.000,4
A0A091GBZ3,ref_5M8L_human,0.8015,1.000,1.000,1.000,1.000,4
A0A091GGF7,ref_5M8L_human,0.6584,1.000,1.000,1.000,1.000,4
A0A091H384,ref_5M8L_human,0.7932,1.000,1.000,1.000,1.000,4
A0A091HA89,ref_5M8L_human,0.7960,1.000,1.000,1.000,0.579,4
A0A091HDB5,ref_5M8L_human,0.6699,1.000,1.000,1.000,1.000,4
A0A091HSS0,ref_5M8L_human,0.6604,1.000,1.000,1.000,1.000,4
A0A091IFA6,ref_5M8L_human,0.6580,1.000,1.000,1.000,1.000,4
A0A091ISS4,ref_5M8L_human,0.7961,1.000,1.000,1.000,1.000,4
A0A091IY37,ref_5M8L_human,0.6361,1.000,1.000,0.875,1.000,4
A0A091JF89,ref_5M8L_human,0.6578,1.000,1.000,1.000,1.000,4
A0A091JYW2,ref_5M8L_human,0.6582,1.000,1.000,0.625,1.000,4
A0A091K495,ref_5M8L_human,0.7876,1.000,1.000,1.000,1.000,4
A0A091K9P7,ref_5M8L_human,0.7629,1.000,1.000,1.000,1.000,4
A0A091L5Q5,ref_5M8L_human,0.7965,1.000,1.000,1.000,1.000,4
A0A091L9M2,ref_A0A9N8ELP9_oomycota,0.4145,1.000,1.000,0.583,1.000,4
A0A091LD51,ref_5M8L_human,0.7985,1.000,1.000,1.000,0.579,4
A0A091M3M6,ref_5M8L_human,0.6414,1.000,1.000,1.000,1.000,4
A0A091MG12,ref_5M8L_human,0.7181,1.000,1.000,0.000,0.000,2
A0A091MMY9,ref_5M8L_human,0.7185,1.000,1.000,0.000,0.000,2
A0A091N6A9,ref_5M8L_human,0.8020,1.000,1.000,1.000,1.000,4
A0A091N6N3,ref_5M8L_human,0.6714,1.000,1.000,1.000,1.000,4
A0A091NYE1,ref_5M8L_human,0.7717,1.000,1.000,1.000,1.000,4
A0A091P6C8,ref_5M8L_human,0.6577,1.000,1.000,1.000,1.000,4
A0A091P7E8,ref_5M8L_human,0.7965,1.000,1.000,1.000,1.000,4
A0A091P9Q0,ref_5M8L_human,0.7374,1.000,1.000,0.750,1.000,4
A0A091Q771,ref_A0A9N8ELP9_oomycota,0.4177,1.000,1.000,1.000,1.000,4
A0A091QFD1,ref_5M8L_human,0.6578,1.000,1.000,1.000,1.000,4
A0A091QKA4,ref_5M8L_human,0.6704,1.000,1.000,1.000,1.000,4
A0A091QM34,ref_5M8L_human,0.7883,1.000,1.000,1.000,1.000,4
A0A091RH37,ref_5M8L_human,0.6690,1.000,1.000,1.000,1.000,4
A0A091S066,ref_5M8L_human,0.6579,1.000,1.000,1.000,1.000,4
A0A091SAS8,ref_5M8L_human,0.6625,1.000,1.000,1.000,1.000,4
A0A091T007,ref_5M8L_human,0.7987,1.000,1.000,1.000,0.579,4
A0A091TDY4,ref_5M8L_human,0.7933,1.000,1.000,1.000,1.000,4
A0A091TFJ5,ref_I3D139_archaea,0.4676,1.000,1.000,0.667,1.000,4
A0A091TMG5,ref_5M8L_human,0.7579,1.000,1.000,1.000,1.000,4
A0A091U7D6,ref_5M8L_human,0.7879,1.000,1.000,1.000,1.000,4
A0A091U7Y5,ref_5M8L_human,0.7010,1.000,1.000,0.000,0.000,2
A0A091V703,ref_5M8L_human,0.7654,1.000,1.000,0.000,0.000,2
A0A091VK98,ref_5M8L_human,0.6573,1.000,1.000,1.000,1.000,4
A0A091W054,ref_5M8L_human,0.6580,1.000,1.000,1.000,1.000,4
A0A091W550,ref_5M8L_human,0.8019,1.000,1.000,1.000,1.000,4
A0A091W941,ref_5M8L_human,0.7862,1.000,1.000,1.000,1.000,4
A0A091WPJ3,ref_5M8L_human,0.6697,1.000,1.000,1.000,1.000,4
A0A093CEX0,ref_5M8L_human,0.7629,1.000,1.000,1.000,1.000,4
A0A093CEY8,ref_5M8L_human,0.7557,1.000,1.000,1.000,1.000,4
A0A093CQX0,ref_5M8L_human,0.7542,1.000,1.000,1.000,0.947,4
A0A093FE14,ref_5M8L_human,0.6982,1.000,1.000,1.000,1.000,4
A0A093FW37,ref_5M8L_human,0.7577,1.000,1.000,1.000,1.000,4
A0A093G154,ref_5M8L_human,0.5622,1.000,1.000,0.000,0.000,2
A0A093GEC8,ref_5M8L_human,0.7968,1.000,1.000,1.000,1.000,4
A0A093GMV7,ref_5M8L_human,0.6574,1.000,1.000,1.000,1.000,4
A0A093H736,ref_5M8L_human,0.6716,1.000,1.000,1.000,1.000,4
A0A093I3S2,ref_5M8L_human,0.6574,1.000,1.000,1.000,1.000,4
A0A093IJB5,ref_5M8L_human,0.7967,1.000,1.000,1.000,1.000,4
A0A093JA04,ref_5M8L_human,0.6534,1.000,1.000,0.625,1.000,4
A0A093NFD8,ref_5M8L_human,0.6579,1.000,1.000,1.000,1.000,4
A0A093NYR8,ref_5M8L_human,0.7881,1.000,1.000,1.000,1.000,4
A0A093PRN0,ref_5M8L_human,0.7963,1.000,1.000,1.000,1.000,4
A0A093QDY2,ref_5M8L_human,0.7980,1.000,1.000,1.000,0.579,4
A0A093R256,ref_5M8L_human,0.7631,1.000,1.000,1.000,1.000,4
A0A093R2N9,ref_5M8L_human,0.7966,1.000,1.000,1.000,1.000,4
A0A093RE66,ref_5M8L_human,0.6580,1.000,1.000,1.000,1.000,4
A0A093V1Z2,ref_2Y9W_Abisporus,0.4356,1.000,1.000,0.538,1.000,4
A0A093V313,ref_5M8L_human,0.2056,0.923,1.000,0.875,0.947,4
A0A093V4K7,ref_A0A9N8ELP9_oomycota,0.5154,1.000,1.000,1.000,1.000,4
A0A093VIP7,ref_2Y9W_Abisporus,0.8280,1.000,1.000,1.000,1.000,4
A0A093XBB1,ref_A0A9N8ELP9_oomycota,0.5445,0.917,1.000,1.000,1.000,4
A0A093XMU4,ref_2Y9W_Abisporus,0.4951,1.000,1.000,1.000,1.000,4
A0A094KB04,ref_5M8L_human,0.7846,1.000,1.000,1.000,1.000,4
A0A094KNZ4,ref_5M8L_human,0.7986,1.000,1.000,1.000,0.579,4
A0A094KVX1,ref_5M8L_human,0.6577,1.000,1.000,1.000,1.000,4
A0A094ZEX3,ref_5M8L_human,0.6368,1.000,1.000,1.000,1.000,4
A0A095A866,ref_PmTYR,0.4479,0.000,0.000,1.000,1.000,2
A0A095CG52,ref_5M8L_human,0.7237,1.000,1.000,1.000,0.842,4
A0A096MND7,ref_5M8L_human,0.6334,1.000,1.000,1.000,1.000,4
A0A096P1J2,ref_5M8L_human,0.6436,1.000,1.000,1.000,1.000,4
A0A097ZQG6,ref_5CE9_Jregia,0.5840,1.000,1.000,1.000,1.000,4
A0A097ZQG8,ref_5CE9_Jregia,0.5840,1.000,1.000,1.000,1.000,4
A0A097ZQH0,ref_5CE9_Jregia,0.5826,1.000,1.000,1.000,1.000,4
A0A097ZQH2,ref_5CE9_Jregia,0.5801,1.000,1.000,1.000,1.000,4
A0A097ZQH8,ref_1BT3_Ibatatas,0.9890,0.000,1.000,1.000,0.895,3
A0A097ZQH9,ref_5CE9_Jregia,0.5826,1.000,1.000,1.000,1.000,4
A0A097ZQI1,ref_1BT3_Ibatatas,0.2154,0.000,0.000,1.000,0.368,1
A0A097ZQI2,ref_5CE9_Jregia,0.5840,1.000,1.000,1.000,1.000,4
A0A098E091,ref_A0A9N8ELP9_oomycota,0.5748,1.000,1.000,1.000,0.947,4
A0A098SBM4,ref_PmTYR,0.2948,1.000,1.000,1.000,1.000,4
A0A098VS40,ref_PmTYR,0.4922,1.000,1.000,1.000,1.000,4
A0A098VU05,ref_PmTYR,0.4248,0.538,0.000,1.000,1.000,3
A0A098Y3K8,ref_1JS8_squid,0.7812,1.000,1.000,0.800,0.696,4
A0A098YAD9,ref_PmTYR,0.9061,1.000,1.000,1.000,1.000,4
A0A099MZ46,ref_2Y9W_Abisporus,0.3779,0.625,0.708,0.923,1.000,4
A0A099ZQM2,ref_5M8L_human,0.6693,1.000,1.000,1.000,1.000,4
A0A099ZU00,ref_5M8L_human,0.8583,1.000,1.000,1.000,1.000,4
A0A099ZUV0,ref_5M8L_human,0.7720,1.000,1.000,0.000,0.000,2
A0A0A0A6E7,ref_5M8L_human,0.6580,1.000,1.000,1.000,1.000,4
A0A0A0AZE1,ref_5M8L_human,0.7964,1.000,1.000,1.000,1.000,4
A0A0A0B9F3,ref_I3D139_archaea,0.2304,1.000,1.000,0.889,0.947,4
A0A0A0D635,ref_8BBR_Vspinosum,0.5618,1.000,1.000,1.000,1.000,4
A0A0A0F2E9,ref_PmTYR,0.2229,1.000,1.000,0.778,1.000,4
A0A0A0HTK8,ref_A0A9N8ELP9_oomycota,0.5144,1.000,1.000,0.500,0.895,4
A0A0A0LRV2,ref_5CE9_Jregia,0.6140,1.000,1.000,0.000,1.000,3
A0A0A0LUI1,ref_5CE9_Jregia,0.5814,1.000,1.000,1.000,1.000,4
A0A0A0LV27,ref_1BT3_Ibatatas,0.3980,1.000,0.000,1.000,1.000,3
A0A0A0LXD0,ref_5CE9_Jregia,0.5786,1.000,1.000,1.000,1.000,4
A0A0A0MTD3,ref_I3D139_archaea,0.4791,0.000,1.000,1.000,0.895,3
A0A0A1GL66,ref_5M8L_human,0.7081,1.000,1.000,0.000,0.000,2
A0A0A1GND9,ref_5M8L_human,0.7081,1.000,1.000,0.000,0.000,2
A0A0A1SZ60,ref_2Y9W_Abisporus,0.5107,1.000,1.000,1.000,1.000,4
A0A0A1T2S7,ref_2Y9W_Abisporus,0.5328,1.000,1.000,1.000,1.000,4
A0A0A1T3I6,ref_2Y9W_Abisporus,0.5470,1.000,1.000,1.000,1.000,4
A0A0A1T7C1,ref_PmTYR,0.5846,1.000,1.000,1.000,0.947,4
A0A0A1T9R6,ref_2Y9W_Abisporus,0.4648,1.000,1.000,0.846,1.000,4
A0A0A1TL71,ref_2Y9W_Abisporus,0.4747,1.000,1.000,0.846,1.000,4
A0A0A1UIC4,ref_PmTYR,0.4270,0.000,0.000,1.000,1.000,2
A0A0A1UIL1,ref_PmTYR,0.6565,1.000,0.947,1.000,0.947,4
A0A0A1UJW0,ref_PmTYR,0.3221,1.000,1.000,1.000,1.000,4
A0A0A1UJX2,ref_PmTYR,0.5500,1.000,1.000,1.000,1.000,4
A0A0A1UQ03,ref_PmTYR,0.5542,1.000,1.000,1.000,1.000,4
A0A0A1V0A4,ref_2Y9W_Abisporus,0.4792,1.000,1.000,0.923,1.000,4
A0A0A1V1E5,ref_PmTYR,0.5744,1.000,1.000,0.889,1.000,4
A0A0A1V7Z8,ref_2Y9W_Abisporus,0.5560,1.000,1.000,1.000,1.000,4
A0A0A1VA99,ref_PmTYR,0.5519,1.000,1.000,0.889,1.000,4
A0A0A1VAF9,ref_PmTYR,0.5417,1.000,1.000,1.000,1.000,4
A0A0A1YUC0,ref_2Y9W_Abisporus,0.3647,0.625,0.708,0.923,1.000,4
A0A0A2J1X4,ref_A0A9N8ELP9_oomycota,0.5921,1.000,1.000,1.000,1.000,4
A0A0A2JBW7,ref_2Y9W_Abisporus,0.3749,1.000,1.000,1.000,1.000,4
A0A0A2JEJ9,ref_A0A9N8ELP9_oomycota,0.4995,1.000,1.000,1.000,0.947,4
A0A0A2JPW5,ref_PmTYR,0.5941,1.000,1.000,1.000,1.000,4
A0A0A2JVP7,ref_A0A9N8ELP9_oomycota,0.6277,1.000,1.000,0.750,1.000,4
A0A0A2KL20,ref_A0A9N8ELP9_oomycota,0.5168,1.000,1.000,1.000,0.947,4
A0A0A2KWA6,ref_A0A9N8ELP9_oomycota,0.5999,1.000,1.000,1.000,0.895,4
A0A0A2LDC3,ref_2Y9W_Abisporus,0.3677,1.000,1.000,1.000,1.000,4
A0A0A2VDR5,ref_2Y9W_Abisporus,0.5165,1.000,0.708,0.846,1.000,4
A0A0A2VJT0,ref_2Y9W_Abisporus,0.4966,1.000,1.000,0.923,1.000,4
A0A0A2VR17,ref_2Y9W_Abisporus,0.4365,1.000,1.000,1.000,1.000,4
A0A0A2VY68,ref_2Y9W_Abisporus,0.3448,1.000,1.000,1.000,1.000,4
A0A0A2VYA5,ref_PmTYR,0.5654,1.000,1.000,1.000,1.000,4
A0A0A2W0H5,ref_A0A9N8ELP9_oomycota,0.5767,1.000,1.000,0.917,1.000,4
A0A0A2WKA0,ref_5CE9_Jregia,0.4151,0.833,0.947,1.000,1.000,4
A0A0A2X4S5,ref_8BBR_Vspinosum,0.4390,1.000,1.000,1.000,0.818,4
A0A0A3XNH3,ref_5CE9_Jregia,0.2760,1.000,1.000,1.000,1.000,4
A0A0A3XV83,ref_5CE9_Jregia,0.4290,0.833,1.000,1.000,1.000,4
A0A0A6DAA9,ref_PmTYR,0.7579,1.000,1.000,1.000,1.000,4
A0A0A6UDS1,ref_PmTYR,0.8656,1.000,1.000,1.000,1.000,4
A0A0A6UH53,ref_PmTYR,0.8310,1.000,1.000,1.000,1.000,4
A0A0A6UH99,ref_PmTYR,0.8250,1.000,1.000,1.000,1.000,4
A0A0A6UK08,ref_PmTYR,0.8313,1.000,1.000,0.889,1.000,4
A0A0A7CLR3,ref_1JS8_squid,0.2584,1.000,1.000,0.750,0.913,4
A0A0A7CLT5,ref_PmTYR,0.3868,0.846,1.000,1.000,0.947,4
A0A0A7CM13,ref_1JS8_squid,0.3763,1.000,1.000,0.800,0.826,4
A0A0A7CM93,ref_PmTYR,0.3369,0.769,1.000,0.889,0.895,4
A0A0A7CMA7,ref_PmTYR,0.3717,1.000,1.000,0.778,1.000,4
A0A0A7CMC8,ref_1JS8_squid,0.3656,1.000,1.000,0.800,0.913,4
A0A0A7CN07,ref_A0A9N8ELP9_oomycota,0.2864,0.917,1.000,1.000,0.947,4
A0A0A7CN79,ref_PmTYR,0.3945,0.846,1.000,0.778,1.000,4
A0A0A7CNE6,ref_PmTYR,0.3670,0.846,1.000,1.000,1.000,4
A0A0A7CNM6,ref_1JS8_squid,0.4225,1.000,1.000,0.800,1.000,4
A0A0A7CNP6,ref_1JS8_squid,0.3984,1.000,1.000,0.800,1.000,4
A0A0A7CP65,ref_PmTYR,0.2402,1.000,1.000,1.000,1.000,4
A0A0A7CP77,ref_1JS8_squid,0.3091,1.000,0.944,1.000,1.000,4
A0A0A7CPE6,ref_1JS8_squid,0.2156,1.000,1.000,0.750,1.000,4
A0A0A7CPF4,ref_PmTYR,0.2217,0.769,1.000,1.000,0.000,3
A0A0A7DL33,ref_PmTYR,0.7032,1.000,1.000,1.000,1.000,4
A0A0A7DY95,ref_5M8L_human,0.8303,1.000,1.000,0.000,0.000,2
A0A0A7DY96,ref_5M8L_human,0.6733,1.000,1.000,0.000,0.000,2
A0A0A7DY97,ref_5M8L_human,0.8451,1.000,1.000,0.000,0.000,2
A0A0A7DY99,ref_5M8L_human,0.7605,1.000,1.000,0.000,0.000,2
A0A0A7DYA3,ref_5M8L_human,0.6733,1.000,1.000,0.000,0.000,2
A0A0A7DYA5,ref_5M8L_human,0.7656,1.000,1.000,0.000,0.000,2
A0A0A7DYB0,ref_5M8L_human,0.7689,1.000,1.000,0.000,0.000,2
A0A0A7DYB3,ref_5M8L_human,0.8514,1.000,1.000,0.000,0.000,2
A0A0A7DYB6,ref_5M8L_human,0.7689,1.000,1.000,0.000,0.000,2
A0A0A7DYB8,ref_5M8L_human,0.7072,1.000,1.000,0.000,0.000,2
A0A0A7DYC0,ref_5M8L_human,0.7587,1.000,1.000,0.000,0.000,2
A0A0A7DYC1,ref_5M8L_human,0.6713,1.000,1.000,0.000,0.000,2
A0A0A7DYD4,ref_5M8L_human,0.8485,1.000,1.000,0.000,0.000,2
A0A0A7DZ37,ref_5M8L_human,0.8130,1.000,1.000,0.000,0.000,2
A0A0A7DZ43,ref_5M8L_human,0.7983,1.000,1.000,0.000,0.000,2
A0A0A7DZ50,ref_5M8L_human,0.8303,1.000,1.000,0.000,0.000,2
A0A0A7DZ51,ref_5M8L_human,0.7236,1.000,1.000,0.000,0.000,2
A0A0A7DZ68,ref_5M8L_human,0.8232,1.000,1.000,0.000,0.000,2
A0A0A7DZ87,ref_5M8L_human,0.8290,1.000,1.000,0.000,0.000,2
A0A0A7LUI0,ref_5M8L_human,0.8629,1.000,0.900,0.000,0.000,2
A0A0A7LUI6,ref_5M8L_human,0.8682,1.000,0.900,0.000,0.000,2
A0A0A7LUL2,ref_5M8L_human,0.8603,1.000,0.900,0.000,0.000,2
A0A0A7LUP6,ref_5M8L_human,0.8598,1.000,0.900,0.000,0.000,2
A0A0A7LUQ1,ref_5M8L_human,0.8594,1.000,0.900,0.000,0.000,2
A0A0A7LUS3,ref_5M8L_human,0.8665,1.000,0.900,0.000,0.000,2
A0A0A7LUW5,ref_5M8L_human,0.8495,1.000,0.900,0.000,0.000,2
A0A0A7LUY3,ref_5M8L_human,0.8674,1.000,0.900,0.000,0.000,2
A0A0A7LWY1,ref_5M8L_human,0.8495,1.000,0.900,0.000,0.000,2
A0A0A7LWZ0,ref_5M8L_human,0.8495,1.000,0.900,0.000,0.000,2
A0A0A7LWZ3,ref_5M8L_human,0.8688,1.000,0.900,0.000,0.000,2
A0A0A7LZ67,ref_5M8L_human,0.8711,1.000,0.900,0.000,0.000,2
A0A0A8JDA9,ref_5M8L_human,0.9023,1.000,0.550,0.000,0.000,2
A0A0A8JF18,ref_5M8L_human,0.9040,1.000,0.550,0.000,0.000,2
A0A0A9B4Z2,ref_5CE9_Jregia,0.3006,0.000,0.000,1.000,1.000,2
A0A0A9H6D8,ref_1BT3_Ibatatas,0.4818,1.000,1.000,1.000,1.000,4
A0A0B1P7B6,ref_8BBR_Vspinosum,0.2510,0.909,0.900,1.000,0.682,4
A0A0B1PD39,ref_2Y9W_Abisporus,0.5314,1.000,1.000,1.000,1.000,4
