accession,has_2cu,n_cu,cu_dist,cu_dist_ok,n_coord_his,his_ok,min_plddt,plddt_ok,canonical,his_positions
A0A076FX88,True,2,3.86,True,6,True,91.1,True,True,"160,181,190,314,318,348"
A0A076JQI5,True,2,4.05,True,6,True,97.8,True,True,"195,205,214,319,323,346"
A0A076KXK6,True,2,3.76,True,6,True,89.1,True,True,"159,168,177,286,290,313"
A0A077EN17,True,2,2.78,False,1,False,73.7,True,False,124
A0A077HD11,True,2,4.09,True,6,True,97.8,True,True,"38,54,63,190,194,216"
A0A077QRG5,True,2,3.35,True,4,False,65.1,False,False,"8,16,25,138"
A0A077R9S7,True,2,4.29,True,6,True,90.3,True,True,"502,510,519,655,659,682"
A0A077S4H3,True,2,3.58,True,6,True,93.5,True,True,"130,151,160,282,286,316"
A0A077YX65,True,2,25.14,False,3,False,92.3,True,False,"131,140,149"
A0A077Z814,True,2,4.31,True,6,True,87.6,True,True,"176,185,194,313,317,340"
A0A077ZFE0,True,2,36.57,False,1,False,85.3,True,False,150
A0A077ZGT3,True,2,40.79,False,2,False,90.4,True,False,"134,152"
A0A078AII6,True,2,4.04,True,6,True,76.4,True,True,"55,77,86,263,267,310"
A0A078ARQ6,True,2,9.62,False,3,False,79.2,True,False,"185,189,233"
A0A080Z0A1,True,2,3.97,True,6,True,96.4,True,True,"68,78,87,229,233,255"
A0A080ZC48,True,2,30.6,False,0,False,0,False,False,
A0A080ZC49,True,2,31.55,False,0,False,0,False,False,
A0A080ZVP8,True,2,4.24,True,6,True,90.0,True,True,"74,84,93,237,241,263"
A0A080ZVP9,True,2,21.66,False,3,False,97.0,True,False,"237,241,263"
A0A080ZVS2,True,2,3.79,True,6,True,96.5,True,True,"84,94,103,243,247,269"
A0A080ZVS5,True,2,3.81,True,6,True,97.7,True,True,"64,74,83,223,227,249"
A0A080ZVS7,True,2,3.9,True,6,True,96.9,True,True,"64,74,83,223,227,249"
A0A081AHF5,True,2,3.88,True,6,True,96.8,True,True,"116,126,135,275,279,301"
A0A081AVN2,True,2,3.9,True,6,True,96.7,True,True,"72,82,91,234,238,260"
A0A081AZP8,True,2,4.02,True,6,True,93.6,True,True,"72,82,91,234,238,260"
A0A081CKB9,True,2,4.16,True,6,True,92.9,True,True,"384,392,401,537,541,564"
A0A081XZW0,True,2,3.98,True,6,True,96.4,True,True,"56,77,86,235,239,261"
A0A084AF08,True,2,4.2,True,6,True,98.3,True,True,"116,124,133,294,298,321"
A0A084AJL7,True,2,3.71,True,5,False,89.5,True,False,"149,157,166,289,322"
A0A084AR48,True,2,4.02,True,6,True,97.1,True,True,"121,129,138,302,306,330"
A0A084AV30,True,2,4.17,True,6,True,82.8,True,True,"84,108,117,273,277,302"
A0A084AYI1,True,2,4.39,True,6,True,75.8,True,True,"100,124,133,305,309,334"
A0A084B2K4,True,2,3.97,True,6,True,98.2,True,True,"80,88,97,243,247,269"
A0A084B4D9,True,2,4.39,True,6,True,98.3,True,True,"109,117,126,287,291,314"
A0A084B663,True,2,4.11,True,6,True,97.2,True,True,"82,90,99,249,253,277"
A0A084B7G3,True,2,3.96,True,6,True,98.2,True,True,"79,87,96,215,219,242"
A0A084B8J4,True,2,3.99,True,6,True,97.9,True,True,"640,648,657,779,783,807"
A0A084BB06,True,2,3.97,True,6,True,96.5,True,True,"82,90,99,229,233,258"
A0A084FV28,True,2,4.1,True,6,True,96.8,True,True,"97,105,114,312,316,340"
A0A084FV70,True,2,3.96,True,6,True,95.9,True,True,"558,566,575,698,702,726"
A0A084G098,True,2,3.91,True,6,True,89.4,True,True,"97,105,114,233,237,260"
A0A084G330,True,2,4.57,True,4,False,83.6,True,False,"116,267,271,295"
A0A084G3K0,True,2,4.04,True,6,True,97.7,True,True,"81,89,98,244,248,270"
A0A084G593,True,2,4.34,True,6,True,95.1,True,True,"74,82,91,208,212,235"
A0A084G5H0,True,2,3.95,True,6,True,98.3,True,True,"113,121,130,290,294,318"
A0A084G6B5,True,2,3.93,True,6,True,98.5,True,True,"123,131,140,309,313,337"
A0A084G7S9,True,2,15.36,False,3,False,90.8,True,False,"193,197,220"
A0A084G7V9,True,2,3.85,True,6,True,95.8,True,True,"75,83,92,242,246,272"
A0A084G9G0,True,2,4.0,True,6,True,92.2,True,True,"83,91,100,217,221,244"
A0A084GCK1,True,2,4.1,True,6,True,96.3,True,True,"117,125,134,299,303,327"
A0A084GDW0,True,2,38.07,False,2,False,65.3,False,False,"179,363"
A0A084GGH5,True,2,4.08,True,6,True,65.2,False,False,"58,82,91,260,264,290"
A0A084GGL7,True,2,4.62,True,4,False,34.3,False,False,"84,249,253,278"
A0A084QC22,True,2,4.17,True,6,True,85.1,True,True,"84,108,117,273,277,302"
A0A084QCB8,True,2,4.08,True,6,True,98.3,True,True,"80,88,97,243,247,269"
A0A084QJ67,True,2,4.36,True,6,True,78.0,True,True,"100,124,133,305,309,334"
A0A084QQ18,True,2,4.42,True,6,True,98.2,True,True,"109,117,126,287,291,314"
A0A084QWG9,True,2,4.01,True,6,True,96.5,True,True,"82,90,99,229,233,258"
A0A084QX23,True,2,4.16,True,6,True,98.2,True,True,"116,124,133,294,298,321"
A0A084QY85,True,2,4.05,True,6,True,94.4,True,True,"121,129,138,282,286,310"
A0A084QZJ0,True,2,3.96,True,6,True,97.7,True,True,"616,624,633,755,759,783"
A0A084R0Y5,True,2,4.08,True,6,True,97.8,True,True,"82,90,99,249,253,277"
A0A084R149,True,2,4.02,True,6,True,98.2,True,True,"79,87,96,215,219,242"
A0A084R1I5,True,2,3.71,True,5,False,91.3,True,False,"149,157,166,289,315"
A0A085M8H3,True,2,40.98,False,2,False,90.5,True,False,"166,184"
A0A085N949,True,2,4.4,True,6,True,85.8,True,True,"176,185,194,320,324,347"
A0A085NCJ6,True,2,19.31,False,0,False,0,False,False,
A0A086ADX6,True,2,4.17,True,6,True,79.0,True,True,"69,100,114,213,217,260"
A0A086J2K3,True,2,4.28,True,6,True,94.8,True,True,"99,107,116,216,220,245"
A0A086N2U2,True,2,4.08,True,6,True,96.3,True,True,"39,55,64,200,204,226"
A0A086SV08,True,2,4.03,True,6,True,98.0,True,True,"119,127,136,295,299,322"
A0A086T0Z5,True,2,5.29,True,4,False,86.1,True,False,"85,119,280,309"
A0A087QSF6,True,2,3.85,True,6,True,97.6,True,True,"172,195,204,357,361,384"
A0A087R0E2,True,2,3.84,True,6,True,96.4,True,True,"191,213,222,371,375,398"
A0A087RFL1,True,2,3.91,True,6,True,97.2,True,True,"180,202,211,363,367,390"
A0A087UWG6,True,2,13.85,False,1,False,65.3,False,False,121
A0A087UWG8,True,2,15.74,False,2,False,94.4,True,False,"197,219"
A0A087V2P2,True,2,3.96,True,6,True,97.3,True,True,"180,202,211,363,367,390"
A0A087X5L9,True,2,3.83,True,6,True,97.6,True,True,"191,214,223,376,380,403"
A0A087XJW4,True,2,3.94,True,6,True,88.0,True,True,"191,213,222,375,379,402"
A0A087XNB6,True,2,4.08,True,6,True,97.7,True,True,"182,205,214,366,370,393"
A0A087YDX2,True,2,3.82,True,6,True,97.5,True,True,"204,227,236,389,393,416"
A0A087YHH7,True,2,3.87,True,6,True,96.8,True,True,"180,203,212,364,368,391"
A0A089WYP0,True,2,3.84,True,6,True,97.5,True,True,"38,54,63,190,194,216"
A0A089X5M9,True,2,4.02,True,6,True,94.5,True,True,"39,55,64,200,204,226"
A0A090CH20,True,2,3.92,True,6,True,94.4,True,True,"81,89,98,219,223,246"
A0A090CL68,True,2,4.13,True,6,True,96.9,True,True,"127,135,144,308,312,336"
A0A090CMR9,True,2,4.08,True,6,True,98.5,True,True,"58,66,75,245,249,272"
A0A090CWC0,True,2,4.07,True,6,True,72.4,True,True,"67,95,104,331,335,365"
A0A090D4S5,True,2,3.97,True,6,True,97.7,True,True,"79,87,96,241,245,271"
A0A090KP27,True,2,4.18,True,5,False,81.7,True,False,"96,105,114,232,236"
A0A090L4G2,True,2,4.12,True,6,True,88.5,True,True,"120,130,139,261,265,288"
A0A090L5U2,True,2,3.95,True,6,True,91.2,True,True,"155,165,174,296,300,323"
A0A090LAX1,True,2,4.39,True,6,True,92.3,True,True,"159,169,178,300,304,327"
A0A090LH51,True,2,4.49,True,6,True,92.0,True,True,"190,200,209,331,335,358"
A0A090MKY8,True,2,3.99,True,3,False,77.7,True,False,"77,100,109"
A0A090N5Z6,True,2,4.15,True,6,True,97.4,True,True,"80,88,97,236,240,262"
A0A091DE91,True,2,3.91,True,6,True,91.5,True,True,"86,109,118,270,274,297"
A0A091EJM4,True,2,3.34,True,5,False,95.4,True,False,"191,213,222,371,398"
A0A091EJW4,True,2,3.9,True,6,True,97.6,True,True,"169,192,201,354,358,381"
A0A091EQ39,True,2,3.84,True,6,True,95.9,True,True,"181,203,212,361,365,388"
A0A091EQG7,True,2,3.89,True,6,True,97.4,True,True,"180,202,211,363,367,390"
A0A091FU06,True,2,3.76,True,5,False,59.3,False,False,"188,210,219,368,396"
A0A091GBZ3,True,2,3.87,True,6,True,97.7,True,True,"172,195,204,357,361,384"
A0A091GGF7,True,2,3.95,True,6,True,97.3,True,True,"180,202,211,363,367,390"
A0A091H384,True,2,3.84,True,6,True,97.5,True,True,"172,195,204,357,361,384"
A0A091HA89,True,2,3.95,True,6,True,95.1,True,True,"180,202,211,363,367,390"
A0A091HDB5,True,2,3.89,True,6,True,96.1,True,True,"191,213,222,371,375,398"
A0A091HSS0,True,2,3.73,True,6,True,97.0,True,True,"191,213,222,373,377,400"
A0A091IFA6,True,2,3.74,True,6,True,97.3,True,True,"180,202,211,363,367,390"
A0A091ISS4,True,2,3.91,True,6,True,97.8,True,True,"172,195,204,357,361,384"
A0A091IY37,True,2,3.67,True,4,False,74.5,True,False,"191,213,222,396"
A0A091JF89,True,2,3.92,True,6,True,97.0,True,True,"180,202,211,363,367,390"
A0A091JYW2,True,2,19.63,False,5,False,79.7,True,False,"155,191,213,222,232"
A0A091K495,True,2,3.94,True,6,True,97.8,True,True,"172,195,204,357,361,384"
A0A091K9P7,True,2,3.83,True,6,True,97.2,True,True,"180,202,211,363,367,390"
A0A091L5Q5,True,2,3.95,True,6,True,97.7,True,True,"172,195,204,357,361,384"
A0A091L9M2,True,2,3.59,True,4,False,91.9,True,False,"191,213,222,382"
A0A091LD51,True,2,3.96,True,6,True,94.1,True,True,"180,202,211,363,367,390"
A0A091M3M6,True,2,30.85,False,4,False,71.3,True,False,"191,213,222,380"
A0A091MG12,True,2,3.33,True,3,False,88.5,True,False,"180,202,211"
A0A091MMY9,True,2,3.5,True,3,False,89.2,True,False,"180,202,211"
A0A091N6A9,True,2,3.88,True,6,True,97.7,True,True,"172,195,204,357,361,384"
A0A091N6N3,True,2,3.85,True,6,True,95.3,True,True,"191,213,222,371,375,398"
A0A091NYE1,True,2,3.9,True,6,True,92.8,True,True,"92,114,123,272,276,299"
A0A091P6C8,True,2,3.93,True,6,True,97.2,True,True,"180,202,211,363,367,390"
A0A091P7E8,True,2,3.88,True,6,True,97.6,True,True,"172,195,204,357,361,384"
A0A091P9Q0,True,2,4.07,True,4,False,35.8,False,False,"92,114,123,287"
A0A091Q771,True,2,3.59,True,4,False,89.5,True,False,"191,213,222,391"
A0A091QFD1,True,2,3.95,True,6,True,97.1,True,True,"180,202,211,363,367,390"
A0A091QKA4,True,2,3.82,True,6,True,96.4,True,True,"191,213,222,371,375,398"
A0A091QM34,True,2,3.88,True,6,True,97.6,True,True,"172,195,204,357,361,384"
A0A091RH37,True,2,3.84,True,6,True,96.1,True,True,"191,213,222,371,375,398"
A0A091S066,True,2,3.99,True,6,True,97.3,True,True,"180,202,211,363,367,390"
A0A091SAS8,True,2,3.85,True,6,True,96.5,True,True,"194,216,225,374,378,401"
A0A091T007,True,2,4.04,True,6,True,82.2,True,True,"180,202,211,363,367,390"
A0A091TDY4,True,2,3.88,True,6,True,97.5,True,True,"169,192,201,354,358,381"
A0A091TFJ5,True,2,3.9,True,4,False,85.0,True,False,"100,122,131,293"
A0A091TMG5,True,2,4.36,True,5,False,84.9,True,False,"92,114,123,272,295"
A0A091U7D6,True,2,3.85,True,6,True,97.5,True,True,"172,195,204,357,361,384"
A0A091U7Y5,True,2,3.33,True,3,False,83.5,True,False,"180,202,211"
A0A091V703,True,2,3.48,True,3,False,93.7,True,False,"180,202,211"
A0A091VK98,True,2,3.92,True,6,True,97.4,True,True,"180,202,211,363,367,390"
A0A091W054,True,2,3.9,True,6,True,97.4,True,True,"180,202,211,363,367,390"
A0A091W550,True,2,3.89,True,6,True,97.7,True,True,"172,195,204,357,361,384"
A0A091W941,True,2,3.86,True,6,True,97.6,True,True,"172,195,204,357,361,384"
A0A091WPJ3,True,2,3.85,True,6,True,96.5,True,True,"191,213,222,371,375,398"
A0A093CEX0,True,2,3.94,True,6,True,97.7,True,True,"180,202,211,363,367,390"
A0A093CEY8,True,2,3.9,True,6,True,96.2,True,True,"191,213,222,371,375,398"
A0A093CQX0,True,2,3.7,True,5,False,81.1,True,False,"91,113,122,271,292"
A0A093FE14,True,2,3.86,True,6,True,97.2,True,True,"148,170,179,331,335,358"
A0A093FW37,True,2,3.91,True,6,True,91.9,True,True,"191,213,222,364,368,391"
A0A093G154,True,2,3.8,True,2,False,68.6,False,False,"180,211"
A0A093GEC8,True,2,3.88,True,6,True,97.8,True,True,"172,195,204,357,361,384"
A0A093GMV7,True,2,3.91,True,6,True,97.4,True,True,"180,202,211,363,367,390"
A0A093H736,True,2,3.19,True,5,False,96.4,True,False,"191,213,222,371,398"
A0A093I3S2,True,2,3.96,True,6,True,97.3,True,True,"180,202,211,363,367,390"
A0A093IJB5,True,2,3.88,True,6,True,97.7,True,True,"172,195,204,357,361,384"
A0A093JA04,True,2,4.02,True,4,False,89.4,True,False,"191,213,222,379"
A0A093NFD8,True,2,3.94,True,6,True,97.3,True,True,"180,202,211,363,367,390"
A0A093NYR8,True,2,3.93,True,6,True,97.8,True,True,"172,195,204,357,361,384"
A0A093PRN0,True,2,3.91,True,6,True,97.8,True,True,"172,195,204,357,361,384"
A0A093QDY2,True,2,4.02,True,6,True,95.2,True,True,"180,202,211,363,367,390"
A0A093R256,True,2,3.49,True,5,False,79.3,True,False,"90,112,121,265,292"
A0A093R2N9,True,2,3.88,True,6,True,97.8,True,True,"172,195,204,357,361,384"
A0A093RE66,True,2,3.93,True,6,True,97.2,True,True,"180,202,211,363,367,390"
A0A093V1Z2,True,2,2.36,False,3,False,33.4,False,False,"107,116,254"
A0A093V313,True,2,3.37,True,4,False,43.2,False,False,"82,103,112,250"
A0A093V4K7,True,2,3.81,True,6,True,98.1,True,True,"124,132,141,309,313,337"
A0A093VIP7,True,2,4.31,True,6,True,92.0,True,True,"19,40,49,212,216,241"
A0A093XBB1,True,2,3.7,True,6,True,96.0,True,True,"120,128,137,291,295,318"
A0A093XMU4,True,2,4.36,True,6,True,42.0,False,False,"86,107,116,279,283,308"
A0A094KB04,True,2,3.9,True,6,True,97.7,True,True,"172,195,204,357,361,384"
A0A094KNZ4,True,2,4.01,True,6,True,95.9,True,True,"180,202,211,363,367,390"
A0A094KVX1,True,2,3.91,True,6,True,97.2,True,True,"180,202,211,363,367,390"
A0A094ZEX3,True,2,4.21,True,6,True,94.7,True,True,"188,213,222,375,379,402"
A0A095A866,True,2,3.57,True,3,False,56.9,False,False,"79,83,106"
A0A095CG52,True,2,4.43,True,6,True,71.5,True,True,"158,183,192,342,346,369"
A0A096MND7,True,2,3.88,True,6,True,71.8,True,True,"189,211,220,369,373,429"
A0A096P1J2,True,2,3.89,True,6,True,97.0,True,True,"215,238,247,400,404,427"
A0A097ZQG6,True,2,3.81,True,6,True,90.9,True,True,"168,189,198,320,324,354"
A0A097ZQG8,True,2,3.83,True,6,True,91.4,True,True,"168,189,198,320,324,354"
A0A097ZQH0,True,2,3.77,True,6,True,92.2,True,True,"168,189,198,320,324,354"
A0A097ZQH2,True,2,3.86,True,6,True,89.6,True,True,"168,189,198,320,324,354"
A0A097ZQH8,True,2,4.46,True,4,False,97.8,True,False,"13,135,139,169"
A0A097ZQH9,True,2,3.77,True,6,True,92.2,True,True,"168,189,198,320,324,354"
A0A097ZQI1,True,2,10.97,False,4,False,42.4,False,False,"84,88,117,118"
A0A097ZQI2,True,2,3.83,True,6,True,91.4,True,True,"168,189,198,320,324,354"
A0A098E091,True,2,4.19,True,6,True,97.8,True,True,"113,121,130,290,294,317"
A0A098SBM4,True,2,4.31,True,6,True,87.8,True,True,"54,67,77,181,185,208"
A0A098VS40,True,2,4.26,True,6,True,92.5,True,True,"134,142,151,265,269,294"
A0A098VU05,True,2,15.42,False,4,False,69.4,False,False,"113,156,160,182"
A0A098Y3K8,True,2,4.05,True,6,True,91.0,True,True,"39,49,58,183,187,210"
A0A098YAD9,True,2,4.17,True,6,True,95.7,True,True,"39,57,66,210,214,236"
A0A099MZ46,True,2,4.56,True,6,True,75.0,True,True,"123,129,138,302,306,329"
A0A099ZQM2,True,2,3.38,True,5,False,96.3,True,False,"191,213,222,371,398"
A0A099ZU00,True,2,3.87,True,6,True,96.0,True,True,"137,160,169,322,326,349"
A0A099ZUV0,True,2,3.46,True,3,False,94.0,True,False,"180,202,211"
A0A0A0A6E7,True,2,3.93,True,6,True,97.2,True,True,"180,202,211,363,367,390"
A0A0A0AZE1,True,2,3.87,True,6,True,97.5,True,True,"172,195,204,357,361,384"
A0A0A0B9F3,True,2,4.19,True,6,True,87.0,True,True,"46,52,61,187,191,216"
A0A0A0D635,True,2,3.87,True,6,True,91.5,True,True,"79,85,94,289,293,330"
A0A0A0F2E9,True,2,3.9,True,6,True,93.4,True,True,"38,47,56,150,154,176"
A0A0A0HTK8,True,2,4.31,True,5,False,34.3,False,False,"103,111,120,183,207"
A0A0A0LRV2,True,2,5.59,False,4,False,59.4,False,False,"89,98,209,210"
A0A0A0LUI1,True,2,3.78,True,6,True,93.6,True,True,"158,180,189,309,313,342"
A0A0A0LV27,True,2,3.23,True,4,False,61.3,False,False,"162,178,182,213"
A0A0A0LXD0,True,2,3.76,True,6,True,90.3,True,True,"158,178,187,309,313,343"
A0A0A0MTD3,True,2,3.46,True,4,False,80.2,True,False,"21,30,179,183"
A0A0A1GL66,True,2,2.11,False,3,False,47.4,False,False,"170,193,202"
A0A0A1GND9,True,2,2.11,False,3,False,47.4,False,False,"170,193,202"
A0A0A1SZ60,True,2,4.25,True,6,True,79.5,True,True,"98,122,131,304,308,333"
A0A0A1T2S7,True,2,4.08,True,6,True,83.7,True,True,"82,106,115,270,274,299"
A0A0A1T3I6,True,2,4.48,True,6,True,77.6,True,True,"81,106,115,270,274,299"
A0A0A1T7C1,True,2,4.19,True,6,True,89.8,True,True,"91,99,108,241,245,283"
A0A0A1T9R6,True,2,3.82,True,6,True,95.9,True,True,"82,106,115,271,275,300"
A0A0A1TL71,True,2,4.49,True,6,True,80.1,True,True,"84,109,118,274,278,303"
A0A0A1UIC4,True,2,9.69,False,3,False,90.5,True,False,"73,77,117"
A0A0A1UIL1,True,2,3.92,True,6,True,98.2,True,True,"82,90,99,214,218,240"
A0A0A1UJW0,True,2,4.37,True,6,True,96.6,True,True,"94,102,111,240,244,284"
A0A0A1UJX2,True,2,4.19,True,6,True,97.9,True,True,"93,101,110,236,240,280"
A0A0A1UQ03,True,2,3.88,True,6,True,87.1,True,True,"109,117,128,284,288,311"
A0A0A1V0A4,True,2,4.21,True,6,True,77.0,True,True,"103,127,136,307,311,336"
A0A0A1V1E5,True,2,3.79,True,6,True,49.1,False,False,"98,109,118,247,251,273"
A0A0A1V7Z8,True,2,3.95,True,6,True,85.1,True,True,"81,105,114,267,271,296"
A0A0A1VA99,True,2,3.77,True,6,True,97.1,True,True,"120,128,137,266,270,292"
A0A0A1VAF9,True,2,3.66,True,6,True,95.8,True,True,"118,126,135,264,268,290"
A0A0A1YUC0,True,2,4.37,True,6,True,76.6,True,True,"160,166,175,339,343,366"
A0A0A2J1X4,True,2,4.14,True,6,True,95.6,True,True,"93,101,110,270,274,297"
A0A0A2JBW7,True,2,4.19,True,6,True,80.4,True,True,"77,101,110,308,312,339"
A0A0A2JEJ9,True,2,4.06,True,6,True,98.3,True,True,"139,147,156,321,325,349"
A0A0A2JPW5,True,2,4.21,True,6,True,93.7,True,True,"97,105,114,247,251,289"
A0A0A2JVP7,True,2,4.05,True,6,True,98.0,True,True,"72,80,89,220,224,246"
A0A0A2KL20,True,2,4.14,True,6,True,98.3,True,True,"129,137,146,311,315,339"
A0A0A2KWA6,True,2,4.2,True,6,True,95.3,True,True,"93,101,110,270,274,297"
A0A0A2LDC3,True,2,4.07,True,6,True,85.0,True,True,"79,101,110,309,313,338"
A0A0A2VDR5,True,2,10.0,False,4,False,62.4,False,False,"85,259,263,288"
A0A0A2VJT0,True,2,4.23,True,6,True,83.3,True,True,"96,120,129,302,306,331"
A0A0A2VR17,True,2,4.07,True,6,True,71.2,True,True,"249,286,295,507,511,541"
A0A0A2VY68,True,2,3.81,True,6,True,95.3,True,True,"96,120,129,279,283,308"
A0A0A2VYA5,True,2,4.09,True,6,True,94.0,True,True,"102,110,119,252,256,294"
A0A0A2W0H5,True,2,3.89,True,6,True,93.8,True,True,"122,130,139,268,272,294"
A0A0A2WKA0,True,2,4.25,True,6,True,66.7,False,False,"75,112,124,230,234,259"
A0A0A2X4S5,True,2,4.34,True,5,False,94.2,True,False,"73,122,228,232,257"
A0A0A3XNH3,True,2,4.14,True,6,True,74.2,True,True,"206,212,221,405,409,495"
A0A0A3XV83,True,2,4.0,True,6,True,90.1,True,True,"46,80,89,213,217,254"
A0A0A6DAA9,True,2,4.06,True,6,True,96.5,True,True,"48,63,72,192,196,218"
A0A0A6UDS1,True,2,3.86,True,6,True,98.3,True,True,"41,55,64,193,197,219"
A0A0A6UH53,True,2,3.6,True,6,True,98.6,True,True,"42,57,66,183,187,209"
A0A0A6UH99,True,2,3.64,True,6,True,98.6,True,True,"42,57,66,183,187,209"
A0A0A6UK08,True,2,3.68,True,6,True,98.4,True,True,"43,58,67,184,188,210"
A0A0A7CLR3,True,2,3.9,True,6,True,90.9,True,True,"343,353,362,468,472,494"
A0A0A7CLT5,True,2,4.11,True,6,True,96.8,True,True,"62,72,81,219,223,246"
A0A0A7CM13,True,2,4.02,True,4,False,94.2,True,False,"75,94,241,264"
A0A0A7CM93,True,2,25.41,False,3,False,96.3,True,False,"232,236,259"
A0A0A7CMA7,True,2,4.27,True,5,False,96.0,True,False,"75,85,94,240,263"
A0A0A7CMC8,True,2,4.15,True,6,True,91.2,True,True,"62,72,80,226,230,252"
A0A0A7CN07,True,2,3.92,True,6,True,90.7,True,True,"241,251,261,369,373,395"
A0A0A7CN79,True,2,4.21,True,5,False,95.9,True,False,"90,100,109,255,278"
A0A0A7CNE6,True,2,3.79,True,6,True,96.9,True,True,"64,74,83,219,223,246"
A0A0A7CNM6,True,2,4.13,True,6,True,91.9,True,True,"59,69,77,224,228,250"
A0A0A7CNP6,True,2,4.29,True,6,True,96.5,True,True,"63,73,82,222,226,249"
A0A0A7CP65,True,2,27.97,False,2,False,71.4,True,False,"560,618"
A0A0A7CP77,True,2,2.51,False,3,False,68.1,False,False,"64,74,82"
A0A0A7CPE6,True,2,3.83,True,6,True,85.9,True,True,"479,489,498,636,640,663"
A0A0A7CPF4,True,2,2.54,False,3,False,64.8,False,False,"63,73,81"
A0A0A7DL33,True,2,4.15,True,6,True,97.0,True,True,"82,90,99,226,230,253"
A0A0A7DY95,True,2,21.61,False,3,False,55.0,False,False,"128,150,159"
A0A0A7DY96,True,2,20.19,False,2,False,61.2,False,False,"128,159"
A0A0A7DY97,True,2,21.56,False,4,False,89.6,True,False,"128,150,159,168"
A0A0A7DY99,True,2,19.94,False,4,False,54.4,False,False,"128,150,159,168"
A0A0A7DYA3,True,2,20.19,False,2,False,61.2,False,False,"128,159"
A0A0A7DYA5,True,2,20.33,False,4,False,54.7,False,False,"128,150,159,168"
A0A0A7DYB0,True,2,20.58,False,4,False,60.7,False,False,"128,150,159,168"
A0A0A7DYB3,True,2,21.86,False,3,False,92.8,True,False,"128,150,159"
A0A0A7DYB6,True,2,20.58,False,4,False,60.7,False,False,"128,150,159,168"
A0A0A7DYB8,True,2,19.75,False,3,False,67.0,False,False,"128,159,168"
A0A0A7DYC0,True,2,22.35,False,4,False,54.4,False,False,"128,150,159,168"
A0A0A7DYC1,True,2,20.59,False,3,False,60.9,False,False,"128,159,168"
A0A0A7DYD4,True,2,23.4,False,4,False,90.4,True,False,"91,128,150,159"
A0A0A7DZ37,True,2,20.71,False,4,False,53.0,False,False,"128,150,159,168"
A0A0A7DZ43,True,2,20.69,False,4,False,62.3,False,False,"128,150,159,168"
A0A0A7DZ50,True,2,21.61,False,3,False,55.0,False,False,"128,150,159"
A0A0A7DZ51,True,2,21.21,False,3,False,45.9,False,False,"128,150,159"
A0A0A7DZ68,True,2,21.9,False,3,False,52.5,False,False,"128,150,159"
A0A0A7DZ87,True,2,21.33,False,3,False,40.7,False,False,"128,150,159"
A0A0A7LUI0,True,2,20.3,False,3,False,63.5,False,False,"122,144,153"
