accession	length	ndom_chainsaw	all_pfam	extra_pfam	domain_annotations
A0A1L7W6N9	324	2	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A1L7XG75	377	1	PF00264 (Tyrosinase)	—	75-310: Tyrosinase copper-binding
A0A1L7XVJ9	308	1	PF00264 (Tyrosinase)	—	228-239: Tyrosinase copper-binding
A0A1L9MQY6	341	1	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0A1L9NHP5	334	1	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding; 251-262: Tyrosinase copper-binding
A0A1L9RUP8	704	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	117-134: Tyrosinase copper-binding; 431-442: Tyrosinase copper-binding
A0A1L9SFQ7	322	1	PF00264 (Tyrosinase)	—	239-250: Tyrosinase copper-binding
A0A1L9U5P7	341	1	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0A1L9UF38	334	1	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding; 251-262: Tyrosinase copper-binding
A0A1L9V3Y6	664	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	104-121: Tyrosinase copper-binding; 382-393: Tyrosinase copper-binding
A0A1L9WN79	338	1	PF00264 (Tyrosinase)	—	108-125: Tyrosinase copper-binding; 256-267: Tyrosinase copper-binding
A0A1L9X8A5	643	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	94-112: Tyrosinase copper-binding; 361-372: Tyrosinase copper-binding
A0A1M2VFH5	364	2	PF00264 (Tyrosinase)	—	84-298: Tyrosinase copper-binding
A0A1M3T705	0	1	—	—	—
A0A1M3TFS3	0	1	—	—	—
A0A1M6NA87	450	2	PF18962 (Por_Secre_tail); PF00264 (Tyrosinase)	PF18962 (Por_Secre_tail)	199-210: Tyrosinase copper-binding
A0A1N6ZK30	280	1	PF00264 (Tyrosinase)	—	62-232: Tyrosinase copper-binding
A0A1N7U5H3	595	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0A1Q3DUK8	294	1	PF00264 (Tyrosinase)	—	23-40: Tyrosinase copper-binding
A0A1Q3EU58	360	2	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding
A0A1Q8RG93	402	1	PF00264 (Tyrosinase)	—	128-145: Tyrosinase copper-binding
A0A1Q8RQU4	678	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	98-115: Tyrosinase copper-binding; 311-322: Tyrosinase copper-binding
A0A1Q8RT46	367	1	PF00264 (Tyrosinase)	—	294-305: Tyrosinase copper-binding
A0A1R0H9J9	452	2	PF00264 (Tyrosinase)	—	59-236: Tyrosinase copper-binding
A0A1R3RGL8	341	1	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0A1R4HGF1	476	3	PF04151 (PPC); PF00264 (Tyrosinase)	PF04151 (PPC)	50-67: Tyrosinase copper-binding; 193-204: Tyrosinase copper-binding
A0A1S2PQK3	288	2	PF00264 (Tyrosinase)	—	55-72: Tyrosinase copper-binding; 219-230: Tyrosinase copper-binding
A0A1S2TDC3	0	3	—	—	—
A0A1S3HAX8	543	2	PF00264 (Tyrosinase)	—	322-333: Tyrosinase copper-binding
A0A1S3I9L8	506	3	PF00264 (Tyrosinase)	—	151-168: Tyrosinase copper-binding; 308-319: Tyrosinase copper-binding
A0A1S8X904	476	2	PF00264 (Tyrosinase)	—	211-228: Tyrosinase copper-binding
A0A1S9DBW0	0	1	—	—	—
A0A1S9DF80	0	1	—	—	—
A0A1S9RAT3	0	1	—	—	—
A0A1S9RI10	0	1	—	—	—
A0A1V6P941	347	1	PF00264 (Tyrosinase)	—	115-132: Tyrosinase copper-binding; 263-274: Tyrosinase copper-binding
A0A1V6QBL1	293	1	PF00264 (Tyrosinase)	—	113-130: Tyrosinase copper-binding; 248-259: Tyrosinase copper-binding
A0A1V6QQ78	987	4	PF00067 (p450); PF00264 (Tyrosinase)	PF00067 (p450)	185-202: Tyrosinase copper-binding; 387-398: Tyrosinase copper-binding
A0A1V6RNY4	317	1	PF00264 (Tyrosinase)	—	80-97: Tyrosinase copper-binding; 239-250: Tyrosinase copper-binding
A0A1V6T2W4	601	3	PF00264 (Tyrosinase)	—	178-195: Tyrosinase copper-binding; 360-371: Tyrosinase copper-binding
A0A1V9Y4A2	494	2	PF00264 (Tyrosinase)	—	70-87: Tyrosinase copper-binding; 237-248: Tyrosinase copper-binding
A0A1V9Y4B3	445	2	PF00264 (Tyrosinase)	—	23-40: Tyrosinase copper-binding; 189-200: Tyrosinase copper-binding
A0A1V9Y543	535	2	PF00264 (Tyrosinase)	—	112-129: Tyrosinase copper-binding; 281-292: Tyrosinase copper-binding
A0A1V9Y5I4	488	2	PF00264 (Tyrosinase)	—	55-72: Tyrosinase copper-binding; 230-241: Tyrosinase copper-binding
A0A1V9Y9H5	517	2	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding; 274-285: Tyrosinase copper-binding
A0A1V9YBP5	907	3	PF00264 (Tyrosinase)	—	489-506: Tyrosinase copper-binding; 656-667: Tyrosinase copper-binding
A0A1V9YE51	744	4	PF01423 (LSM); PF00264 (Tyrosinase)	PF01423 (LSM)	647-732: Sm
A0A1V9YEM7	520	2	PF00264 (Tyrosinase)	—	283-294: Tyrosinase copper-binding
A0A1V9Z4B6	513	2	PF00264 (Tyrosinase)	—	255-266: Tyrosinase copper-binding
A0A1V9Z5U0	416	2	PF00264 (Tyrosinase)	—	205-216: Tyrosinase copper-binding
A0A1V9ZS86	488	2	PF00264 (Tyrosinase)	—	246-257: Tyrosinase copper-binding
A0A1W7D1S4	306	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0A1X7RU91	374	1	PF00264 (Tyrosinase)	—	297-308: Tyrosinase copper-binding
A0A1X7RVT3	347	1	PF00264 (Tyrosinase)	—	115-132: Tyrosinase copper-binding
A0A1Y2D1M5	463	2	PF00264 (Tyrosinase)	—	265-276: Tyrosinase copper-binding
A0A1Y2E7P4	329	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding; 255-266: Tyrosinase copper-binding
A0A1Y2J1T8	387	2	PF00264 (Tyrosinase)	—	121-138: Tyrosinase copper-binding
A0A1Y2LJE8	334	1	PF00264 (Tyrosinase)	—	82-99: Tyrosinase copper-binding
A0A210QF88	750	3	PF00264 (Tyrosinase)	—	153-170: Tyrosinase copper-binding; 297-308: Tyrosinase copper-binding
A0A210QHJ1	497	2	PF00264 (Tyrosinase)	—	141-158: Tyrosinase copper-binding; 282-293: Tyrosinase copper-binding
A0A210QJQ9	535	3	PF00264 (Tyrosinase)	—	248-265: Tyrosinase copper-binding; 380-391: Tyrosinase copper-binding
A0A210QRD1	545	1	PF00264 (Tyrosinase)	—	153-170: Tyrosinase copper-binding; 285-296: Tyrosinase copper-binding
A0A210R172	376	1	PF00264 (Tyrosinase)	—	241-252: Tyrosinase copper-binding
A0A210R249	630	2	PF00264 (Tyrosinase)	—	144-315: Tyrosinase copper-binding
A0A210R2J1	878	2	PF00264 (Tyrosinase)	—	149-166: Tyrosinase copper-binding; 298-309: Tyrosinase copper-binding
A0A212C521	516	2	PF00264 (Tyrosinase)	—	215-232: Tyrosinase copper-binding; 376-387: Tyrosinase copper-binding
A0A218Z5Z3	358	1	PF00264 (Tyrosinase)	—	92-109: Tyrosinase copper-binding; 274-285: Tyrosinase copper-binding
A0A221P6L7	273	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0A225WZW1	537	2	PF00264 (Tyrosinase)	—	257-268: Tyrosinase copper-binding
A0A238JCS7	288	1	PF00264 (Tyrosinase)	—	53-70: Tyrosinase copper-binding; 227-238: Tyrosinase copper-binding
A0A249PKJ6	538	3	PF00264 (Tyrosinase)	—	304-315: Tyrosinase copper-binding
A0A254U6L8	0	1	—	—	—
A0A254UGL9	0	1	—	—	—
A0A284QUC6	394	2	PF00264 (Tyrosinase)	—	306-317: Tyrosinase copper-binding
A0A284RJ44	322	1	PF00264 (Tyrosinase)	—	243-254: Tyrosinase copper-binding
A0A284RNM6	373	2	PF00264 (Tyrosinase)	—	104-121: Tyrosinase copper-binding
A0A285MR25	467	2	PF18962 (Por_Secre_tail); PF00264 (Tyrosinase)	PF18962 (Por_Secre_tail)	213-224: Tyrosinase copper-binding
A0A292PKA2	324	1	PF00264 (Tyrosinase)	—	92-109: Tyrosinase copper-binding; 246-257: Tyrosinase copper-binding
A0A2A2J8D8	374	2	PF00264 (Tyrosinase)	—	114-305: Tyrosinase copper-binding
A0A2A6B3L8	710	3	PF01549 (ShK); PF00264 (Tyrosinase)	PF01549 (ShK)	—
A0A2A6C452	710	4	PF01549 (ShK); PF00264 (Tyrosinase)	PF01549 (ShK)	—
A0A2B4RIN6	367	2	PF00264 (Tyrosinase)	—	11-28: Tyrosinase copper-binding
A0A2B4RKW6	487	1	PF00264 (Tyrosinase)	—	178-195: Tyrosinase copper-binding
A0A2B4RN75	405	2	PF00264 (Tyrosinase)	—	99-116: Tyrosinase copper-binding
A0A2B4RNC9	302	2	PF00264 (Tyrosinase)	—	25-202: Tyrosinase copper-binding
A0A2B4RPF7	477	2	PF00264 (Tyrosinase)	—	196-213: Tyrosinase copper-binding
A0A2B4RQ59	955	5	PF00059 (Lectin_C); PF00090 (TSP_1); PF00264 (Tyrosinase)	PF00059 (Lectin_C); PF00090 (TSP_1)	705-810: C-type lectin; 823-952: C-type lectin
A0A2B4RQQ5	397	1	PF00264 (Tyrosinase)	—	115-305: Tyrosinase copper-binding
A0A2B4SFS2	308	2	PF00264 (Tyrosinase)	—	25-205: Tyrosinase copper-binding
A0A2B4SG55	223	2	PF00264 (Tyrosinase)	—	43-60: Tyrosinase copper-binding
A0A2B4STS7	327	1	PF00264 (Tyrosinase)	—	116-134: Tyrosinase copper-binding
A0A2B7WN75	748	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	88-105: Tyrosinase copper-binding
A0A2B7X3E4	360	1	PF00264 (Tyrosinase)	—	134-151: Tyrosinase copper-binding; 282-293: Tyrosinase copper-binding
A0A2B7XWW1	331	1	PF00264 (Tyrosinase)	—	80-97: Tyrosinase copper-binding; 226-237: Tyrosinase copper-binding
A0A2B7YAT8	638	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	107-124: Tyrosinase copper-binding; 299-310: Tyrosinase copper-binding
A0A2C9JDT0	0	2	—	—	—
A0A2C9KDF9	0	3	—	—	—
A0A2C9KDI8	0	3	—	—	—
A0A2C9L419	0	2	—	—	—
A0A2C9LHZ0	0	1	—	—	—
A0A2D0NGI4	489	2	PF18962 (Por_Secre_tail); PF00264 (Tyrosinase)	PF18962 (Por_Secre_tail)	89-106: Tyrosinase copper-binding; 224-235: Tyrosinase copper-binding
A0A2G5BCU3	383	2	PF00264 (Tyrosinase)	—	78-95: Tyrosinase copper-binding
A0A2G7FTM7	737	2	PF07690 (MFS_1); PF00264 (Tyrosinase)	PF07690 (MFS_1)	59-490: Major facilitator superfamily (MFS) profile
A0A2G7G703	341	1	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0A2G8SRB1	364	2	PF00264 (Tyrosinase)	—	98-115: Tyrosinase copper-binding
A0A2H3BBQ8	391	1	PF00264 (Tyrosinase)	—	122-139: Tyrosinase copper-binding; 304-315: Tyrosinase copper-binding
A0A2H3BR86	298	1	PF00264 (Tyrosinase)	—	219-230: Tyrosinase copper-binding
A0A2H3BRY6	310	2	PF00264 (Tyrosinase)	—	45-62: Tyrosinase copper-binding
A0A2H3C2Q4	394	2	PF00264 (Tyrosinase)	—	306-317: Tyrosinase copper-binding
A0A2H3C2Z9	322	1	PF00264 (Tyrosinase)	—	243-254: Tyrosinase copper-binding
A0A2H3D1Q0	373	2	PF00264 (Tyrosinase)	—	104-121: Tyrosinase copper-binding; 286-297: Tyrosinase copper-binding
A0A2H3DK47	392	2	PF00264 (Tyrosinase)	—	140-157: Tyrosinase copper-binding
A0A2H3GCF0	0	3	—	—	—
A0A2H3GF76	0	1	—	—	—
A0A2H3GPD7	0	1	—	—	—
A0A2H3S4M3	0	1	—	—	—
A0A2H3S7A7	0	1	—	—	—
A0A2H3SVM4	0	3	—	—	—
A0A2H3TNC8	0	2	—	—	—
A0A2H3TU20	0	1	—	—	—
A0A2H5BVB1	307	2	PF00264 (Tyrosinase)	—	243-254: Tyrosinase copper-binding
A0A2I1BV77	389	1	PF00264 (Tyrosinase)	—	114-131: Tyrosinase copper-binding; 310-321: Tyrosinase copper-binding
A0A2I1CR74	654	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	96-113: Tyrosinase copper-binding; 387-398: Tyrosinase copper-binding
A0A2I2FVC4	535	2	PF00264 (Tyrosinase)	—	75-92: Tyrosinase copper-binding; 309-320: Tyrosinase copper-binding
A0A2I2G6A8	650	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	101-118: Tyrosinase copper-binding; 392-403: Tyrosinase copper-binding
A0A2J0YX98	0	3	—	—	—
A0A2J6PRK0	352	1	PF00264 (Tyrosinase)	—	279-290: Tyrosinase copper-binding
A0A2J6PV40	355	1	PF00264 (Tyrosinase)	—	279-290: Tyrosinase copper-binding
A0A2J6QS19	306	1	PF00264 (Tyrosinase)	—	234-245: Tyrosinase copper-binding
A0A2J6T3A4	361	2	PF00264 (Tyrosinase)	—	75-294: Tyrosinase copper-binding
A0A2K0USD3	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A2K0W140	338	2	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A2L0P0J7	337	2	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A2L2TIX2	313	1	PF00264 (Tyrosinase)	—	234-245: Tyrosinase copper-binding
A0A2L2TND9	337	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
A0A2L2TT53	333	1	PF00264 (Tyrosinase)	—	77-278: Tyrosinase copper-binding
A0A2L2TZT7	510	3	PF00264 (Tyrosinase)	—	294-305: Tyrosinase copper-binding
A0A2N3N0U6	413	3	PF00264 (Tyrosinase)	—	309-320: Tyrosinase copper-binding
A0A2N3N1M7	668	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	91-108: Tyrosinase copper-binding; 291-302: Tyrosinase copper-binding
A0A2N3N4T8	987	5	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	230-414: VWFA
A0A2N5SR99	320	1	PF00264 (Tyrosinase)	—	78-262: Tyrosinase copper-binding
A0A2N5UIA0	0	1	—	—	—
A0A2N5VYB5	320	1	PF00264 (Tyrosinase)	—	78-262: Tyrosinase copper-binding
A0A2N8P306	274	1	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 210-221: Tyrosinase copper-binding
A0A2P1AAW5	0	2	—	—	—
A0A2P2SYW5	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A2P5HSA0	366	1	PF00264 (Tyrosinase)	—	118-135: Tyrosinase copper-binding
A0A2R2MNF5	506	3	PF00264 (Tyrosinase)	—	151-168: Tyrosinase copper-binding; 308-319: Tyrosinase copper-binding
A0A2S4VAI6	300	1	PF00264 (Tyrosinase)	—	78-262: Tyrosinase copper-binding
A0A2S4VYL5	357	2	PF00264 (Tyrosinase)	—	78-262: Tyrosinase copper-binding
A0A2S9E9Y7	597	3	PF00264 (Tyrosinase)	—	153-378: Tyrosinase copper-binding
A0A2T0K3L1	269	1	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 203-214: Tyrosinase copper-binding
A0A2T3AX63	277	1	PF00264 (Tyrosinase)	—	197-208: Tyrosinase copper-binding
A0A2T3ZAR3	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A2T3ZXK1	327	1	PF00264 (Tyrosinase)	—	77-271: Tyrosinase copper-binding
A0A2T4BLM2	668	3	PF00264 (Tyrosinase)	—	417-428: Tyrosinase copper-binding
A0A2T4BQX4	698	3	PF00264 (Tyrosinase)	—	447-458: Tyrosinase copper-binding
A0A2T4FKC8	595	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0A2T4GWT7	330	1	PF00264 (Tyrosinase)	—	74-275: Tyrosinase copper-binding
A0A2T4GXQ3	337	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
A0A2T6ZCK0	322	1	PF00264 (Tyrosinase)	—	92-109: Tyrosinase copper-binding; 246-257: Tyrosinase copper-binding
A0A2T6ZI61	604	3	PF00264 (Tyrosinase)	—	183-200: Tyrosinase copper-binding; 378-389: Tyrosinase copper-binding
A0A2T7NHK1	443	1	PF00264 (Tyrosinase)	—	99-116: Tyrosinase copper-binding; 236-247: Tyrosinase copper-binding
A0A2T9ZGP7	391	2	PF00264 (Tyrosinase)	—	74-91: Tyrosinase copper-binding
A0A2T9ZGW2	427	2	PF00264 (Tyrosinase)	—	76-93: Tyrosinase copper-binding
A0A2U1JEL2	419	1	PF00264 (Tyrosinase)	—	115-290: Tyrosinase copper-binding
A0A2V1CYP5	316	1	PF00264 (Tyrosinase)	—	68-261: Tyrosinase copper-binding
A0A2V1CZI9	373	1	PF00264 (Tyrosinase)	—	230-241: Tyrosinase copper-binding
A0A2V1D8S9	287	2	PF00264 (Tyrosinase)	—	215-226: Tyrosinase copper-binding
A0A2V1DGW1	417	1	PF00264 (Tyrosinase)	—	334-345: Tyrosinase copper-binding
A0A2V1E5D8	338	1	PF00264 (Tyrosinase)	—	83-100: Tyrosinase copper-binding; 245-256: Tyrosinase copper-binding
A0A2V5GZD8	329	1	PF00264 (Tyrosinase)	—	99-116: Tyrosinase copper-binding; 247-258: Tyrosinase copper-binding
A0A2V5H7P1	338	1	PF00264 (Tyrosinase)	—	108-125: Tyrosinase copper-binding; 256-267: Tyrosinase copper-binding
A0A2V5HTW1	338	1	PF00264 (Tyrosinase)	—	108-125: Tyrosinase copper-binding; 256-267: Tyrosinase copper-binding
A0A2V5IDW1	332	1	PF00264 (Tyrosinase)	—	259-270: Tyrosinase copper-binding
A0A2V5IGT7	329	1	PF00264 (Tyrosinase)	—	99-116: Tyrosinase copper-binding; 247-258: Tyrosinase copper-binding
A0A2Z4LVM5	454	3	PF18962 (Por_Secre_tail); PF00264 (Tyrosinase)	PF18962 (Por_Secre_tail)	199-210: Tyrosinase copper-binding
A0A316FBE9	268	2	PF00264 (Tyrosinase)	—	57-74: Tyrosinase copper-binding; 202-213: Tyrosinase copper-binding
A0A316FI64	269	1	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 203-214: Tyrosinase copper-binding
A0A316L4G5	453	2	PF18962 (Por_Secre_tail); PF00264 (Tyrosinase)	PF18962 (Por_Secre_tail)	199-210: Tyrosinase copper-binding
A0A317SBD7	961	3	PF00734 (CBM_1); PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF00734 (CBM_1); PF18132 (Tyrosinase_C)	19-55: CBM1
A0A317STV4	263	1	PF00264 (Tyrosinase)	—	31-48: Tyrosinase copper-binding; 185-196: Tyrosinase copper-binding
A0A317URF9	341	1	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0A317UXL8	341	1	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0A317UZS7	334	1	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding; 251-262: Tyrosinase copper-binding
A0A317VMA5	395	1	PF00264 (Tyrosinase)	—	322-333: Tyrosinase copper-binding
A0A317WBK9	335	1	PF00264 (Tyrosinase)	—	104-121: Tyrosinase copper-binding; 252-263: Tyrosinase copper-binding
A0A317WJT9	341	1	PF00264 (Tyrosinase)	—	109-126: Tyrosinase copper-binding; 258-269: Tyrosinase copper-binding
A0A317WYK6	341	1	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0A317XLV9	627	2	PF00264 (Tyrosinase)	—	377-394: Tyrosinase copper-binding; 542-553: Tyrosinase copper-binding
A0A318YAT8	341	1	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0A318ZGW2	333	1	PF00264 (Tyrosinase)	—	102-119: Tyrosinase copper-binding; 250-261: Tyrosinase copper-binding
A0A319ANC3	338	1	PF00264 (Tyrosinase)	—	108-125: Tyrosinase copper-binding; 256-267: Tyrosinase copper-binding
A0A319AUV2	342	1	PF00264 (Tyrosinase)	—	112-129: Tyrosinase copper-binding; 260-271: Tyrosinase copper-binding
A0A319AVK5	334	1	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding; 251-262: Tyrosinase copper-binding
A0A319CG24	338	1	PF00264 (Tyrosinase)	—	108-125: Tyrosinase copper-binding; 256-267: Tyrosinase copper-binding
A0A319CY13	329	1	PF00264 (Tyrosinase)	—	99-116: Tyrosinase copper-binding; 247-258: Tyrosinase copper-binding
A0A319DGV8	339	1	PF00264 (Tyrosinase)	—	107-124: Tyrosinase copper-binding; 256-267: Tyrosinase copper-binding
A0A319DU42	341	1	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0A319E1L0	335	1	PF00264 (Tyrosinase)	—	104-121: Tyrosinase copper-binding; 252-263: Tyrosinase copper-binding
A0A319EJ46	308	1	PF00264 (Tyrosinase)	—	243-254: Tyrosinase copper-binding
A0A329SB08	496	2	PF00264 (Tyrosinase)	—	75-267: Tyrosinase copper-binding
A0A329SW91	553	2	PF00264 (Tyrosinase)	—	254-265: Tyrosinase copper-binding
A0A345I2D0	286	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 216-227: Tyrosinase copper-binding
A0A365NGP6	0	1	—	—	—
A0A365NNU5	0	1	—	—	—
A0A366R6W5	332	1	PF00264 (Tyrosinase)	—	75-277: Tyrosinase copper-binding
A0A366RBL7	338	1	PF00264 (Tyrosinase)	—	245-256: Tyrosinase copper-binding
A0A366S6I4	338	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
A0A370BCH9	287	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 217-228: Tyrosinase copper-binding
A0A370C830	0	1	—	—	—
A0A370CBG9	0	1	—	—	—
A0A370P5X5	344	1	PF00264 (Tyrosinase)	—	262-273: Tyrosinase copper-binding
A0A370PE47	334	1	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding; 251-262: Tyrosinase copper-binding
A0A371DR51	363	2	PF00264 (Tyrosinase)	—	82-296: Tyrosinase copper-binding
A0A379ICC9	0	3	—	—	—
A0A384K4W6	342	1	PF00264 (Tyrosinase)	—	113-130: Tyrosinase copper-binding; 270-281: Tyrosinase copper-binding
A0A395HF45	341	1	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0A395I0G5	340	1	PF00264 (Tyrosinase)	—	110-127: Tyrosinase copper-binding; 258-269: Tyrosinase copper-binding
A0A395M9N5	607	3	PF00264 (Tyrosinase)	—	359-370: Tyrosinase copper-binding
A0A395MKK6	686	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	100-117: Tyrosinase copper-binding; 387-398: Tyrosinase copper-binding
A0A395MRW2	329	1	PF00264 (Tyrosinase)	—	72-274: Tyrosinase copper-binding
A0A395MVI2	322	1	PF00264 (Tyrosinase)	—	65-268: Tyrosinase copper-binding
A0A395N2K0	338	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
A0A395S4M8	602	3	PF00264 (Tyrosinase)	—	352-363: Tyrosinase copper-binding
A0A395SCX6	331	1	PF00264 (Tyrosinase)	—	74-276: Tyrosinase copper-binding
A0A395SM33	337	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
A0A396ZRZ2	0	5	—	—	—
A0A397A3C6	0	5	—	—	—
A0A397A491	0	2	—	—	—
A0A397AG26	0	2	—	—	—
A0A397AX90	0	2	—	—	—
A0A397AZ25	0	2	—	—	—
A0A397BLC7	0	2	—	—	—
A0A397BPY8	0	2	—	—	—
A0A397BYR1	0	2	—	—	—
A0A397C8W8	0	2	—	—	—
A0A397CCK8	0	2	—	—	—
A0A397CDV6	0	2	—	—	—
A0A397CWG7	0	2	—	—	—
A0A397D945	0	2	—	—	—
A0A397DFP7	0	2	—	—	—
A0A397DKV6	0	3	—	—	—
A0A397DXJ3	0	5	—	—	—
A0A397E0M5	0	2	—	—	—
A0A397EM03	0	3	—	—	—
A0A397EQH8	0	2	—	—	—
A0A397EQT5	0	2	—	—	—
A0A397EYS8	0	5	—	—	—
A0A397FVJ8	0	2	—	—	—
A0A397FW62	0	2	—	—	—
A0A397FW77	0	3	—	—	—
A0A397H284	355	1	PF00264 (Tyrosinase)	—	84-101: Tyrosinase copper-binding
A0A3A1NL96	460	2	PF18962 (Por_Secre_tail); PF00264 (Tyrosinase)	PF18962 (Por_Secre_tail)	202-213: Tyrosinase copper-binding
A0A3B0YDV7	0	3	—	—	—
A0A3E2GYC9	374	1	PF00264 (Tyrosinase)	—	290-301: Tyrosinase copper-binding
A0A3E2HCJ3	372	1	PF00264 (Tyrosinase)	—	141-158: Tyrosinase copper-binding
A0A3F2RCF2	0	2	—	—	—
A0A3F2RYX7	0	2	—	—	—
A0A3F3PSP3	334	1	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding; 251-262: Tyrosinase copper-binding
A0A3L6MZC5	0	2	—	—	—
A0A3L6N6A1	0	1	—	—	—
A0A3L6N987	0	1	—	—	—
A0A3M2RUE8	728	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	105-122: Tyrosinase copper-binding; 343-354: Tyrosinase copper-binding
A0A3M6TCS2	415	1	PF00264 (Tyrosinase)	—	137-315: Tyrosinase copper-binding
A0A3M6U071	404	2	PF00264 (Tyrosinase)	—	93-110: Tyrosinase copper-binding
A0A3M6UE86	660	3	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	88-265: VWFA
A0A3M6UM69	877	3	PF00264 (Tyrosinase)	—	523-540: Tyrosinase copper-binding
A0A3M6UP51	327	2	PF00264 (Tyrosinase)	—	116-134: Tyrosinase copper-binding
A0A3M6UR97	604	3	PF00059 (Lectin_C); PF00264 (Tyrosinase)	PF00059 (Lectin_C)	323-428: C-type lectin; 472-601: C-type lectin
A0A3M6URF3	349	2	PF00264 (Tyrosinase)	—	61-78: Tyrosinase copper-binding
A0A3M6VLC9	499	2	PF00264 (Tyrosinase)	—	81-271: Tyrosinase copper-binding
A0A3M8TNP8	0	3	—	—	—
A0A3M9YBL7	339	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A3M9YDG5	341	1	PF00264 (Tyrosinase)	—	89-106: Tyrosinase copper-binding; 234-245: Tyrosinase copper-binding
A0A3N1GBQ3	0	2	—	—	—
