accession	pool	length	ndom_chainsaw	pfam_id	pfam_name	env_from	env_to	dom_evalue	description
A0A059U1P9	canonical	537	1	PF00264	Tyrosinase	182	417	6.3e-36	Common central domain of tyrosinase
A0A059UAM0	canonical	557	2	PF00264	Tyrosinase	145	354	3.3e-36	Common central domain of tyrosinase
A0A059UAM0	canonical	557	2	PF12142	PPO1_DWL	360	411	7.3e-26	Polyphenol oxidase middle domain
A0A059UAM0	canonical	557	2	PF12143	PPO1_KFDV	425	555	6.6e-42	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A060S6S8	canonical	573	2	PF00264	Tyrosinase	54	300	2.3e-52	Common central domain of tyrosinase
A0A060S6S8	canonical	573	2	PF18132	Tyrosinase_C	460	568	4.1e-31	Tyrosinase C-terminal domain
A0A060SLI6	discarded	273	1	PF00264	Tyrosinase	80	216	9.5e-17	Common central domain of tyrosinase
A0A060WMQ6	canonical	519	1	PF00264	Tyrosinase	177	411	2.9e-33	Common central domain of tyrosinase
A0A060WUY0	canonical	516	2	PF00264	Tyrosinase	178	410	4.5e-33	Common central domain of tyrosinase
A0A060X1G5	canonical	522	1	PF00264	Tyrosinase	172	407	1.2e-33	Common central domain of tyrosinase
A0A060X8B7	canonical	447	2	PF00264	Tyrosinase	172	403	1.1e-38	Common central domain of tyrosinase
A0A060XL10	canonical	522	2	PF00264	Tyrosinase	176	414	5.8e-30	Common central domain of tyrosinase
A0A060ZAB7	discarded	124	1	PF00264	Tyrosinase	2	107	1.5e-11	Common central domain of tyrosinase
A0A061DZ45	canonical	608	2	PF00264	Tyrosinase	186	393	1.5e-29	Common central domain of tyrosinase
A0A061DZ45	canonical	608	2	PF12142	PPO1_DWL	399	450	1.1e-24	Polyphenol oxidase middle domain
A0A061DZ45	canonical	608	2	PF12143	PPO1_KFDV	480	606	6.7e-34	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A061E0X0	canonical	565	2	PF00264	Tyrosinase	143	350	1.2e-29	Common central domain of tyrosinase
A0A061E0X0	canonical	565	2	PF12142	PPO1_DWL	356	407	1.0e-24	Polyphenol oxidase middle domain
A0A061E0X0	canonical	565	2	PF12143	PPO1_KFDV	437	563	5.9e-34	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A061E6S7	canonical	529	2	PF00264	Tyrosinase	107	314	9.9e-30	Common central domain of tyrosinase
A0A061E6S7	canonical	529	2	PF12142	PPO1_DWL	320	371	9.2e-25	Polyphenol oxidase middle domain
A0A061E6S7	canonical	529	2	PF12143	PPO1_KFDV	401	527	5.3e-34	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A061GEN3	canonical	605	2	PF00264	Tyrosinase	177	386	1.9e-37	Common central domain of tyrosinase
A0A061GEN3	canonical	605	2	PF12142	PPO1_DWL	393	444	9.1e-26	Polyphenol oxidase middle domain
A0A061GEN3	canonical	605	2	PF12143	PPO1_KFDV	474	602	1.4e-48	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A061GFI2	noncanonical	538	2	PF00264	Tyrosinase	113	322	1.4e-24	Common central domain of tyrosinase
A0A061GFI2	noncanonical	538	2	PF12142	PPO1_DWL	327	378	6.4e-20	Polyphenol oxidase middle domain
A0A061GFI2	noncanonical	538	2	PF12143	PPO1_KFDV	408	535	5.9e-48	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A061GFY3	canonical	618	2	PF00264	Tyrosinase	190	399	1.4e-37	Common central domain of tyrosinase
A0A061GFY3	canonical	618	2	PF12142	PPO1_DWL	405	456	4.1e-28	Polyphenol oxidase middle domain
A0A061GFY3	canonical	618	2	PF12143	PPO1_KFDV	488	615	2.0e-55	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A061GFY7	canonical	602	2	PF00264	Tyrosinase	176	384	1.4e-36	Common central domain of tyrosinase
A0A061GFY7	canonical	602	2	PF12142	PPO1_DWL	391	442	2.0e-25	Polyphenol oxidase middle domain
A0A061GFY7	canonical	602	2	PF12143	PPO1_KFDV	472	599	8.4e-46	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A061GMJ6	canonical	600	2	PF00264	Tyrosinase	174	383	4.8e-37	Common central domain of tyrosinase
A0A061GMJ6	canonical	600	2	PF12142	PPO1_DWL	389	440	1.4e-27	Polyphenol oxidase middle domain
A0A061GMJ6	canonical	600	2	PF12143	PPO1_KFDV	470	597	4.5e-54	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A061GMK1	canonical	411	1	PF00264	Tyrosinase	169	377	5.8e-37	Common central domain of tyrosinase
A0A061HFI6	canonical	619	2	PF00264	Tyrosinase	99	357	2.2e-45	Common central domain of tyrosinase
A0A061HFI6	canonical	619	2	PF18132	Tyrosinase_C	462	584	1.9e-28	Tyrosinase C-terminal domain
A0A061HSG6	canonical	584	2	PF00264	Tyrosinase	82	327	1.9e-45	Common central domain of tyrosinase
A0A061HSG6	canonical	584	2	PF18132	Tyrosinase_C	434	553	7.9e-24	Tyrosinase C-terminal domain
A0A061IGF6	canonical	443	2	PF00264	Tyrosinase	196	424	4.6e-41	Common central domain of tyrosinase
A0A062U9V8	canonical	502	3	PF00264	Tyrosinase	127	317	1.2e-26	Common central domain of tyrosinase
A0A063BRM1	canonical	594	2	PF00264	Tyrosinase	93	344	1.8e-45	Common central domain of tyrosinase
A0A063BRM1	canonical	594	2	PF18132	Tyrosinase_C	452	567	1.7e-25	Tyrosinase C-terminal domain
A0A066RUA7	noncanonical	471	2	PF00264	Tyrosinase	52	258	3.7e-34	Common central domain of tyrosinase
A0A066WXF3	canonical	529	2	PF00264	Tyrosinase	36	329	5.3e-40	Common central domain of tyrosinase
A0A066X3Q1	noncanonical	370	1	PF00264	Tyrosinase	128	317	1.0e-37	Common central domain of tyrosinase
A0A066X6L4	canonical	330	1	PF00264	Tyrosinase	65	254	6.8e-41	Common central domain of tyrosinase
A0A066X7V3	canonical	682	2	PF00264	Tyrosinase	59	332	2.1e-45	Common central domain of tyrosinase
A0A066X7V3	canonical	682	2	PF18132	Tyrosinase_C	509	635	1.3e-31	Tyrosinase C-terminal domain
A0A066X846	canonical	380	1	PF00264	Tyrosinase	98	324	1.7e-57	Common central domain of tyrosinase
A0A066X9U3	canonical	761	2	PF00264	Tyrosinase	62	345	2.2e-34	Common central domain of tyrosinase
A0A066X9U3	canonical	761	2	PF18132	Tyrosinase_C	586	721	1.0e-26	Tyrosinase C-terminal domain
A0A066XLM3	canonical	414	2	PF00264	Tyrosinase	118	354	2.1e-55	Common central domain of tyrosinase
A0A066XQD0	canonical	410	2	PF00264	Tyrosinase	113	349	1.3e-59	Common central domain of tyrosinase
A0A066XSE1	noncanonical	488	1	PF00264	Tyrosinase	195	431	9.3e-51	Common central domain of tyrosinase
A0A066XSY6	canonical	717	2	PF00264	Tyrosinase	192	437	2.7e-43	Common central domain of tyrosinase
A0A066XW40	canonical	639	3	PF00264	Tyrosinase	91	342	1.2e-46	Common central domain of tyrosinase
A0A066XW40	canonical	639	3	PF18132	Tyrosinase_C	484	599	1.5e-32	Tyrosinase C-terminal domain
A0A066XWR5	canonical	373	1	PF00264	Tyrosinase	96	316	2.6e-53	Common central domain of tyrosinase
A0A066XZ78	canonical	380	1	PF00264	Tyrosinase	94	323	2.9e-62	Common central domain of tyrosinase
A0A066Y1D2	canonical	393	1	PF00264	Tyrosinase	105	336	2.2e-58	Common central domain of tyrosinase
A0A066Y1V3	discarded	555	2	PF00264	Tyrosinase	76	315	2.7e-25	Common central domain of tyrosinase
A0A066Z0K1	canonical	269	1	PF00264	Tyrosinase	8	188	3.1e-32	Common central domain of tyrosinase
A0A067BLT8	canonical	474	2	PF00264	Tyrosinase	55	268	9.9e-22	Common central domain of tyrosinase
A0A067BLZ4	canonical	728	4	PF00024	PAN_1	28	100	8.8e-04	PAN domain
A0A067BLZ4	canonical	728	4	PF14295	PAN_4	30	74	5.6e-09	PAN domain
A0A067BLZ4	canonical	728	4	PF00024	PAN_1	103	173	2.0e-04	PAN domain
A0A067BLZ4	canonical	728	4	PF14295	PAN_4	107	151	7.0e-09	PAN domain
A0A067BLZ4	canonical	728	4	PF14295	PAN_4	181	225	6.6e-08	PAN domain
A0A067BLZ4	canonical	728	4	PF00264	Tyrosinase	337	508	3.5e-21	Common central domain of tyrosinase
A0A067BRT6	canonical	705	3	PF14295	PAN_4	28	69	9.7e-04	PAN domain
A0A067BRT6	canonical	705	3	PF04886	PT	201	239	1.7e-04	PT disordered repeat
A0A067BRT6	canonical	705	3	PF00264	Tyrosinase	312	422	3.7e-11	Common central domain of tyrosinase
A0A067BRT6	canonical	705	3	PF00264	Tyrosinase	396	483	3.2e-09	Common central domain of tyrosinase
A0A067BTT5	canonical	511	2	PF00264	Tyrosinase	60	273	6.7e-24	Common central domain of tyrosinase
A0A067BUS0	canonical	494	2	PF00264	Tyrosinase	62	275	1.9e-23	Common central domain of tyrosinase
A0A067BX73	canonical	476	2	PF00264	Tyrosinase	54	267	1.3e-24	Common central domain of tyrosinase
A0A067BZH5	canonical	486	2	PF00264	Tyrosinase	55	268	3.5e-22	Common central domain of tyrosinase
A0A067C156	canonical	652	4	PF00024	PAN_1	18	88	1.1e-04	PAN domain
A0A067C156	canonical	652	4	PF14295	PAN_4	25	68	2.2e-06	PAN domain
A0A067C156	canonical	652	4	PF00024	PAN_1	96	164	7.9e-06	PAN domain
A0A067C156	canonical	652	4	PF14295	PAN_4	103	146	3.5e-04	PAN domain
A0A067C156	canonical	652	4	PF14295	PAN_4	182	225	5.4e-04	PAN domain
A0A067C156	canonical	652	4	PF00264	Tyrosinase	277	362	1.6e-05	Common central domain of tyrosinase
A0A067C156	canonical	652	4	PF00264	Tyrosinase	367	452	1.7e-09	Common central domain of tyrosinase
A0A067C4V3	discarded	329	2	PF00264	Tyrosinase	68	159	4.6e-10	Common central domain of tyrosinase
A0A067C5L8	discarded	476	2	PF00264	Tyrosinase	43	246	2.4e-25	Common central domain of tyrosinase
A0A067C631	canonical	498	2	PF00264	Tyrosinase	54	267	4.4e-24	Common central domain of tyrosinase
A0A067CPX4	canonical	464	2	PF00264	Tyrosinase	47	255	1.7e-26	Common central domain of tyrosinase
A0A067CT24	noncanonical	419	1	PF00264	Tyrosinase	90	267	1.9e-10	Common central domain of tyrosinase
A0A067CXC8	canonical	635	2	PF00264	Tyrosinase	193	400	1.1e-27	Common central domain of tyrosinase
A0A067CZT6	noncanonical	497	2	PF00264	Tyrosinase	72	281	1.7e-15	Common central domain of tyrosinase
A0A067D5R2	canonical	705	4	PF00024	PAN_1	20	87	5.6e-05	PAN domain
A0A067D5R2	canonical	705	4	PF14295	PAN_4	27	70	6.8e-05	PAN domain
A0A067D5R2	canonical	705	4	PF00024	PAN_1	97	167	9.6e-07	PAN domain
A0A067D5R2	canonical	705	4	PF14295	PAN_4	104	147	1.4e-05	PAN domain
A0A067D5R2	canonical	705	4	PF00024	PAN_1	187	256	3.2e-05	PAN domain
A0A067D5R2	canonical	705	4	PF14295	PAN_4	193	236	8.5e-05	PAN domain
A0A067D5R2	canonical	705	4	PF00264	Tyrosinase	314	425	7.1e-08	Common central domain of tyrosinase
A0A067D5R2	canonical	705	4	PF00264	Tyrosinase	428	489	2.6e-10	Common central domain of tyrosinase
A0A067D814	canonical	806	2	PF00264	Tyrosinase	365	572	2.0e-27	Common central domain of tyrosinase
A0A067GK93	canonical	591	2	PF00264	Tyrosinase	161	372	4.9e-38	Common central domain of tyrosinase
A0A067GK93	canonical	591	2	PF12142	PPO1_DWL	378	429	2.5e-27	Polyphenol oxidase middle domain
A0A067GK93	canonical	591	2	PF12143	PPO1_KFDV	460	588	3.7e-55	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A067JAU2	canonical	592	2	PF00264	Tyrosinase	161	370	1.7e-37	Common central domain of tyrosinase
A0A067JAU2	canonical	592	2	PF12142	PPO1_DWL	377	428	1.6e-25	Polyphenol oxidase middle domain
A0A067JAU2	canonical	592	2	PF12143	PPO1_KFDV	461	589	1.1e-52	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A067MC03	canonical	361	2	PF00264	Tyrosinase	91	297	4.5e-38	Common central domain of tyrosinase
A0A067MC09	canonical	354	2	PF00264	Tyrosinase	84	290	4.5e-39	Common central domain of tyrosinase
A0A067ME78	discarded	545	2	PF00264	Tyrosinase	53	277	3.5e-25	Common central domain of tyrosinase
A0A067ME78	discarded	545	2	PF18132	Tyrosinase_C	378	499	2.4e-19	Tyrosinase C-terminal domain
A0A067MJR9	canonical	675	2	PF00264	Tyrosinase	54	353	3.5e-33	Common central domain of tyrosinase
A0A067MN37	discarded	63	1	PF00264	Tyrosinase	1	36	3.4e-13	Common central domain of tyrosinase
A0A067MSX0	canonical	403	2	PF00264	Tyrosinase	116	331	1.5e-36	Common central domain of tyrosinase
A0A067N7R8	canonical	337	1	PF00264	Tyrosinase	70	282	1.8e-51	Common central domain of tyrosinase
A0A067NHK1	discarded	223	1	PF00264	Tyrosinase	53	157	1.6e-16	Common central domain of tyrosinase
A0A067NVB7	discarded	291	1	PF00264	Tyrosinase	18	228	7.1e-25	Common central domain of tyrosinase
A0A067NXD0	canonical	367	1	PF00264	Tyrosinase	78	298	1.1e-35	Common central domain of tyrosinase
A0A067PHP8	canonical	702	2	PF00264	Tyrosinase	77	369	1.4e-40	Common central domain of tyrosinase
A0A067PPZ9	discarded	564	2	PF00264	Tyrosinase	78	371	1.1e-41	Common central domain of tyrosinase
A0A067PSS3	canonical	658	2	PF00264	Tyrosinase	79	339	1.4e-39	Common central domain of tyrosinase
A0A067S9C3	canonical	369	1	PF00264	Tyrosinase	85	303	6.3e-35	Common central domain of tyrosinase
A0A067T9P6	canonical	333	1	PF00264	Tyrosinase	67	279	5.2e-50	Common central domain of tyrosinase
A0A067TCE7	canonical	354	1	PF00264	Tyrosinase	75	290	1.4e-52	Common central domain of tyrosinase
A0A067TKM5	canonical	624	2	PF00264	Tyrosinase	48	299	9.0e-54	Common central domain of tyrosinase
A0A067TKM5	canonical	624	2	PF18132	Tyrosinase_C	471	588	7.9e-38	Tyrosinase C-terminal domain
A0A067XIX1	canonical	502	2	PF00264	Tyrosinase	177	414	6.7e-33	Common central domain of tyrosinase
A0A068FAU8	discarded	265	1	PF00264	Tyrosinase	170	264	2.1e-19	Common central domain of tyrosinase
A0A068NQY3	canonical	538	2	PF00264	Tyrosinase	58	325	4.0e-35	Common central domain of tyrosinase
A0A068TU86	canonical	580	2	PF00264	Tyrosinase	157	366	1.4e-37	Common central domain of tyrosinase
A0A068TU86	canonical	580	2	PF12142	PPO1_DWL	372	423	3.2e-28	Polyphenol oxidase middle domain
A0A068TU86	canonical	580	2	PF12143	PPO1_KFDV	452	579	1.7e-51	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A068UD36	canonical	584	2	PF00264	Tyrosinase	171	381	2.1e-35	Common central domain of tyrosinase
A0A068UD36	canonical	584	2	PF12142	PPO1_DWL	385	436	2.5e-23	Polyphenol oxidase middle domain
A0A068UD36	canonical	584	2	PF12143	PPO1_KFDV	454	577	3.1e-38	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A068UEN7	canonical	578	2	PF00264	Tyrosinase	164	374	1.3e-32	Common central domain of tyrosinase
A0A068UEN7	canonical	578	2	PF12142	PPO1_DWL	380	431	3.5e-22	Polyphenol oxidase middle domain
A0A068UEN7	canonical	578	2	PF12143	PPO1_KFDV	452	576	1.7e-40	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A068UEP3	canonical	582	2	PF00264	Tyrosinase	170	379	2.5e-32	Common central domain of tyrosinase
A0A068UEP3	canonical	582	2	PF12142	PPO1_DWL	384	435	5.3e-19	Polyphenol oxidase middle domain
A0A068UEP3	canonical	582	2	PF12143	PPO1_KFDV	455	578	5.2e-38	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A068VB21	discarded	233	2	PF00264	Tyrosinase	1	30	9.9e-08	Common central domain of tyrosinase
A0A068VB21	discarded	233	2	PF12142	PPO1_DWL	35	86	3.0e-20	Polyphenol oxidase middle domain
A0A068VB21	discarded	233	2	PF12143	PPO1_KFDV	106	229	3.2e-37	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A068VBG9	discarded	189	1	PF00264	Tyrosinase	9	127	2.3e-16	Common central domain of tyrosinase
A0A068VBG9	discarded	189	1	PF00264	Tyrosinase	100	165	8.6e-10	Common central domain of tyrosinase
A0A068VNV4	canonical	423	2	PF00264	Tyrosinase	9	217	1.3e-34	Common central domain of tyrosinase
A0A068VNV4	canonical	423	2	PF12142	PPO1_DWL	223	274	9.4e-22	Polyphenol oxidase middle domain
A0A068VNV4	canonical	423	2	PF12143	PPO1_KFDV	295	421	2.7e-41	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A069NJ99	canonical	460	2	PF00264	Tyrosinase	31	141	5.8e-14	Common central domain of tyrosinase
A0A069NJ99	canonical	460	2	PF00264	Tyrosinase	121	201	2.9e-16	Common central domain of tyrosinase
A0A069P877	canonical	543	2	PF00264	Tyrosinase	111	206	3.3e-15	Common central domain of tyrosinase
A0A069P877	canonical	543	2	PF00264	Tyrosinase	185	262	1.9e-16	Common central domain of tyrosinase
A0A069P8P9	canonical	480	2	PF00264	Tyrosinase	67	169	2.4e-14	Common central domain of tyrosinase
A0A069P8P9	canonical	480	2	PF00264	Tyrosinase	132	218	7.9e-19	Common central domain of tyrosinase
A0A072P207	canonical	409	1	PF00264	Tyrosinase	120	352	6.0e-60	Common central domain of tyrosinase
A0A072P5W0	canonical	375	1	PF00264	Tyrosinase	88	314	2.2e-43	Common central domain of tyrosinase
A0A072P8W8	canonical	377	1	PF00264	Tyrosinase	89	314	3.2e-45	Common central domain of tyrosinase
A0A072PCR1	canonical	409	2	PF00264	Tyrosinase	111	348	1.7e-54	Common central domain of tyrosinase
A0A072PH66	discarded	402	2	PF00264	Tyrosinase	2	112	3.4e-22	Common central domain of tyrosinase
A0A072PH66	discarded	402	2	PF18132	Tyrosinase_C	239	361	3.9e-26	Tyrosinase C-terminal domain
A0A072PJG5	canonical	363	1	PF00264	Tyrosinase	76	303	4.4e-51	Common central domain of tyrosinase
A0A072PV79	discarded	244	1	PF00264	Tyrosinase	76	241	1.3e-16	Common central domain of tyrosinase
A0A072Q6Y5	noncanonical	251	1	PF00264	Tyrosinase	1	199	2.1e-36	Common central domain of tyrosinase
A0A074RCL1	canonical	320	1	PF00264	Tyrosinase	73	260	3.0e-37	Common central domain of tyrosinase
A0A074RG36	discarded	150	1	PF00264	Tyrosinase	88	146	1.9e-09	Common central domain of tyrosinase
A0A074RJD3	canonical	318	1	PF00264	Tyrosinase	51	260	1.8e-40	Common central domain of tyrosinase
A0A074RK37	discarded	334	2	PF00264	Tyrosinase	6	297	3.5e-32	Common central domain of tyrosinase
A0A074RKY4	canonical	310	1	PF00264	Tyrosinase	72	253	9.4e-36	Common central domain of tyrosinase
A0A074RLS0	canonical	322	1	PF00264	Tyrosinase	78	264	4.9e-37	Common central domain of tyrosinase
A0A074RRF8	canonical	773	2	PF00264	Tyrosinase	86	403	2.5e-36	Common central domain of tyrosinase
A0A074RSM2	canonical	320	1	PF00264	Tyrosinase	69	255	1.3e-38	Common central domain of tyrosinase
A0A074RSY5	canonical	457	2	PF00264	Tyrosinase	58	377	3.4e-35	Common central domain of tyrosinase
A0A074RTB9	canonical	353	1	PF00264	Tyrosinase	86	292	2.3e-38	Common central domain of tyrosinase
A0A074RWE6	noncanonical	395	1	PF00264	Tyrosinase	109	315	6.4e-30	Common central domain of tyrosinase
A0A074RXC0	canonical	348	1	PF00264	Tyrosinase	78	290	3.1e-31	Common central domain of tyrosinase
A0A074RXE5	canonical	679	2	PF20152	DUF6534	157	244	3.7e-11	Family of unknown function (DUF6534)
A0A074RXE5	canonical	679	2	PF00264	Tyrosinase	404	617	6.4e-34	Common central domain of tyrosinase
A0A074RXR6	canonical	354	2	PF00264	Tyrosinase	89	291	2.1e-39	Common central domain of tyrosinase
A0A074RYB7	canonical	364	2	PF00264	Tyrosinase	89	302	2.1e-35	Common central domain of tyrosinase
A0A074S0H8	canonical	317	1	PF00264	Tyrosinase	73	260	5.0e-35	Common central domain of tyrosinase
A0A074S2B5	canonical	318	1	PF00264	Tyrosinase	62	255	5.4e-36	Common central domain of tyrosinase
A0A074S7C5	canonical	381	1	PF00264	Tyrosinase	79	302	1.3e-34	Common central domain of tyrosinase
A0A074S7W9	canonical	350	1	PF00264	Tyrosinase	77	282	1.6e-42	Common central domain of tyrosinase
A0A074S897	canonical	345	1	PF00264	Tyrosinase	78	287	2.2e-40	Common central domain of tyrosinase
A0A074S9M8	noncanonical	305	1	PF00264	Tyrosinase	73	251	1.1e-28	Common central domain of tyrosinase
A0A074SA15	canonical	350	1	PF00264	Tyrosinase	105	291	1.9e-37	Common central domain of tyrosinase
A0A074SDG0	noncanonical	342	1	PF00264	Tyrosinase	63	255	9.9e-23	Common central domain of tyrosinase
A0A074SDL0	discarded	124	1	PF00264	Tyrosinase	1	64	4.0e-12	Common central domain of tyrosinase
A0A074SFZ9	canonical	356	2	PF00264	Tyrosinase	73	279	9.3e-36	Common central domain of tyrosinase
A0A074SK72	canonical	618	3	PF00264	Tyrosinase	84	297	1.2e-34	Common central domain of tyrosinase
A0A074SK81	canonical	281	2	PF00264	Tyrosinase	83	281	8.2e-27	Common central domain of tyrosinase
A0A074SUA9	canonical	304	1	PF00264	Tyrosinase	48	242	3.7e-33	Common central domain of tyrosinase
A0A074VDT7	canonical	389	1	PF00264	Tyrosinase	95	327	6.4e-57	Common central domain of tyrosinase
A0A074VGZ0	canonical	404	2	PF00264	Tyrosinase	106	342	4.0e-56	Common central domain of tyrosinase
A0A074VI76	noncanonical	322	1	PF00264	Tyrosinase	126	246	2.4e-07	Common central domain of tyrosinase
A0A074VIF5	canonical	670	2	PF00264	Tyrosinase	60	314	1.3e-47	Common central domain of tyrosinase
A0A074VIF5	canonical	670	2	PF18132	Tyrosinase_C	427	549	4.9e-34	Tyrosinase C-terminal domain
A0A074W682	noncanonical	344	1	PF00264	Tyrosinase	62	287	4.1e-53	Common central domain of tyrosinase
A0A074W6F3	noncanonical	321	1	PF00264	Tyrosinase	126	240	1.0e-06	Common central domain of tyrosinase
A0A074WGJ9	canonical	689	2	PF00264	Tyrosinase	68	322	6.6e-46	Common central domain of tyrosinase
A0A074WGJ9	canonical	689	2	PF18132	Tyrosinase_C	438	560	6.5e-35	Tyrosinase C-terminal domain
A0A074WJS2	canonical	390	1	PF00264	Tyrosinase	96	328	2.9e-55	Common central domain of tyrosinase
A0A074WWD6	canonical	404	2	PF00264	Tyrosinase	106	342	4.3e-57	Common central domain of tyrosinase
A0A074X475	canonical	327	1	PF00264	Tyrosinase	45	270	2.5e-56	Common central domain of tyrosinase
A0A074XC75	canonical	774	2	PF00264	Tyrosinase	100	354	8.4e-46	Common central domain of tyrosinase
A0A074XC75	canonical	774	2	PF18132	Tyrosinase_C	533	655	1.5e-34	Tyrosinase C-terminal domain
A0A074XNA1	canonical	382	2	PF00264	Tyrosinase	84	320	3.6e-58	Common central domain of tyrosinase
A0A074XND5	noncanonical	322	1	PF00264	Tyrosinase	116	241	6.2e-08	Common central domain of tyrosinase
A0A074XR97	canonical	392	1	PF00264	Tyrosinase	110	335	1.2e-55	Common central domain of tyrosinase
A0A074XWE1	canonical	390	1	PF00264	Tyrosinase	96	328	1.1e-57	Common central domain of tyrosinase
A0A074Y1Q9	canonical	327	1	PF00264	Tyrosinase	45	270	5.4e-56	Common central domain of tyrosinase
