accession	pool	length	ndom_chainsaw	n_pfam_domains	architecture	extra_domains	extra_pfam_ids
A0A074RYB7	canonical	364	2	1	Tyrosinase(89-302)	none	none
A0A074S0H8	canonical	317	1	1	Tyrosinase(73-260)	none	none
A0A074S2B5	canonical	318	1	1	Tyrosinase(62-255)	none	none
A0A074S7C5	canonical	381	1	1	Tyrosinase(79-302)	none	none
A0A074S7W9	canonical	350	1	1	Tyrosinase(77-282)	none	none
A0A074S897	canonical	345	1	1	Tyrosinase(78-287)	none	none
A0A074S9M8	noncanonical	305	1	1	Tyrosinase(73-251)	none	none
A0A074SA15	canonical	350	1	1	Tyrosinase(105-291)	none	none
A0A074SDG0	noncanonical	342	1	1	Tyrosinase(63-255)	none	none
A0A074SDL0	discarded	124	1	1	Tyrosinase(1-64)	none	none
A0A074SFZ9	canonical	356	2	1	Tyrosinase(73-279)	none	none
A0A074SK72	canonical	618	3	1	Tyrosinase(84-297)	none	none
A0A074SK81	canonical	281	2	1	Tyrosinase(83-281)	none	none
A0A074SUA9	canonical	304	1	1	Tyrosinase(48-242)	none	none
A0A074VDT7	canonical	389	1	1	Tyrosinase(95-327)	none	none
A0A074VGZ0	canonical	404	2	1	Tyrosinase(106-342)	none	none
A0A074VI76	noncanonical	322	1	1	Tyrosinase(126-246)	none	none
A0A074VIF5	canonical	670	2	2	Tyrosinase(60-314) | Tyrosinase_C(427-549)	none	none
A0A074W682	noncanonical	344	1	1	Tyrosinase(62-287)	none	none
A0A074W6F3	noncanonical	321	1	1	Tyrosinase(126-240)	none	none
A0A074WGJ9	canonical	689	2	2	Tyrosinase(68-322) | Tyrosinase_C(438-560)	none	none
A0A074WJS2	canonical	390	1	1	Tyrosinase(96-328)	none	none
A0A074WWD6	canonical	404	2	1	Tyrosinase(106-342)	none	none
A0A074X475	canonical	327	1	1	Tyrosinase(45-270)	none	none
A0A074XC75	canonical	774	2	2	Tyrosinase(100-354) | Tyrosinase_C(533-655)	none	none
A0A074XNA1	canonical	382	2	1	Tyrosinase(84-320)	none	none
A0A074XND5	noncanonical	322	1	1	Tyrosinase(116-241)	none	none
A0A074XR97	canonical	392	1	1	Tyrosinase(110-335)	none	none
A0A074XWE1	canonical	390	1	1	Tyrosinase(96-328)	none	none
A0A074Y1Q9	canonical	327	1	1	Tyrosinase(45-270)	none	none
A0A074YH07	canonical	377	2	1	Tyrosinase(79-315)	none	none
A0A074YPA7	canonical	782	2	2	Tyrosinase(100-354) | Tyrosinase_C(535-657)	none	none
A0A074YPF6	canonical	390	1	1	Tyrosinase(96-328)	none	none
A0A074YQS1	noncanonical	321	1	1	Tyrosinase(131-228)	none	none
A0A074Z7G7	canonical	482	2	1	Tyrosinase(170-410)	none	none
A0A074ZDD7	canonical	948	2	2	Tyrosinase(170-405) | Tyrosinase(650-883)	none	none
A0A074ZHJ0	discarded	218	0	1	Tyrosinase(29-175)	none	none
A0A074ZPR2	canonical	477	2	1	Tyrosinase(176-411)	none	none
A0A075AEH4	noncanonical	345	0	1	Tyrosinase(29-318)	none	none
A0A075AU36	canonical	200	1	1	Tyrosinase(2-175)	none	none
A0A075AX41	canonical	530	2	1	Tyrosinase(28-204)	none	none
A0A075AYG4	canonical	372	2	2	Tyrosinase(61-144) | Tyrosinase(129-236)	none	none
A0A075AZW6	discarded	294	1	1	Tyrosinase(1-156)	none	none
A0A075B1D3	canonical	611	2	2	Tyrosinase(11-196) | Radical_SAM(318-489)	Radical_SAM(318-489)	PF04055
A0A075BWS7	canonical	614	2	3	Tyrosinase(176-397) | PPO1_DWL(404-458) | PPO1_KFDV(480-610)	PPO1_DWL(404-458) | PPO1_KFDV(480-610)	PF12142;PF12143
A0A075BX21	canonical	615	2	3	Tyrosinase(176-398) | PPO1_DWL(405-459) | PPO1_KFDV(481-611)	PPO1_DWL(405-459) | PPO1_KFDV(481-611)	PF12142;PF12143
A0A075DN54	canonical	602	2	3	Tyrosinase(168-384) | PPO1_DWL(391-445) | PPO1_KFDV(467-596)	PPO1_DWL(391-445) | PPO1_KFDV(467-596)	PF12142;PF12143
A0A075Q1C6	discarded	220	1	1	Tyrosinase(135-220)	none	none
A0A075Q3G6	discarded	219	1	1	Tyrosinase(134-219)	none	none
A0A075Q4B7	discarded	204	1	1	Tyrosinase(135-204)	none	none
A0A075QBC7	discarded	220	1	1	Tyrosinase(135-220)	none	none
A0A076FRB3	canonical	598	2	3	Tyrosinase(172-380) | PPO1_DWL(387-438) | PPO1_KFDV(466-595)	PPO1_DWL(387-438) | PPO1_KFDV(466-595)	PF12142;PF12143
A0A076FRC0	discarded	209	1	1	Tyrosinase(124-209)	none	none
A0A076FRN6	canonical	627	2	3	Tyrosinase(176-407) | PPO1_DWL(414-465) | PPO1_KFDV(495-625)	PPO1_DWL(414-465) | PPO1_KFDV(495-625)	PF12142;PF12143
A0A076FRP2	canonical	627	2	3	Tyrosinase(176-407) | PPO1_DWL(414-465) | PPO1_KFDV(495-625)	PPO1_DWL(414-465) | PPO1_KFDV(495-625)	PF12142;PF12143
A0A076FRP6	canonical	608	2	3	Tyrosinase(170-401) | PPO1_DWL(408-459) | PPO1_KFDV(489-608)	PPO1_DWL(408-459) | PPO1_KFDV(489-608)	PF12142;PF12143
A0A076FT34	canonical	616	2	3	Tyrosinase(174-401) | PPO1_DWL(408-459) | PPO1_KFDV(489-614)	PPO1_DWL(408-459) | PPO1_KFDV(489-614)	PF12142;PF12143
A0A076FX85	canonical	584	2	3	Tyrosinase(158-367) | PPO1_DWL(373-424) | PPO1_KFDV(454-581)	PPO1_DWL(373-424) | PPO1_KFDV(454-581)	PF12142;PF12143
A0A076FX88	canonical	567	2	3	Tyrosinase(150-361) | PPO1_DWL(368-419) | PPO1_KFDV(437-565)	PPO1_DWL(368-419) | PPO1_KFDV(437-565)	PF12142;PF12143
A0A076JQI5	canonical	486	2	1	Tyrosinase(186-359)	none	none
A0A076KXK6	canonical	699	2	1	Tyrosinase(149-326)	none	none
A0A077EN17	discarded	140	1	1	Tyrosinase(1-140)	none	none
A0A077HD11	canonical	273	2	1	Tyrosinase(28-229)	none	none
A0A077QRG5	discarded	220	1	1	Tyrosinase(104-151)	none	none
A0A077R9S7	canonical	762	2	1	Tyrosinase(492-695)	none	none
A0A077S4H3	canonical	542	2	3	Tyrosinase(120-329) | PPO1_DWL(340-391) | PPO1_KFDV(410-539)	PPO1_DWL(340-391) | PPO1_KFDV(410-539)	PF12142;PF12143
A0A077YX65	noncanonical	411	3	1	Tyrosinase(121-301)	none	none
A0A077Z814	canonical	460	3	1	Tyrosinase(166-353)	none	none
A0A077ZFE0	noncanonical	605	2	1	Tyrosinase(246-448)	none	none
A0A077ZGT3	noncanonical	752	4	2	Tyrosinase(124-306) | PAN_1(661-743)	PAN_1(661-743)	PF00024
A0A078AII6	canonical	525	2	1	Tyrosinase(45-323)	none	none
A0A078ARQ6	discarded	448	2	1	Tyrosinase(10-246)	none	none
A0A080Z0A1	canonical	524	2	1	Tyrosinase(59-267)	none	none
A0A080ZC48	noncanonical	495	2	1	Tyrosinase(48-268)	none	none
A0A080ZC49	noncanonical	450	3	1	Tyrosinase(9-223)	none	none
A0A080ZVP8	canonical	570	2	1	Tyrosinase(63-275)	none	none
A0A080ZVP9	noncanonical	546	2	1	Tyrosinase(63-275)	none	none
A0A080ZVS2	canonical	631	1	1	Tyrosinase(74-281)	none	none
A0A080ZVS5	canonical	649	2	1	Tyrosinase(54-261)	none	none
A0A080ZVS7	canonical	561	2	1	Tyrosinase(54-261)	none	none
A0A081AHF5	canonical	559	2	1	Tyrosinase(106-313)	none	none
A0A081AVN2	canonical	544	2	1	Tyrosinase(62-272)	none	none
A0A081AZP8	canonical	523	2	1	Tyrosinase(62-272)	none	none
A0A081CKB9	canonical	648	2	1	Tyrosinase(374-577)	none	none
A0A081XZW0	canonical	324	2	1	Tyrosinase(46-274)	none	none
A0A084AF08	canonical	390	1	1	Tyrosinase(106-334)	none	none
A0A084AJL7	noncanonical	389	1	1	Tyrosinase(139-335)	none	none
A0A084AR48	canonical	404	1	1	Tyrosinase(111-343)	none	none
A0A084AV30	canonical	556	2	1	Tyrosinase(74-315)	none	none
A0A084AYI1	canonical	637	3	2	Tyrosinase(90-347) | Tyrosinase_C(488-608)	none	none
A0A084B2K4	canonical	338	2	1	Tyrosinase(70-282)	none	none
A0A084B4D9	canonical	384	1	1	Tyrosinase(99-327)	none	none
A0A084B663	canonical	352	1	1	Tyrosinase(72-290)	none	none
A0A084B7G3	canonical	353	1	1	Tyrosinase(69-255)	none	none
A0A084B8J4	canonical	876	1	1	Tyrosinase(630-820)	none	none
A0A084BB06	canonical	325	1	1	Tyrosinase(72-271)	none	none
A0A084FV28	canonical	411	1	1	Tyrosinase(87-353)	none	none
A0A084FV70	canonical	792	2	1	Tyrosinase(548-739)	none	none
A0A084G098	canonical	691	2	2	Tyrosinase(87-273) | MIP(411-632)	MIP(411-632)	PF00230
A0A084G330	discarded	392	2	1	Tyrosinase(107-308)	none	none
A0A084G3K0	canonical	339	1	1	Tyrosinase(71-283)	none	none
A0A084G593	canonical	393	1	1	Tyrosinase(64-248)	none	none
A0A084G5H0	canonical	388	1	1	Tyrosinase(103-331)	none	none
A0A084G6B5	canonical	407	1	1	Tyrosinase(113-350)	none	none
A0A084G7S9	discarded	325	1	1	Tyrosinase(78-233)	none	none
A0A084G7V9	canonical	355	2	1	Tyrosinase(65-285)	none	none
A0A084G9G0	canonical	397	1	1	Tyrosinase(73-257)	none	none
A0A084GCK1	canonical	395	2	1	Tyrosinase(107-340)	none	none
A0A084GDW0	noncanonical	476	1	1	Tyrosinase(234-429)	none	none
A0A084GGH5	canonical	661	2	2	Tyrosinase(48-303) | Tyrosinase_C(495-622)	none	none
A0A084GGL7	discarded	570	2	1	Tyrosinase(74-291)	none	none
A0A084QC22	canonical	556	2	1	Tyrosinase(74-315)	none	none
A0A084QCB8	canonical	338	1	1	Tyrosinase(70-282)	none	none
A0A084QJ67	canonical	637	3	2	Tyrosinase(90-347) | Tyrosinase_C(488-608)	none	none
A0A084QQ18	canonical	384	1	1	Tyrosinase(99-327)	none	none
A0A084QWG9	canonical	325	1	1	Tyrosinase(72-271)	none	none
A0A084QX23	canonical	390	1	1	Tyrosinase(106-334)	none	none
A0A084QY85	canonical	320	1	1	Tyrosinase(111-320)	none	none
A0A084QZJ0	canonical	852	1	1	Tyrosinase(606-796)	none	none
A0A084R0Y5	canonical	347	1	1	Tyrosinase(72-290)	none	none
A0A084R149	canonical	353	1	1	Tyrosinase(69-255)	none	none
A0A084R1I5	noncanonical	382	1	1	Tyrosinase(139-328)	none	none
A0A085M8H3	noncanonical	784	4	1	Tyrosinase(156-338)	none	none
A0A085N949	canonical	467	3	1	Tyrosinase(166-360)	none	none
A0A085NCJ6	noncanonical	643	2	1	Tyrosinase(287-489)	none	none
A0A086ADX6	canonical	488	2	2	Tyrosinase(60-177) | Tyrosinase(163-273)	none	none
A0A086J2K3	canonical	314	1	2	Tyrosinase(89-163) | Tyrosinase(161-258)	none	none
A0A086N2U2	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0A086SV08	canonical	392	1	1	Tyrosinase(109-335)	none	none
A0A086T0Z5	noncanonical	530	2	1	Tyrosinase(75-322)	none	none
A0A087QSF6	canonical	457	2	1	Tyrosinase(162-397)	none	none
A0A087R0E2	canonical	522	2	1	Tyrosinase(181-411)	none	none
A0A087RFL1	canonical	529	2	1	Tyrosinase(170-403)	none	none
A0A087UWG6	discarded	234	2	1	Tyrosinase(89-231)	none	none
A0A087UWG8	noncanonical	337	1	1	Tyrosinase(41-232)	none	none
A0A087V2P2	canonical	529	1	1	Tyrosinase(170-403)	none	none
A0A087X5L9	canonical	530	2	1	Tyrosinase(181-416)	none	none
A0A087XJW4	canonical	523	2	1	Tyrosinase(181-415)	none	none
A0A087XNB6	canonical	540	1	1	Tyrosinase(172-406)	none	none
A0A087YDX2	canonical	549	2	1	Tyrosinase(194-429)	none	none
A0A087YHH7	canonical	546	2	1	Tyrosinase(170-404)	none	none
A0A089WYP0	canonical	274	1	1	Tyrosinase(28-229)	none	none
A0A089X5M9	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0A090CH20	canonical	384	1	1	Tyrosinase(71-259)	none	none
A0A090CL68	canonical	413	1	1	Tyrosinase(117-349)	none	none
A0A090CMR9	canonical	342	1	1	Tyrosinase(48-285)	none	none
A0A090CWC0	canonical	570	3	1	Tyrosinase(57-378)	none	none
A0A090D4S5	canonical	350	1	1	Tyrosinase(69-284)	none	none
A0A090KP27	discarded	684	4	1	Tyrosinase(86-259)	none	none
A0A090L4G2	canonical	436	2	1	Tyrosinase(110-301)	none	none
A0A090L5U2	canonical	708	4	5	Tyrosinase(145-336) | ShK(475-510) | ShK(519-554) | ShK(594-629) | ShK(638-672)	ShK(475-510) | ShK(519-554) | ShK(594-629) | ShK(638-672)	PF01549
A0A090LAX1	canonical	653	3	3	Tyrosinase(138-340) | ShK(525-560) | ShK(569-608)	ShK(525-560) | ShK(569-608)	PF01549
A0A090LH51	canonical	661	4	3	Tyrosinase(180-371) | ShK(533-568) | ShK(578-613)	ShK(533-568) | ShK(578-613)	PF01549
A0A090MKY8	canonical	727	2	2	Tyrosinase(67-407) | Tyrosinase_C(540-682)	none	none
A0A090N5Z6	canonical	330	1	1	Tyrosinase(70-275)	none	none
A0A091DE91	canonical	430	1	1	Tyrosinase(76-310)	none	none
A0A091EJM4	noncanonical	522	1	1	Tyrosinase(181-411)	none	none
A0A091EJW4	canonical	446	2	1	Tyrosinase(159-394)	none	none
A0A091EQ39	canonical	518	1	1	Tyrosinase(171-401)	none	none
A0A091EQG7	canonical	528	2	1	Tyrosinase(170-403)	none	none
A0A091FU06	discarded	520	2	1	Tyrosinase(178-409)	none	none
A0A091GBZ3	canonical	449	2	1	Tyrosinase(162-397)	none	none
A0A091GGF7	canonical	529	2	1	Tyrosinase(170-403)	none	none
A0A091H384	canonical	454	2	1	Tyrosinase(162-397)	none	none
A0A091HA89	canonical	394	2	1	Tyrosinase(170-394)	none	none
A0A091HDB5	canonical	522	2	1	Tyrosinase(181-411)	none	none
A0A091HSS0	canonical	524	1	1	Tyrosinase(181-413)	none	none
A0A091IFA6	canonical	528	1	1	Tyrosinase(170-403)	none	none
A0A091ISS4	canonical	452	2	1	Tyrosinase(162-397)	none	none
A0A091IY37	noncanonical	520	1	1	Tyrosinase(181-356)	none	none
A0A091JF89	canonical	529	2	1	Tyrosinase(170-403)	none	none
A0A091JYW2	discarded	518	1	1	Tyrosinase(181-408)	none	none
A0A091K495	canonical	457	2	1	Tyrosinase(162-397)	none	none
A0A091K9P7	canonical	455	2	1	Tyrosinase(170-403)	none	none
A0A091L5Q5	canonical	452	2	1	Tyrosinase(162-397)	none	none
A0A091L9M2	noncanonical	506	1	1	Tyrosinase(181-395)	none	none
A0A091LD51	canonical	394	2	1	Tyrosinase(170-394)	none	none
A0A091M3M6	noncanonical	504	1	1	Tyrosinase(181-335)	none	none
A0A091MG12	discarded	274	1	1	Tyrosinase(170-274)	none	none
A0A091MMY9	discarded	274	1	1	Tyrosinase(170-274)	none	none
A0A091N6A9	canonical	449	2	1	Tyrosinase(162-397)	none	none
A0A091N6N3	canonical	522	2	1	Tyrosinase(181-411)	none	none
A0A091NYE1	canonical	423	1	1	Tyrosinase(82-312)	none	none
A0A091P6C8	canonical	529	2	1	Tyrosinase(170-403)	none	none
A0A091P7E8	canonical	452	2	1	Tyrosinase(162-397)	none	none
A0A091P9Q0	discarded	411	1	1	Tyrosinase(82-300)	none	none
A0A091Q771	noncanonical	515	1	1	Tyrosinase(181-404)	none	none
A0A091QFD1	canonical	529	2	1	Tyrosinase(170-403)	none	none
A0A091QKA4	canonical	522	2	1	Tyrosinase(181-411)	none	none
A0A091QM34	canonical	457	2	1	Tyrosinase(162-397)	none	none
A0A091RH37	canonical	522	1	1	Tyrosinase(181-411)	none	none
A0A091S066	canonical	529	1	1	Tyrosinase(170-403)	none	none
A0A091SAS8	canonical	525	2	1	Tyrosinase(184-414)	none	none
A0A091T007	canonical	394	2	1	Tyrosinase(170-394)	none	none
A0A091TDY4	canonical	454	2	1	Tyrosinase(159-394)	none	none
A0A091TFJ5	noncanonical	417	1	1	Tyrosinase(90-306)	none	none
A0A091TMG5	noncanonical	419	1	1	Tyrosinase(82-308)	none	none
A0A091U7D6	canonical	457	2	1	Tyrosinase(162-397)	none	none
A0A091U7Y5	discarded	280	1	1	Tyrosinase(170-279)	none	none
A0A091V703	discarded	346	2	1	Tyrosinase(170-346)	none	none
A0A091VK98	canonical	529	2	1	Tyrosinase(170-403)	none	none
A0A091W054	canonical	529	1	1	Tyrosinase(170-403)	none	none
A0A091W550	canonical	449	2	1	Tyrosinase(162-397)	none	none
A0A091W941	canonical	457	2	1	Tyrosinase(162-397)	none	none
A0A091WPJ3	canonical	522	2	1	Tyrosinase(182-411)	none	none
A0A093CEX0	canonical	455	2	1	Tyrosinase(170-403)	none	none
A0A093CEY8	canonical	462	2	1	Tyrosinase(181-411)	none	none
A0A093CQX0	noncanonical	416	1	1	Tyrosinase(81-305)	none	none
A0A093FE14	canonical	497	1	1	Tyrosinase(138-371)	none	none
A0A093FW37	canonical	455	2	1	Tyrosinase(181-404)	none	none
A0A093G154	discarded	280	1	1	Tyrosinase(170-280)	none	none
A0A093GEC8	canonical	452	2	1	Tyrosinase(162-397)	none	none
A0A093GMV7	canonical	529	1	1	Tyrosinase(170-403)	none	none
A0A093H736	noncanonical	522	1	1	Tyrosinase(181-411)	none	none
A0A093I3S2	canonical	529	2	1	Tyrosinase(170-403)	none	none
A0A093IJB5	canonical	452	2	1	Tyrosinase(162-397)	none	none
A0A093JA04	noncanonical	503	1	1	Tyrosinase(181-392)	none	none
A0A093NFD8	canonical	529	2	1	Tyrosinase(170-403)	none	none
A0A093NYR8	canonical	457	2	1	Tyrosinase(162-397)	none	none
A0A093PRN0	canonical	452	2	1	Tyrosinase(162-397)	none	none
A0A093QDY2	canonical	394	3	1	Tyrosinase(170-394)	none	none
A0A093R256	noncanonical	416	1	1	Tyrosinase(80-305)	none	none
A0A093R2N9	canonical	452	2	1	Tyrosinase(162-397)	none	none
A0A093RE66	canonical	529	1	1	Tyrosinase(170-403)	none	none
A0A093V1Z2	discarded	581	2	3	Tyrosinase(74-241) | Tyrosinase(223-267) | Tyrosinase_C(406-545)	none	none
A0A093V313	discarded	577	2	3	Tyrosinase(73-230) | Tyrosinase(226-263) | Tyrosinase_C(402-541)	none	none
A0A093V4K7	canonical	411	1	1	Tyrosinase(114-350)	none	none
A0A093VIP7	canonical	332	2	1	Tyrosinase(10-254)	none	none
A0A093XBB1	canonical	402	1	1	Tyrosinase(110-331)	none	none
A0A093XMU4	discarded	635	2	2	Tyrosinase(74-321) | Tyrosinase_C(460-599)	none	none
A0A094KB04	canonical	459	2	1	Tyrosinase(162-397)	none	none
A0A094KNZ4	canonical	394	2	1	Tyrosinase(170-394)	none	none
A0A094KVX1	canonical	529	1	1	Tyrosinase(170-403)	none	none
A0A094ZEX3	canonical	485	2	1	Tyrosinase(180-414)	none	none
A0A095A866	discarded	196	1	1	Tyrosinase(30-119)	none	none
A0A095CG52	canonical	379	2	1	Tyrosinase(148-378)	none	none
A0A096MND7	canonical	552	2	1	Tyrosinase(179-395)	none	none
A0A096P1J2	canonical	560	1	1	Tyrosinase(205-440)	none	none
A0A097ZQG6	canonical	571	2	3	Tyrosinase(158-367) | PPO1_DWL(373-424) | PPO1_KFDV(437-569)	PPO1_DWL(373-424) | PPO1_KFDV(437-569)	PF12142;PF12143
A0A097ZQG8	canonical	571	2	3	Tyrosinase(158-367) | PPO1_DWL(373-424) | PPO1_KFDV(437-569)	PPO1_DWL(373-424) | PPO1_KFDV(437-569)	PF12142;PF12143
A0A097ZQH0	canonical	571	2	3	Tyrosinase(158-367) | PPO1_DWL(373-424) | PPO1_KFDV(437-569)	PPO1_DWL(373-424) | PPO1_KFDV(437-569)	PF12142;PF12143
A0A097ZQH2	canonical	573	2	3	Tyrosinase(158-367) | PPO1_DWL(373-426) | PPO1_KFDV(439-571)	PPO1_DWL(373-426) | PPO1_KFDV(439-571)	PF12142;PF12143
A0A097ZQH8	discarded	179	1	1	Tyrosinase(2-179)	none	none
A0A097ZQH9	canonical	571	2	3	Tyrosinase(158-367) | PPO1_DWL(373-424) | PPO1_KFDV(437-569)	PPO1_DWL(373-424) | PPO1_KFDV(437-569)	PF12142;PF12143
A0A097ZQI1	discarded	119	1	1	Tyrosinase(1-119)	none	none
A0A097ZQI2	canonical	571	2	3	Tyrosinase(158-367) | PPO1_DWL(373-424) | PPO1_KFDV(437-569)	PPO1_DWL(373-424) | PPO1_KFDV(437-569)	PF12142;PF12143
A0A098E091	canonical	387	1	1	Tyrosinase(103-330)	none	none
A0A098SBM4	canonical	418	3	2	Tyrosinase(44-156) | Tyrosinase(120-221)	none	none
A0A098VS40	canonical	421	1	1	Tyrosinase(124-307)	none	none
A0A098VU05	discarded	410	2	1	Tyrosinase(61-195)	none	none
A0A098Y3K8	canonical	264	1	1	Tyrosinase(29-223)	none	none
A0A098YAD9	canonical	294	2	1	Tyrosinase(29-249)	none	none
A0A099MZ46	canonical	571	3	1	Tyrosinase(113-342)	none	none
A0A099ZQM2	noncanonical	522	1	1	Tyrosinase(181-411)	none	none
A0A099ZU00	canonical	419	2	1	Tyrosinase(127-362)	none	none
A0A099ZUV0	discarded	346	2	1	Tyrosinase(170-346)	none	none
A0A0A0A6E7	canonical	529	2	1	Tyrosinase(170-403)	none	none
A0A0A0AZE1	canonical	452	2	1	Tyrosinase(162-397)	none	none
A0A0A0B9F3	canonical	912	4	1	Tyrosinase(35-229)	none	none
A0A0A0D635	canonical	558	2	1	Tyrosinase(66-343)	none	none
A0A0A0F2E9	canonical	877	6	4	Tyrosinase(28-119) | Tyrosinase(123-189) | VWA(377-556) | VWA_2(378-499)	VWA(377-556) | VWA_2(378-499)	PF00092;PF13519
A0A0A0HTK8	discarded	276	1	2	Tyrosinase(93-177) | Tyrosinase(169-220)	none	none
A0A0A0LRV2	discarded	304	1	3	Tyrosinase(68-183) | Tyrosinase(181-223) | PPO1_DWL(227-278)	PPO1_DWL(227-278)	PF12142
A0A0A0LUI1	canonical	558	2	3	Tyrosinase(148-355) | PPO1_DWL(361-412) | PPO1_KFDV(431-554)	PPO1_DWL(361-412) | PPO1_KFDV(431-554)	PF12142;PF12143
A0A0A0LV27	discarded	406	2	3	Tyrosinase(64-226) | PPO1_DWL(232-252) | PPO1_KFDV(276-402)	PPO1_DWL(232-252) | PPO1_KFDV(276-402)	PF12142;PF12143
A0A0A0LXD0	canonical	577	2	3	Tyrosinase(148-356) | PPO1_DWL(362-413) | PPO1_KFDV(448-575)	PPO1_DWL(362-413) | PPO1_KFDV(448-575)	PF12142;PF12143
A0A0A0MTD3	discarded	233	2	1	Tyrosinase(6-204)	none	none
A0A0A1GL66	discarded	242	1	1	Tyrosinase(160-242)	none	none
A0A0A1GND9	discarded	242	1	1	Tyrosinase(160-242)	none	none
A0A0A1SZ60	canonical	630	2	2	Tyrosinase(88-346) | Tyrosinase_C(486-602)	none	none
A0A0A1T2S7	canonical	569	2	1	Tyrosinase(72-312)	none	none
A0A0A1T3I6	canonical	552	2	1	Tyrosinase(71-312)	none	none
A0A0A1T7C1	canonical	359	1	1	Tyrosinase(81-296)	none	none
A0A0A1T9R6	canonical	635	2	1	Tyrosinase(72-313)	none	none
A0A0A1TL71	canonical	613	2	1	Tyrosinase(74-316)	none	none
A0A0A1UIC4	discarded	182	1	1	Tyrosinase(9-130)	none	none
A0A0A1UIL1	canonical	310	1	1	Tyrosinase(72-253)	none	none
A0A0A1UJW0	canonical	615	3	1	Tyrosinase(84-297)	none	none
A0A0A1UJX2	canonical	356	1	1	Tyrosinase(83-293)	none	none
A0A0A1UQ03	canonical	381	2	1	Tyrosinase(99-324)	none	none
A0A0A1V0A4	canonical	639	2	2	Tyrosinase(93-349) | Tyrosinase_C(490-606)	none	none
A0A0A1V1E5	discarded	339	1	1	Tyrosinase(69-286)	none	none
A0A0A1V7Z8	canonical	537	2	1	Tyrosinase(71-309)	none	none
A0A0A1VA99	canonical	358	1	1	Tyrosinase(110-305)	none	none
A0A0A1VAF9	canonical	356	1	1	Tyrosinase(108-303)	none	none
A0A0A1YUC0	canonical	597	3	1	Tyrosinase(150-379)	none	none
A0A0A2J1X4	canonical	367	1	1	Tyrosinase(83-310)	none	none
A0A0A2JBW7	canonical	815	3	3	Tyrosinase(67-352) | Tyrosinase_C(470-599) | Gal-bind_lectin(662-797)	Gal-bind_lectin(662-797)	PF00337
A0A0A2JEJ9	canonical	420	2	1	Tyrosinase(129-362)	none	none
A0A0A2JPW5	canonical	365	1	1	Tyrosinase(87-302)	none	none
A0A0A2JVP7	canonical	317	1	1	Tyrosinase(62-259)	none	none
A0A0A2KL20	canonical	410	2	1	Tyrosinase(119-352)	none	none
A0A0A2KWA6	canonical	367	1	1	Tyrosinase(83-310)	none	none
A0A0A2LDC3	canonical	819	3	3	Tyrosinase(69-351) | Tyrosinase_C(473-597) | Gal-bind_lectin(654-782)	Gal-bind_lectin(654-782)	PF00337
A0A0A2VDR5	discarded	534	2	1	Tyrosinase(75-301)	none	none
A0A0A2VJT0	canonical	630	2	2	Tyrosinase(86-344) | Tyrosinase_C(483-599)	none	none
A0A0A2VR17	canonical	569	3	1	Tyrosinase(239-554)	none	none
A0A0A2VY68	canonical	850	2	1	Tyrosinase(86-321)	none	none
A0A0A2VYA5	canonical	370	1	1	Tyrosinase(92-307)	none	none
A0A0A2W0H5	canonical	360	1	1	Tyrosinase(112-307)	none	none
A0A0A2WKA0	canonical	518	2	3	Tyrosinase(85-204) | Tyrosinase(169-272) | DUF7868(360-518)	DUF7868(360-518)	PF25271
A0A0A2X4S5	noncanonical	497	2	2	Tyrosinase(65-171) | Tyrosinase(164-270)	none	none
A0A0A3XNH3	canonical	702	4	1	Tyrosinase(196-508)	none	none
A0A0A3XV83	canonical	510	2	2	Tyrosinase(36-267) | DUF7868(351-508)	DUF7868(351-508)	PF25271
A0A0A6DAA9	canonical	285	2	1	Tyrosinase(38-231)	none	none
A0A0A6UDS1	canonical	277	2	1	Tyrosinase(31-232)	none	none
A0A0A6UH53	canonical	268	2	1	Tyrosinase(32-222)	none	none
A0A0A6UH99	canonical	268	2	1	Tyrosinase(32-222)	none	none
A0A0A6UK08	canonical	269	1	1	Tyrosinase(24-223)	none	none
A0A0A7CLR3	canonical	725	3	2	Tyrosinase(333-425) | Tyrosinase(409-507)	none	none
A0A0A7CLT5	canonical	466	2	1	Tyrosinase(52-258)	none	none
A0A0A7CM13	noncanonical	504	2	1	Tyrosinase(65-276)	none	none
A0A0A7CM93	noncanonical	513	2	1	Tyrosinase(96-271)	none	none
A0A0A7CMA7	noncanonical	491	2	1	Tyrosinase(65-275)	none	none
A0A0A7CMC8	canonical	508	2	1	Tyrosinase(52-256)	none	none
A0A0A7CN07	canonical	622	4	6	PAN_1(22-91) | PAN_4(29-72) | PAN_1(109-176) | PAN_4(116-159) | Tyrosinase(231-313) | Tyrosinase(349-408)	PAN_1(22-91) | PAN_4(29-72) | PAN_1(109-176) | PAN_4(116-159)	PF00024;PF14295
A0A0A7CN79	noncanonical	498	2	1	Tyrosinase(80-290)	none	none
A0A0A7CNE6	canonical	485	2	1	Tyrosinase(55-259)	none	none
A0A0A7CNM6	canonical	438	2	1	Tyrosinase(49-262)	none	none
A0A0A7CNP6	canonical	472	2	1	Tyrosinase(53-261)	none	none
