accession	group	subgroup
A0A210R239	candidate_pool	DCT_DHICA
A0A210R249	candidate_pool	DCT_DHICA
A0A210R253	candidate_pool	hemocyanin
A0A212C521	candidate_pool	DCT_DHICA
A0A218UTV1	candidate_pool	DCT_DHICA
A0A218Z5Z3	candidate_pool	oAPO
A0A222YS18	candidate_pool	DCT_DHICA
A0A222YSB4	candidate_pool	DCT_DHICA
A0A225W8Z8	candidate_pool	hemocyanin
A0A225WDY0	candidate_pool	hemocyanin
A0A225WTA2	candidate_pool	hemocyanin
A0A225WXL0	candidate_pool	hemocyanin
A0A225WXR8	candidate_pool	hemocyanin
A0A225X0D9	candidate_pool	hemocyanin
A0A226MV85	candidate_pool	DCT_DHICA
A0A229WBV1	candidate_pool	oMP
A0A229YF46	candidate_pool	oMP
A0A238BSW7	candidate_pool	DCT_DHICA
A0A238GSS3	characterized	TYR
A0A238GT27	characterized	TYR
A0A239C589	candidate_pool	DCT_DHICA
A0A250JIN4	candidate_pool	oMP
A0A251TAZ6	candidate_pool	DCT_DHICA
A0A254TX54	candidate_pool	oMP
A0A255Z219	candidate_pool	oMP
A0A261GRE4	characterized	TYR
A0A261GVB1	characterized	TYR
A0A284QUC6	candidate_pool	oAPO
A0A284RNM6	candidate_pool	oAPO
A0A286ZW59	candidate_pool	DCT_DHICA
A0A292PHN7	candidate_pool	oMP
A0A2A2CYM0	candidate_pool	DCT_DHICA
A0A2A2J8D8	candidate_pool	oMP
A0A2B7WN75	candidate_pool	oAPO
A0A2B7WWK3	candidate_pool	oMP
A0A2B7WX14	candidate_pool	oMP
A0A2B7X6I9	candidate_pool	oMP
A0A2B7XZH1	candidate_pool	oMP
A0A2B7Y3U7	candidate_pool	oMP
A0A2B7YAT8	candidate_pool	oAPO
A0A2B7YCJ2	candidate_pool	oMP
A0A2B7ZKP4	candidate_pool	oMP
A0A2C5X0B9	candidate_pool	hemocyanin
A0A2C9JDT0	candidate_pool	oAPO
A0A2C9KDF9	candidate_pool	oAPO
A0A2C9KDI8	candidate_pool	oAPO
A0A2C9L419	candidate_pool	oAPO
A0A2C9LHZ0	candidate_pool	oAPO
A0A2D0NGI4	candidate_pool	oAPO
A0A2D0QFY2	candidate_pool	DCT_DHICA
A0A2D3URD8	candidate_pool	oMP
A0A2D3URD8	candidate_pool	DCT_DHICA
A0A2D3UWI9	candidate_pool	oMP
A0A2D3V8Z0	candidate_pool	oMP
A0A2D3VEC3	candidate_pool	DCT_DHICA
A0A2G5HJW8	candidate_pool	oMP
A0A2G5ICH2	candidate_pool	oMP
A0A2G7G7G7	candidate_pool	oMP
A0A2G8RML5	candidate_pool	DCT_DHICA
A0A2G8SRB1	candidate_pool	oAPO
A0A2G9RBS2	candidate_pool	DCT_DHICA
A0A2G9SKI5	candidate_pool	DCT_DHICA
A0A2G9SKN4	candidate_pool	DCT_DHICA
A0A2H3BBQ8	candidate_pool	oAPO
A0A2H3BRY6	candidate_pool	oAPO
A0A2H3C2Q4	candidate_pool	oAPO
A0A2H3D1Q0	candidate_pool	oAPO
A0A2H3DK47	candidate_pool	oAPO
A0A2H3GBU2	candidate_pool	oMP
A0A2H3GF76	candidate_pool	oAPO
A0A2H3GPD7	candidate_pool	oAPO
A0A2H3HKI2	candidate_pool	oMP
A0A2H3HRC3	candidate_pool	oMP
A0A2H3S4M3	candidate_pool	oAPO
A0A2H3S7A7	candidate_pool	oAPO
A0A2H3SXE9	candidate_pool	oMP
A0A2H3TNC8	candidate_pool	oAPO
A0A2H3TU20	candidate_pool	oAPO
A0A2H4S9M8	candidate_pool	oMP
A0A2H5BVB1	candidate_pool	oAPO
A0A2I0UTH8	candidate_pool	DCT_DHICA
A0A2I1BV77	candidate_pool	oMP
A0A2I1CST6	candidate_pool	hemocyanin
A0A2I1DBY6	candidate_pool	oMP
A0A2I1DEQ6	candidate_pool	oMP
A0A2I2F3S2	candidate_pool	hemocyanin
A0A2I2FHN1	candidate_pool	oMP
A0A2I2FJH9	candidate_pool	oMP
A0A2I2FVC4	candidate_pool	oAPO
A0A2I2G3K9	candidate_pool	oMP
A0A2I2G3M9	candidate_pool	oMP
A0A2I2MQ46	candidate_pool	DCT_DHICA
A0A2I3HTD7	candidate_pool	DCT_DHICA
A0A2I3N2T4	candidate_pool	DCT_DHICA
A0A2I3S4B5	candidate_pool	DCT_DHICA
A0A2I3S7K1	candidate_pool	DCT_DHICA
A0A2I3SHA6	candidate_pool	DCT_DHICA
A0A2I3SUR0	candidate_pool	DCT_DHICA
A0A2I4AWA2	candidate_pool	DCT_DHICA
A0A2I4CFG8	candidate_pool	DCT_DHICA
A0A2J5HDB0	candidate_pool	oMP
A0A2J5HIG3	candidate_pool	hemocyanin
A0A2J5I2K0	candidate_pool	oMP
A0A2J6QUH0	candidate_pool	oMP
A0A2J6QV63	candidate_pool	oMP
A0A2J6R7T9	candidate_pool	oMP
A0A2J6R9M8	candidate_pool	oMP
A0A2J6RKS8	candidate_pool	DCT_DHICA
A0A2J6RP99	candidate_pool	oMP
A0A2J6SBJ2	candidate_pool	oMP
A0A2J6T3A4	candidate_pool	oAPO
A0A2J6TDR3	candidate_pool	oMP
A0A2J8M4Q3	candidate_pool	DCT_DHICA
A0A2J8M4S4	candidate_pool	DCT_DHICA
A0A2K0USD3	candidate_pool	oAPO
A0A2K0W140	candidate_pool	oAPO
A0A2K0WR72	candidate_pool	oMP
A0A2K2CAK1	candidate_pool	oMP
A0A2K2CAK3	candidate_pool	oMP
A0A2K2CAL3	candidate_pool	oMP
A0A2K3JW05	candidate_pool	DCT_DHICA
A0A2K5CLY4	candidate_pool	DCT_DHICA
A0A2K5DIB6	candidate_pool	DCT_DHICA
A0A2K5HBM2	candidate_pool	DCT_DHICA
A0A2K5J8F9	candidate_pool	DCT_DHICA
A0A2K5KUE4	candidate_pool	DCT_DHICA
A0A2K5KUH5	candidate_pool	DCT_DHICA
A0A2K5P5J6	candidate_pool	DCT_DHICA
A0A2K5PG36	candidate_pool	DCT_DHICA
A0A2K5QUW3	candidate_pool	DCT_DHICA
A0A2K5QUZ5	candidate_pool	DCT_DHICA
A0A2K5VPR3	candidate_pool	DCT_DHICA
A0A2K5Y8Y0	candidate_pool	DCT_DHICA
A0A2K5YYQ6	candidate_pool	DCT_DHICA
A0A2K6C7T7	candidate_pool	DCT_DHICA
A0A2K6C7U2	candidate_pool	DCT_DHICA
A0A2K6C7U5	candidate_pool	DCT_DHICA
A0A2K6CJW6	candidate_pool	DCT_DHICA
A0A2K6EEA8	candidate_pool	DCT_DHICA
A0A2K6JR48	candidate_pool	DCT_DHICA
A0A2K6JR69	candidate_pool	DCT_DHICA
A0A2K6KAP7	candidate_pool	DCT_DHICA
A0A2K6KAS9	candidate_pool	DCT_DHICA
A0A2K6PAK1	candidate_pool	DCT_DHICA
A0A2K6PAN6	candidate_pool	DCT_DHICA
A0A2K6Q4A4	candidate_pool	DCT_DHICA
A0A2K6TYT4	candidate_pool	DCT_DHICA
A0A2K6TYV0	candidate_pool	DCT_DHICA
A0A2K8T4N2	candidate_pool	DCT_DHICA
A0A2L0P0J7	candidate_pool	oAPO
A0A2L2T7X4	candidate_pool	oMP
A0A2L2TIM9	candidate_pool	oMP
A0A2L2TND9	candidate_pool	oAPO
A0A2L2TT53	candidate_pool	oAPO
A0A2L2TZT7	candidate_pool	oAPO
A0A2M9B5K9	candidate_pool	DCT_DHICA
A0A2N3N0U6	candidate_pool	oMP
A0A2N3N1M7	candidate_pool	oAPO
A0A2N3NKM8	candidate_pool	oMP
A0A2N5CVU4	candidate_pool	DCT_DHICA
A0A2N8NQV5	candidate_pool	DCT_DHICA
A0A2N8U910	candidate_pool	DCT_DHICA
A0A2P2SYW5	candidate_pool	oAPO
A0A2P4YG47	candidate_pool	hemocyanin
A0A2P4YVC3	candidate_pool	hemocyanin
A0A2P5E1P9	candidate_pool	oMP
A0A2P5EKE8	candidate_pool	oMP
A0A2P5HSA0	candidate_pool	oAPO
A0A2P5HUK7	candidate_pool	oMP
A0A2P5HWP3	candidate_pool	oMP
A0A2P5I2V9	candidate_pool	oMP
A0A2P5I525	candidate_pool	oMP
A0A2R6W5A5	candidate_pool	DCT_DHICA
A0A2R6W5B2	candidate_pool	DCT_DHICA
A0A2R6XDI4	characterized	AUS
A0A2R8ZPM8	candidate_pool	DCT_DHICA
A0A2R8ZSP6	candidate_pool	DCT_DHICA
A0A2R9AP28	candidate_pool	DCT_DHICA
A0A2S0NSC4	candidate_pool	DCT_DHICA
A0A2S1ZRB0	candidate_pool	oMP
A0A2S1ZRB0	candidate_pool	hemocyanin
A0A2S1ZRB4	candidate_pool	hemocyanin
A0A2S6CD10	candidate_pool	oMP
A0A2S6CHU3	candidate_pool	oMP
A0A2S7Y5E7	candidate_pool	hemocyanin
A0A2T2N650	candidate_pool	oMP
A0A2T2NN63	candidate_pool	oMP
A0A2T2NQ64	candidate_pool	oMP
A0A2T2NQA8	candidate_pool	oMP
A0A2T2NTG9	candidate_pool	oMP
A0A2T2NXX0	candidate_pool	oMP
A0A2T3ZAR3	candidate_pool	oAPO
A0A2T4GS03	candidate_pool	oMP
A0A2T4GWT7	candidate_pool	oAPO
A0A2T4GXQ3	candidate_pool	oAPO
A0A2T4HA43	candidate_pool	oMP
A0A2T5LP23	candidate_pool	oMP
A0A2T7A7H9	candidate_pool	oMP
A0A2T7NHK1	candidate_pool	oAPO
A0A2T7PF37	candidate_pool	hemocyanin
A0A2T9J0L0	candidate_pool	DCT_DHICA
A0A2T9ZCQ6	candidate_pool	DCT_DHICA
A0A2T9ZGW2	candidate_pool	oAPO
A0A2U1JEL2	candidate_pool	oAPO
A0A2U3WIZ1	candidate_pool	DCT_DHICA
A0A2U3X7P6	candidate_pool	DCT_DHICA
A0A2U4A6S1	candidate_pool	DCT_DHICA
A0A2U4BB00	candidate_pool	DCT_DHICA
A0A2U9B1J7	candidate_pool	DCT_DHICA
A0A2U9BP93	candidate_pool	DCT_DHICA
A0A2U9C9H0	candidate_pool	DCT_DHICA
A0A2V1CYP5	candidate_pool	oAPO
A0A2V1CZ41	candidate_pool	oMP
A0A2V1DGW1	candidate_pool	DCT_DHICA
A0A2V1DJF8	candidate_pool	oMP
A0A2V1E5D8	candidate_pool	oAPO
A0A2V5H2F1	candidate_pool	hemocyanin
A0A2V5HJC8	candidate_pool	oMP
A0A2V5IL99	candidate_pool	oMP
A0A2W1EW30	candidate_pool	oMP
A0A2W1EZ10	candidate_pool	oMP
A0A2Y9DFD0	candidate_pool	DCT_DHICA
A0A2Y9EH20	candidate_pool	DCT_DHICA
A0A2Y9EW91	candidate_pool	DCT_DHICA
A0A2Y9EY58	candidate_pool	DCT_DHICA
A0A2Y9GG45	candidate_pool	DCT_DHICA
A0A2Y9HIR4	candidate_pool	DCT_DHICA
A0A2Y9JCF5	candidate_pool	DCT_DHICA
A0A2Y9KVZ8	candidate_pool	DCT_DHICA
A0A2Y9NSK5	candidate_pool	DCT_DHICA
A0A2Z6P106	candidate_pool	DCT_DHICA
A0A315W506	candidate_pool	DCT_DHICA
A0A315W5S5	candidate_pool	DCT_DHICA
A0A315W987	candidate_pool	DCT_DHICA
A0A316HQM8	candidate_pool	DCT_DHICA
A0A317SBD7	candidate_pool	oAPO
A0A317SZI7	candidate_pool	oMP
A0A317VQS7	candidate_pool	oMP
A0A317WW28	candidate_pool	oMP
A0A317X784	candidate_pool	hemocyanin
A0A317XAM4	candidate_pool	oMP
A0A317XYW1	candidate_pool	DCT_DHICA
A0A318Y954	candidate_pool	oMP
A0A318ZSA8	candidate_pool	oMP
A0A319BS22	candidate_pool	oMP
A0A319C8N6	candidate_pool	oMP
A0A319ER22	candidate_pool	hemocyanin
A0A319F2V9	candidate_pool	oMP
A0A329RFR8	candidate_pool	hemocyanin
A0A329SV65	candidate_pool	hemocyanin
A0A329SVM1	candidate_pool	hemocyanin
A0A329SVM9	candidate_pool	DCT_DHICA
A0A329SX06	candidate_pool	hemocyanin
A0A329SXL2	candidate_pool	hemocyanin
A0A336U966	characterized	biosynthetic
A0A340X4F4	candidate_pool	DCT_DHICA
A0A340XB91	candidate_pool	DCT_DHICA
A0A340XWY6	candidate_pool	DCT_DHICA
A0A341C925	candidate_pool	DCT_DHICA
A0A341C9I1	candidate_pool	DCT_DHICA
A0A341CND7	candidate_pool	DCT_DHICA
A0A345I2D0	candidate_pool	oAPO
A0A346RV60	candidate_pool	DCT_DHICA
A0A364L5W2	candidate_pool	oMP
A0A364MEK3	candidate_pool	oMP
A0A364MKF9	candidate_pool	oMP
A0A364N075	candidate_pool	oMP
A0A364N155	candidate_pool	oMP
A0A365MZ77	candidate_pool	oMP
A0A365NGP6	candidate_pool	oAPO
A0A365NNU5	candidate_pool	oAPO
A0A366R3B0	candidate_pool	oMP
A0A366R6W5	candidate_pool	oAPO
A0A366RBL7	candidate_pool	oAPO
A0A366S6I4	candidate_pool	oAPO
A0A370BCH9	candidate_pool	oAPO
A0A370BQI5	candidate_pool	oMP
A0A370HI96	candidate_pool	DCT_DHICA
A0A370PN07	candidate_pool	oMP
A0A370TA69	candidate_pool	oMP
A0A370TJF5	candidate_pool	DCT_DHICA
A0A370TPP5	candidate_pool	oMP
A0A370TRN6	candidate_pool	oMP
A0A371DR51	candidate_pool	oAPO
A0A383V433	candidate_pool	DCT_DHICA
A0A383VW36	candidate_pool	DCT_DHICA
A0A383ZNX8	candidate_pool	DCT_DHICA
A0A384BB41	candidate_pool	DCT_DHICA
A0A384BBQ9	candidate_pool	DCT_DHICA
A0A384C0V9	candidate_pool	DCT_DHICA
A0A384J8A3	candidate_pool	oMP
A0A384K673	candidate_pool	oMP
A0A384V9U2	candidate_pool	DCT_DHICA
A0A384V9Z0	candidate_pool	DCT_DHICA
A0A385SND3	candidate_pool	DCT_DHICA
A0A395GZZ7	candidate_pool	oMP
A0A395HY22	candidate_pool	oMP
A0A395IW83	candidate_pool	oMP
A0A395M6Y4	candidate_pool	oMP
A0A395MKK6	candidate_pool	oAPO
A0A395MRP0	candidate_pool	oMP
A0A395MRW2	candidate_pool	oAPO
A0A395MVI2	candidate_pool	oAPO
A0A395N2K0	candidate_pool	oAPO
A0A395RK05	candidate_pool	oMP
A0A395RVR6	candidate_pool	oMP
A0A395S0C6	candidate_pool	oMP
A0A395SCX6	candidate_pool	oAPO
A0A395SM33	candidate_pool	oAPO
A0A395T644	candidate_pool	oMP
A0A396ZRZ2	candidate_pool	oAPO
A0A396ZW50	candidate_pool	hemocyanin
A0A397A3C6	candidate_pool	oAPO
A0A397A491	candidate_pool	oAPO
A0A397AAT8	candidate_pool	hemocyanin
A0A397AFH0	candidate_pool	hemocyanin
A0A397AG26	candidate_pool	oAPO
A0A397AKU1	candidate_pool	hemocyanin
A0A397AP35	candidate_pool	hemocyanin
A0A397AX90	candidate_pool	oAPO
A0A397AZ25	candidate_pool	oAPO
A0A397BKS3	candidate_pool	hemocyanin
A0A397BLC7	candidate_pool	oAPO
A0A397BPY8	candidate_pool	oAPO
A0A397BYR1	candidate_pool	oAPO
A0A397C8W8	candidate_pool	oAPO
A0A397CCK8	candidate_pool	oAPO
A0A397CDV6	candidate_pool	oAPO
A0A397CWG7	candidate_pool	oAPO
A0A397D945	candidate_pool	oAPO
A0A397DBR8	candidate_pool	hemocyanin
A0A397DFP7	candidate_pool	oAPO
A0A397DKV6	candidate_pool	oAPO
A0A397DM57	candidate_pool	hemocyanin
A0A397DXJ3	candidate_pool	oAPO
A0A397E0M5	candidate_pool	oAPO
A0A397EBP2	candidate_pool	hemocyanin
A0A397EFZ1	candidate_pool	hemocyanin
A0A397EM03	candidate_pool	oAPO
A0A397EQH8	candidate_pool	oAPO
A0A397EQT5	candidate_pool	oAPO
A0A397EYH3	candidate_pool	hemocyanin
A0A397EYS8	candidate_pool	oAPO
A0A397FVJ8	candidate_pool	oAPO
A0A397FW62	candidate_pool	oAPO
A0A397FW77	candidate_pool	oAPO
A0A397GNQ0	candidate_pool	oMP
A0A397HXJ2	candidate_pool	oMP
A0A3A2ZL74	candidate_pool	oMP
A0A3B1A6T7	candidate_pool	DCT_DHICA
A0A3B3BFY0	candidate_pool	DCT_DHICA
A0A3B3C5P9	candidate_pool	DCT_DHICA
A0A3B3D742	candidate_pool	DCT_DHICA
A0A3B3HNW7	candidate_pool	DCT_DHICA
A0A3B3RTU8	candidate_pool	DCT_DHICA
A0A3B3RUK8	candidate_pool	DCT_DHICA
A0A3B3UYU5	candidate_pool	DCT_DHICA
A0A3B3VV23	candidate_pool	DCT_DHICA
A0A3B3VWM5	candidate_pool	DCT_DHICA
A0A3B3WBT2	candidate_pool	DCT_DHICA
A0A3B3XQT9	candidate_pool	DCT_DHICA
A0A3B3YLN6	candidate_pool	DCT_DHICA
A0A3B4AC74	candidate_pool	DCT_DHICA
A0A3B4ADU2	candidate_pool	DCT_DHICA
A0A3B4BND2	candidate_pool	DCT_DHICA
A0A3B4CFX1	candidate_pool	DCT_DHICA
A0A3B4EIX7	candidate_pool	DCT_DHICA
A0A3B4FG38	candidate_pool	DCT_DHICA
A0A3B4FYK7	candidate_pool	DCT_DHICA
A0A3B4GFB7	candidate_pool	DCT_DHICA
A0A3B4TBV6	candidate_pool	DCT_DHICA
A0A3B4TFS6	candidate_pool	DCT_DHICA
A0A3B4TWE3	candidate_pool	DCT_DHICA
A0A3B4WKJ4	candidate_pool	DCT_DHICA
A0A3B4X2W4	candidate_pool	DCT_DHICA
A0A3B4YUV4	candidate_pool	DCT_DHICA
A0A3B4ZCP6	candidate_pool	DCT_DHICA
A0A3B5A0W4	candidate_pool	DCT_DHICA
A0A3B5BEW8	candidate_pool	DCT_DHICA
A0A3B5KSR6	candidate_pool	DCT_DHICA
A0A3B5MYR5	candidate_pool	DCT_DHICA
A0A3D8QBA9	candidate_pool	oMP
A0A3D8RM42	candidate_pool	oMP
A0A3D8S1L2	candidate_pool	oMP
A0A3D8SG06	candidate_pool	oMP
A0A3D8SUF2	candidate_pool	oMP
A0A3D8T276	candidate_pool	oMP
A0A3F2RCF2	candidate_pool	oAPO
A0A3F2RHN5	candidate_pool	hemocyanin
A0A3F2RUY6	candidate_pool	hemocyanin
A0A3F3QCJ1	candidate_pool	oMP
A0A3L6MS08	candidate_pool	oMP
A0A3L6N6A1	candidate_pool	oAPO
A0A3L6N987	candidate_pool	oAPO
A0A3L6NAE7	candidate_pool	hemocyanin
A0A3L6NY19	candidate_pool	oMP
A0A3L8SQ64	candidate_pool	DCT_DHICA
A0A3L8SSY9	candidate_pool	DCT_DHICA
A0A3M0K1G4	candidate_pool	DCT_DHICA
A0A3M2RUE8	candidate_pool	oAPO
A0A3M2SKX3	candidate_pool	oMP
A0A3M6VTR1	candidate_pool	hemocyanin
A0A3M6VVA3	candidate_pool	hemocyanin
A0A3M6XEI8	candidate_pool	oMP
A0A3M6YZX8	candidate_pool	oMP
A0A3M7ABI4	candidate_pool	oMP
A0A3M7B0Z1	candidate_pool	oMP
A0A3M7B3B7	candidate_pool	oMP
A0A3M7BEN6	candidate_pool	oMP
A0A3M7CJK9	candidate_pool	oMP
A0A3M7CSU3	candidate_pool	oMP
A0A3M7CXP5	candidate_pool	oMP
A0A3M7D5T6	candidate_pool	oMP
A0A3M7D6P6	candidate_pool	oMP
A0A3M7D722	candidate_pool	oMP
A0A3M7DUU3	candidate_pool	oMP
A0A3M7EJ56	candidate_pool	oMP
A0A3M7EZ73	candidate_pool	oMP
A0A3M7F181	candidate_pool	oMP
A0A3M7F2W2	candidate_pool	oMP
A0A3M7GMT4	candidate_pool	oMP
A0A3M7GQX7	candidate_pool	oMP
A0A3M7ICN7	candidate_pool	oMP
A0A3M7IGM6	candidate_pool	oMP
A0A3M7IJ01	candidate_pool	oMP
A0A3M7LZQ1	candidate_pool	oMP
A0A3M7M028	candidate_pool	oMP
A0A3M9YBL7	candidate_pool	oAPO
A0A3M9YFZ5	candidate_pool	oMP
A0A3N0XHY2	candidate_pool	DCT_DHICA
A0A3N0XPI7	candidate_pool	DCT_DHICA
A0A3N2PZA1	candidate_pool	oMP
A0A3N4HK73	candidate_pool	DCT_DHICA
A0A3N4HNW1	candidate_pool	oAPO
A0A3N4IM56	candidate_pool	DCT_DHICA
A0A3N4L0J3	candidate_pool	oMP
A0A3P6TB98	candidate_pool	DCT_DHICA
A0A3P7FTP6	candidate_pool	DCT_DHICA
A0A3P7IN91	candidate_pool	oMP
A0A3P8NDL3	candidate_pool	DCT_DHICA
A0A3P8NDN7	candidate_pool	DCT_DHICA
A0A3P8PJY2	candidate_pool	DCT_DHICA
A0A3P8U5E1	candidate_pool	DCT_DHICA
A0A3P8U758	candidate_pool	DCT_DHICA
A0A3P8UDW3	candidate_pool	DCT_DHICA
A0A3P8V942	candidate_pool	DCT_DHICA
A0A3P8VAX3	candidate_pool	DCT_DHICA
A0A3P8VLF5	candidate_pool	DCT_DHICA
A0A3P8XCB2	candidate_pool	DCT_DHICA
A0A3P8Y2J2	candidate_pool	DCT_DHICA
A0A3P8ZF14	candidate_pool	DCT_DHICA
A0A3P8ZVH5	candidate_pool	DCT_DHICA
A0A3P8ZVY5	candidate_pool	DCT_DHICA
A0A3P9AAR5	candidate_pool	DCT_DHICA
A0A3P9AVJ5	candidate_pool	DCT_DHICA
A0A3P9B1W8	candidate_pool	DCT_DHICA
A0A3P9DC38	candidate_pool	DCT_DHICA
A0A3P9HD27	candidate_pool	DCT_DHICA
A0A3P9HUT8	candidate_pool	DCT_DHICA
A0A3P9IZ81	candidate_pool	DCT_DHICA
A0A3P9JAE5	candidate_pool	DCT_DHICA
A0A3P9JBJ1	candidate_pool	DCT_DHICA
A0A3P9L231	candidate_pool	DCT_DHICA
A0A3P9L9J1	candidate_pool	DCT_DHICA
A0A3P9L9X8	candidate_pool	DCT_DHICA
A0A3P9N0X5	candidate_pool	DCT_DHICA
A0A3P9N163	candidate_pool	DCT_DHICA
A0A3P9P2X5	candidate_pool	DCT_DHICA
A0A3P9P302	candidate_pool	DCT_DHICA
A0A3P9PZR6	candidate_pool	DCT_DHICA
A0A3Q0QR14	candidate_pool	DCT_DHICA
A0A3Q0RUU3	candidate_pool	DCT_DHICA
A0A3Q0SHH6	candidate_pool	DCT_DHICA
A0A3Q1B9B7	candidate_pool	DCT_DHICA
A0A3Q1CK43	candidate_pool	DCT_DHICA
A0A3Q1CMG6	candidate_pool	DCT_DHICA
A0A3Q1FDS5	candidate_pool	DCT_DHICA
A0A3Q1G2J3	candidate_pool	DCT_DHICA
A0A3Q1GSN1	candidate_pool	DCT_DHICA
A0A3Q1IL05	candidate_pool	DCT_DHICA
A0A3Q1J1E2	candidate_pool	DCT_DHICA
A0A3Q1JJ77	candidate_pool	DCT_DHICA
A0A3Q2CB79	candidate_pool	DCT_DHICA
A0A3Q2CUV5	candidate_pool	DCT_DHICA
A0A3Q2GWB6	candidate_pool	DCT_DHICA
A0A3Q2NSX4	candidate_pool	DCT_DHICA
A0A3Q2QD09	candidate_pool	DCT_DHICA
A0A3Q2R1G3	candidate_pool	DCT_DHICA
A0A3Q2W562	candidate_pool	DCT_DHICA
A0A3Q2WSZ8	candidate_pool	DCT_DHICA
A0A3Q2XJH5	candidate_pool	DCT_DHICA
A0A3Q2Z9X0	candidate_pool	DCT_DHICA
A0A3Q2ZVE6	candidate_pool	DCT_DHICA
A0A3Q3BEH9	candidate_pool	DCT_DHICA
A0A3Q3BRV6	candidate_pool	DCT_DHICA
A0A3Q3DH73	candidate_pool	DCT_DHICA
A0A3Q3E0W9	candidate_pool	DCT_DHICA
A0A3Q3G2Y0	candidate_pool	DCT_DHICA
A0A3Q3IGK4	candidate_pool	DCT_DHICA
A0A3Q3MIY8	candidate_pool	DCT_DHICA
A0A3Q3NRP3	candidate_pool	DCT_DHICA
A0A3Q3Q6F1	candidate_pool	DCT_DHICA
A0A3Q3QNB4	candidate_pool	DCT_DHICA
A0A3Q3RR85	candidate_pool	DCT_DHICA
A0A3Q3WEW6	candidate_pool	DCT_DHICA
A0A3Q3X6A3	candidate_pool	DCT_DHICA
A0A3Q4BB99	candidate_pool	DCT_DHICA
A0A3Q4GY09	candidate_pool	DCT_DHICA
A0A3Q4HL65	candidate_pool	DCT_DHICA
A0A3Q4I364	candidate_pool	DCT_DHICA
A0A3Q7PLZ6	candidate_pool	DCT_DHICA
A0A3Q7QN99	candidate_pool	DCT_DHICA
A0A3Q7RSQ9	candidate_pool	DCT_DHICA
A0A3Q7SFB0	candidate_pool	DCT_DHICA
A0A3Q7T8P3	candidate_pool	DCT_DHICA
A0A3Q7TDD6	candidate_pool	DCT_DHICA
A0A3R6VRZ5	candidate_pool	oAPO
A0A3R6WJ77	candidate_pool	hemocyanin
A0A3R6WTM7	candidate_pool	oAPO
A0A3R6X6W7	candidate_pool	oAPO
A0A3R6ZA35	candidate_pool	oAPO
A0A3R7A7P4	candidate_pool	oAPO
A0A3R7BWT8	candidate_pool	oAPO
A0A3R7CD36	candidate_pool	oAPO
A0A3R7CFL8	candidate_pool	oAPO
A0A3R7E8Z5	candidate_pool	oAPO
A0A3R7EE27	candidate_pool	hemocyanin
A0A3R7EK41	candidate_pool	oAPO
A0A3R7FSD3	candidate_pool	oMP
A0A3R7G723	candidate_pool	hemocyanin
A0A3R7GQK8	candidate_pool	hemocyanin
A0A3R7JUU1	candidate_pool	hemocyanin
A0A3R7MJX7	candidate_pool	oAPO
A0A3R7WGA7	candidate_pool	oAPO
A0A3R7WQH8	candidate_pool	oAPO
A0A3R7WVT5	candidate_pool	hemocyanin
A0A3R7ZIF7	candidate_pool	oAPO
A0A3R8D824	candidate_pool	hemocyanin
A0A3S0ZXU8	candidate_pool	DCT_DHICA
A0A3S2M115	candidate_pool	DCT_DHICA
A0A3S2MHN1	candidate_pool	DCT_DHICA
A0A3S2NZS6	candidate_pool	DCT_DHICA
A0A3S4AJV5	candidate_pool	oMP
A0A3S5CXF1	candidate_pool	oMP
A0A3S6E8Q4	candidate_pool	DCT_DHICA
A0A3S6E9F5	candidate_pool	DCT_DHICA
A0A401L4E0	candidate_pool	oMP
A0A401NZ10	candidate_pool	DCT_DHICA
A0A401PZ68	candidate_pool	DCT_DHICA
A0A401RYW3	candidate_pool	DCT_DHICA
A0A401S865	candidate_pool	DCT_DHICA
A0A401VX81	candidate_pool	oAPO
A0A409VYZ7	candidate_pool	oMP
A0A409X771	candidate_pool	oMP
A0A418AHC0	candidate_pool	oAPO
A0A418AND4	candidate_pool	oAPO
A0A418AQE9	candidate_pool	oAPO
A0A418BCD2	candidate_pool	hemocyanin
A0A418C2V2	candidate_pool	oAPO
A0A418CC15	candidate_pool	oAPO
A0A418E6Z8	candidate_pool	oAPO
A0A418FGP4	candidate_pool	oAPO
A0A418G3G2	candidate_pool	hemocyanin
A0A420ME85	candidate_pool	DCT_DHICA
A0A420MKG6	candidate_pool	oAPO
A0A420N1W1	candidate_pool	oAPO
A0A420PID6	candidate_pool	oAPO
A0A420QHZ5	candidate_pool	oAPO
A0A420RSH4	candidate_pool	oMP
A0A420SE78	candidate_pool	oAPO
A0A420TI82	candidate_pool	oMP
A0A420TRM3	candidate_pool	oAPO
A0A420XYP0	candidate_pool	oMP
A0A420YH84	candidate_pool	oMP
A0A421ESP4	candidate_pool	hemocyanin
A0A421F565	candidate_pool	hemocyanin
A0A421GCW4	candidate_pool	hemocyanin
A0A421GP30	candidate_pool	hemocyanin
A0A423XP21	candidate_pool	oMP
A0A425CIB3	candidate_pool	hemocyanin
A0A425D2Q0	candidate_pool	hemocyanin
A0A425DJS3	candidate_pool	oAPO
A0A428R852	candidate_pool	oMP
A0A428RBY3	candidate_pool	oMP
A0A428TJN8	candidate_pool	oMP
A0A428U2W7	candidate_pool	oMP
A0A430LRB3	candidate_pool	oMP
A0A437A7Y6	candidate_pool	oMP
