accession,pool,canonical,n_his,core_ok,best_ref,best_qtm,n_helix_ok,reason
A0A087XNB6,canonical,True,6,False,,,,canonical_geometry
A0A087YDX2,canonical,True,6,False,,,,canonical_geometry
A0A087YHH7,canonical,True,6,False,,,,canonical_geometry
A0A089WYP0,canonical,True,6,False,,,,canonical_geometry
A0A089X5M9,canonical,True,6,False,,,,canonical_geometry
A0A090CH20,canonical,True,6,False,,,,canonical_geometry
A0A090CL68,canonical,True,6,False,,,,canonical_geometry
A0A090CMR9,canonical,True,6,False,,,,canonical_geometry
A0A090CWC0,canonical,True,6,False,,,,canonical_geometry
A0A090D4S5,canonical,True,6,False,,,,canonical_geometry
A0A090KP27,discarded,False,5,False,ref_PmTYR,0.277,3,corehelix_core_fail
A0A090L4G2,canonical,True,6,False,,,,canonical_geometry
A0A090L5U2,canonical,True,6,False,,,,canonical_geometry
A0A090LAX1,canonical,True,6,False,,,,canonical_geometry
A0A090LH51,canonical,True,6,False,,,,canonical_geometry
A0A090MKY8,canonical,True,6,False,,,,canonical_geometry
A0A090N5Z6,canonical,True,6,False,,,,canonical_geometry
A0A091DE91,canonical,True,6,False,,,,canonical_geometry
A0A091EJM4,noncanonical,False,5,True,ref_PmTYR,0.472,4,corehelix_core_ok
A0A091EJW4,canonical,True,6,False,,,,canonical_geometry
A0A091EQ39,canonical,True,6,False,,,,canonical_geometry
A0A091EQG7,canonical,True,6,False,,,,canonical_geometry
A0A091FU06,discarded,False,5,False,ref_PmTYR,0.48,3,corehelix_core_fail
A0A091GBZ3,canonical,True,6,False,,,,canonical_geometry
A0A091GGF7,canonical,True,6,False,,,,canonical_geometry
A0A091H384,canonical,True,6,False,,,,canonical_geometry
A0A091HA89,canonical,True,6,False,,,,canonical_geometry
A0A091HDB5,canonical,True,6,False,,,,canonical_geometry
A0A091HSS0,canonical,True,6,False,,,,canonical_geometry
A0A091IFA6,canonical,True,6,False,,,,canonical_geometry
A0A091ISS4,canonical,True,6,False,,,,canonical_geometry
A0A091IY37,noncanonical,False,4,True,ref_PmTYR,0.464,4,corehelix_core_ok
A0A091JF89,canonical,True,6,False,,,,canonical_geometry
A0A091JYW2,discarded,False,5,False,ref_PmTYR,0.48,3,corehelix_core_fail
A0A091K495,canonical,True,6,False,,,,canonical_geometry
A0A091K9P7,canonical,True,6,False,,,,canonical_geometry
A0A091L5Q5,canonical,True,6,False,,,,canonical_geometry
A0A091L9M2,noncanonical,False,4,True,ref_PmTYR,0.459,4,corehelix_core_ok
A0A091LD51,canonical,True,6,False,,,,canonical_geometry
A0A091M3M6,noncanonical,False,4,True,ref_PmTYR,0.477,4,corehelix_core_ok
A0A091MG12,discarded,False,3,False,ref_PmTYR,0.337,2,corehelix_core_fail
A0A091MMY9,discarded,False,3,False,ref_PmTYR,0.321,2,corehelix_core_fail
A0A091N6A9,canonical,True,6,False,,,,canonical_geometry
A0A091N6N3,canonical,True,6,False,,,,canonical_geometry
A0A091NYE1,canonical,True,6,False,,,,canonical_geometry
A0A091P6C8,canonical,True,6,False,,,,canonical_geometry
A0A091P7E8,canonical,True,6,False,,,,canonical_geometry
A0A091P9Q0,discarded,False,4,False,ref_PmTYR,0.572,3,corehelix_core_fail
A0A091Q771,noncanonical,False,4,True,ref_PmTYR,0.467,4,corehelix_core_ok
A0A091QFD1,canonical,True,6,False,,,,canonical_geometry
A0A091QKA4,canonical,True,6,False,,,,canonical_geometry
A0A091QM34,canonical,True,6,False,,,,canonical_geometry
A0A091RH37,canonical,True,6,False,,,,canonical_geometry
A0A091S066,canonical,True,6,False,,,,canonical_geometry
A0A091SAS8,canonical,True,6,False,,,,canonical_geometry
A0A091T007,canonical,True,6,False,,,,canonical_geometry
A0A091TDY4,canonical,True,6,False,,,,canonical_geometry
A0A091TFJ5,noncanonical,False,4,True,ref_PmTYR,0.553,4,corehelix_core_ok
A0A091TMG5,noncanonical,False,5,True,ref_PmTYR,0.588,4,corehelix_core_ok
A0A091U7D6,canonical,True,6,False,,,,canonical_geometry
A0A091U7Y5,discarded,False,3,False,ref_PmTYR,0.336,2,corehelix_core_fail
A0A091V703,discarded,False,3,False,ref_PmTYR,0.444,2,corehelix_core_fail
A0A091VK98,canonical,True,6,False,,,,canonical_geometry
A0A091W054,canonical,True,6,False,,,,canonical_geometry
A0A091W550,canonical,True,6,False,,,,canonical_geometry
A0A091W941,canonical,True,6,False,,,,canonical_geometry
A0A091WPJ3,canonical,True,6,False,,,,canonical_geometry
A0A093CEX0,canonical,True,6,False,,,,canonical_geometry
A0A093CEY8,canonical,True,6,False,,,,canonical_geometry
A0A093CQX0,noncanonical,False,5,True,ref_PmTYR,0.57,4,corehelix_core_ok
A0A093FE14,canonical,True,6,False,,,,canonical_geometry
A0A093FW37,canonical,True,6,False,,,,canonical_geometry
A0A093G154,discarded,False,2,False,ref_PmTYR,0.276,2,corehelix_core_fail
A0A093GEC8,canonical,True,6,False,,,,canonical_geometry
A0A093GMV7,canonical,True,6,False,,,,canonical_geometry
A0A093H736,noncanonical,False,5,True,ref_PmTYR,0.477,4,corehelix_core_ok
A0A093I3S2,canonical,True,6,False,,,,canonical_geometry
A0A093IJB5,canonical,True,6,False,,,,canonical_geometry
A0A093JA04,noncanonical,False,4,True,ref_PmTYR,0.471,4,corehelix_core_ok
A0A093NFD8,canonical,True,6,False,,,,canonical_geometry
A0A093NYR8,canonical,True,6,False,,,,canonical_geometry
A0A093PRN0,canonical,True,6,False,,,,canonical_geometry
A0A093QDY2,canonical,True,6,False,,,,canonical_geometry
A0A093R256,noncanonical,False,5,True,ref_PmTYR,0.599,4,corehelix_core_ok
A0A093R2N9,canonical,True,6,False,,,,canonical_geometry
A0A093RE66,canonical,True,6,False,,,,canonical_geometry
A0A093V1Z2,discarded,False,3,False,ref_2Y9W_Abisporus,0.436,2,corehelix_core_fail
A0A093V313,discarded,False,4,False,ref_2Y9W_Abisporus,0.44,3,corehelix_core_fail
A0A093V4K7,canonical,True,6,False,,,,canonical_geometry
A0A093VIP7,canonical,True,6,False,,,,canonical_geometry
A0A093XBB1,canonical,True,6,False,,,,canonical_geometry
A0A093XMU4,discarded,False,6,False,,,,sixHis_fail_geometry
A0A094KB04,canonical,True,6,False,,,,canonical_geometry
A0A094KNZ4,canonical,True,6,False,,,,canonical_geometry
A0A094KVX1,canonical,True,6,False,,,,canonical_geometry
A0A094ZEX3,canonical,True,6,False,,,,canonical_geometry
A0A095A866,discarded,False,3,False,ref_PmTYR,0.357,1,corehelix_core_fail
A0A095CG52,canonical,True,6,False,,,,canonical_geometry
A0A096MND7,canonical,True,6,False,,,,canonical_geometry
A0A096P1J2,canonical,True,6,False,,,,canonical_geometry
A0A097ZQG6,canonical,True,6,False,,,,canonical_geometry
A0A097ZQG8,canonical,True,6,False,,,,canonical_geometry
A0A097ZQH0,canonical,True,6,False,,,,canonical_geometry
A0A097ZQH2,canonical,True,6,False,,,,canonical_geometry
A0A097ZQH8,discarded,False,5,False,ref_1BT3_Ibatatas,0.989,3,corehelix_core_fail
A0A097ZQH9,canonical,True,6,False,,,,canonical_geometry
A0A097ZQI1,discarded,False,4,False,,,,corehelix_core_fail
A0A097ZQI2,canonical,True,6,False,,,,canonical_geometry
A0A098E091,canonical,True,6,False,,,,canonical_geometry
A0A098SBM4,canonical,True,6,False,,,,canonical_geometry
A0A098VS40,canonical,True,6,False,,,,canonical_geometry
A0A098VU05,discarded,False,4,False,ref_PmTYR,0.42,2,corehelix_core_fail
A0A098Y3K8,canonical,True,6,False,,,,canonical_geometry
A0A098YAD9,canonical,True,6,False,,,,canonical_geometry
A0A099MZ46,canonical,True,6,False,,,,canonical_geometry
A0A099ZQM2,noncanonical,False,5,True,ref_PmTYR,0.476,4,corehelix_core_ok
A0A099ZU00,canonical,True,6,False,,,,canonical_geometry
A0A099ZUV0,discarded,False,3,False,ref_PmTYR,0.448,2,corehelix_core_fail
A0A0A0A6E7,canonical,True,6,False,,,,canonical_geometry
A0A0A0AZE1,canonical,True,6,False,,,,canonical_geometry
A0A0A0B9F3,canonical,True,6,False,,,,canonical_geometry
A0A0A0D635,canonical,True,6,False,,,,canonical_geometry
A0A0A0F2E9,canonical,True,6,False,,,,canonical_geometry
A0A0A0HTK8,discarded,False,5,False,ref_PmTYR,0.539,3,corehelix_core_fail
A0A0A0LRV2,discarded,False,4,False,ref_5CE9_Jregia,0.614,2,corehelix_core_fail
A0A0A0LUI1,canonical,True,6,False,,,,canonical_geometry
A0A0A0LV27,discarded,False,4,False,ref_1BT3_Ibatatas,0.398,3,corehelix_core_fail
A0A0A0LXD0,canonical,True,6,False,,,,canonical_geometry
A0A0A0MTD3,discarded,False,4,False,ref_PmTYR,0.62,2,corehelix_core_fail
A0A0A1GL66,discarded,False,3,False,ref_PmTYR,0.338,2,corehelix_core_fail
A0A0A1GND9,discarded,False,3,False,ref_PmTYR,0.338,2,corehelix_core_fail
A0A0A1SZ60,canonical,True,6,False,,,,canonical_geometry
A0A0A1T2S7,canonical,True,6,False,,,,canonical_geometry
A0A0A1T3I6,canonical,True,6,False,,,,canonical_geometry
A0A0A1T7C1,canonical,True,6,False,,,,canonical_geometry
A0A0A1T9R6,canonical,True,6,False,,,,canonical_geometry
A0A0A1TL71,canonical,True,6,False,,,,canonical_geometry
A0A0A1UIC4,discarded,False,3,False,ref_PmTYR,0.443,2,corehelix_core_fail
A0A0A1UIL1,canonical,True,6,False,,,,canonical_geometry
A0A0A1UJW0,canonical,True,6,False,,,,canonical_geometry
A0A0A1UJX2,canonical,True,6,False,,,,canonical_geometry
A0A0A1UQ03,canonical,True,6,False,,,,canonical_geometry
A0A0A1V0A4,canonical,True,6,False,,,,canonical_geometry
A0A0A1V1E5,discarded,False,6,False,,,,sixHis_fail_geometry
A0A0A1V7Z8,canonical,True,6,False,,,,canonical_geometry
A0A0A1VA99,canonical,True,6,False,,,,canonical_geometry
A0A0A1VAF9,canonical,True,6,False,,,,canonical_geometry
A0A0A1YUC0,canonical,True,6,False,,,,canonical_geometry
A0A0A2J1X4,canonical,True,6,False,,,,canonical_geometry
A0A0A2JBW7,canonical,True,6,False,,,,canonical_geometry
A0A0A2JEJ9,canonical,True,6,False,,,,canonical_geometry
A0A0A2JPW5,canonical,True,6,False,,,,canonical_geometry
A0A0A2JVP7,canonical,True,6,False,,,,canonical_geometry
A0A0A2KL20,canonical,True,6,False,,,,canonical_geometry
A0A0A2KWA6,canonical,True,6,False,,,,canonical_geometry
A0A0A2LDC3,canonical,True,6,False,,,,canonical_geometry
A0A0A2VDR5,discarded,False,4,False,ref_2Y9W_Abisporus,0.516,2,corehelix_core_fail
A0A0A2VJT0,canonical,True,6,False,,,,canonical_geometry
A0A0A2VR17,canonical,True,6,False,,,,canonical_geometry
A0A0A2VY68,canonical,True,6,False,,,,canonical_geometry
A0A0A2VYA5,canonical,True,6,False,,,,canonical_geometry
A0A0A2W0H5,canonical,True,6,False,,,,canonical_geometry
A0A0A2WKA0,canonical,True,6,False,,,,canonical_geometry
A0A0A2X4S5,noncanonical,False,5,True,ref_5CE9_Jregia,0.427,4,corehelix_core_ok
A0A0A3XNH3,canonical,True,6,False,,,,canonical_geometry
A0A0A3XV83,canonical,True,6,False,,,,canonical_geometry
A0A0A6DAA9,canonical,True,6,False,,,,canonical_geometry
A0A0A6UDS1,canonical,True,6,False,,,,canonical_geometry
A0A0A6UH53,canonical,True,6,False,,,,canonical_geometry
A0A0A6UH99,canonical,True,6,False,,,,canonical_geometry
A0A0A6UK08,canonical,True,6,False,,,,canonical_geometry
A0A0A7CLR3,canonical,True,6,False,,,,canonical_geometry
A0A0A7CLT5,canonical,True,6,False,,,,canonical_geometry
A0A0A7CM13,noncanonical,False,4,True,ref_1JS8_squid,0.376,4,corehelix_core_ok
A0A0A7CM93,noncanonical,False,3,True,ref_PmTYR,0.326,4,corehelix_core_ok
A0A0A7CMA7,noncanonical,False,5,True,ref_1JS8_squid,0.366,4,corehelix_core_ok
A0A0A7CMC8,canonical,True,6,False,,,,canonical_geometry
A0A0A7CN07,canonical,True,6,False,,,,canonical_geometry
A0A0A7CN79,noncanonical,False,5,True,ref_1JS8_squid,0.374,4,corehelix_core_ok
A0A0A7CNE6,canonical,True,6,False,,,,canonical_geometry
A0A0A7CNM6,canonical,True,6,False,,,,canonical_geometry
A0A0A7CNP6,canonical,True,6,False,,,,canonical_geometry
A0A0A7CP65,noncanonical,False,2,True,ref_PmTYR,0.224,4,corehelix_core_ok
A0A0A7CP77,discarded,False,3,False,ref_1JS8_squid,0.309,2,corehelix_core_fail
A0A0A7CPE6,canonical,True,6,False,,,,canonical_geometry
A0A0A7CPF4,discarded,False,3,False,ref_PmTYR,0.241,3,corehelix_core_fail
A0A0A7DL33,canonical,True,6,False,,,,canonical_geometry
A0A0A7DY95,discarded,False,3,False,ref_1BT3_Ibatatas,0.398,2,corehelix_core_fail
A0A0A7DY96,discarded,False,2,False,ref_PmTYR,0.331,2,corehelix_core_fail
A0A0A7DY97,discarded,False,4,False,ref_1BT3_Ibatatas,0.401,2,corehelix_core_fail
A0A0A7DY99,discarded,False,4,False,ref_1BT3_Ibatatas,0.402,2,corehelix_core_fail
A0A0A7DYA3,discarded,False,2,False,ref_PmTYR,0.331,2,corehelix_core_fail
A0A0A7DYA5,discarded,False,4,False,ref_1BT3_Ibatatas,0.407,2,corehelix_core_fail
A0A0A7DYB0,discarded,False,4,False,ref_1BT3_Ibatatas,0.426,2,corehelix_core_fail
A0A0A7DYB3,discarded,False,3,False,ref_1BT3_Ibatatas,0.416,2,corehelix_core_fail
A0A0A7DYB6,discarded,False,4,False,ref_1BT3_Ibatatas,0.426,2,corehelix_core_fail
A0A0A7DYB8,discarded,False,3,False,ref_PmTYR,0.345,2,corehelix_core_fail
A0A0A7DYC0,discarded,False,4,False,ref_1BT3_Ibatatas,0.387,2,corehelix_core_fail
A0A0A7DYC1,discarded,False,3,False,ref_1BT3_Ibatatas,0.356,2,corehelix_core_fail
A0A0A7DYD4,discarded,False,4,False,ref_1BT3_Ibatatas,0.406,2,corehelix_core_fail
A0A0A7DZ37,discarded,False,4,False,ref_1BT3_Ibatatas,0.408,2,corehelix_core_fail
A0A0A7DZ43,discarded,False,4,False,ref_1BT3_Ibatatas,0.404,2,corehelix_core_fail
A0A0A7DZ50,discarded,False,3,False,ref_1BT3_Ibatatas,0.398,2,corehelix_core_fail
A0A0A7DZ51,discarded,False,3,False,ref_PmTYR,0.352,2,corehelix_core_fail
A0A0A7DZ68,discarded,False,3,False,ref_1BT3_Ibatatas,0.42,2,corehelix_core_fail
A0A0A7DZ87,discarded,False,3,False,ref_1BT3_Ibatatas,0.403,2,corehelix_core_fail
A0A0A7LUI0,discarded,False,3,False,ref_PmTYR,0.365,2,corehelix_core_fail
A0A0A7LUI6,discarded,False,3,False,ref_PmTYR,0.371,2,corehelix_core_fail
A0A0A7LUL2,discarded,False,3,False,ref_2Y9W_Abisporus,0.189,2,corehelix_core_fail
A0A0A7LUP6,discarded,False,3,False,ref_PmTYR,0.364,2,corehelix_core_fail
A0A0A7LUQ1,discarded,False,3,False,ref_PmTYR,0.369,2,corehelix_core_fail
A0A0A7LUS3,discarded,False,3,False,ref_PmTYR,0.366,2,corehelix_core_fail
A0A0A7LUW5,discarded,False,3,False,ref_PmTYR,0.374,2,corehelix_core_fail
A0A0A7LUY3,discarded,False,3,False,ref_PmTYR,0.363,2,corehelix_core_fail
A0A0A7LWY1,discarded,False,3,False,ref_PmTYR,0.374,2,corehelix_core_fail
A0A0A7LWZ0,discarded,False,3,False,ref_PmTYR,0.374,2,corehelix_core_fail
A0A0A7LWZ3,discarded,False,3,False,ref_PmTYR,0.372,2,corehelix_core_fail
A0A0A7LZ67,discarded,False,3,False,ref_PmTYR,0.365,2,corehelix_core_fail
A0A0A8JDA9,discarded,False,3,False,ref_PmTYR,0.351,2,corehelix_core_fail
A0A0A8JF18,discarded,False,3,False,ref_PmTYR,0.345,2,corehelix_core_fail
A0A0A9B4Z2,discarded,False,3,False,ref_5CE9_Jregia,0.301,2,corehelix_core_fail
A0A0A9H6D8,canonical,True,6,False,,,,canonical_geometry
A0A0B1P7B6,discarded,False,4,False,ref_2Y9W_Abisporus,0.495,0,corehelix_core_fail
A0A0B1PD39,canonical,True,6,False,,,,canonical_geometry
A0A0B1RUA0,discarded,False,3,False,,,,corehelix_core_fail
A0A0B1S158,discarded,False,3,False,,,,corehelix_core_fail
A0A0B1S446,discarded,False,3,False,ref_PmTYR,0.733,2,corehelix_core_fail
A0A0B1ST85,discarded,False,3,False,ref_PmTYR,0.516,2,corehelix_core_fail
A0A0B1SX71,canonical,True,6,False,,,,canonical_geometry
A0A0B1SXC6,discarded,False,3,False,ref_PmTYR,0.646,2,corehelix_core_fail
A0A0B1T731,discarded,False,3,False,,,,corehelix_core_fail
A0A0B1T920,discarded,False,4,False,ref_PmTYR,0.219,2,corehelix_core_fail
A0A0B1TA76,discarded,False,4,False,ref_1BT3_Ibatatas,0.552,3,corehelix_core_fail
A0A0B1TC96,canonical,True,6,False,,,,canonical_geometry
A0A0B1TGX5,discarded,False,3,False,ref_PmTYR,0.382,2,corehelix_core_fail
A0A0B1TH81,discarded,False,3,False,ref_2Y9W_Abisporus,0.327,2,corehelix_core_fail
A0A0B1THY4,discarded,False,3,False,ref_PmTYR,0.267,2,corehelix_core_fail
A0A0B1TJU4,canonical,True,6,False,,,,canonical_geometry
A0A0B1TMI8,canonical,True,6,False,,,,canonical_geometry
A0A0B1TP91,discarded,False,4,False,ref_PmTYR,0.503,2,corehelix_core_fail
A0A0B2P1N0,canonical,True,6,False,,,,canonical_geometry
A0A0B2P669,canonical,True,6,False,,,,canonical_geometry
A0A0B2PD92,discarded,False,3,False,ref_1BT3_Ibatatas,0.376,2,corehelix_core_fail
A0A0B2PDF7,discarded,False,5,False,ref_5CE9_Jregia,0.525,3,corehelix_core_fail
A0A0B2PHV4,canonical,True,6,False,,,,canonical_geometry
A0A0B2PI85,discarded,False,5,False,ref_5CE9_Jregia,0.381,2,corehelix_core_fail
A0A0B2PIC8,discarded,False,6,False,,,,sixHis_fail_geometry
A0A0B2RGX4,canonical,True,6,False,,,,canonical_geometry
A0A0B2SNE1,canonical,True,6,False,,,,canonical_geometry
A0A0B2SNW5,canonical,True,6,False,,,,canonical_geometry
A0A0B2SP68,canonical,True,6,False,,,,canonical_geometry
A0A0B2UX79,canonical,True,6,False,,,,canonical_geometry
A0A0B2V4Z1,canonical,True,6,False,,,,canonical_geometry
A0A0B2V753,canonical,True,6,False,,,,canonical_geometry
A0A0B2V9B8,discarded,False,2,False,ref_PmTYR,0.43,2,corehelix_core_fail
A0A0B2V9F1,discarded,False,2,False,ref_PmTYR,0.218,2,corehelix_core_fail
A0A0B2VDU0,canonical,True,6,False,,,,canonical_geometry
A0A0B2VHS7,canonical,True,6,False,,,,canonical_geometry
A0A0B2VUC6,canonical,True,6,False,,,,canonical_geometry
A0A0B2VVI5,canonical,True,6,False,,,,canonical_geometry
A0A0B2WQI7,canonical,True,6,False,,,,canonical_geometry
A0A0B2WZV7,discarded,False,3,False,ref_PmTYR,0.419,2,corehelix_core_fail
A0A0B2X1U6,noncanonical,False,5,True,ref_2Y9W_Abisporus,0.522,4,corehelix_core_ok
A0A0B2X5L4,discarded,False,4,False,ref_2Y9W_Abisporus,0.46,2,corehelix_core_fail
A0A0B2XHY5,canonical,True,6,False,,,,canonical_geometry
A0A0B4EB98,canonical,True,6,False,,,,canonical_geometry
A0A0B4EN03,canonical,True,6,False,,,,canonical_geometry
A0A0B4F0K9,canonical,True,6,False,,,,canonical_geometry
A0A0B4FA01,discarded,False,4,False,ref_PmTYR,0.627,3,corehelix_core_fail
A0A0B4FMW4,canonical,True,6,False,,,,canonical_geometry
A0A0B4FP45,canonical,True,6,False,,,,canonical_geometry
A0A0B4G3L8,canonical,True,6,False,,,,canonical_geometry
A0A0B4GIZ3,canonical,True,6,False,,,,canonical_geometry
A0A0B4GNB7,canonical,True,6,False,,,,canonical_geometry
A0A0B4H3N4,canonical,True,6,False,,,,canonical_geometry
A0A0B4H7C0,discarded,False,3,False,ref_2Y9W_Abisporus,0.254,1,corehelix_core_fail
A0A0B4H7V4,canonical,True,6,False,,,,canonical_geometry
A0A0B4H8D6,discarded,False,3,False,ref_PmTYR,0.644,3,corehelix_core_fail
A0A0B4HCA4,canonical,True,6,False,,,,canonical_geometry
A0A0B4IAB3,canonical,True,6,False,,,,canonical_geometry
A0A0B4U9A9,discarded,False,3,False,ref_1BT3_Ibatatas,0.399,2,corehelix_core_fail
A0A0B4UAS8,discarded,False,4,False,ref_PmTYR,0.444,2,corehelix_core_fail
A0A0B4XAD1,canonical,True,6,False,,,,canonical_geometry
A0A0B5A833,discarded,False,3,False,ref_1BT3_Ibatatas,0.435,2,corehelix_core_fail
A0A0B5A835,discarded,False,3,False,ref_5CE9_Jregia,0.394,2,corehelix_core_fail
A0A0B5A836,discarded,False,3,False,ref_1BT3_Ibatatas,0.388,2,corehelix_core_fail
A0A0B5A839,discarded,False,3,False,ref_PmTYR,0.357,2,corehelix_core_fail
A0A0B5A961,discarded,False,3,False,ref_PmTYR,0.364,2,corehelix_core_fail
A0A0B5A967,discarded,False,3,False,ref_1BT3_Ibatatas,0.429,2,corehelix_core_fail
A0A0B5A972,discarded,False,3,False,ref_1BT3_Ibatatas,0.426,2,corehelix_core_fail
A0A0B5ABT8,discarded,False,3,False,ref_PmTYR,0.367,2,corehelix_core_fail
A0A0B5ABU1,discarded,False,3,False,ref_5CE9_Jregia,0.422,2,corehelix_core_fail
A0A0B5ABU6,discarded,False,3,False,ref_1BT3_Ibatatas,0.419,2,corehelix_core_fail
A0A0B5ABV1,discarded,False,4,False,ref_PmTYR,0.401,2,corehelix_core_fail
A0A0B5ACL1,discarded,False,3,False,ref_1BT3_Ibatatas,0.403,2,corehelix_core_fail
A0A0B5ACL4,discarded,False,3,False,ref_1BT3_Ibatatas,0.423,2,corehelix_core_fail
A0A0B5ACL8,discarded,False,4,False,ref_PmTYR,0.401,2,corehelix_core_fail
A0A0B5ACM3,discarded,False,3,False,ref_1BT3_Ibatatas,0.425,2,corehelix_core_fail
A0A0B5AE89,discarded,False,3,False,ref_1BT3_Ibatatas,0.424,2,corehelix_core_fail
A0A0B5AE94,discarded,False,3,False,ref_1BT3_Ibatatas,0.419,2,corehelix_core_fail
A0A0B5AEA0,discarded,False,3,False,ref_1BT3_Ibatatas,0.423,2,corehelix_core_fail
A0A0B5D7C0,canonical,True,6,False,,,,canonical_geometry
A0A0B5EPG7,canonical,True,6,False,,,,canonical_geometry
A0A0B5F6T3,canonical,True,6,False,,,,canonical_geometry
A0A0B5IBE8,canonical,True,6,False,,,,canonical_geometry
A0A0B6AQS6,canonical,True,6,False,,,,canonical_geometry
A0A0B6XZM6,discarded,False,5,False,ref_1JS8_squid,0.718,3,corehelix_core_fail
A0A0B6YEN1,discarded,False,1,False,ref_1JS8_squid,0.603,2,corehelix_core_fail
A0A0B6YS12,discarded,False,3,False,ref_1JS8_squid,0.493,2,corehelix_core_fail
A0A0B6ZSD5,discarded,False,2,False,ref_1JS8_squid,0.465,2,corehelix_core_fail
A0A0B7A0D2,canonical,True,6,False,,,,canonical_geometry
A0A0B7A1Q5,canonical,True,6,False,,,,canonical_geometry
A0A0B7A255,canonical,True,6,False,,,,canonical_geometry
A0A0B7AFX7,canonical,True,6,False,,,,canonical_geometry
