accession,taxid,kingdom,phylum,genus
A0A0B2VVI5,6265,Animals,Nematoda,Toxocara
A0A0B2WQI7,1081103,Fungi,Ascomycota,Metarhizium
A0A0B2XHY5,655844,Fungi,Ascomycota,Metarhizium
A0A0B4EB98,3151832,Fungi,Ascomycota,Metarhizium
A0A0B4EN03,3151832,Fungi,Ascomycota,Metarhizium
A0A0B4F0K9,3151832,Fungi,Ascomycota,Metarhizium
A0A0B4FMW4,3151832,Fungi,Ascomycota,Metarhizium
A0A0B4FP45,3151832,Fungi,Ascomycota,Metarhizium
A0A0B4G3L8,1276136,Fungi,Ascomycota,Metarhizium
A0A0B4GIZ3,3151832,Fungi,Ascomycota,Metarhizium
A0A0B4GNB7,1276136,Fungi,Ascomycota,Metarhizium
A0A0B4H3N4,1276136,Fungi,Ascomycota,Metarhizium
A0A0B4H7V4,1276136,Fungi,Ascomycota,Metarhizium
A0A0B4HCA4,1276136,Fungi,Ascomycota,Metarhizium
A0A0B4IAB3,1276136,Fungi,Ascomycota,Metarhizium
A0A0B4XAD1,1041138,Bacteria,Pseudomonadota,Rhizobium
A0A0B5D7C0,34504,Animals,Platyhelminthes,Paragonimus
A0A0B5EPG7,1081613,Bacteria,Actinomycetota,Streptomyces
A0A0B5F6T3,1081613,Bacteria,Actinomycetota,Streptomyces
A0A0B5IBE8,362257,Bacteria,Actinomycetota,Streptomyces
A0A0B6AQS6,1348623,Bacteria,Bacillota,Priestia
A0A0B7A0D2,1028688,Animals,Mollusca,Arion
A0A0B7A1Q5,1028688,Animals,Mollusca,Arion
A0A0B7A255,1028688,Animals,Mollusca,Arion
A0A0B7AFX7,1028688,Animals,Mollusca,Arion
A0A0B7AGB0,1028688,Animals,Mollusca,Arion
A0A0B7AML2,1028688,Animals,Mollusca,Arion
A0A0B7BDN3,1028688,Animals,Mollusca,Arion
A0A0B7F0F6,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7F0G8,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7F0N2,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7F0Q1,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7F1Z6,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7F229,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7F3K0,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7F5A8,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7F7A3,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7F8H0,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7FCB0,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7FGN3,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7FN78,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7FQ89,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7FT97,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7FUX7,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7FUY2,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7FY08,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7G165,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7G340,1108050,Fungi,Basidiomycota,Thanatephorus
A0A0B7JMD6,29856,Fungi,Ascomycota,Bionectria
A0A0B7JS93,29856,Fungi,Ascomycota,Bionectria
A0A0B7K4V5,29856,Fungi,Ascomycota,Bionectria
A0A0B7K6S2,29856,Fungi,Ascomycota,Bionectria
A0A0B7K6S7,29856,Fungi,Ascomycota,Bionectria
A0A0B7K9E9,29856,Fungi,Ascomycota,Bionectria
A0A0B7KA41,29856,Fungi,Ascomycota,Bionectria
A0A0B7KAK2,29856,Fungi,Ascomycota,Bionectria
A0A0B7KF68,29856,Fungi,Ascomycota,Bionectria
A0A0B7KF87,29856,Fungi,Ascomycota,Bionectria
A0A0B7KFX7,29856,Fungi,Ascomycota,Bionectria
A0A0B7KHL5,29856,Fungi,Ascomycota,Bionectria
A0A0C1NKB8,1479485,Bacteria,Cyanobacteriota,Tolypothrix
A0A0C2EVM1,226910,Bacteria,Pseudomonadota,Pseudomonas
A0A0C2EWN4,226910,Bacteria,Pseudomonadota,Pseudomonas
A0A0C2F7M2,1398154,Fungi,Ascomycota,Sporothrix
A0A0C2F903,1398154,Fungi,Ascomycota,Sporothrix
A0A0C2G9S5,51022,Animals,Nematoda,Ancylostoma
A0A0C2GMT1,51022,Animals,Nematoda,Ancylostoma
A0A0C2IEJ5,1398154,Fungi,Ascomycota,Sporothrix
A0A0C2IES4,1398154,Fungi,Ascomycota,Sporothrix
A0A0C2IMK2,1398154,Fungi,Ascomycota,Sporothrix
A0A0C2W6Y7,933852,Fungi,Basidiomycota,Serendipita
A0A0C2W7D5,933852,Fungi,Basidiomycota,Serendipita
A0A0C2WNA9,946122,Fungi,Basidiomycota,Amanita
A0A0C2WPJ7,933852,Fungi,Basidiomycota,Serendipita
A0A0C2WY12,933852,Fungi,Basidiomycota,Serendipita
A0A0C2X1R3,946122,Fungi,Basidiomycota,Amanita
A0A0C2XG69,933852,Fungi,Basidiomycota,Serendipita
A0A0C2YBV3,76867,Fungi,Basidiomycota,Hebeloma
A0A0C3AKS7,933852,Fungi,Basidiomycota,Serendipita
A0A0C3ARA1,933852,Fungi,Basidiomycota,Serendipita
A0A0C3ASP0,933852,Fungi,Basidiomycota,Serendipita
A0A0C3B3A9,933852,Fungi,Basidiomycota,Serendipita
A0A0C3B766,765440,Fungi,Basidiomycota,Piloderma
A0A0C3B7P4,933852,Fungi,Basidiomycota,Serendipita
A0A0C3BJQ5,76867,Fungi,Basidiomycota,Hebeloma
A0A0C3CP60,913774,Fungi,Ascomycota,Oidiodendron
A0A0C3CRE9,76867,Fungi,Basidiomycota,Hebeloma
A0A0C3D1N7,913774,Fungi,Ascomycota,Oidiodendron
A0A0C3DMT8,913774,Fungi,Ascomycota,Oidiodendron
A0A0C3EEV9,1036808,Fungi,Basidiomycota,Scleroderma
A0A0C3FFF8,765440,Fungi,Basidiomycota,Piloderma
A0A0C3FR79,765440,Fungi,Basidiomycota,Piloderma
A0A0C3FYC4,765440,Fungi,Basidiomycota,Piloderma
A0A0C3GI02,913774,Fungi,Ascomycota,Oidiodendron
A0A0C3H1J4,913774,Fungi,Ascomycota,Oidiodendron
A0A0C3H2L9,913774,Fungi,Ascomycota,Oidiodendron
A0A0C3JWD6,870435,Fungi,Basidiomycota,Pisolithus
A0A0C3LFR5,1051891,Fungi,Basidiomycota,Tulasnella
A0A0C3NCS7,745531,Fungi,Basidiomycota,Phlebiopsis
A0A0C3P2N1,870435,Fungi,Basidiomycota,Pisolithus
A0A0C3PGK8,870435,Fungi,Basidiomycota,Pisolithus
A0A0C3Q4S8,1051891,Fungi,Basidiomycota,Tulasnella
A0A0C3QVQ1,1051891,Fungi,Basidiomycota,Tulasnella
A0A0C3RQX3,745531,Fungi,Basidiomycota,Phlebiopsis
A0A0C3S3B5,745531,Fungi,Basidiomycota,Phlebiopsis
A0A0C4DI87,660025,Fungi,Ascomycota,Fusarium
A0A0C4DNP1,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DNS3,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DNU4,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DWW6,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DX73,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DY08,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DYF2,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DYX4,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4E0P1,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4E313,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4E3X1,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4E530,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4E8A2,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4ECI4,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4ECU2,644358,Fungi,Ascomycota,Magnaporthiopsis
A0A0C5G0L4,477245,Bacteria,Actinomycetota,Streptomyces
A0A0C9S6R6,56998,Plants,Streptophyta,Wollemia
A0A0C9SMC2,664439,Fungi,Basidiomycota,Paxillus
A0A0C9SUN8,664439,Fungi,Basidiomycota,Paxillus
A0A0C9SXL2,664439,Fungi,Basidiomycota,Paxillus
A0A0C9T1I0,944288,Fungi,Basidiomycota,Plicaturopsis
A0A0C9TIX5,664439,Fungi,Basidiomycota,Paxillus
A0A0C9TQW6,664439,Fungi,Basidiomycota,Paxillus
A0A0C9TZW6,664439,Fungi,Basidiomycota,Paxillus
A0A0C9U854,990650,Fungi,Basidiomycota,Sphaerobolus
A0A0C9USP9,990650,Fungi,Basidiomycota,Sphaerobolus
A0A0C9UT30,990650,Fungi,Basidiomycota,Sphaerobolus
A0A0C9VHR2,990650,Fungi,Basidiomycota,Sphaerobolus
A0A0C9W3M0,990650,Fungi,Basidiomycota,Sphaerobolus
A0A0C9W3X0,990650,Fungi,Basidiomycota,Sphaerobolus
A0A0C9W5Z2,990650,Fungi,Basidiomycota,Sphaerobolus
A0A0C9WDK0,994086,Fungi,Basidiomycota,Hydnomerulius
A0A0C9WXQ7,1095629,Fungi,Basidiomycota,Laccaria
A0A0C9XE26,1095629,Fungi,Basidiomycota,Laccaria
A0A0C9YP62,765257,Fungi,Basidiomycota,Pisolithus
A0A0C9Z647,765257,Fungi,Basidiomycota,Pisolithus
A0A0D0AL52,944289,Fungi,Basidiomycota,Collybiopsis
A0A0D0AMS9,944289,Fungi,Basidiomycota,Collybiopsis
A0A0D0CBB0,944289,Fungi,Basidiomycota,Collybiopsis
A0A0D0CCA2,944289,Fungi,Basidiomycota,Collybiopsis
A0A0D0CV66,944289,Fungi,Basidiomycota,Collybiopsis
A0A0D0E695,930991,Fungi,Basidiomycota,Paxillus
A0A0D0EB00,930991,Fungi,Basidiomycota,Paxillus
A0A0D0NEG3,2064,Bacteria,Actinomycetota,Kitasatospora
A0A0D1CHR5,5270,Fungi,Basidiomycota,Mycosarcoma
A0A0D1E6L1,5270,Fungi,Basidiomycota,Mycosarcoma
A0A0D1W1D4,1016849,Fungi,Ascomycota,Exophiala
A0A0D1XF56,1016849,Fungi,Ascomycota,Exophiala
A0A0D1YF04,1016849,Fungi,Ascomycota,Exophiala
A0A0D1YWF9,1016849,Fungi,Ascomycota,Exophiala
A0A0D1YXH7,91928,Fungi,Ascomycota,Exophiala
A0A0D1Z6F1,569365,Fungi,Ascomycota,Cladophialophora
A0A0D1ZN85,569365,Fungi,Ascomycota,Cladophialophora
A0A0D1ZTP1,212818,Fungi,Ascomycota,Exophiala
A0A0D1ZZE1,253628,Fungi,Ascomycota,Verruconis
A0A0D2AGE3,253628,Fungi,Ascomycota,Verruconis
A0A0D2ANN3,253628,Fungi,Ascomycota,Verruconis
A0A0D2B6L8,569365,Fungi,Ascomycota,Cladophialophora
A0A0D2BB96,569365,Fungi,Ascomycota,Cladophialophora
A0A0D2BH13,91928,Fungi,Ascomycota,Exophiala
A0A0D2BK54,91928,Fungi,Ascomycota,Exophiala
A0A0D2BKG3,91928,Fungi,Ascomycota,Exophiala
A0A0D2BQ72,348802,Fungi,Ascomycota,Exophiala
A0A0D2BR19,91928,Fungi,Ascomycota,Exophiala
A0A0D2BUH7,348802,Fungi,Ascomycota,Exophiala
A0A0D2C2B9,215243,Fungi,Ascomycota,Exophiala
A0A0D2C7N4,348802,Fungi,Ascomycota,Exophiala
A0A0D2CCR2,91928,Fungi,Ascomycota,Exophiala
A0A0D2CEU5,215243,Fungi,Ascomycota,Exophiala
A0A0D2CGS3,569365,Fungi,Ascomycota,Cladophialophora
A0A0D2CK37,1851006,Fungi,Ascomycota,Phialophora
A0A0D2CYM2,569365,Fungi,Ascomycota,Cladophialophora
A0A0D2CZ06,1851006,Fungi,Ascomycota,Phialophora
A0A0D2D206,1851006,Fungi,Ascomycota,Phialophora
A0A0D2D664,215243,Fungi,Ascomycota,Exophiala
A0A0D2D9V1,569365,Fungi,Ascomycota,Cladophialophora
A0A0D2DPV7,215243,Fungi,Ascomycota,Exophiala
A0A0D2DYM6,215243,Fungi,Ascomycota,Exophiala
A0A0D2E0K9,1442368,Fungi,Ascomycota,Fonsecaea
A0A0D2EDR6,215243,Fungi,Ascomycota,Exophiala
A0A0D2EE95,348802,Fungi,Ascomycota,Exophiala
A0A0D2EIL3,348802,Fungi,Ascomycota,Exophiala
A0A0D2EJY3,1442370,Fungi,Ascomycota,Cladophialophora
A0A0D2ETA8,348802,Fungi,Ascomycota,Exophiala
A0A0D2EZC7,1442368,Fungi,Ascomycota,Fonsecaea
A0A0D2F3M9,1442368,Fungi,Ascomycota,Fonsecaea
A0A0D2F4M5,348802,Fungi,Ascomycota,Exophiala
A0A0D2G164,1442370,Fungi,Ascomycota,Cladophialophora
A0A0D2G9B5,1851006,Fungi,Ascomycota,Phialophora
A0A0D2GDT0,1851006,Fungi,Ascomycota,Phialophora
A0A0D2HA46,1442368,Fungi,Ascomycota,Fonsecaea
A0A0D2HB08,1442370,Fungi,Ascomycota,Cladophialophora
A0A0D2HER3,1442369,Fungi,Ascomycota,Rhinocladiella
A0A0D2HGH5,1442370,Fungi,Ascomycota,Cladophialophora
A0A0D2IAF0,1442371,Fungi,Ascomycota,Fonsecaea
A0A0D2IUZ3,1442371,Fungi,Ascomycota,Fonsecaea
A0A0D2IWH9,1442369,Fungi,Ascomycota,Rhinocladiella
A0A0D2JFD5,1442369,Fungi,Ascomycota,Rhinocladiella
A0A0D2JSE2,1442371,Fungi,Ascomycota,Fonsecaea
A0A0D2K829,1442371,Fungi,Ascomycota,Fonsecaea
A0A0D2KPV7,1442371,Fungi,Ascomycota,Fonsecaea
A0A0D2KQZ9,945553,Fungi,Basidiomycota,Hypholoma
A0A0D2L070,1442371,Fungi,Ascomycota,Fonsecaea
A0A0D2LDS6,945553,Fungi,Basidiomycota,Hypholoma
A0A0D2LGV5,945553,Fungi,Basidiomycota,Hypholoma
A0A0D2MIA5,945553,Fungi,Basidiomycota,Hypholoma
A0A0D2MNS5,945553,Fungi,Basidiomycota,Hypholoma
A0A0D2N6P1,945553,Fungi,Basidiomycota,Hypholoma
A0A0D2NI02,29730,Plants,Streptophyta,Gossypium
A0A0D2P6I0,945553,Fungi,Basidiomycota,Hypholoma
A0A0D2PGN2,945553,Fungi,Basidiomycota,Hypholoma
A0A0D2PWI2,945553,Fungi,Basidiomycota,Hypholoma
A0A0D2R8B0,29730,Plants,Streptophyta,Gossypium
A0A0D2R8B7,29730,Plants,Streptophyta,Gossypium
A0A0D2RZ91,29730,Plants,Streptophyta,Gossypium
A0A0D2TW57,29730,Plants,Streptophyta,Gossypium
A0A0D2UGD8,29730,Plants,Streptophyta,Gossypium
A0A0D2VFA6,29730,Plants,Streptophyta,Gossypium
A0A0D2XK45,660025,Fungi,Ascomycota,Fusarium
A0A0D2XQH2,660025,Fungi,Ascomycota,Fusarium
A0A0D2XTU9,660025,Fungi,Ascomycota,Fusarium
A0A0D2XZ37,660025,Fungi,Ascomycota,Fusarium
A0A0D2Y718,660025,Fungi,Ascomycota,Fusarium
A0A0D2YBM6,660025,Fungi,Ascomycota,Fusarium
A0A0D2YK19,660025,Fungi,Ascomycota,Fusarium
A0A0D3EUY4,65489,Plants,Streptophyta,Oryza
A0A0D3EUY6,65489,Plants,Streptophyta,Oryza
A0A0D3G0L1,65489,Plants,Streptophyta,Oryza
A0A0D3ITL1,280463,?,Haptophyta,Emiliania
A0A0D3IU29,280463,?,Haptophyta,Emiliania
A0A0D3J7L5,280463,?,Haptophyta,Emiliania
A0A0D3JE56,280463,?,Haptophyta,Emiliania
A0A0D3JSQ2,280463,?,Haptophyta,Emiliania
A0A0D3JST8,280463,?,Haptophyta,Emiliania
A0A0D3L0P7,280463,?,Haptophyta,Emiliania
A0A0D3QE84,15565,Plants,Streptophyta,Hordeum
A0A0D3QEA5,15565,Plants,Streptophyta,Hordeum
A0A0D3QEB3,15565,Plants,Streptophyta,Hordeum
A0A0D3QEC2,15565,Plants,Streptophyta,Hordeum
A0A0D4D5X8,156531,Plants,Streptophyta,Lilium
A0A0D4DDB6,382,Bacteria,Pseudomonadota,Rhizobium
A0A0D6B3K9,35806,Bacteria,Pseudomonadota,Rhodovulum
A0A0D6L5D9,53326,Animals,Nematoda,Ancylostoma
A0A0D6LDG1,53326,Animals,Nematoda,Ancylostoma
A0A0D6LE19,53326,Animals,Nematoda,Ancylostoma
A0A0D6LFQ9,53326,Animals,Nematoda,Ancylostoma
A0A0D6LVI5,53326,Animals,Nematoda,Ancylostoma
A0A0D6LVJ5,53326,Animals,Nematoda,Ancylostoma
A0A0D6LYK8,53326,Animals,Nematoda,Ancylostoma
A0A0D6MD13,53326,Animals,Nematoda,Ancylostoma
A0A0D6P930,1231350,Bacteria,Pseudomonadota,Acidisphaera
A0A0D6R7V1,56994,Plants,Streptophyta,Araucaria
A0A0D7AWR7,1314674,Fungi,Basidiomycota,Cylindrobasidium
A0A0D7AZP4,1314674,Fungi,Basidiomycota,Cylindrobasidium
A0A0D7BDR1,1314674,Fungi,Basidiomycota,Cylindrobasidium
A0A0D7BEH6,1314674,Fungi,Basidiomycota,Cylindrobasidium
A0A0D7BKM1,1314674,Fungi,Basidiomycota,Cylindrobasidium
A0A0D8BE38,1856,Bacteria,Actinomycetota,Frankia
A0A0D8Y241,29172,Animals,Nematoda,Dictyocaulus
A0A0D8Y996,29172,Animals,Nematoda,Dictyocaulus
A0A0D8Y9Y2,29172,Animals,Nematoda,Dictyocaulus
A0A0D8ZXF6,1618023,Bacteria,Cyanobacteriota,Aliterella
A0A0D8ZXW9,1618023,Bacteria,Cyanobacteriota,Aliterella
A0A0D8ZY20,1618023,Bacteria,Cyanobacteriota,Aliterella
A0A0D9NK72,1291518,Fungi,Ascomycota,Metarhizium
A0A0D9NNM1,1291518,Fungi,Ascomycota,Metarhizium
A0A0D9NRE3,1291518,Fungi,Ascomycota,Metarhizium
A0A0D9NTT3,1291518,Fungi,Ascomycota,Metarhizium
A0A0D9P6L9,1291518,Fungi,Ascomycota,Metarhizium
A0A0D9R9M2,60711,Animals,Chordata,Chlorocebus
A0A0D9RY79,60711,Animals,Chordata,Chlorocebus
A0A0D9S0Q1,60711,Animals,Chordata,Chlorocebus
A0A0D9W9R3,77586,Plants,Streptophyta,Leersia
A0A0D9YG01,40148,Plants,Streptophyta,Oryza
A0A0D9YG04,40148,Plants,Streptophyta,Oryza
A0A0D9ZQY0,40148,Plants,Streptophyta,Oryza
A0A0D9ZQY1,40148,Plants,Streptophyta,Oryza
A0A0E0C8Q0,40149,Plants,Streptophyta,Oryza
A0A0E0DIL3,40149,Plants,Streptophyta,Oryza
A0A0E0FUB3,4536,Plants,Streptophyta,Oryza
A0A0E0FUB6,4536,Plants,Streptophyta,Oryza
A0A0E0H672,4536,Plants,Streptophyta,Oryza
A0A0E0JPQ3,4537,Plants,Streptophyta,Oryza
A0A0E0JPQ4,4537,Plants,Streptophyta,Oryza
A0A0E0KVG9,4537,Plants,Streptophyta,Oryza
A0A0E0N3H7,4529,Plants,Streptophyta,Oryza
A0A0E0N3I2,4529,Plants,Streptophyta,Oryza
A0A0E0PEB1,4529,Plants,Streptophyta,Oryza
A0A0E0RYC2,229533,Fungi,Ascomycota,Gibberella
A0A0E1VPL6,320371,Bacteria,Pseudomonadota,Burkholderia
A0A0E3J9W7,452646,Animals,Chordata,Neovison
A0A0E4BYS9,1355477,Bacteria,Pseudomonadota,Bradyrhizobium
A0A0F0GI82,68170,Bacteria,Actinomycetota,Lentzea
A0A0F0I246,1403190,Fungi,Ascomycota,Aspergillus
A0A0F0IBW7,1403190,Fungi,Ascomycota,Aspergillus
A0A0F0IFR5,1403190,Fungi,Ascomycota,Aspergillus
A0A0F0IHD9,1403190,Fungi,Ascomycota,Aspergillus
A0A0F0IK08,1403190,Fungi,Ascomycota,Aspergillus
A0A0F2LYP8,1397361,Fungi,Ascomycota,Sporothrix
A0A0F2M048,1397361,Fungi,Ascomycota,Sporothrix
A0A0F2MHX9,1397361,Fungi,Ascomycota,Sporothrix
A0A0F2MIH6,1397361,Fungi,Ascomycota,Sporothrix
A0A0F2MJY8,1397361,Fungi,Ascomycota,Sporothrix
A0A0F2MLY8,1397361,Fungi,Ascomycota,Sporothrix
A0A0F2T924,359131,Bacteria,Actinomycetota,Streptomyces
A0A0F4G447,1047168,Fungi,Ascomycota,Zymoseptoria
A0A0F4G6N0,1047168,Fungi,Ascomycota,Zymoseptoria
A0A0F4G9M2,1047168,Fungi,Ascomycota,Zymoseptoria
A0A0F4GHY4,1047168,Fungi,Ascomycota,Zymoseptoria
A0A0F4GM26,1047168,Fungi,Ascomycota,Zymoseptoria
A0A0F4GNX0,1047168,Fungi,Ascomycota,Zymoseptoria
A0A0F4GR75,1047168,Fungi,Ascomycota,Zymoseptoria
A0A0F4GRH8,1047168,Fungi,Ascomycota,Zymoseptoria
A0A0F4GT00,1047168,Fungi,Ascomycota,Zymoseptoria
A0A0F4GX97,1047168,Fungi,Ascomycota,Zymoseptoria
A0A0F4H1R9,1047168,Fungi,Ascomycota,Zymoseptoria
A0A0F4ITK2,68223,Bacteria,Actinomycetota,Streptomyces
A0A0F4JBG8,68223,Bacteria,Actinomycetota,Streptomyces
A0A0F4JVR7,68223,Bacteria,Actinomycetota,Streptomyces
A0A0F4XVI2,132476,Bacteria,Pseudomonadota,Pseudomonas
A0A0F4YE03,1408163,Fungi,Ascomycota,Rasamsonia
A0A0F4ZCE5,72032,Fungi,Ascomycota,Thielaviopsis
A0A0F4ZJV7,72032,Fungi,Ascomycota,Thielaviopsis
A0A0F6AHE7,1129367,Bacteria,Pseudomonadota,Pseudoalteromonas
A0A0F6YHH7,927083,Bacteria,Myxococcota,Sandaracinus
A0A0F7G9W3,29760,Plants,Streptophyta,Vitis
A0A0F7KCK6,44574,Bacteria,Pseudomonadota,Nitrosomonas
A0A0F7RVY0,49012,Fungi,Basidiomycota,Sporisorium
A0A0F7RY93,49012,Fungi,Basidiomycota,Sporisorium
A0A0F7S7B3,49012,Fungi,Basidiomycota,Sporisorium
A0A0F7TJ40,104259,Fungi,Ascomycota,Penicillium
A0A0F7TKD9,104259,Fungi,Ascomycota,Penicillium
A0A0F7TMS3,104259,Fungi,Ascomycota,Penicillium
A0A0F7TS50,104259,Fungi,Ascomycota,Penicillium
A0A0F7TYM6,104259,Fungi,Ascomycota,Penicillium
A0A0F7VGQ2,104259,Fungi,Ascomycota,Penicillium
A0A0F7VZF4,1437453,Bacteria,Actinomycetota,Streptomyces
A0A0F7ZGR3,1043627,Fungi,Ascomycota,Hirsutella
A0A0F7ZHW4,1043627,Fungi,Ascomycota,Hirsutella
A0A0F7ZJT6,1043627,Fungi,Ascomycota,Hirsutella
A0A0F7ZKE7,1043627,Fungi,Ascomycota,Hirsutella
A0A0F7ZKL0,1043627,Fungi,Ascomycota,Hirsutella
A0A0F7ZPL7,1043627,Fungi,Ascomycota,Hirsutella
A0A0F7ZRN8,1043627,Fungi,Ascomycota,Hirsutella
A0A0F7ZS77,1043627,Fungi,Ascomycota,Hirsutella
A0A0F7ZUV5,1043627,Fungi,Ascomycota,Hirsutella
A0A0F7ZWF9,1043627,Fungi,Ascomycota,Hirsutella
A0A0F7ZYT2,1043627,Fungi,Ascomycota,Hirsutella
A0A0F8A039,1043627,Fungi,Ascomycota,Hirsutella
A0A0F8A0A1,1043627,Fungi,Ascomycota,Hirsutella
A0A0F8A0K4,1043627,Fungi,Ascomycota,Hirsutella
A0A0F8A1R3,1043627,Fungi,Ascomycota,Hirsutella
A0A0F8A4Q7,1043627,Fungi,Ascomycota,Hirsutella
A0A0F8B351,88771,Fungi,Ascomycota,Ceratocystis
A0A0F8CNX3,88771,Fungi,Ascomycota,Ceratocystis
A0A0F8URR2,308745,Fungi,Ascomycota,Aspergillus
A0A0F8V8S6,138278,Fungi,Ascomycota,Aspergillus
A0A0F8W6I0,308745,Fungi,Ascomycota,Aspergillus
A0A0F8WX93,138278,Fungi,Ascomycota,Aspergillus
A0A0F9J123,412755,?,?,marine
A0A0F9WDC2,40302,Fungi,Microsporidia,Vairimorpha
A0A0F9X0I7,5544,Fungi,Ascomycota,Trichoderma
A0A0F9ZGV2,5544,Fungi,Ascomycota,Trichoderma
A0A0G2DYV8,420778,Fungi,Ascomycota,Diplodia
A0A0G2E4V6,420778,Fungi,Ascomycota,Diplodia
A0A0G2EEK2,420778,Fungi,Ascomycota,Diplodia
A0A0G2ET15,420778,Fungi,Ascomycota,Diplodia
A0A0G2EUA6,158046,Fungi,Ascomycota,Phaeomoniella
A0A0G2EWS7,420778,Fungi,Ascomycota,Diplodia
A0A0G2F5W5,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2F9B1,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2FCS1,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2FDL8,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2FG16,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2FI58,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2FLP9,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2FNI6,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2FTB0,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2FTH2,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2G035,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2GEG2,420778,Fungi,Ascomycota,Diplodia
A0A0G2H6R0,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2HJR1,158046,Fungi,Ascomycota,Phaeomoniella
A0A0G2HXK2,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2I8P6,73230,Fungi,Ascomycota,[Emmonsia]
A0A0G2I941,73230,Fungi,Ascomycota,[Emmonsia]
A0A0G2IAS2,73230,Fungi,Ascomycota,[Emmonsia]
A0A0G2ICP6,73230,Fungi,Ascomycota,[Emmonsia]
A0A0G2IGH9,1214573,Fungi,Ascomycota,Diaporthe
A0A0G2J5V5,73230,Fungi,Ascomycota,[Emmonsia]
A0A0G2J6J9,73230,Fungi,Ascomycota,[Emmonsia]
A0A0G2YLH0,42192,Animals,Mollusca,Mytilus
A0A0G3BQ28,413882,Bacteria,Pseudomonadota,Caldimonas
A0A0G3EXV0,128017,Plants,Streptophyta,Dimocarpus
A0A0G4GQD9,1169540,?,?,Vitrella
A0A0G4GTR9,1169474,?,?,Chromera
A0A0G4HMU6,1169474,?,?,Chromera
A0A0G4HRH3,1169474,?,?,Chromera
A0A0G4I9S5,1169474,?,?,Chromera
A0A0G4ICW5,1169474,?,?,Chromera
A0A0G4IJY2,37360,?,Endomyxa,Plasmodiophora
A0A0G4IK72,37360,?,Endomyxa,Plasmodiophora
A0A0G4IPB5,37360,?,Endomyxa,Plasmodiophora
A0A0G4IQ91,37360,?,Endomyxa,Plasmodiophora
A0A0G4IUB1,37360,?,Endomyxa,Plasmodiophora
A0A0G4IUQ3,37360,?,Endomyxa,Plasmodiophora
A0A0G4J7H3,37360,?,Endomyxa,Plasmodiophora
A0A0G4KK98,100787,Fungi,Ascomycota,Verticillium
A0A0G4KKL5,100787,Fungi,Ascomycota,Verticillium
A0A0G4KL14,100787,Fungi,Ascomycota,Verticillium
A0A0G4KXE8,100787,Fungi,Ascomycota,Verticillium
A0A0G4KXM3,100787,Fungi,Ascomycota,Verticillium
A0A0G4KZ42,100787,Fungi,Ascomycota,Verticillium
A0A0G4L6X2,100787,Fungi,Ascomycota,Verticillium
