accession,afdb_available,afdb_his_missing,af3_cu_cu,af3_centroid,afdb_centroid,delta_centroid,n_cuA_his,n_cuB_his,afdb_cuA_found,afdb_cuB_found,afdb_cuA_plddt,afdb_cuB_plddt
A0A4Q2D293,True,False,4.1,5.39,4.71,-0.68,3,3,3,3,93.5,93.4
A0A4S8ZCU3,True,False,4.09,5.08,4.4,-0.68,3,3,3,3,98.9,98.9
A0A4Z1G6H5,True,False,4.57,5.63,4.95,-0.68,3,3,3,3,98.7,97.0
A0A5C3R0R5,True,False,4.66,5.68,5.0,-0.68,3,3,3,3,91.1,98.1
A0A6A4ZEX0,True,False,4.21,5.29,4.61,-0.68,3,3,3,3,98.3,97.0
A0A7W6JPH3,True,False,4.15,5.23,4.55,-0.68,3,3,3,3,98.4,93.7
A0A8H7M7A9,True,False,4.39,5.25,4.56,-0.68,3,3,3,3,96.4,90.8
A0A8H8P1Y9,True,False,4.04,5.24,4.55,-0.68,3,3,3,3,98.5,98.0
A0A915P668,True,False,4.61,5.65,4.97,-0.68,3,3,3,3,98.1,95.4
A0A9P1H0N5,True,False,4.29,5.33,4.65,-0.68,3,3,3,3,93.8,96.3
A0AAE3NI01,True,False,4.46,5.13,4.45,-0.68,3,3,3,3,97.4,94.4
A0AAJ0H0A0,True,False,4.36,5.37,4.7,-0.68,3,3,3,3,96.0,95.2
A0AAN6ZXR4,True,False,4.55,5.45,4.77,-0.68,3,3,3,3,96.3,94.6
A0AAN7BHZ9,True,False,4.36,5.37,4.69,-0.68,3,3,3,3,98.3,97.2
F4NWE6,True,False,4.01,5.36,4.68,-0.68,3,3,3,3,93.1,93.3
Q8KIL0,True,False,4.39,5.22,4.55,-0.68,3,3,3,3,96.5,93.7
A0A0D2ETA8,True,False,4.67,5.77,5.1,-0.67,3,3,3,3,98.7,98.5
A0A0G4IJY2,True,False,4.19,4.55,5.21,0.67,3,3,3,3,83.4,82.8
A0A0N1H7B4,True,False,4.72,5.76,5.08,-0.67,3,3,3,3,98.6,98.0
A0A178Z9S6,True,False,4.9,5.78,5.11,-0.67,3,3,3,3,98.2,98.0
A0A1C7D000,True,False,3.8,4.81,5.48,0.67,3,3,3,3,98.7,97.5
A0A1N7IC57,True,False,3.96,4.74,4.07,-0.67,3,3,3,3,98.7,97.4
A0A2N3KJ84,True,False,4.11,4.86,4.19,-0.67,3,3,3,3,98.4,96.4
A0A3R7ZIF7,True,False,4.06,5.17,4.5,-0.67,3,3,3,3,98.4,97.6
A0A559M0T8,True,False,3.92,4.96,4.29,-0.67,3,3,3,3,95.9,98.7
A0A5C3L0P8,True,False,4.09,5.25,4.58,-0.67,3,3,3,3,98.1,97.2
A0A5C3Q243,True,False,4.55,5.6,4.93,-0.67,3,3,3,3,98.6,96.8
A0A6B2LE82,True,False,4.5,5.57,4.9,-0.67,3,3,3,3,97.0,93.5
A0A8H3D189,True,False,4.39,5.37,4.7,-0.67,3,3,3,3,93.0,96.5
A0A9P8CAX6,True,False,4.39,5.42,4.74,-0.67,3,3,3,3,98.9,98.6
A0A9X1YW86,True,False,3.86,4.83,4.16,-0.67,3,3,3,3,98.6,96.6
A0AAD5LBU8,True,False,4.04,5.25,4.58,-0.67,3,3,3,3,97.9,97.0
A0AAD5SIR0,True,False,4.26,5.38,4.71,-0.67,3,3,3,3,97.9,96.5
A0AAE0LZ24,True,False,4.51,5.34,4.67,-0.67,3,3,3,3,93.8,86.6
A0AAE7NQI3,True,False,4.04,4.77,4.09,-0.67,3,3,3,3,96.6,91.3
A0AAU6WJC6,True,False,3.96,4.83,4.16,-0.67,3,3,3,3,98.5,96.6
B0FIU2,True,False,4.85,5.19,4.52,-0.67,3,3,3,3,98.9,98.6
L0KM70,True,False,4.07,4.95,4.28,-0.67,3,3,3,3,94.7,86.4
Q2H2F5,True,False,3.8,4.8,4.12,-0.67,3,3,3,3,98.3,97.4
W4H175,True,False,4.17,5.22,4.55,-0.67,3,3,3,3,98.5,95.9
W9VMR6,True,False,4.78,5.66,4.99,-0.67,3,3,3,3,98.2,98.0
A0A0C4E0P1,True,False,4.39,5.31,4.65,-0.66,3,3,3,3,96.0,97.6
A0A0G4IPB5,True,False,4.04,4.66,5.31,0.66,3,3,3,3,93.1,85.4
A0A0P7BCC7,True,False,4.14,5.19,4.52,-0.66,3,3,3,3,98.9,98.9
A0A158QXF3,True,False,4.48,5.45,4.78,-0.66,3,3,3,3,97.1,92.4
A0A1B4FUQ8,True,False,4.01,4.89,4.23,-0.66,3,3,3,3,98.7,96.7
A0A1D1ZH17,True,False,4.08,5.06,4.4,-0.66,3,3,3,3,98.6,97.9
A0A1Y1WUU7,True,False,4.31,5.42,4.76,-0.66,3,3,3,3,98.6,98.1
A0A2R6X3F7,True,False,4.22,4.79,4.13,-0.66,3,3,3,3,97.9,95.1
A0A318IM43,True,False,4.01,4.92,4.26,-0.66,3,3,3,3,98.1,96.4
A0A376EG17,True,False,3.95,4.77,4.11,-0.66,3,3,3,3,98.6,97.1
A0A418AND4,True,False,4.3,5.27,4.6,-0.66,3,3,3,3,98.8,97.9
A0A431TVT0,True,False,3.93,4.75,4.1,-0.66,3,3,3,3,97.7,94.8
A0A6A5U3X8,True,False,4.5,5.44,4.77,-0.66,3,3,3,3,96.1,94.4
A0A6A6E0T2,True,False,4.51,5.45,4.79,-0.66,3,3,3,3,98.7,98.0
A0A6A6TBX0,True,False,4.28,5.2,4.54,-0.66,3,3,3,3,98.5,97.9
A0A6A6V5Z2,True,False,4.42,5.45,4.79,-0.66,3,3,3,3,98.3,97.4
A0A7X2IKG1,True,False,4.04,4.83,4.17,-0.66,3,3,3,3,98.6,97.2
A0A8H3C861,True,False,4.11,5.2,4.54,-0.66,3,3,3,3,94.1,88.4
A0A8H5ES61,True,False,4.71,5.46,4.8,-0.66,3,3,3,3,87.0,95.9
A0A8H8P906,True,False,4.43,5.55,4.89,-0.66,3,3,3,3,94.6,89.1
A0A9W8XU64,True,False,4.32,5.32,4.66,-0.66,3,3,3,3,97.2,87.5
A0A9W9DDH6,True,False,4.63,5.52,4.86,-0.66,3,3,3,3,95.8,95.3
A0AA39G9M2,True,False,4.25,5.31,4.65,-0.66,3,3,3,3,98.8,98.1
A0AAD5TWN6,True,False,4.48,5.43,4.77,-0.66,3,3,3,3,95.2,95.4
A0AAN6SZ77,True,False,4.04,5.38,4.73,-0.66,3,3,3,3,98.8,95.9
A0AAV9NEM7,True,False,4.76,5.54,4.88,-0.66,3,3,3,3,98.1,98.1
C1GQA4,True,False,4.2,4.9,4.24,-0.66,3,3,3,3,98.5,96.3
Q3SU11,True,False,4.33,5.09,4.43,-0.66,3,3,3,3,96.7,94.1
A0A0C2XG69,True,False,4.49,5.62,4.97,-0.65,3,3,3,3,94.2,93.9
A0A0K9NMQ6,True,False,3.79,4.96,4.31,-0.65,3,3,3,3,98.2,95.6
A0A0L1IXW8,True,False,4.38,5.52,4.87,-0.65,3,3,3,3,97.4,98.5
A0A135UQQ8,True,False,4.08,5.0,4.35,-0.65,3,3,3,3,98.3,97.6
A0A1H6UN47,True,False,4.52,4.94,4.29,-0.65,3,3,3,3,98.7,96.0
A0A1Z5TJY0,True,False,3.78,4.82,4.17,-0.65,3,3,3,3,98.7,98.8
A0A2J6R7T9,True,False,4.49,5.57,4.92,-0.65,3,3,3,3,98.6,97.9
A0A2K0VU96,True,False,4.59,5.53,4.89,-0.65,3,3,3,3,98.8,98.5
A0A2K6JR69,True,False,4.22,5.37,6.02,0.65,3,3,3,3,94.5,73.4
A0A2R6VZL9,True,False,4.09,4.9,4.24,-0.65,3,3,3,3,98.4,96.3
A0A397E0H7,True,False,4.38,5.3,4.65,-0.65,3,3,3,3,98.6,96.8
A0A4U0UIB6,True,False,3.72,4.8,4.15,-0.65,3,3,3,3,98.3,98.8
A0A6A6TV45,True,False,3.97,5.18,4.54,-0.65,3,3,3,3,97.4,92.9
A0A6A6UN72,True,False,4.61,5.61,4.97,-0.65,3,3,3,3,92.9,81.8
A0A6A6VQM8,True,False,4.53,5.75,5.1,-0.65,3,3,3,3,97.8,98.5
A0A804K4K6,True,False,4.03,4.76,4.11,-0.65,3,3,3,3,98.3,95.6
A0A8W8NCM3,True,False,3.52,4.68,5.34,0.65,3,3,3,3,96.7,90.8
A0A914EJ37,True,False,4.53,5.57,4.92,-0.65,3,3,3,3,94.5,82.1
A0A9N8QCZ6,True,False,4.14,5.24,4.6,-0.65,3,3,3,3,97.1,98.0
A0A9W4DT80,True,False,4.09,5.25,4.6,-0.65,3,3,3,3,98.0,96.1
A0A9W4RU36,True,False,4.48,5.37,4.72,-0.65,3,3,3,3,97.1,97.4
A0A9W3AFG7,True,False,3.87,4.78,5.43,0.65,3,3,3,3,98.7,97.7
A0A9W9DF90,True,False,4.72,5.61,4.95,-0.65,3,3,3,3,95.3,96.0
A0AA38XND7,True,False,4.63,5.57,4.92,-0.65,3,3,3,3,98.1,97.6
A0AA42B2I3,True,False,3.88,4.9,4.24,-0.65,3,3,3,3,96.7,94.9
A0AAE0NYC8,True,False,4.33,5.37,4.72,-0.65,3,3,3,3,97.8,96.7
A0AAJ2SBC4,True,False,3.93,4.8,4.14,-0.65,3,3,3,3,97.3,94.2
Q1QJ90,True,False,4.31,5.12,4.47,-0.65,3,3,3,3,96.4,94.1
W9NP81,True,False,4.51,5.2,4.55,-0.65,3,3,3,3,95.9,88.9
A0A090CMR9,True,False,4.08,5.31,4.67,-0.64,3,3,3,3,98.6,98.2
A0A067CPX4,True,False,4.08,5.07,4.43,-0.64,3,3,3,3,98.6,94.9
A0A0A1YUC0,True,False,4.37,5.09,4.45,-0.64,3,3,3,3,95.7,87.3
A0A0A3XV83,True,False,4.0,4.83,4.19,-0.64,3,3,3,3,98.7,97.0
A0A137PC40,True,False,4.21,5.37,4.72,-0.64,3,3,3,3,98.8,97.3
A0A1F7ZLT4,True,False,3.98,5.04,4.41,-0.64,3,3,3,3,98.5,97.1
A0A1Q3DUK8,True,False,4.57,5.58,4.94,-0.64,3,3,3,3,98.0,97.2
A0A1R3S0H8,True,False,4.59,5.55,4.91,-0.64,3,3,3,3,98.1,95.8
A0A1Y1XU76,True,False,4.67,5.6,4.96,-0.64,3,3,3,3,92.9,96.5
A0A1Y2HVF8,True,False,4.11,5.28,4.64,-0.64,3,3,3,3,96.1,97.0
A0A498SAH6,True,False,3.88,5.15,4.51,-0.64,3,3,3,3,98.7,96.9
A0A6A6YIB0,True,False,4.19,5.16,4.52,-0.64,3,3,3,3,96.8,96.0
A0A8H4UHJ6,True,False,4.61,5.44,4.8,-0.64,3,3,3,3,97.8,98.5
A0A8H6K5B3,True,False,4.26,5.24,4.59,-0.64,3,3,3,3,98.5,97.9
A0A8H8T2N9,True,False,4.39,5.47,4.83,-0.64,3,3,3,3,98.0,97.9
A0A9W4XQI1,True,False,4.31,5.27,4.63,-0.64,3,3,3,3,98.6,97.8
A0AAD5XMD9,True,False,4.18,5.24,4.6,-0.64,3,3,3,3,91.5,93.0
A0AAD9A625,True,False,4.48,5.42,4.78,-0.64,3,3,3,3,97.1,98.1
A0AAE2U7N8,True,False,4.06,5.32,4.68,-0.64,3,3,3,3,98.8,96.9
A0AAJ0MFM1,True,False,4.2,5.18,4.53,-0.64,3,3,3,3,97.0,98.1
L7IQS9,True,False,3.93,4.89,4.25,-0.64,3,3,3,3,98.7,98.7
S3D3I7,True,False,4.41,5.4,4.76,-0.64,3,3,3,3,97.4,97.8
S7ZHB0,True,False,4.38,5.45,4.81,-0.64,3,3,3,3,98.0,97.4
S8ARX9,True,False,4.4,5.2,4.56,-0.64,3,3,3,3,92.5,81.9
A0A067BTT5,True,False,4.25,5.37,4.74,-0.63,3,3,3,3,96.0,96.1
A0A0J6SSV4,True,False,4.01,4.78,4.15,-0.63,3,3,3,3,98.8,97.4
A0A1E7F8K2,True,False,4.33,5.46,4.82,-0.63,3,3,3,3,91.0,83.3
A0A1G5ZDT2,True,False,3.91,4.81,4.19,-0.63,3,3,3,3,96.3,94.1
A0A1K1RX50,True,False,3.97,4.84,4.21,-0.63,3,3,3,3,96.0,93.7
A0A1M7HUV8,True,False,4.21,4.8,4.16,-0.63,3,3,3,3,98.6,90.3
A0A1S3I9L8,True,False,3.89,5.17,5.8,0.63,3,3,3,3,90.8,96.1
A0A3M7ALZ0,True,False,3.8,4.84,4.2,-0.63,3,3,3,3,98.7,98.6
A0A3M7E067,True,False,3.81,4.82,4.2,-0.63,3,3,3,3,98.8,98.7
A0A420TAK5,True,False,4.61,5.61,4.98,-0.63,3,3,3,3,98.8,98.5
A0A409X3M6,True,False,3.99,5.19,4.55,-0.63,3,3,3,3,98.4,98.1
A0A5B7SQ06,True,False,4.03,5.04,4.4,-0.63,3,3,3,3,96.3,94.6
A0A6A5GZC1,True,False,4.32,5.34,4.71,-0.63,3,3,3,3,97.6,96.5
A0A6A6I9W4,True,False,4.24,5.18,4.55,-0.63,3,3,3,3,98.6,97.7
A0A6A7AGA7,True,False,4.42,4.95,4.33,-0.63,3,3,3,3,97.0,95.4
A0A6P7S7A7,True,False,3.71,4.86,5.5,0.63,3,3,3,3,92.7,87.8
A0A8H5P954,True,False,4.45,5.4,4.77,-0.63,3,3,3,3,97.3,95.2
A0A8H6KDD4,True,False,4.17,5.31,4.68,-0.63,3,3,3,3,98.8,98.8
A0A8H6NLN1,True,False,4.35,5.34,4.72,-0.63,3,3,3,3,98.5,97.5
A0A919W838,True,False,4.36,5.04,4.41,-0.63,3,3,3,3,97.9,95.2
A0A9D2WSC4,True,False,4.78,5.74,5.11,-0.63,3,3,3,3,98.7,96.4
A0A9N9XYZ1,True,False,4.21,5.48,4.85,-0.63,3,3,3,3,95.4,98.8
A0A9P4QNN2,True,False,4.26,5.44,4.81,-0.63,3,3,3,3,98.8,98.9
A0A9P4W815,True,False,4.77,5.58,4.94,-0.63,3,3,3,3,98.0,97.4
A0AA38Y990,True,False,4.51,5.69,5.06,-0.63,3,3,3,3,98.5,98.4
A0AA39X664,True,False,4.13,5.16,4.53,-0.63,3,3,3,3,98.6,97.9
A0AA40AKZ0,True,False,3.98,5.24,4.61,-0.63,3,3,3,3,98.6,98.0
A0AA40K3E2,True,False,4.52,5.31,4.68,-0.63,3,3,3,3,97.8,97.2
A0AAN6WHS3,True,False,4.22,5.41,4.77,-0.63,3,3,3,3,98.4,96.0
A0AAN6YJM1,True,False,4.3,5.26,4.63,-0.63,3,3,3,3,98.1,96.8
A0AAN7T5E4,True,False,4.91,5.67,5.04,-0.63,3,3,3,3,98.6,98.5
A0AAV0ND81,True,False,4.97,5.17,4.55,-0.63,3,3,3,3,97.5,96.6
A0ABF7R9X0,True,False,4.51,5.12,4.5,-0.63,3,3,3,3,96.5,94.5
B2VW57,True,False,4.51,5.29,4.65,-0.63,3,3,3,3,96.0,95.4
F7Y394,True,False,4.08,4.96,4.34,-0.63,3,3,3,3,94.9,88.8
N4U6B2,True,False,4.46,5.25,4.62,-0.63,3,3,3,3,95.4,88.0
Q00024,True,False,4.25,5.09,4.46,-0.63,3,3,3,3,98.6,95.4
A0A098Y3K8,True,False,4.05,4.93,4.31,-0.62,3,3,3,3,98.7,95.5
A0A177SND3,True,False,4.2,4.74,4.12,-0.62,3,3,3,3,98.2,95.9
A0A2G9UPF2,True,False,4.17,5.24,4.62,-0.62,3,3,3,3,97.8,93.2
A0A2N5DP59,True,False,4.11,4.99,4.37,-0.62,3,3,3,3,98.0,94.0
A0A3N7HII6,True,False,4.01,5.23,4.61,-0.62,3,3,3,3,98.9,97.6
A0A4Q4PZK3,True,False,4.32,5.4,4.79,-0.62,3,3,3,3,98.9,98.6
A0A5C1YKK7,True,False,4.04,4.74,4.12,-0.62,3,3,3,3,98.0,95.8
A0A6G0XE75,True,False,3.97,5.18,4.56,-0.62,3,3,3,3,98.4,96.1
A0A6G1FWN2,True,False,4.3,5.34,4.72,-0.62,3,3,3,3,97.4,96.6
A0A8B6D5L3,True,False,4.24,5.38,4.76,-0.62,3,3,3,3,96.5,93.8
A0A8E6B3U1,True,False,4.09,4.95,4.33,-0.62,3,3,3,3,96.5,94.2
A0A8H4ZX87,True,False,4.25,5.32,4.7,-0.62,3,3,3,3,98.2,98.0
A0A8H6MV95,True,False,4.48,5.44,4.82,-0.62,3,3,3,3,97.8,98.3
A0A8H7HCV1,True,False,4.28,5.3,4.68,-0.62,3,3,3,3,97.5,96.3
A0A8H7HPD8,True,False,4.2,5.36,4.74,-0.62,3,3,3,3,98.6,98.5
A0A8T0GM83,True,False,4.26,5.34,4.72,-0.62,3,3,3,3,98.4,96.7
A0A930VNA9,True,False,3.82,4.76,4.14,-0.62,3,3,3,3,98.1,97.2
A0A9E7GPQ8,True,False,4.65,5.27,4.65,-0.62,3,3,3,3,98.6,94.7
A0A9N9KVW9,True,False,4.54,5.45,4.83,-0.62,3,3,3,3,97.4,98.7
A0A9K3LRN8,True,False,4.2,5.34,4.71,-0.62,3,3,3,3,96.1,88.5
A0A9P0ZJR5,True,False,4.57,5.17,4.56,-0.62,3,3,3,3,98.4,97.6
A0A9P1MZB0,True,False,4.33,5.4,4.78,-0.62,3,3,3,3,97.5,95.1
A0A9Q8PIJ3,True,False,4.09,5.3,4.68,-0.62,3,3,3,3,98.6,98.8
A0A9W8PJE9,True,False,4.56,5.51,6.13,0.62,3,3,3,3,91.1,89.3
A0AA35QFT7,True,False,4.28,5.54,4.92,-0.62,3,3,3,3,98.7,95.6
A0AA39YD30,True,False,4.21,5.37,4.76,-0.62,3,3,3,3,98.7,98.8
A0AA40ANQ1,True,False,4.63,5.38,4.76,-0.62,3,3,3,3,97.2,96.4
A0AAD4HT63,True,False,4.2,5.38,4.76,-0.62,3,3,3,3,98.7,98.6
A0AAE0K860,True,False,4.38,5.3,4.68,-0.62,3,3,3,3,97.9,96.5
A0AAE1S9E0,True,False,4.31,5.26,4.65,-0.62,3,3,3,3,91.9,91.4
A0AAN6NUI7,True,False,4.23,5.25,4.63,-0.62,3,3,3,3,98.4,98.1
A0AAN6G7B1,True,False,4.25,5.34,4.71,-0.62,3,3,3,3,97.3,97.1
A0AAN6WL79,True,False,4.32,5.45,4.83,-0.62,3,3,3,3,98.4,96.9
A0AAP0JNA5,True,False,4.03,4.92,4.3,-0.62,3,3,3,3,98.8,95.7
A0AAV0DC65,True,False,4.14,5.18,4.56,-0.62,3,3,3,3,98.7,97.0
A0AB74V372,True,False,4.08,4.95,4.33,-0.62,3,3,3,3,97.4,95.2
B5RHR0,True,False,4.37,5.25,4.63,-0.62,3,3,3,3,98.0,94.8
D7F7N9,True,False,4.54,5.25,4.64,-0.62,3,3,3,3,98.2,96.6
E3LYH3,True,False,4.23,5.42,4.8,-0.62,3,3,3,3,97.2,96.2
G4TVT3,True,False,4.18,5.37,4.75,-0.62,3,3,3,3,94.0,94.5
H6C0Q8,True,False,4.93,5.68,5.06,-0.62,3,3,3,3,98.1,98.0
L1M1P5,True,False,4.19,4.74,4.12,-0.62,3,3,3,3,98.6,95.1
L2GD54,True,False,4.47,5.37,4.75,-0.62,3,3,3,3,96.9,97.8
M5CEE4,True,False,4.34,5.4,4.78,-0.62,3,3,3,3,95.6,92.7
N4UVF3,True,False,4.47,5.43,4.81,-0.62,3,3,3,3,97.7,98.4
S3CMF3,True,False,4.08,5.15,4.53,-0.62,3,3,3,3,95.4,91.8
U4LB04,True,False,4.38,5.32,4.69,-0.62,3,3,3,3,95.5,94.0
W9XSH8,True,False,4.9,5.68,5.06,-0.62,3,3,3,3,98.6,97.8
X0C1C7,True,False,4.41,5.13,4.51,-0.62,3,3,3,3,96.1,89.1
A0A084QQ18,True,False,4.42,5.39,4.78,-0.61,3,3,3,3,96.9,98.0
A0A0D2BKG3,True,False,4.69,5.64,5.02,-0.61,3,3,3,3,98.0,97.8
A0A0C4ECI4,True,False,4.17,5.17,4.56,-0.61,3,3,3,3,97.8,98.4
A0A0C9S6R6,True,False,4.22,5.23,4.62,-0.61,3,3,3,3,97.8,94.6
A0A0D2K829,True,False,4.83,5.72,5.11,-0.61,3,3,3,3,98.1,97.8
A0A136IMC1,True,False,4.14,5.32,4.71,-0.61,3,3,3,3,98.8,97.8
A0A177WRB0,True,False,4.23,5.46,4.85,-0.61,3,3,3,3,95.1,93.1
A0A179UGG1,True,False,4.19,5.31,4.69,-0.61,3,3,3,3,98.9,98.5
A0A194WSI0,True,False,4.22,5.34,4.74,-0.61,3,3,3,3,98.9,98.2
A0A1B4FMK1,True,False,4.07,4.81,4.2,-0.61,3,3,3,3,98.7,96.5
A0A1I8BGA8,True,False,4.21,5.32,4.71,-0.61,3,3,3,3,92.1,91.4
A0A1M4WXD6,True,False,4.02,4.84,4.23,-0.61,3,3,3,3,98.6,96.1
A0A1S1WVR1,True,False,4.72,5.12,4.51,-0.61,3,3,3,3,97.2,89.2
A0A1Y2D0V7,True,False,3.92,5.01,4.39,-0.61,3,3,3,3,90.2,86.3
A0A2A2KHX6,True,False,4.48,5.64,5.03,-0.61,3,3,3,3,97.8,96.5
A0A2A2KI70,True,False,4.61,5.6,4.99,-0.61,3,3,3,3,97.8,96.2
A0A2J6SG40,True,False,4.24,5.35,4.74,-0.61,3,3,3,3,98.4,98.9
A0A432M9S8,True,False,4.16,4.85,4.25,-0.61,3,3,3,3,97.6,90.9
A0A4Q4PJE0,True,False,4.34,5.4,4.79,-0.61,3,3,3,3,98.8,98.7
A0A4S2MHI4,True,False,4.38,5.35,4.74,-0.61,3,3,3,3,98.6,98.5
A0A511YPQ8,True,False,3.89,4.73,4.12,-0.61,3,3,3,3,98.4,95.3
A0A5J4NDK4,True,False,3.98,5.24,4.63,-0.61,3,3,3,3,98.0,97.3
A0A6A6AE22,True,False,4.33,5.07,4.47,-0.61,3,3,3,3,98.8,96.7
A0A6A6IP09,True,False,4.0,5.25,4.63,-0.61,3,3,3,3,96.9,98.0
A0A6G0XR43,True,False,4.18,5.28,4.67,-0.61,3,3,3,3,98.5,97.3
A0A7Y0ZP28,True,False,4.05,5.26,4.65,-0.61,3,3,3,3,98.8,97.4
A0A8H3GJP0,True,False,4.11,5.3,4.69,-0.61,3,3,3,3,97.8,97.5
A0A8X7T2U4,True,False,4.26,5.21,4.6,-0.61,3,3,3,3,97.1,95.0
A0A915N8X1,True,False,4.75,5.68,5.07,-0.61,3,3,3,3,88.5,89.7
A0A9P7YCU3,True,False,4.13,5.27,4.65,-0.61,3,3,3,3,98.6,98.8
A0A9Q9DRJ8,True,False,4.46,5.41,4.8,-0.61,3,3,3,3,98.7,98.4
A0AA39YC54,True,False,4.58,5.45,4.83,-0.61,3,3,3,3,97.7,97.4
A0AA40EWB1,True,False,4.27,5.28,4.67,-0.61,3,3,3,3,98.0,97.1
A0AAD4L0L4,True,False,4.6,5.03,4.42,-0.61,3,3,3,3,94.5,89.1
A0AAE0NP88,True,False,4.61,5.32,4.71,-0.61,3,3,3,3,97.9,96.9
A0AAE0IVB7,True,False,4.16,5.22,4.61,-0.61,3,3,3,3,98.8,98.8
A0AAQ3K867,True,False,3.91,4.97,4.36,-0.61,3,3,3,3,98.4,96.4
A0AAW0QZE1,True,False,4.28,5.3,4.69,-0.61,3,3,3,3,98.8,97.8
B1VTI5,True,False,4.49,5.62,5.02,-0.61,3,3,3,3,97.0,95.3
D7F7N8,True,False,4.48,5.39,4.78,-0.61,3,3,3,3,98.1,97.1
D7F7Q2,True,False,4.56,5.3,4.69,-0.61,3,3,3,3,98.1,96.9
R9PG88,True,False,4.04,5.24,4.63,-0.61,3,3,3,3,97.6,97.7
V9ES37,True,False,4.57,5.35,4.73,-0.61,3,3,3,3,97.5,96.3
A0A0B7FY08,True,False,4.27,5.38,4.78,-0.6,3,3,3,3,97.3,96.6
A0A179HU87,True,False,4.52,5.6,5.0,-0.6,3,3,3,3,93.9,92.3
A0A1C3Y9U9,True,False,4.32,5.16,4.56,-0.6,3,3,3,3,97.0,94.5
A0A1I4S686,True,False,4.0,4.65,4.05,-0.6,3,3,3,3,97.1,95.5
A0A1J7JH22,True,False,4.0,5.12,4.52,-0.6,3,3,3,3,98.8,98.6
A0A1M7UKR1,True,False,4.25,4.74,4.14,-0.6,3,3,3,3,95.6,89.6
A0A2G2XM25,True,False,4.31,5.32,4.72,-0.6,3,3,3,3,98.5,98.2
A0A2J6RTM7,True,False,4.17,5.31,4.71,-0.6,3,3,3,3,98.5,98.9
A0A328BD42,True,False,4.05,4.85,4.25,-0.6,3,3,3,3,98.5,96.6
A0A423FGB7,True,False,4.43,5.11,4.51,-0.6,3,3,3,3,93.1,87.6
A0A479ZZC9,True,False,4.04,4.89,4.29,-0.6,3,3,3,3,97.5,95.7
A0A4P9XGI5,True,False,4.44,5.4,4.8,-0.6,3,3,3,3,98.5,98.0
A0A6B7JF49,True,False,3.94,5.11,4.5,-0.6,3,3,3,3,98.9,98.2
A0A6G0WYR1,True,False,4.08,5.28,4.67,-0.6,3,3,3,3,97.2,92.8
A0A6V7X5U8,True,False,4.08,5.06,4.46,-0.6,3,3,3,3,98.0,96.5
A0A8H3W3M4,True,False,4.63,5.29,4.68,-0.6,3,3,3,3,98.2,95.2
A0A8H3WRY4,True,False,4.49,5.15,4.55,-0.6,3,3,3,3,91.1,85.7
A0A8H5CYR8,True,False,4.16,5.36,4.76,-0.6,3,3,3,3,95.8,93.5
A0A8H7BCG0,True,False,4.28,5.33,4.73,-0.6,3,3,3,3,98.5,98.7
A0A8H8P6Z0,True,False,4.16,5.32,4.72,-0.6,3,3,3,3,98.1,96.7
A0A8X7MSY6,True,False,4.28,5.37,4.76,-0.6,3,3,3,3,95.7,97.7
A0A9N8ZSY3,True,False,4.21,5.11,4.52,-0.6,3,3,3,3,98.1,94.6
A0A9P6H427,True,False,4.17,5.24,4.63,-0.6,3,3,3,3,97.2,96.6
A0A9P8V2S0,True,False,4.33,5.37,4.78,-0.6,3,3,3,3,98.8,98.5
A0AAD6C061,True,False,4.52,5.41,4.81,-0.6,3,3,3,3,97.7,98.0
A0AAD7JKZ3,True,False,4.07,4.97,4.36,-0.6,3,3,3,3,98.7,94.6
A0AAD7UHA8,True,False,5.23,5.94,5.34,-0.6,3,3,3,3,95.0,93.6
A0AAJ0FC59,True,False,4.25,5.36,4.76,-0.6,3,3,3,3,98.9,97.8
A0AAJ0MA78,True,False,4.04,5.2,4.6,-0.6,3,3,3,3,98.7,96.8
A0AAN6MEC8,True,False,4.15,5.23,4.63,-0.6,3,3,3,3,95.9,96.1
A0AAN5CHW8,True,False,4.3,5.4,4.8,-0.6,3,3,3,3,98.2,95.0
A0AAN6PY35,True,False,4.14,5.13,4.53,-0.6,3,3,3,3,98.6,98.4
A0AAQ3LZX8,True,False,4.06,5.18,4.58,-0.6,3,3,3,3,95.4,94.6
A0AAV9HZS2,True,False,4.19,5.28,4.68,-0.6,3,3,3,3,98.7,98.7
B2AMC1,True,False,4.06,5.28,4.67,-0.6,3,3,3,3,98.7,97.8
E3RCR4,True,False,4.02,4.95,4.35,-0.6,3,3,3,3,98.8,98.7
E8T7H2,True,False,4.08,4.96,4.36,-0.6,3,3,3,3,94.4,84.5
V9DEV2,True,False,4.87,5.79,5.19,-0.6,3,3,3,3,98.7,98.3
A0A0B7F0Q1,True,False,4.33,5.42,4.83,-0.59,3,3,3,3,98.1,97.9
A0A0G2EUA6,True,False,4.66,5.76,5.17,-0.59,3,3,3,3,98.6,98.3
A0A143PNK1,True,False,4.21,5.28,4.68,-0.59,3,3,3,3,98.0,98.8
A0A165ELT2,True,False,4.29,5.39,4.8,-0.59,3,3,3,3,96.2,95.6
A0A177DP90,True,False,4.34,5.4,4.81,-0.59,3,3,3,3,98.9,98.7
A0A1H6AG70,True,False,4.16,5.29,4.7,-0.59,3,3,3,3,98.2,97.9
