accession,nres,ndom,chopping,confidence
A0A0A1VA99,358,1,81-345,0.814
A0A0A1VAF9,356,1,79-343,0.836
A0A0A1YUC0,597,3,"11-91,118-429,456-567",0.743
A0A0A2J1X4,367,1,44-366,0.715
A0A0A2JBW7,815,3,"21-419,428-639,655-813",0.676
A0A0A2JEJ9,420,2,"50-197_274-419,206-273",0.671
A0A0A2JPW5,365,1,43-361,0.708
A0A0A2JVP7,317,1,31-304,0.683
A0A0A2KL20,410,2,"40-189_264-409,196-263",0.669
A0A0A2KWA6,367,1,44-366,0.708
A0A0A2LDC3,819,3,"24-420,429-637,656-817",0.702
A0A0A2VDR5,534,2,"46-382,404-526",0.644
A0A0A2VJT0,630,2,"26-248_356-400,250-355_401-627",0.672
A0A0A2VR17,569,3,"12-178,204-425,430-560",0.812
A0A0A2VY68,850,2,"57-403,715-841",0.753
A0A0A2VYA5,370,1,48-366,0.724
A0A0A2W0H5,360,1,83-347,0.878
A0A0A2WKA0,518,2,"7-314,349-517",0.896
A0A0A2X4S5,497,2,"31-315,343-496",0.899
A0A0A3XNH3,702,4,"10-114,143-161_539-701,163-259_355-537,264-354",0.821
A0A0A3XV83,510,2,"2-318,351-509",0.902
A0A0A6DAA9,285,2,"2-125,164-282",0.604
A0A0A6UDS1,277,2,"2-141,153-276",0.640
A0A0A6UH53,268,2,"2-137,149-267",0.583
A0A0A6UH99,268,2,"2-122,149-267",0.661
A0A0A6UK08,269,1,3-268,0.786
A0A0A7CLR3,725,3,"27-87,100-161,307-715",0.811
A0A0A7CLT5,466,2,"27-332,334-460",0.718
A0A0A7CM13,504,2,"39-362,365-497",0.765
A0A0A7CM93,513,2,"41-363,364-511",0.574
A0A0A7CMA7,491,2,"39-360,364-490",0.719
A0A0A7CMC8,508,2,"26-356,362-498",0.742
A0A0A7CN07,622,4,"29-89,116-175,205-515,520-613",0.804
A0A0A7CN79,498,2,"54-376,379-491",0.743
A0A0A7CNE6,485,2,"28-343,344-478",0.669
A0A0A7CNM6,438,2,"23-359,365-432",0.691
A0A0A7CNP6,472,2,"27-338,339-465",0.694
A0A0A7CP65,840,5,"24-91,92-162,169-234,413-717,718-836",0.843
A0A0A7CP77,470,2,"28-318,323-459",0.742
A0A0A7CPE6,905,3,"25-174,271-305,443-897",0.852
A0A0A7CPF4,438,2,"27-302,307-428",0.688
A0A0A7DL33,321,1,36-320,0.699
A0A0A7DY95,190,1,2-188,0.954
A0A0A7DY96,190,1,20-188,0.896
A0A0A7DY97,190,1,2-174,0.921
A0A0A7DY99,190,1,2-188,0.929
A0A0A7DYA3,190,1,20-188,0.896
A0A0A7DYA5,190,1,2-188,0.935
A0A0A7DYB0,190,1,2-188,0.947
A0A0A7DYB3,189,1,2-189,0.902
A0A0A7DYB6,190,1,2-188,0.947
A0A0A7DYB8,189,1,2-189,0.950
A0A0A7DYC0,189,1,2-189,0.955
A0A0A7DYC1,190,1,2-188,0.863
A0A0A7DYD4,188,1,2-175,0.904
A0A0A7DZ37,190,1,2-188,0.956
A0A0A7DZ43,189,1,2-189,0.963
A0A0A7DZ50,190,1,2-188,0.954
A0A0A7DZ51,190,1,2-188,0.934
A0A0A7DZ68,189,1,2-189,0.940
A0A0A7DZ87,189,1,2-189,0.949
A0A0A7LUI0,165,1,37-164,0.951
A0A0A7LUI6,165,1,37-164,0.955
A0A0A7LUL2,165,1,37-164,0.956
A0A0A7LUP6,165,1,37-164,0.949
A0A0A7LUQ1,165,1,37-164,0.956
A0A0A7LUS3,165,1,37-164,0.961
A0A0A7LUW5,165,1,37-164,0.949
A0A0A7LUY3,164,1,37-165,0.933
A0A0A7LWY1,165,1,37-164,0.949
A0A0A7LWZ0,165,1,37-164,0.949
A0A0A7LWZ3,165,1,37-164,0.958
A0A0A7LZ67,165,1,37-164,0.948
A0A0A8JDA9,148,1,6-147,0.954
A0A0A8JF18,148,1,25-147,0.945
A0A0A9B4Z2,276,2,"1-115,147-273",0.944
A0A0A9H6D8,605,2,"101-446,456-603",0.843
A0A0B1P7B6,422,3,"7-252,265-305,309-421",0.555
A0A0B1PD39,605,2,"35-406,421-603",0.610
A0A0B1RUA0,155,1,4-73,0.923
A0A0B1S158,122,1,22-121,0.828
A0A0B1S446,120,1,4-118,0.952
A0A0B1ST85,242,1,8-227,0.660
A0A0B1SX71,438,2,"42-44_47-382,401-433",0.725
A0A0B1SXC6,107,1,6-71,0.882
A0A0B1T731,75,1,1-74,0.979
A0A0B1T920,626,3,"19-305,364-453,501-610",0.875
A0A0B1TA76,99,1,4-92,0.996
A0A0B1TC96,607,3,"28-397,415-462,516-589",0.876
A0A0B1TGX5,268,1,22-262,0.830
A0A0B1TH81,209,2,"17-110,131-173",0.901
A0A0B1THY4,336,3,"22-152,172-212,254-319",0.925
A0A0B1TJU4,543,2,"34-389,407-448",0.836
A0A0B1TMI8,681,4,"37-91,125-437,455-502_508-523,551-680",0.795
A0A0B1TP91,257,2,"29-131,145-256",0.796
A0A0B2P1N0,583,2,"114-418,424-581",0.857
A0A0B2P669,403,2,"4-277,313-402",0.800
A0A0B2PD92,267,1,15-262,0.631
A0A0B2PDF7,572,2,"145-418,446-568",0.819
A0A0B2PHV4,533,1,111-428,0.873
A0A0B2PI85,504,1,329-500,0.808
A0A0B2PIC8,456,2,"12-276,290-449",0.860
A0A0B2RGX4,601,2,"101-423,441-599",0.837
A0A0B2SNE1,620,2,"113-447,448-617",0.827
A0A0B2SNW5,596,2,"101-421,427-594",0.838
A0A0B2SP68,624,2,"117-454,455-623",0.824
A0A0B2UX79,646,3,"144-418,436-477,516-596",0.768
A0A0B2V4Z1,724,4,"1-47,77-380,398-440,635-723",0.796
A0A0B2V753,708,4,"40-393,399-453,487-567,601-694",0.809
A0A0B2V9B8,237,3,"5-47,63-104,105-210",0.623
A0A0B2V9F1,456,4,"15-142,151-205,235-316,346-450",0.931
A0A0B2VDU0,602,3,"23-385,402-444,498-601",0.809
A0A0B2VHS7,659,4,"4-269,287-326,347-505,515-658",0.906
A0A0B2VUC6,556,3,"44-365,383-424,463-529",0.826
A0A0B2VVI5,919,4,"3-358,369-695_759-773,708-749,774-854",0.865
A0A0B2WQI7,601,2,"27-250_353-397,251-352_400-600",0.661
A0A0B2WZV7,298,2,"11-152,153-288",0.719
A0A0B2X1U6,541,2,"42-405,419-534",0.770
A0A0B2X5L4,524,2,"2-80,141-259_281-519",0.695
A0A0B2XHY5,361,1,84-348,0.852
A0A0B4EB98,381,2,"2-65,68-380",0.635
A0A0B4EN03,577,2,"21-231,238-569",0.645
A0A0B4F0K9,362,2,"12-155_225-361,158-224",0.664
A0A0B4FA01,246,1,23-237,0.756
A0A0B4FMW4,793,3,"12-179,203-601,610-791",0.697
A0A0B4FP45,537,2,"42-391,406-525",0.706
A0A0B4G3L8,379,2,"4-65,68-378",0.635
A0A0B4GIZ3,356,1,84-344,0.868
A0A0B4GNB7,382,1,31-381,0.642
A0A0B4H3N4,793,3,"12-179,201-601,610-791",0.714
A0A0B4H7C0,453,2,"14-247,250-447",0.792
A0A0B4H7V4,745,2,"21-241_339-419,244-338_420-596",0.687
A0A0B4H8D6,245,1,23-235,0.771
A0A0B4HCA4,538,2,"42-392,407-526",0.703
A0A0B4IAB3,361,1,84-348,0.855
A0A0B4U9A9,167,1,8-158,0.902
A0A0B4UAS8,147,1,20-148,0.928
A0A0B4XAD1,417,2,"3-113,124-389",0.907
A0A0B5A833,177,1,37-168,0.926
A0A0B5A835,176,1,37-168,0.937
A0A0B5A836,176,1,37-168,0.933
A0A0B5A839,163,1,37-162,0.970
A0A0B5A961,176,1,7-169,0.954
A0A0B5A967,176,1,37-168,0.931
A0A0B5A972,177,1,37-168,0.922
A0A0B5ABT8,175,1,23-169,0.880
A0A0B5ABU1,177,1,37-168,0.932
A0A0B5ABU6,176,1,37-169,0.937
A0A0B5ABV1,177,1,37-168,0.923
A0A0B5ACL1,174,1,18-170,0.948
A0A0B5ACL4,176,1,37-169,0.903
A0A0B5ACL8,177,1,37-168,0.923
A0A0B5ACM3,176,1,38-169,0.910
A0A0B5AE89,177,1,37-168,0.924
A0A0B5AE94,176,1,38-169,0.902
A0A0B5AEA0,177,1,37-168,0.913
A0A0B5D7C0,474,2,"28-202,212-473",0.655
A0A0B5EPG7,287,2,"3-125,155-286",0.662
A0A0B5F6T3,293,2,"3-122,151-260",0.684
A0A0B5IBE8,288,2,"3-125,156-287",0.675
A0A0B6AQS6,297,2,"7-148,165-290",0.684
A0A0B6XZM6,203,2,"10-154,160-199",0.819
A0A0B6YEN1,108,1,3-102,0.960
A0A0B6YS12,253,1,91-92_98-246,0.883
A0A0B6ZSD5,142,2,"6-35,79-141",0.892
A0A0B7A0D2,828,3,"1-320,332-628,629-825",0.846
A0A0B7A1Q5,517,3,"30-297,309-311_317-429,439-514",0.786
A0A0B7A255,381,2,"2-100_250-289,105-249_290-376",0.632
A0A0B7AFX7,407,2,"34-178_217-313,187-216_317-406",0.612
A0A0B7AGB0,243,2,"45-168,175-242",0.828
A0A0B7AKX4,96,1,7-85,0.984
A0A0B7AML2,417,3,"2-116_240-339_386-387,130-236_388-410,349-380",0.605
A0A0B7AMR8,827,3,"3-233_657-826,247-524,534-645",0.687
A0A0B7BDN3,512,2,"5-283,311-511",0.931
A0A0B7BFK4,455,3,"15-46,53-315,335-448",0.815
A0A0B7BG04,195,2,"13-42,68-188",0.939
A0A0B7BQM1,134,2,"5-38,72-132",0.878
A0A0B7BRF7,240,2,"5-38,67-239",0.882
A0A0B7BRG2,250,2,"5-38,60-249",0.886
A0A0B7BRG5,71,1,23-70,0.956
A0A0B7BRQ7,68,1,4-67,0.963
A0A0B7BTU6,326,2,"1-239,261-325",0.851
A0A0B7C4D3,97,1,7-94,0.726
A0A0B7F0F6,368,1,33-367,0.704
A0A0B7F0G8,360,1,29-359,0.721
A0A0B7F0N2,357,1,29-356,0.739
A0A0B7F0Q1,357,1,29-356,0.733
A0A0B7F1Z6,351,1,29-349,0.720
A0A0B7F229,321,1,28-177_193-319,0.655
A0A0B7F3K0,322,1,28-311,0.665
A0A0B7F5A8,318,1,34-316,0.778
A0A0B7F7A3,351,1,63-349,0.762
A0A0B7F8H0,314,1,36-313,0.717
A0A0B7FCB0,324,1,34-309,0.699
A0A0B7FFE4,260,1,45-256,0.764
A0A0B7FGN3,318,1,36-313,0.720
A0A0B7FL26,382,1,26-224_226-376,0.696
A0A0B7FMY1,115,1,1-114,0.696
A0A0B7FN78,356,1,25-181_231-353,0.618
A0A0B7FQ89,358,2,"37-194_250-353,215-247",0.612
A0A0B7FQF4,184,1,3-180,0.959
A0A0B7FR21,223,1,6-194,0.653
A0A0B7FSE1,660,2,"43-338,475-650",0.876
A0A0B7FT97,743,2,"19-182_333-437,259-332_513-742",0.698
A0A0B7FUX7,363,1,24-362,0.725
A0A0B7FUY2,365,2,"26-189_247-364,201-246",0.600
A0A0B7FY08,393,2,"21-183_231-344_373-376,187-230",0.580
A0A0B7G165,365,1,36-363,0.704
A0A0B7G340,316,1,36-315,0.739
A0A0B7G4H1,700,2,"17-152,215-685",0.727
A0A0B7JIX7,393,1,23-174_256-395,0.673
A0A0B7JMD6,630,3,"28-406,407-479,484-629",0.640
A0A0B7JS93,393,1,30-392,0.640
A0A0B7K4V5,394,1,27-182_197-197_205-393,0.609
A0A0B7K6S2,519,2,"46-398,420-496",0.666
A0A0B7K6S7,388,1,28-172_206-387,0.575
A0A0B7K9E9,395,1,63-391,0.714
A0A0B7KA41,335,2,"32-208,214-333",0.578
A0A0B7KAK2,320,1,28-319,0.691
A0A0B7KF68,322,1,29-321,0.693
A0A0B7KF87,322,1,6-321,0.725
A0A0B7KFX7,641,2,"17-244_339-406_409-410,252-338_407-408_411-616",0.600
A0A0B7KHL5,387,1,26-153_245-386,0.619
A0A0B7KKI3,122,1,3-121,0.987
A0A0B7KKW5,130,1,25-120,0.818
A0A0C1NKB8,477,1,75-193_248-456,0.758
A0A0C2CAX1,109,1,24-106,0.794
A0A0C2D4H8,111,1,19-107,0.974
A0A0C2DA01,130,1,20-115,0.938
A0A0C2DDH5,535,2,"25-364,394-502",0.704
A0A0C2DE73,158,1,71-152,0.777
A0A0C2DYT4,347,3,"20-55,79-274,292-334",0.828
A0A0C2E179,162,1,5-158,0.901
A0A0C2E240,238,2,"40-60_106-220,67-103",0.582
A0A0C2EVM1,538,3,"6-148_299-400,150-211,212-298_413-537",0.669
A0A0C2EWN4,511,2,"3-309,321-510",0.889
A0A0C2F7M2,425,2,"26-82_370-424,83-357",0.659
A0A0C2F903,576,2,"46-428,452-564",0.678
A0A0C2FYP6,78,1,4-75,0.989
A0A0C2G9S5,388,2,"85-192,203-385",0.640
A0A0C2GCU9,141,1,58-133,0.879
A0A0C2GMT1,504,3,"1-284,305-346,404-502",0.851
A0A0C2GVC1,385,2,"14-312,330-384",0.767
A0A0C2GX57,512,3,"1-205,214-268,362-443",0.848
A0A0C2H139,190,1,32-165_170-181,0.674
A0A0C2H351,119,1,4-78,0.865
A0A0C2H4J8,151,1,2-137,0.952
A0A0C2H9D1,207,1,14-157,0.740
A0A0C2HF86,343,1,8-141_201-276,0.654
A0A0C2HHH6,370,2,"23-60_205-348,68-197",0.613
A0A0C2IEJ5,393,1,45-392,0.631
A0A0C2IES4,309,2,"3-158,162-308",0.670
A0A0C2IMK2,656,2,"62-433,503-653",0.701
A0A0C2W6Y7,408,1,36-406,0.702
A0A0C2W7D5,637,2,"14-413,467-627",0.680
A0A0C2WNA9,519,2,"12-315,356-515",0.548
A0A0C2WPB2,407,2,"40-235_319-395,236-318",0.602
A0A0C2WPJ7,385,1,23-372,0.674
A0A0C2WY12,418,2,"44-235_327-329_335-405,236-326_330-331",0.591
A0A0C2X1R3,570,2,"16-368,410-553",0.606
A0A0C2XCT6,708,2,"5-205,260-707",0.795
A0A0C2XG69,400,1,40-388,0.665
A0A0C2YBV3,613,2,"22-386,458-602",0.698
A0A0C2ZYB9,349,2,"32-212,219-347",0.872
A0A0C3AKS7,728,2,"14-413,561-716",0.703
A0A0C3ARA1,708,2,"15-404,540-694",0.660
A0A0C3ASP0,396,2,"45-74,84-394",0.710
A0A0C3B3A9,399,1,43-243_274-386,0.618
A0A0C3B3T5,423,2,"15-188,253-408",0.596
A0A0C3B6I5,672,2,"14-411,506-660",0.640
A0A0C3B766,346,2,"30-180,206-344",0.612
A0A0C3B7P4,406,1,45-394,0.685
A0A0C3BJQ5,332,1,22-196_220-331,0.606
A0A0C3CP60,365,2,"25-186_240-363,190-235",0.596
A0A0C3CRE9,342,1,37-341,0.650
A0A0C3D1N7,393,1,32-392,0.636
A0A0C3DMT8,394,2,"25-174_247-393,181-246",0.636
A0A0C3EEV9,688,2,"28-212,263-687",0.719
A0A0C3F7Q7,609,2,"106-345,346-606",0.864
A0A0C3FFF8,362,2,"32-184,209-361",0.619
A0A0C3FFN2,254,1,1-239,0.610
A0A0C3FR79,339,1,30-179_218-337,0.614
A0A0C3FV27,178,1,4-159,0.988
A0A0C3FYC4,365,2,"34-190_334-364,211-331",0.621
A0A0C3FYC9,138,1,1-135,0.795
A0A0C3GI02,283,1,11-281,0.816
A0A0C3H1J4,587,2,"53-413,416-575",0.650
A0A0C3H2L9,362,1,25-360,0.756
A0A0C3JRY4,261,2,"6-178,184-251",0.819
A0A0C3JW09,207,1,5-206,0.757
A0A0C3JWD6,661,2,"15-202_356-419,242-355_424-653",0.642
A0A0C3LFR5,618,2,"24-371,372-390_451-605",0.655
A0A0C3NCS7,578,2,"22-357,416-566",0.605
A0A0C3P2N1,670,2,"20-424,438-669",0.637
A0A0C3PGK8,683,2,"21-212,262-682",0.687
A0A0C3PT91,370,2,"7-169,170-343",0.751
A0A0C3Q4S8,613,2,"18-393,452-595",0.740
A0A0C3Q5J6,469,2,"1-322,350-451",0.675
A0A0C3QVQ1,457,2,"23-355,371-446",0.835
A0A0C3RQX3,726,2,"25-191_388-397,237-387_403-716",0.663
A0A0C3S3B5,589,2,"25-353,380-580",0.662
A0A0C4DI87,338,2,"32-208,214-335",0.542
A0A0C4DNP1,387,1,28-386,0.623
A0A0C4DNS3,280,1,3-264,0.731
A0A0C4DNU4,464,1,148-463,0.923
A0A0C4DWW6,401,1,81-400,0.689
A0A0C4DX73,616,2,"51-406,468-607",0.762
A0A0C4DY08,409,1,139-405,0.876
A0A0C4DYF2,415,1,28-414,0.610
A0A0C4DYX4,359,1,34-358,0.673
A0A0C4E0P1,382,1,35-381,0.703
A0A0C4E313,647,2,"70-443,444-646",0.560
A0A0C4E3X1,325,1,34-313,0.671
A0A0C4E530,396,1,27-156_249-395,0.627
A0A0C4E8A2,325,1,27-323,0.741
A0A0C4ECI4,377,1,28-376,0.636
A0A0C4ECU2,330,1,36-317,0.697
A0A0C4EEL6,229,1,30-224,0.882
A0A0C4EFA8,317,1,74-304,0.879
A0A0C4ERW9,272,1,44-256,0.747
A0A0C4F9W5,303,2,"80-226_295-295,239-294_296-300",0.794
A0A0C5G0L4,288,2,"3-125,156-287",0.676
A0A0C9S6R6,591,2,"95-415,421-590",0.768
A0A0C9SL04,345,2,"31-188_241-344,192-236",0.613
A0A0C9SMC2,655,2,"17-195_366-367_371-377_381-381,240-365_368-370_378-380_383-651",0.655
A0A0C9SRH3,345,2,"31-188_250-344,208-249",0.597
A0A0C9SUN8,675,2,"22-212,260-663",0.667
A0A0C9SXL2,601,2,"1-138,186-599",0.677
A0A0C9T1I0,625,2,"15-179,225-621",0.720
A0A0C9TIX5,690,2,"19-203,221-651",0.665
A0A0C9TQW6,704,2,"22-431,446-659",0.617
A0A0C9TZW6,667,2,"19-210_366-425,250-365_427-666",0.636
A0A0C9U854,521,2,"12-328,380-515",0.533
A0A0C9U908,134,1,1-133,0.964
A0A0C9USP9,276,1,6-271,0.702
A0A0C9UT30,402,3,"12-44,105-215,223-379",0.591
A0A0C9V9W8,546,2,"14-343,408-537",0.547
A0A0C9VHR2,286,1,7-275,0.829
A0A0C9VSL0,500,2,"13-243,341-485",0.887
A0A0C9VWG7,619,2,"21-189_226-232_255-370,233-254_382-617",0.671
A0A0C9W3M0,611,2,"13-380,456-600",0.700
A0A0C9W3X0,371,1,41-199_250-370,0.591
A0A0C9W5Z2,578,2,"14-358,370-576",0.551
A0A0C9WCY2,564,2,"1-78,126-537",0.759
A0A0C9WDK0,668,2,"12-188,237-664",0.653
A0A0C9WFQ9,559,2,"7-94,143-554",0.698
A0A0C9WXQ7,581,2,"14-353,421-579",0.611
A0A0C9XE26,343,2,"38-210,216-342",0.597
A0A0C9YP62,667,2,"12-200,248-661",0.673
A0A0C9Z2J2,635,2,"57-163,211-634",0.723
A0A0C9Z647,677,2,"12-209_378-430,250-377_433-676",0.643
A0A0C9ZMD3,296,2,"1-75,94-286",0.696
A0A0C9ZZ45,394,2,"3-176,180-388",0.735
A0A0D0AGR4,236,1,33-229,0.765
A0A0D0AL52,718,2,"17-222,298-714",0.726
A0A0D0AMS9,664,2,"16-176,238-662",0.678
A0A0D0BB40,451,2,"19-243,263-449",0.668
A0A0D0C0C7,193,1,96-191,0.667
A0A0D0C0G3,195,1,110-175,0.686
A0A0D0CBB0,664,2,"16-176,240-662",0.694
A0A0D0CCA2,370,2,"29-185,194-369",0.608
A0A0D0CKT4,193,1,97-191,0.674
A0A0D0CKT8,147,1,28-142,0.913
A0A0D0CM75,180,1,28-175,0.845
A0A0D0CV66,614,2,"24-385,454-601",0.697
A0A0D0D7T8,446,2,"6-132_198-444,138-183",0.641
A0A0D0DYH4,421,2,"69-248,266-402",0.878
A0A0D0E695,677,2,"25-209,257-673",0.663
A0A0D0EB00,655,2,"17-195_361-400_406-407,240-360_401-405_408-651",0.652
A0A0D0EBE4,320,2,"60-239,257-308",0.841
A0A0D0NEG3,504,3,"23-88,109-378,394-503",0.807
A0A0D1CHR5,762,3,"8-127,269-292_450-756,390-446",0.846
A0A0D1E6L1,371,2,"71-309_339-340_349-359,312-338_341-346",0.657
A0A0D1W1D4,408,1,49-407,0.660
A0A0D1XF56,362,1,36-154_168-361,0.669
A0A0D1YF04,383,1,56-378,0.688
A0A0D1YWF9,609,2,"50-401,402-600",0.643
A0A0D1YXH7,618,2,"50-392,407-600",0.655
A0A0D1Z6F1,617,2,"51-404,405-600",0.677
A0A0D1ZN85,362,1,36-358,0.742
A0A0D1ZTP1,344,1,42-343,0.728
A0A0D1ZZE1,679,2,"35-405,483-628",0.730
A0A0D2AGE3,638,2,"51-404_406-407,405-405_408-624",0.677
A0A0D2ANN3,651,2,"19-250_378-422,253-377_423-638",0.642
A0A0D2B6L8,362,1,42-361,0.699
A0A0D2BB96,368,1,41-363,0.709
A0A0D2BH13,383,1,25-382,0.705
A0A0D2BK54,410,1,50-409,0.657
A0A0D2BKG3,374,1,32-369,0.661
A0A0D2BQ72,408,1,49-407,0.651
A0A0D2BR19,332,1,2-324,0.849
A0A0D2BUH7,614,2,"50-400,401-599",0.686
A0A0D2C2B9,409,1,50-408,0.672
A0A0D2C7N4,362,1,39-361,0.685
A0A0D2CCR2,363,1,42-362,0.691
A0A0D2CEU5,618,2,"50-392,401-600",0.645
A0A0D2CGS3,658,2,"6-200_321-369,201-320_371-634",0.655
A0A0D2CK37,613,2,"49-400,401-598",0.694
A0A0D2CYM2,405,1,45-404,0.654
A0A0D2CZ06,369,1,38-364,0.713
A0A0D2D206,666,2,"6-465,505-665",0.680
A0A0D2D664,335,1,2-324,0.838
A0A0D2D9V1,685,2,"5-149_154-239_364-415,240-363_520-684",0.628
A0A0D2DPV7,379,1,46-368,0.683
A0A0D2DTY5,590,2,"82-220,311-577",0.908
A0A0D2DYM6,376,1,34-371,0.658
A0A0D2E0K9,617,2,"51-404,405-600",0.679
A0A0D2EDR6,383,1,25-382,0.694
A0A0D2EE95,742,3,"5-462,472-556,571-735",0.557
A0A0D2EIL3,376,1,49-371,0.678
A0A0D2EJY3,363,1,37-159_161-362,0.667
A0A0D2ETA8,385,1,27-384,0.691
A0A0D2EZC7,384,1,58-380,0.735
A0A0D2EZH2,607,2,"19-214,215-594",0.680
A0A0D2F3M9,405,1,45-404,0.653
A0A0D2F4M5,378,1,47-369,0.678
A0A0D2FU82,793,2,"1-292_438-481,296-437_482-540_593-779",0.624
A0A0D2G164,387,1,39-47_49-383,0.660
A0A0D2G9B5,384,1,35-380,0.664
A0A0D2GDT0,407,1,47-406,0.655
A0A0D2HA46,320,1,3-302,0.775
A0A0D2HB08,403,1,43-402,0.656
A0A0D2HER3,385,1,36-381,0.684
A0A0D2HGH5,320,1,3-302,0.760
A0A0D2I581,572,2,"51-153_291-328,185-290_343-555",0.608
A0A0D2I6Y7,181,1,5-180,0.971
A0A0D2IAF0,362,1,36-358,0.742
A0A0D2IRC0,102,1,4-100,0.912
A0A0D2IUZ3,687,2,"5-145_179-416,531-686",0.547
A0A0D2IWH9,409,1,49-408,0.653
A0A0D2JFD5,376,1,49-371,0.668
A0A0D2JSE2,652,2,"1-440,490-651",0.602
A0A0D2K829,368,1,41-363,0.704
A0A0D2KPV7,617,2,"51-404,405-600",0.673
A0A0D2KQZ9,301,1,2-300,0.741
A0A0D2L070,409,1,49-408,0.658
A0A0D2LDS6,328,1,12-327,0.678
A0A0D2LGV5,313,1,3-300,0.685
A0A0D2M1N4,337,1,32-336,0.658
A0A0D2MIA5,638,2,"87-453,486-629",0.634
A0A0D2MNS5,352,2,"47-219,220-351",0.596
A0A0D2N6P1,624,2,"13-357,471-614",0.653
A0A0D2NI02,548,2,"55-382,390-547",0.906
A0A0D2P6I0,620,2,"64-434,466-610",0.637
A0A0D2PGN2,342,1,25-341,0.702
A0A0D2PWI2,896,4,"14-223_257-470,484-601,639-767,773-895",0.805
A0A0D2Q202,313,2,"8-156,163-300",0.626
A0A0D2R8B0,598,2,"100-432,433-596",0.831
A0A0D2R8B7,599,2,"107-426,462-597",0.817
A0A0D2RZ91,584,2,"115-411,417-582",0.836
A0A0D2TW57,561,2,"73-388,396-560",0.870
A0A0D2UGD8,619,2,"104-453,454-616",0.848
A0A0D2UIJ1,568,2,"96-386,387-567",0.796
A0A0D2VFA6,567,2,"74-406,412-566",0.847
A0A0D2XFT3,261,1,14-231,0.567
A0A0D2XK45,403,1,31-179_255-402,0.693
A0A0D2XKT7,246,1,1-185,0.584
A0A0D2XQH2,572,2,"43-396,406-559",0.714
A0A0D2XTU9,412,2,"45-181_262-411,189-261",0.646
A0A0D2XZ37,578,2,"25-405,444-575",0.605
A0A0D2Y1T6,115,1,5-114,0.808
A0A0D2Y718,600,2,"19-126,127-598",0.575
A0A0D2YBM6,324,1,34-139_145-311,0.650
A0A0D2YK19,346,1,28-342,0.678
A0A0D3EUY4,597,2,"86-420,426-596",0.824
A0A0D3EUY6,565,2,"86-405,439-564",0.824
A0A0D3G0L0,494,2,"20-82_295-495,88-222",0.886
A0A0D3G0L1,867,3,"1-272,385-706,735-866",0.862
A0A0D3HYU6,797,3,"58-315,391-490,515-793",0.723
A0A0D3ITL1,723,4,"14-310,327-443,454-519,542-713",0.866
A0A0D3IU29,623,2,"138-460,481-589",0.803
A0A0D3J7L5,798,2,"52-240_485-580,322-483",0.694
A0A0D3J9U9,522,3,"2-55,67-301,341-511",0.908
A0A0D3JE56,355,2,"39-181,219-353",0.748
A0A0D3JSQ2,836,3,"104-487_645-742,494-642,745-832",0.725
A0A0D3JST8,833,2,"69-195,489-541",0.668
A0A0D3JVB6,858,5,"1-88_798-857,107-336,344-512,526-602,603-781",0.835
A0A0D3K7B7,253,2,"54-173_179-180,178-178_181-244",0.835
A0A0D3L0P7,787,4,"2-145,169-470,480-584,606-776",0.893
A0A0D3QE84,571,2,"115-412,418-570",0.847
A0A0D3QEA5,571,2,"115-412,418-570",0.854
A0A0D3QEB3,577,2,"113-409,440-575",0.846
A0A0D3QEC2,569,2,"70-401,432-568",0.837
A0A0D4D5X8,555,2,"95-396,403-554",0.871
A0A0D4DDB6,536,2,"38-364,387-535",0.837
A0A0D6B3K9,532,2,"35-364,386-531",0.798
A0A0D6L5D9,278,2,"1-69,82-268",0.616
A0A0D6L7U2,601,1,1-17_208-527,0.773
A0A0D6LDG1,663,2,"9-396,450-583",0.902
A0A0D6LE19,618,4,"6-62,72-76_82-112,78-81_150-440,458-499",0.811
A0A0D6LFQ9,528,2,"9-25_422-525,72-416",0.898
A0A0D6LRV7,533,3,"18-46_416-507,84-115,118-390",0.773
A0A0D6LU01,489,3,"5-175_297-376,176-289,387-461",0.546
A0A0D6LUK5,114,1,25-113,0.945
A0A0D6LVI5,615,3,"20-370,388-464,488-606",0.859
A0A0D6LVJ5,635,2,"58-444,457-620",0.826
A0A0D6LWG8,143,1,28-123,0.807
A0A0D6LWX3,624,4,"21-238,259-308,320-478,488-623",0.897
A0A0D6LXJ2,128,1,4-125,0.996
A0A0D6LYK8,589,3,"4-93,162-516,534-582_588-588",0.870
A0A0D6LZL4,438,3,"58-103,106-368,387-430",0.794
A0A0D6M6M4,389,2,"9-161,163-174_217-363",0.619
A0A0D6M8N7,196,2,"6-121,143-172",0.916
A0A0D6MD07,89,1,1-69,0.979
A0A0D6MD13,559,3,"3-307,326-369,425-556",0.872
A0A0D6P930,531,2,"8-198_295-393,210-294_403-530",0.647
A0A0D6R7V1,693,2,"27-252_272-384,253-271_392-677",0.601
A0A0D7A608,527,3,"1-70,89-403,404-520",0.541
A0A0D7AR41,234,1,10-214,0.905
A0A0D7AWR7,549,2,"26-365,403-545",0.597
A0A0D7AZP4,528,2,"26-383,424-519",0.632
A0A0D7B4G2,297,1,34-296,0.729
A0A0D7BDG3,305,1,11-288,0.675
A0A0D7BDR1,551,2,"26-365,403-543",0.598
A0A0D7BEH6,578,2,"28-369,377-569",0.566
A0A0D7BKM1,564,2,"26-365,374-554",0.573
