accession,trimmed_res,overall_plddt
A0A0D0C0G3,66,47.4
A0A0D0CBB0,161,96.3
A0A0D0CCA2,341,96.9
A0A0D0CKT4,95,76.3
A0A0D0CM75,148,65.4
A0A0D0CV66,362,95.3
A0A0D0D7T8,46,94.1
A0A0D0DYH4,334,78.3
A0A0D0E695,185,88.7
A0A0D0EB00,391,94.4
A0A0D0EBE4,249,91.7
A0A0D0NEG3,270,94.9
A0A0D1CHR5,488,71.6
A0A0D1E6L1,289,95.2
A0A0D1W1D4,359,96.9
A0A0D1XF56,326,97.9
A0A0D1YF04,323,97.6
A0A0D1YWF9,352,95.3
A0A0D1YXH7,343,94.0
A0A0D1Z6F1,354,96.6
A0A0D1ZN85,323,97.3
A0A0D1ZTP1,302,97.6
A0A0D1ZZE1,371,96.1
A0A0D2AGE3,357,95.2
A0A0D2ANN3,404,90.2
A0A0D2B6L8,320,98.0
A0A0D2BB96,323,97.7
A0A0D2BH13,358,97.1
A0A0D2BK54,360,97.9
A0A0D2BKG3,338,97.2
A0A0D2BQ72,359,97.8
A0A0D2BR19,323,97.4
A0A0D2BUH7,351,96.6
A0A0D2C2B9,359,96.9
A0A0D2C7N4,323,98.1
A0A0D2CCR2,321,98.1
A0A0D2CEU5,343,95.3
A0A0D2CGS3,364,83.0
A0A0D2CK37,352,96.1
A0A0D2CYM2,360,98.0
A0A0D2CZ06,327,97.7
A0A0D2D206,460,89.9
A0A0D2D664,323,98.0
A0A0D2D9V1,411,88.1
A0A0D2DPV7,323,97.4
A0A0D2DTY5,267,88.5
A0A0D2DYM6,338,96.9
A0A0D2E0K9,354,96.1
A0A0D2EDR6,358,97.1
A0A0D2EE95,458,86.8
A0A0D2EIL3,323,97.5
A0A0D2EJY3,326,96.8
A0A0D2ETA8,358,96.3
A0A0D2EZC7,323,97.7
A0A0D2EZH2,196,91.6
A0A0D2F3M9,360,97.9
A0A0D2F4M5,323,97.8
A0A0D2FU82,481,75.1
A0A0D2G164,345,97.3
A0A0D2G9B5,346,97.3
A0A0D2GDT0,360,98.0
A0A0D2HA46,300,97.1
A0A0D2HB08,360,96.2
A0A0D2HER3,346,97.4
A0A0D2HGH5,300,96.9
A0A0D2I581,278,79.0
A0A0D2I6Y7,176,58.8
A0A0D2IAF0,323,97.5
A0A0D2IUZ3,412,89.2
A0A0D2IWH9,360,98.0
A0A0D2JFD5,323,98.1
A0A0D2JSE2,440,91.5
A0A0D2K829,323,97.6
A0A0D2KPV7,354,96.4
A0A0D2KQZ9,299,96.3
A0A0D2L070,360,98.0
A0A0D2LDS6,316,96.8
A0A0D2LGV5,298,97.2
A0A0D2M1N4,305,94.8
A0A0D2MIA5,367,92.5
A0A0D2MNS5,305,98.1
A0A0D2N6P1,345,94.6
A0A0D2NI02,328,97.0
A0A0D2P6I0,371,94.7
A0A0D2PGN2,317,97.6
A0A0D2PWI2,457,74.2
A0A0D2Q202,293,71.1
A0A0D2R8B0,333,97.0
A0A0D2R8B7,320,97.3
A0A0D2RZ91,297,97.2
A0A0D2TW57,316,92.1
A0A0D2UGD8,350,91.9
A0A0D2UIJ1,291,82.3
A0A0D2VFA6,333,95.1
A0A0D2XFT3,218,95.9
A0A0D2XK45,372,96.6
A0A0D2XKT7,185,67.2
A0A0D2XQH2,354,97.3
A0A0D2XTU9,367,97.4
A0A0D2XZ37,381,87.8
A0A0D2Y1T6,110,54.4
A0A0D2Y718,472,86.5
A0A0D2YBM6,278,96.8
A0A0D2YK19,315,96.4
A0A0D3EUY4,335,95.1
A0A0D3EUY6,320,82.5
A0A0D3G0L0,476,52.6
A0A0D3G0L1,322,89.8
A0A0D3HYU6,433,79.3
A0A0D3ITL1,297,91.2
A0A0D3IU29,323,91.6
A0A0D3J7L5,529,51.9
A0A0D3J9U9,235,70.0
A0A0D3JE56,315,86.8
A0A0D3JSQ2,639,74.0
A0A0D3JST8,473,76.4
A0A0D3JVB6,230,70.3
A0A0D3K7B7,127,87.1
A0A0D3L0P7,302,87.5
A0A0D3QE84,298,96.8
A0A0D3QEA5,298,96.7
A0A0D3QEB3,297,96.9
A0A0D3QEC2,332,86.0
A0A0D4D5X8,302,94.8
A0A0D4DDB6,327,97.4
A0A0D6B3K9,330,96.9
A0A0D6L5D9,268,92.6
A0A0D6L7U2,527,63.0
A0A0D6LDG1,388,83.6
A0A0D6LE19,363,85.7
A0A0D6LFQ9,345,87.9
A0A0D6LRV7,273,77.3
A0A0D6LU01,372,67.3
A0A0D6LUK5,89,82.2
A0A0D6LVI5,351,91.8
A0A0D6LVJ5,387,73.1
A0A0D6LWG8,96,81.6
A0A0D6LWX3,218,75.7
A0A0D6LXJ2,122,70.2
A0A0D6LYK8,355,92.0
A0A0D6LZL4,263,96.4
A0A0D6M6M4,201,80.1
A0A0D6M8N7,116,92.9
A0A0D6MD13,305,76.4
A0A0D6P930,386,93.9
A0A0D6R7V1,358,94.9
A0A0D7A608,403,71.2
A0A0D7AR41,205,51.6
A0A0D7AWR7,340,97.5
A0A0D7AZP4,358,94.3
A0A0D7B4G2,263,90.9
A0A0D7BDG3,278,49.7
A0A0D7BDR1,340,94.7
A0A0D7BEH6,342,93.5
A0A0D7BKM1,340,95.7
A0A0D8BE38,330,96.9
A0A0D8XNT8,86,82.8
A0A0D8XRD7,116,78.7
A0A0D8XUQ9,73,88.5
A0A0D8XX48,245,60.0
A0A0D8XXJ2,199,68.8
A0A0D8Y241,281,94.8
A0A0D8Y996,322,96.3
A0A0D8Y9Y2,345,88.4
A0A0D8ZXF6,276,97.0
A0A0D8ZXW9,292,97.3
A0A0D8ZY20,292,97.7
A0A0D9NK72,213,97.0
A0A0D9NNM1,311,97.3
A0A0D9NQB6,418,84.4
A0A0D9NQW1,279,95.8
A0A0D9NRE3,347,97.8
A0A0D9NSC2,254,76.3
A0A0D9NTT3,265,97.5
A0A0D9P6L9,350,97.5
A0A0D9R9M2,440,97.3
A0A0D9RY79,430,96.8
A0A0D9S0Q1,381,97.2
A0A0D9V6N1,316,71.6
A0A0D9V6N2,269,71.8
A0A0D9W9R3,307,93.9
A0A0D9XIN8,299,58.6
A0A0D9YG01,335,94.8
A0A0D9YG04,317,83.6
A0A0D9ZQY0,281,92.2
A0A0D9ZQY1,342,92.3
A0A0E0C8Q0,335,94.1
A0A0E0C8Q1,354,79.0
A0A0E0DIL3,325,94.8
A0A0E0FUB3,335,93.0
A0A0E0FUB6,320,87.4
A0A0E0H671,160,91.6
A0A0E0H672,295,96.5
A0A0E0JPQ3,330,94.8
A0A0E0JPQ4,328,95.1
A0A0E0KVG7,141,79.5
A0A0E0KVG9,318,95.2
A0A0E0KVH0,263,84.5
A0A0E0N3H7,354,91.2
A0A0E0N3I2,328,95.6
A0A0E0PEB0,191,80.3
A0A0E0PEB1,304,96.2
A0A0E0RYC2,292,94.6
A0A0E0S8J8,251,87.2
A0A0E1VPL6,383,88.2
A0A0E3J9W7,423,97.9
A0A0E3JS35,132,93.6
A0A0E3M0H4,132,83.9
A0A0E3M2K5,132,92.9
A0A0E4BYS9,326,98.1
A0A0F0GI82,272,98.3
A0A0F0I246,326,98.0
A0A0F0IBW7,367,97.6
A0A0F0IFR5,592,88.5
A0A0F0IHD9,289,96.8
A0A0F0IK08,361,96.4
A0A0F2LYP8,398,79.5
A0A0F2M048,428,88.5
A0A0F2MHX9,287,96.9
A0A0F2MIH6,395,93.1
A0A0F2MJY8,348,96.8
A0A0F2MLY8,269,97.7
A0A0F2T924,328,97.0
A0A0F3IP64,203,89.9
A0A0F3IVV6,189,85.1
A0A0F4G447,395,95.4
A0A0F4G6N0,335,95.3
A0A0F4G9M2,440,90.1
A0A0F4GBJ7,282,92.6
A0A0F4GHY4,366,97.3
A0A0F4GM26,370,96.9
A0A0F4GNX0,326,95.6
A0A0F4GR75,267,97.3
A0A0F4GRH8,537,72.4
A0A0F4GT00,296,96.9
A0A0F4GX97,385,92.4
A0A0F4H1R9,377,96.6
A0A0F4ITK2,285,96.6
A0A0F4JBG8,277,97.7
A0A0F4JVR7,275,95.7
A0A0F4XVI2,288,93.5
A0A0F4YE03,369,91.6
A0A0F4ZCE5,314,98.0
A0A0F4ZJV7,370,92.2
A0A0F5VAR5,291,94.3
A0A0F6AHE7,286,96.4
A0A0F6PA68,189,95.6
A0A0F6PA70,189,95.9
A0A0F6YHH7,295,97.3
A0A0F7G9W3,330,96.4
A0A0F7KCK6,260,97.5
A0A0F7RVY0,302,93.9
A0A0F7RY93,277,88.8
A0A0F7S7B3,287,97.5
A0A0F7TJ40,323,97.0
A0A0F7TKD9,289,97.7
A0A0F7TMS3,379,95.6
A0A0F7TS50,323,96.0
A0A0F7TYM6,301,98.1
A0A0F7VGQ2,327,97.5
A0A0F7VZF4,285,97.6
A0A0F7ZGR3,325,91.5
A0A0F7ZHW4,333,93.9
A0A0F7ZJT6,353,96.3
A0A0F7ZKE7,365,95.6
A0A0F7ZKL0,329,88.0
A0A0F7ZPL7,355,97.5
A0A0F7ZR69,158,75.6
A0A0F7ZRN8,328,96.0
A0A0F7ZS62,110,92.9
A0A0F7ZS77,309,86.4
A0A0F7ZUV5,349,97.0
A0A0F7ZWF9,327,90.3
A0A0F7ZYT2,376,95.4
A0A0F8A039,328,96.8
A0A0F8A0A1,328,94.8
A0A0F8A0K4,352,96.5
A0A0F8A1R3,354,97.0
A0A0F8A4E9,318,97.6
A0A0F8A4Q7,352,94.4
A0A0F8B351,377,93.2
A0A0F8CNX3,357,97.2
A0A0F8URR2,299,97.5
A0A0F8V8S6,335,90.6
A0A0F8W6I0,356,96.3
A0A0F8WX93,299,97.6
A0A0F9J123,327,96.7
A0A0F9WDC2,233,97.8
A0A0F9X0I7,372,93.6
A0A0F9ZGV2,353,97.9
A0A0G2DYV8,306,92.2
A0A0G2E3R6,366,76.3
A0A0G2E4V6,296,97.6
A0A0G2E6K5,119,72.9
A0A0G2EDI3,215,94.7
A0A0G2EEK2,367,96.7
A0A0G2EFR4,109,87.5
A0A0G2ET15,360,97.4
A0A0G2EUA6,301,95.0
A0A0G2EWS7,362,96.2
A0A0G2F5W5,251,96.7
A0A0G2F9B1,362,97.1
A0A0G2FCS1,297,97.8
A0A0G2FDL8,302,96.2
A0A0G2FG16,365,97.5
A0A0G2FI58,345,86.1
A0A0G2FLP9,330,91.1
A0A0G2FNI6,403,96.3
A0A0G2FTB0,303,95.8
A0A0G2FTH2,304,94.3
A0A0G2FWB3,304,61.1
A0A0G2G035,300,96.5
A0A0G2GB29,433,91.7
A0A0G2GEG2,362,95.5
A0A0G2GUG8,250,74.1
A0A0G2H6R0,237,95.6
A0A0G2HJR1,376,94.8
A0A0G2HMP9,300,83.2
A0A0G2HNV4,111,85.8
A0A0G2HXK2,367,97.0
A0A0G2I8P6,421,89.6
A0A0G2I941,356,97.1
A0A0G2IAS2,339,96.0
A0A0G2ICP6,231,92.4
A0A0G2IGH9,398,88.4
A0A0G2J5V5,329,95.0
A0A0G2J6J9,297,96.5
A0A0G2RG96,174,71.4
A0A0G2UFK1,132,86.6
A0A0G2UFK5,132,95.4
A0A0G2UFL2,171,94.8
A0A0G2UFL5,132,94.7
A0A0G2UFL7,171,95.3
A0A0G2UFL9,132,95.3
A0A0G2UH36,131,95.0
A0A0G2UH41,132,94.5
A0A0G2UH44,171,95.0
A0A0G2UH48,171,95.0
A0A0G2UH56,151,76.0
A0A0G2UL47,123,93.3
A0A0G2UL53,132,96.3
A0A0G2UL56,141,92.3
A0A0G2UL59,132,95.7
A0A0G2UNI2,167,72.6
A0A0G2UNJ0,168,69.4
A0A0G2YLH0,356,93.0
A0A0G3BQ28,269,92.4
A0A0G3EI80,189,95.3
A0A0G3EI85,189,95.0
A0A0G3EI90,189,93.7
A0A0G3EI95,189,93.8
A0A0G3EIA0,189,95.9
A0A0G3EIA6,189,94.8
A0A0G3EIB0,189,94.0
A0A0G3EIB5,189,95.9
A0A0G3EIC2,174,94.1
A0A0G3EIC6,189,96.0
A0A0G3EID1,189,95.9
A0A0G3EIE1,189,91.3
A0A0G3EIE6,189,95.2
A0A0G3EIF3,190,95.2
A0A0G3EII8,189,96.1
A0A0G3EIJ3,189,95.5
A0A0G3EIJ8,189,96.0
A0A0G3EIK3,193,91.0
A0A0G3EIK8,187,94.8
A0A0G3EIL3,189,93.2
A0A0G3EIM2,189,93.5
A0A0G3EIM6,189,93.0
A0A0G3EIN0,189,95.6
A0A0G3EIN4,189,95.7
A0A0G3EIN7,190,95.9
A0A0G3EIP0,191,95.8
A0A0G3EIP6,179,92.8
A0A0G3EIP9,190,93.8
A0A0G3EL65,182,95.5
A0A0G3EL70,189,95.8
A0A0G3EL75,191,95.7
A0A0G3EL85,189,96.1
A0A0G3EL90,189,95.7
A0A0G3EL95,189,92.3
A0A0G3ELA2,182,95.3
A0A0G3ELA9,189,95.3
A0A0G3ELB4,189,93.7
A0A0G3ELC0,188,93.5
A0A0G3ELC5,189,95.1
A0A0G3ELD1,189,94.0
A0A0G3ELD7,190,95.4
A0A0G3ELE2,183,96.0
A0A0G3EN18,175,95.2
A0A0G3EN21,189,95.9
A0A0G3EN28,185,91.3
A0A0G3EN32,182,95.2
A0A0G3EN36,186,94.5
A0A0G3EN41,189,91.7
A0A0G3EN44,189,92.1
A0A0G3EN48,189,93.8
A0A0G3EN52,189,95.2
A0A0G3EN57,174,94.1
A0A0G3EN62,180,93.7
A0A0G3EN68,174,93.8
A0A0G3EN74,193,92.5
A0A0G3EN80,179,95.7
A0A0G3EPV6,190,94.4
A0A0G3EPW1,182,94.7
A0A0G3EPW5,189,94.7
A0A0G3EPX1,189,95.8
A0A0G3EPX5,182,95.6
A0A0G3EPY4,189,95.9
A0A0G3EPY8,189,93.5
A0A0G3EPZ6,189,95.4
A0A0G3EQ00,189,95.2
A0A0G3EQ05,180,96.3
A0A0G3EQ10,182,94.0
A0A0G3EQ14,190,94.9
A0A0G3EQ19,189,93.2
A0A0G3EXV0,323,97.1
A0A0G4GQD9,279,91.0
A0A0G4GTR9,485,89.2
A0A0G4HMU6,493,79.1
A0A0G4HRH3,339,71.2
A0A0G4I9S5,502,87.5
A0A0G4ICW5,544,79.6
A0A0G4IJY2,224,87.4
A0A0G4IK72,234,93.3
A0A0G4IPB5,212,97.2
A0A0G4IQ91,212,95.7
A0A0G4IUB1,298,88.5
A0A0G4IUF0,218,95.9
A0A0G4IUQ3,230,88.2
A0A0G4J7H3,221,88.4
A0A0G4KK98,304,95.8
A0A0G4KKL5,304,98.0
A0A0G4KL14,364,95.3
A0A0G4KRK8,82,85.3
A0A0G4KTS8,377,80.7
A0A0G4KXE8,353,97.0
A0A0G4KXM3,353,97.2
A0A0G4KZ42,401,90.4
A0A0G4L6X2,304,97.7
A0A0G4LGJ4,352,94.9
A0A0G4LGV0,226,79.8
A0A0G4LMV7,304,97.8
A0A0G4LN34,393,92.4
A0A0G4LPB5,208,97.4
A0A0G4M1R8,351,97.4
A0A0G4M3R1,376,96.0
A0A0G4M788,115,88.8
A0A0G4MU28,66,70.7
A0A0G4MW88,145,82.5
A0A0G4N2N6,304,97.8
A0A0G4N7R0,356,87.5
A0A0G4NL88,393,92.0
A0A0G4NN18,352,95.9
A0A0G4NN28,352,96.0
A0A0G4NU02,263,94.6
A0A0G4NX83,370,96.7
A0A0G4PWG2,323,95.2
A0A0H1B385,329,95.7
A0A0H1B458,349,96.7
A0A0H1B4Y0,407,88.7
A0A0H1BKK9,338,96.1
A0A0H1BKR6,384,92.5
A0A0H1BRE8,385,87.4
A0A0H1BRF6,296,96.3
A0A0H1R9T1,209,94.8
A0A0H2RSH5,341,92.6
A0A0H3HYW4,392,90.7
A0A0H4AWE0,197,79.0
A0A0H4VRS5,133,89.6
A0A0H4VRT0,132,91.5
A0A0H4VRT4,132,85.6
A0A0H4VRT9,132,92.2
A0A0H4VRU3,133,95.3
A0A0H4VRU8,132,85.6
A0A0H4VRV3,132,94.1
A0A0H4VRV9,132,86.2
A0A0H4VRW5,132,86.1
A0A0H4VRZ3,132,94.8
A0A0H4VS00,132,90.8
A0A0H4VS07,132,94.9
A0A0H4VS10,133,91.8
A0A0H4VS14,151,83.9
A0A0H4VS18,132,94.5
A0A0H4VS26,133,88.3
A0A0H4VS31,151,74.9
A0A0H4VS36,132,86.1
A0A0H4VS40,133,91.9
A0A0H4VS43,132,93.8
A0A0H4VS46,132,95.0
A0A0H4VS50,132,92.5
A0A0H4VTB1,132,95.4
A0A0H4VTB7,131,91.9
A0A0H4VTC4,132,87.3
A0A0H4VTC9,132,94.0
A0A0H4VTD4,132,85.6
A0A0H4VTD8,132,95.9
A0A0H4VTE3,133,88.7
A0A0H4VTE7,132,91.8
A0A0H4VTF3,132,89.9
A0A0H4VTI7,153,87.1
A0A0H4VTK0,148,71.7
A0A0H4VTK5,132,90.8
A0A0H4VTL5,150,81.4
A0A0H4VTM1,132,90.8
A0A0H4VTM5,146,75.2
A0A0H4VTN0,132,90.3
A0A0H4VTN5,132,94.0
A0A0H4VTP1,132,84.9
A0A0H4VTP6,132,92.0
A0A0H4VTQ1,151,70.2
A0A0H4VTQ6,120,91.8
A0A0H4VTR1,132,91.1
A0A0H4VXB7,132,94.5
A0A0H4VXC3,132,92.0
A0A0H4VXC8,132,94.7
A0A0H4VXD4,151,93.1
A0A0H4VXD9,130,90.1
A0A0H4VXE6,132,94.7
A0A0H4VXF1,132,91.4
A0A0H4VXF7,132,90.6
A0A0H4VXG2,132,90.0
A0A0H4VXJ0,132,94.6
A0A0H4VXJ5,132,94.2
A0A0H4VXJ8,104,82.4
A0A0H4VXK2,132,87.8
A0A0H4VXK6,144,78.4
A0A0H4VXK7,123,90.7
A0A0H4VXL1,150,91.0
A0A0H4VXL2,132,87.1
A0A0H4VXL6,132,93.7
A0A0H4VXL7,132,89.5
A0A0H4VXL9,132,91.0
A0A0H4VXM2,151,85.3
A0A0H4VXM4,151,71.0
A0A0H4VXM7,133,89.9
A0A0H4VXM9,146,81.2
A0A0H4VXN2,132,93.3
A0A0H4VXN4,133,88.0
A0A0H4VXN9,132,91.1
A0A0H4VXP1,132,95.7
A0A0H4VXP3,133,92.1
A0A0H4VXP5,132,85.9
A0A0H4VXP7,132,87.0
A0A0H4VXQ0,132,85.6
A0A0H4VXU8,132,94.5
A0A0H4VXV7,151,94.1
A0A0H4VXW2,132,93.2
A0A0H4VXW7,132,91.0
A0A0H4VXX2,132,86.3
A0A0H4VXX8,133,90.8
A0A0H4VXY4,132,90.0
A0A0H4VXY8,133,91.2
A0A0H4VXZ1,132,93.7
A0A0H4VXZ7,132,93.0
A0A0H4VY02,132,89.6
A0A0H4VY07,133,92.1
A0A0H4VY12,132,88.4
A0A0H4VY18,132,89.5
A0A0H4VY22,152,71.8
A0A0H4WDE0,132,93.7
A0A0H4WDE5,132,87.1
A0A0H4WDF1,147,87.9
A0A0H4WDF6,145,92.0
A0A0H4WDG1,132,89.4
A0A0H4WDG6,132,92.5
A0A0H4WDH2,132,90.3
A0A0H4WDH6,146,71.3
A0A0H4WDH9,132,92.7
A0A0H4WDK0,150,94.1
A0A0H4WDK6,132,94.1
A0A0H4WDL2,146,74.9
A0A0H4WDL5,132,88.3
A0A0H4WDL8,132,90.6
A0A0H4WDM0,132,95.4
A0A0H4WDM2,133,92.2
A0A0H4WDM5,132,89.9
A0A0H4WDN0,132,90.3
A0A0H4WDN5,132,87.6
A0A0H4WDN8,132,88.1
A0A0H4WDP3,132,92.9
A0A0H4WDP7,133,87.3
A0A0H4WDQ2,132,88.8
A0A0H5ATL3,169,63.1
A0A0H5ATN9,170,75.2
A0A0H5ATT5,170,74.3
A0A0H5ATV3,169,66.2
A0A0H5ATX9,169,69.2
A0A0H5AWG7,169,66.2
A0A0H5AWM2,169,70.4
A0A0H5BDV9,170,76.6
A0A0H5BDW4,169,67.2
A0A0H5BE02,169,62.7
A0A0H5BE20,169,67.2
A0A0H5QHV8,195,61.1
A0A0H5R6Z8,211,98.2
A0A0H5RCB1,237,94.7
A0A0H5RDM7,67,88.4
A0A0H5RF96,217,93.5
A0A0H5S2I7,358,92.4
A0A0I9N9E9,354,94.2
A0A0I9XPQ9,354,97.2
A0A0I9Y4T4,372,96.6
A0A0I9ZEE2,319,96.9
A0A0J6F5Z0,355,90.3
A0A0J6FL98,345,80.7
A0A0J6H4S8,295,97.8
A0A0J6H9I7,302,97.5
A0A0J6IJN4,383,94.3
A0A0J6SSV4,308,92.8
A0A0J6XJT5,285,96.0
A0A0J6YFZ0,357,96.8
A0A0J6YKE2,383,95.2
A0A0J7AI25,270,98.3
A0A0J7AYB6,371,97.0
A0A0J7IIV1,310,96.9
A0A0J7Z2T4,283,97.7
A0A0J7ZCV6,269,98.5
A0A0J8QV02,94,93.6
A0A0J8QZ21,357,95.8
A0A0J8QZ92,62,80.7
A0A0J8R972,383,95.2
A0A0J8RM30,383,95.2
A0A0J8RXA2,154,89.8
A0A0J8RYC4,333,88.3
A0A0J9END7,416,87.2
A0A0J9UP62,324,97.6
A0A0J9UPS8,372,96.6
A0A0J9UPT4,272,95.0
A0A0J9UW43,208,80.1
A0A0J9UYA5,354,97.3
A0A0J9V2F4,367,97.4
A0A0J9VB39,372,92.7
A0A0J9VFE8,110,54.4
A0A0J9VIU7,152,83.7
A0A0J9VNP9,472,86.5
A0A0J9W938,304,98.1
A0A0J9W9W5,319,97.6
A0A0J9WIE9,348,96.7
A0A0J9WRG4,242,76.0
A0A0J9WSW0,278,96.8
A0A0J9YBJ2,323,91.6
A0A0J9YGT4,171,95.4
A0A0J9YGT5,172,95.5
A0A0J9YGT6,171,95.5
A0A0J9YGT7,171,94.8
A0A0J9YGT8,172,93.1
A0A0J9YGT9,132,88.6
A0A0J9YGU0,171,93.0
A0A0J9YGU1,172,94.1
A0A0J9YGU2,171,94.6
A0A0J9YGU3,172,95.2
A0A0J9YGU4,132,94.9
A0A0J9YGU5,171,95.4
A0A0J9YGU6,172,93.6
A0A0J9YGU7,171,95.0
A0A0J9YGU8,171,95.0
A0A0J9YGU9,171,94.0
A0A0J9YGV0,175,95.0
A0A0J9YGV1,171,95.0
A0A0J9YGV2,171,95.5
A0A0J9YGV3,174,68.5
A0A0J9YGV5,172,94.6
A0A0J9YGV6,173,94.7
A0A0J9YGV7,171,95.0
A0A0J9YGV8,171,94.4
A0A0J9YGV9,162,84.1
A0A0J9YGW0,171,94.4
A0A0J9YGW1,172,94.5
A0A0J9YGW2,169,93.6
A0A0J9YGW3,171,94.1
A0A0J9YGW4,171,92.8
A0A0J9YGW5,172,95.5
A0A0J9YGW6,166,92.3
A0A0J9YGW7,171,95.2
A0A0J9YGW8,171,94.7
A0A0J9YGW9,171,95.3
A0A0J9YGX0,171,95.3
A0A0J9YGX1,171,95.2
A0A0J9YGX2,167,70.1
A0A0J9YGX3,171,95.3
A0A0J9YGX4,171,93.2
A0A0J9YGX5,169,93.2
A0A0J9YGX6,171,95.3
A0A0J9YGX7,164,84.9
A0A0J9YGX8,171,94.1
A0A0J9YGX9,171,95.4
A0A0J9YGY0,171,94.8
A0A0J9YGY1,172,94.4
A0A0J9YGY2,171,95.3
A0A0J9YGY3,171,95.6
A0A0J9YGY4,171,95.4
A0A0J9YGY5,171,95.3
A0A0J9YGY6,129,93.1
A0A0K0CUW5,297,75.6
A0A0K0DJC5,204,52.9
A0A0K0DST0,362,93.3
A0A0K0DT82,270,95.9
A0A0K0E814,305,96.5
A0A0K0ESW5,308,91.0
A0A0K0EYH4,270,97.4
A0A0K0EZE2,303,96.6
A0A0K0FIL8,349,93.1
A0A0K0G017,323,95.7
A0A0K0NPU9,330,97.2
A0A0K0V632,145,71.1
A0A0K0V644,151,56.2
A0A0K0YB13,393,93.5
A0A0K1U2S5,182,95.9
A0A0K1ZEQ7,140,63.1
A0A0K1ZET2,140,66.3
A0A0K1ZKE1,276,97.9
A0A0K1ZP03,273,97.4
A0A0K2AS04,285,98.0
A0A0K2D7R5,124,87.7
A0A0K6FKC6,339,97.4
A0A0K6FMF9,299,85.8
A0A0K6FMI2,74,82.0
A0A0K6FMV0,281,96.4
A0A0K6FN04,231,77.5
A0A0K6FPB5,298,87.5
A0A0K6FPV3,318,78.7
A0A0K6FQJ6,287,96.8
A0A0K6FU45,281,97.1
A0A0K6FUE9,276,97.6
A0A0K6FYY1,276,98.2
A0A0K6FZ11,271,97.7
A0A0K6FZ23,359,70.9
A0A0K6FZJ5,337,96.8
A0A0K6G019,335,97.9
A0A0K6G359,295,95.0
A0A0K6G3H3,286,95.2
A0A0K6G3Y2,196,81.8
A0A0K6G833,161,92.9
A0A0K6G9I8,287,92.5
A0A0K6G9I9,288,97.5
A0A0K6G9U9,276,98.6
A0A0K6GC82,406,94.1
A0A0K6GCM0,427,89.7
A0A0K6GCX1,391,93.8
A0A0K6GD51,661,88.4
A0A0K6GEK7,315,96.5
A0A0K6GFZ7,276,98.0
A0A0K6GGD1,73,91.1
A0A0K6GGT0,271,80.3
A0A0K6GH52,156,90.5
A0A0K6GIP8,315,97.2
A0A0K6GIQ1,149,49.3
A0A0K6GIR3,330,91.3
A0A0K6GJ17,692,85.1
A0A0K6GJ49,281,86.1
A0A0K8PDA5,238,96.4
A0A0K8PE74,267,92.4
A0A0K8PWI6,285,97.8
A0A0K9NMQ6,333,95.3
A0A0K9NTB7,330,96.9
A0A0K9NVF0,169,84.4
A0A0K9P7U4,300,92.2
A0A0K9PD68,297,96.3
A0A0K9PS79,267,90.0
A0A0K9PZE6,318,92.1
A0A0K9PZY4,315,87.9
A0A0K9Q3U4,334,93.8
A0A0L0FIJ4,183,80.6
A0A0L0GEJ5,394,92.7
A0A0L0HF05,301,94.4
A0A0L0HG65,280,95.8
A0A0L0HGD9,281,95.3
A0A0L0KD03,284,97.0
A0A0L0LVJ1,227,97.6
A0A0L0N249,366,86.5
A0A0L0N6W4,353,97.8
A0A0L0NB41,275,96.1
A0A0L0NDW4,372,93.2
A0A0L0RXW5,252,93.7
A0A0L0RZ18,362,92.6
A0A0L0S5H6,261,97.0
A0A0L0S6J0,325,97.2
A0A0L0S771,362,90.5
A0A0L0SBE5,252,93.2
A0A0L0SEA4,152,85.2
A0A0L0SHB1,248,95.6
A0A0L0SML6,255,96.7
A0A0L0SNS0,271,96.7
A0A0L0SY24,252,93.4
A0A0L0T1I9,246,96.1
A0A0L0T297,251,96.1
A0A0L0T3A5,348,89.7
A0A0L0T3E0,246,94.8
A0A0L0T7W0,256,96.4
A0A0L0TAE3,249,97.3
A0A0L0TBD6,255,96.8
A0A0L0TFC6,246,94.0
A0A0L0VSP3,286,83.9
A0A0L0VSW2,286,93.1
A0A0L0W3I3,279,97.8
A0A0L0W3Q3,296,87.1
A0A0L0W3R9,300,85.8
A0A0L0W4D9,320,80.4
A0A0L1INA1,358,97.3
A0A0L1IR14,588,88.2
A0A0L1IVZ5,378,96.9
A0A0L1IXW8,282,92.8
A0A0L1JH90,289,96.6
A0A0L1JHV9,323,96.5
A0A0L1JIN5,326,96.6
A0A0L6U6A8,168,86.0
A0A0L6U6B2,313,83.9
A0A0L6UHL7,349,69.9
A0A0L6VMV5,274,86.8
A0A0L6VTF1,339,69.3
A0A0L8FFZ3,315,84.1
A0A0L8FGF3,465,83.3
A0A0L8FPZ6,357,80.7
A0A0L8G8M2,201,89.9
A0A0L8GNM6,291,87.0
A0A0L8GQB8,426,95.9
A0A0L8HD18,260,73.1
A0A0L8HYV5,259,90.6
A0A0L8I5G4,289,93.9
A0A0L8I5I0,248,76.8
A0A0L8I6T4,81,81.2
A0A0L8ICD6,352,88.9
A0A0L8IDI7,376,85.7
A0A0L8J8Y0,270,98.0
A0A0L8JM97,285,97.1
A0A0L8KT78,285,96.9
A0A0L8LAR0,269,98.4
A0A0L8M4B5,279,96.9
A0A0L8M4C5,285,95.7
