accession	status	n_sites	n_cu	n_other_metal	metals	cu_prob_max	all_probs	ligands	tier	n_his
A0AAD4BGZ0	ok	3	2	1	Copper;FECONI	0.99	Copper:0.93;FECONI:0.91;Copper:0.99	68,A,HIS;120,A,HIS | 315,A,HIS;319,A,HIS;343,A,HIS | 315,A,HIS;319,A,HIS;344,A,HIS	mononuclear	5
A0AAD4NRB5	ok	2	2	0	Copper	1.00	Copper:1.00;Copper:0.87	13,A,HIS;21,A,HIS;30,A,HIS | 162,A,HIS;188,A,HIS	mononuclear	5
A0AAD5M387	ok	1	0	1	FECONI		FECONI:0.97	239,A,HIS;243,A,HIS;264,A,HIS;265,A,HIS	mononuclear	5
A0AAD5T3C3	ok	1	0	1	Zinc		Zinc:0.94	232,A,HIS;236,A,HIS;261,A,HIS;262,A,HIS	mononuclear	5
A0AAD5U3C8	ok	2	2	0	Copper	0.99	Copper:0.95;Copper:0.99	59,A,HIS;77,A,HIS | 212,A,HIS;216,A,HIS;239,A,HIS	mononuclear	5
A0AAD5V4M1	ok	2	1	1	Copper;FECONI	0.98	FECONI:0.85;Copper:0.98	308,A,HIS;312,A,HIS;336,A,HIS | 308,A,HIS;312,A,HIS;337,A,HIS	mononuclear	4
A0AAD5VMH3	ok	2	1	1	Copper;FECONI	0.96	Copper:0.96;FECONI:0.84	57,A,HIS;85,A,CYS;96,A,HIS | 252,A,HIS;276,A,HIS;277,A,HIS	mononuclear	4
A0AAD5WPZ9	ok	2	1	1	Copper;FECONI	0.97	FECONI:0.89;Copper:0.97	242,A,HIS;246,A,HIS;271,A,HIS | 242,A,HIS;246,A,HIS;272,A,HIS	mononuclear	5
A0AAD5XR56	ok	1	1	0	Copper	1.00	Copper:1.00	68,A,HIS;76,A,HIS;85,A,HIS	binuclear	5
A0AAD6E0P8	ok	2	2	0	Copper	0.91	Copper:0.91;Copper:0.78	132,A,HIS;149,A,HIS | 277,A,HIS;303,A,HIS	no_cu	4
A0AAD6NK04	ok	1	1	0	Copper	0.99	Copper:0.99	169,A,HIS;173,A,HIS;188,A,HIS	mononuclear	4
A0AAD7J5J2	ok	2	1	1	Copper;FECONI	0.95	Copper:0.95;FECONI:0.97	59,A,HIS;86,A,CYS;97,A,HIS | 265,A,HIS;269,A,HIS;298,A,HIS;299,A,HIS	binuclear	5
A0AAD8FEX8	ok	3	3	0	Copper	0.99	Copper:0.99;Copper:0.92;Copper:0.88	61,A,HIS;79,A,HIS;88,A,HIS | 204,A,HIS;230,A,HIS;231,A,HIS | 482,A,HIS;511,A,HIS	mononuclear	5
A0AAD8PIW8	ok	1	0	1	FECONI		FECONI:0.99	138,A,HIS;146,A,HIS;155,A,HIS	mononuclear	5
A0AAD8PLZ0	ok	2	2	0	Copper	0.90	Copper:0.90;Copper:0.90	123,A,HIS;131,A,HIS;140,A,HIS | 263,A,HIS;288,A,HIS;289,A,HIS	mononuclear	5
A0AAD8PVJ5	ok	2	1	1	Copper;FECONI	0.76	FECONI:0.92;Copper:0.76	246,A,HIS;250,A,HIS;273,A,HIS | 133,A,HIS;200,A,ASP	no_cu	2
A0AAD8UFY3	ok	2	1	1	Copper;FECONI	1.00	FECONI:0.93;Copper:1.00	390,A,HIS;394,A,HIS;417,A,HIS | 205,A,HIS;213,A,HIS;222,A,HIS	mononuclear	5
A0AAD9ARY9	ok	2	1	1	Copper;FECONI	1.00	Copper:1.00;FECONI:0.93	242,A,HIS;250,A,HIS;259,A,HIS | 427,A,HIS;431,A,HIS;454,A,HIS	mononuclear	5
A0AAD9AZ26	ok	2	0	2	FECONI;Zinc		FECONI:0.93;Zinc:0.84	82,A,HIS;90,A,HIS;99,A,HIS | 222,A,HIS;247,A,HIS;248,A,HIS	mononuclear	5
A0AAD9ECK1	ok	2	0	2	FECONI;Zinc		FECONI:1.00;Zinc:0.93	61,A,HIS;69,A,HIS;78,A,HIS | 207,A,HIS;232,A,HIS;233,A,HIS	mononuclear	5
A0AAD9GMI7	ok	0	0	0					no_cu	2
A0AAD9HBC0	ok	1	0	1	FECONI		FECONI:0.98	139,A,HIS;147,A,HIS;156,A,HIS	mononuclear	5
A0AAD9HKI6	ok	2	0	2	FECONI		FECONI:0.98;FECONI:0.90	68,A,HIS;76,A,HIS;85,A,HIS | 253,A,HIS;257,A,HIS;280,A,HIS	mononuclear	5
A0AAD9KZ40	ok	0	0	0					no_cu	3
A0AAD9L024	ok	0	0	0					no_cu	3
A0AAD9M015	ok	2	1	1	Copper;FECONI	0.94	FECONI:0.90;Copper:0.94	124,A,HIS;132,A,HIS;141,A,HIS | 264,A,HIS;289,A,HIS;290,A,HIS	mononuclear	5
A0AAD9PC82	ok	1	1	0	Copper	0.91	Copper:0.91	164,A,HIS;173,A,HIS	no_cu	4
A0AAD9QB69	ok	3	3	0	Copper	1.00	Copper:1.00;Copper:0.94;Copper:1.00	108,A,HIS;117,A,HIS;127,A,HIS | 247,A,HIS;251,A,HIS;273,A,HIS;274,A,HIS | 408,A,HIS;417,A,HIS;427,A,HIS	mononuclear	4
A0AAD9YE83	ok	2	0	2	FECONI;Zinc		FECONI:0.94;Zinc:0.93	117,A,HIS;125,A,HIS;134,A,HIS | 271,A,HIS;296,A,HIS;297,A,HIS	mononuclear	5
A0AAE0D8U4	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.96	49,A,HIS;57,A,HIS;66,A,HIS | 234,A,HIS;238,A,HIS;261,A,HIS	mononuclear	5
A0AAE0HTN1	ok	1	1	0	Copper	0.97	Copper:0.97	260,A,HIS;264,A,HIS;294,A,HIS;295,A,HIS	mononuclear	5
A0AAE0LYH8	ok	1	0	1	FECONI		FECONI:0.95	208,A,HIS;213,A,HIS;222,A,HIS;223,A,HIS	no_cu	5
A0AAE0M077	ok	2	1	1	Copper;FECONI	0.95	FECONI:0.86;Copper:0.95	81,A,HIS;97,A,HIS | 214,A,HIS;218,A,HIS;240,A,HIS;241,A,HIS	binuclear	5
A0AAE0MG27	ok	0	0	0					mononuclear	4
A0AAE0NMD8	ok	1	1	0	Copper	0.84	Copper:0.84	112,A,HIS;224,A,HIS	mononuclear	3
A0AAE0NPZ1	ok	2	2	0	Copper	0.95	Copper:0.78;Copper:0.95	179,A,HIS;183,A,HIS;208,A,HIS | 179,A,HIS;183,A,HIS;209,A,HIS	binuclear	4
A0AAE0U1Q5	ok	0	0	0					mononuclear	4
A0AAE0WXT6	ok	1	0	1	FECONI		FECONI:0.98	141,A,HIS;149,A,HIS;158,A,HIS	mononuclear	5
A0AAE0X2E2	ok	2	2	0	Copper	1.00	Copper:1.00;Copper:0.93	76,A,HIS;84,A,HIS;93,A,HIS | 212,A,HIS;238,A,HIS;239,A,HIS	mononuclear	5
A0AAE1CE31	ok	2	1	1	Copper;Zinc	0.96	Copper:0.96;Zinc:0.97	70,A,HIS;95,A,CYS;106,A,HIS | 287,A,HIS;291,A,HIS;321,A,HIS;322,A,HIS	binuclear	5
A0AAE8MN78	ok	1	0	1	FECONI		FECONI:0.97	76,A,HIS;89,A,HIS;196,A,ASP;213,A,HIS	no_cu	3
A0AAE8STA2	ok	1	0	1	Zinc		Zinc:0.95	607,A,HIS;611,A,CYS;622,A,HIS	mononuclear	4
A0AAF5PZK9	ok	2	1	1	Copper;Zinc	0.97	Copper:0.97;Zinc:0.88	379,A,HIS;389,A,HIS;398,A,HIS | 490,A,HIS;511,A,ASP	mononuclear	5
A0AAI8YW60	ok	0	0	0					no_cu	3
A0AAI8YWT9	ok	1	0	1	FECONI		FECONI:1.00	11,A,HIS;19,A,HIS;28,A,HIS	mononuclear	5
A0AAI8YZG9	ok	1	0	1	FECONI		FECONI:0.99	142,A,HIS;150,A,HIS;159,A,HIS	mononuclear	5
A0AAI9UCA0	ok	1	1	0	Copper	0.97	Copper:0.97	249,A,HIS;253,A,HIS;290,A,HIS;291,A,HIS	mononuclear	4
A0AAI9UNI6	ok	2	1	1	Copper;FECONI	0.89	FECONI:0.97;Copper:0.89	221,A,HIS;225,A,HIS;247,A,HIS;248,A,HIS | 252,A,ASP;337,A,HIS	mononuclear	5
A0AAI9XI30	ok	2	0	2	FECONI		FECONI:0.93;FECONI:0.98	295,A,HIS;299,A,HIS;355,A,HIS | 295,A,HIS;299,A,HIS;356,A,HIS	mononuclear	3
A0AAI9XMR1	ok	1	1	0	Copper	1.00	Copper:1.00	87,A,HIS;95,A,HIS;104,A,HIS	mononuclear	5
A0AAI9XNV3	ok	3	2	1	Copper;FECONI	0.95	Copper:0.95;Copper:0.77;FECONI:1.00	123,A,HIS;136,A,HIS | 294,A,HIS;298,A,HIS;321,A,HIS | 294,A,HIS;298,A,HIS;322,A,HIS	binuclear	5
A0AAI9XSF2	ok	2	2	0	Copper	1.00	Copper:1.00;Copper:0.93	205,A,HIS;213,A,HIS;222,A,HIS | 390,A,HIS;394,A,HIS;417,A,HIS	mononuclear	5
A0AAI9XYD0	ok	3	1	2	Copper;FECONI	0.82	FECONI:0.93;FECONI:1.00;Copper:0.82	394,A,HIS;398,A,HIS;421,A,HIS | 205,A,HIS;213,A,HIS;222,A,HIS | 281,A,HIS;348,A,ASP	mononuclear	5
A0AAI9YQA0	ok	2	1	1	Copper;FECONI	0.96	FECONI:0.99;Copper:0.96	74,A,HIS;82,A,HIS;91,A,HIS | 229,A,HIS;233,A,HIS;254,A,HIS;255,A,HIS	binuclear	3
A0AAJ0A0G4	ok	2	1	1	Copper;FECONI	0.89	Copper:0.89;FECONI:1.00	234,A,HIS;238,A,HIS;261,A,HIS | 49,A,HIS;57,A,HIS;66,A,HIS	mononuclear	5
A0AAJ0DBW4	ok	2	0	2	FECONI;Zinc		FECONI:0.98;Zinc:0.82	131,A,HIS;139,A,HIS;148,A,HIS | 279,A,HIS;304,A,HIS;305,A,HIS	mononuclear	5
A0AAJ0DVU7	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.92	205,A,HIS;213,A,HIS;222,A,HIS | 390,A,HIS;394,A,HIS;417,A,HIS	mononuclear	5
A0AAJ0EU37	ok	2	0	2	FECONI		FECONI:0.93;FECONI:0.99	211,A,HIS;215,A,HIS;238,A,HIS | 26,A,HIS;34,A,HIS;43,A,HIS	mononuclear	5
A0AAJ0HSA6	ok	2	1	1	Copper;FECONI	0.99	Copper:0.99;FECONI:0.91	132,A,HIS;140,A,HIS;149,A,HIS | 277,A,HIS;302,A,HIS;303,A,HIS	mononuclear	5
A0AAJ8BCI9	ok	0	0	0					no_cu	2
A0AAJ8BW86	ok	1	0	1	Zinc		Zinc:0.94	339,A,HIS;343,A,HIS;365,A,HIS;366,A,HIS	mononuclear	4
A0AAN6E594	ok	2	0	2	FECONI;Zinc		FECONI:0.98;Zinc:0.82	160,A,HIS;168,A,HIS;177,A,HIS | 314,A,HIS;339,A,HIS;340,A,HIS	mononuclear	5
A0AAN6F7R2	ok	2	0	2	FECONI;Zinc		FECONI:0.97;Zinc:0.84	144,A,HIS;152,A,HIS;161,A,HIS | 292,A,HIS;317,A,HIS;318,A,HIS	mononuclear	5
A0AAN6G1Z6	ok	1	0	1	FECONI		FECONI:0.97	142,A,HIS;150,A,HIS;159,A,HIS	mononuclear	5
A0AAN6H7M5	ok	1	0	1	FECONI		FECONI:0.97	142,A,HIS;150,A,HIS;159,A,HIS	mononuclear	5
A0AAN6K752	ok	2	0	2	FECONI		FECONI:0.96;FECONI:0.78	142,A,HIS;150,A,HIS;159,A,HIS | 290,A,HIS;315,A,HIS;316,A,HIS	mononuclear	5
A0AAN6KA23	ok	2	1	1	Copper;FECONI	0.83	FECONI:0.97;Copper:0.83	144,A,HIS;152,A,HIS;161,A,HIS | 292,A,HIS;317,A,HIS;318,A,HIS	mononuclear	5
A0AAN6LYU1	ok	2	2	0	Copper	0.96	Copper:0.96;Copper:0.94	93,A,HIS;112,A,CYS;123,A,HIS | 304,A,HIS;308,A,HIS;331,A,HIS;332,A,HIS	binuclear	5
A0AAN6N1G2	ok	2	2	0	Copper	1.00	Copper:1.00;Copper:0.97	98,A,HIS;106,A,HIS;115,A,HIS | 286,A,HIS;309,A,HIS;310,A,HIS	mononuclear	5
A0AAN6SJA1	ok	1	0	1	FECONI		FECONI:0.99	238,A,HIS;242,A,HIS;266,A,HIS	no_cu	4
A0AAN7GQ08	ok	1	0	1	FECONI		FECONI:1.00	156,A,HIS;164,A,HIS;174,A,HIS	mononuclear	5
A0AAN7VN59	ok	1	0	1	FECONI		FECONI:0.98	128,A,HIS;136,A,HIS;145,A,HIS	mononuclear	5
A0AAN8HSE1	ok	1	0	1	FECONI		FECONI:0.99	188,A,HIS;211,A,HIS;220,A,HIS	mononuclear	4
A0AAN8ZF79	ok	1	0	1	FECONI		FECONI:0.98	92,A,HIS;211,A,HIS;244,A,HIS	mononuclear	4
A0AAN9UQ80	ok	1	0	1	FECONI		FECONI:0.99	117,A,HIS;125,A,HIS;134,A,HIS	mononuclear	5
A0AAN9YIB4	ok	1	0	1	FECONI		FECONI:0.99	317,A,HIS;321,A,HIS;345,A,HIS	mononuclear	5
A0AAQ3M852	ok	2	1	1	Copper;Zinc	0.95	Zinc:0.98;Copper:0.95	94,A,HIS;118,A,CYS;129,A,HIS | 295,A,HIS;299,A,HIS;332,A,HIS;333,A,HIS	binuclear	5
A0AAU9KU22	ok	0	0	0					no_cu	3
A0AAV0UD10	ok	0	0	0					no_cu	0
A0AAV0UFB5	ok	0	0	0					no_cu	1
A0AAV0UHU3	ok	0	0	0					no_cu	0
A0AAV0V041	ok	1	0	1	FECONI		FECONI:0.90	107,A,GLU;260,A,HIS	no_cu	1
A0AAV1T0B6	ok	0	0	0					no_cu	0
A0AAV2QBX0	ok	1	0	1	FECONI		FECONI:1.00	117,A,HIS;123,A,HIS;195,A,GLU	no_cu	3
A0AAV2QDB1	ok	0	0	0					no_cu	0
A0AAV2T9N0	ok	2	2	0	Copper	0.99	Copper:0.99;Copper:0.95	231,A,HIS;260,A,HIS;269,A,HIS | 475,A,HIS;497,A,HIS;498,A,HIS	mononuclear	5
A0AAV2VYF3	ok	2	1	1	Copper;FECONI	0.92	Copper:0.92;FECONI:0.97	62,A,HIS;69,A,CYS;80,A,HIS | 207,A,HIS;211,A,HIS;245,A,HIS;246,A,HIS	mononuclear	5
A0AAV2YQR1	ok	2	1	1	Copper;Zinc	0.98	Zinc:0.75;Copper:0.98	75,A,ASP;315,A,ASP | 188,A,HIS;192,A,HIS;214,A,HIS	mononuclear	4
A0AAV2Z9U8	ok	1	1	0	Copper	0.82	Copper:0.82	238,A,HIS;242,A,HIS;263,A,HIS	mononuclear	3
A0AAV4IQ38	ok	0	0	0					no_cu	2
A0AAV4JTX0	ok	0	0	0					no_cu	3
A0AAV7NZD3	ok	0	0	0					no_cu	2
A0AAV9J8F3	ok	1	0	1	FECONI		FECONI:0.97	139,A,HIS;147,A,HIS;156,A,HIS	mononuclear	5
A0AAV9LU83	ok	1	1	0	Copper	0.96	Copper:0.96	305,A,HIS;309,A,HIS;338,A,HIS;339,A,HIS	mononuclear	3
A0AAV9N1J6	ok	1	0	1	FECONI		FECONI:0.99	11,A,HIS;19,A,HIS;28,A,HIS	mononuclear	5
A0AAV9SY11	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.94	203,A,HIS;211,A,HIS;220,A,HIS | 388,A,HIS;392,A,HIS;415,A,HIS	mononuclear	5
A0AAV9VIS4	ok	2	2	0	Copper	0.95	Copper:0.93;Copper:0.95	208,A,HIS;229,A,CYS;240,A,HIS | 399,A,HIS;403,A,HIS;427,A,HIS;428,A,HIS	mononuclear	5
A0AAV9WSZ8	ok	3	1	2	Copper;FECONI	0.95	Copper:0.95;FECONI:0.89;FECONI:0.97	109,A,HIS;130,A,CYS;141,A,HIS | 305,A,HIS;309,A,HIS;333,A,HIS | 305,A,HIS;309,A,HIS;334,A,HIS	binuclear	5
A0AAW0DCV9	ok	3	2	1	Copper;FECONI	0.96	Copper:0.96;Copper:0.75;FECONI:0.97	126,A,HIS;139,A,HIS | 306,A,HIS;310,A,HIS;332,A,HIS | 306,A,HIS;310,A,HIS;333,A,HIS	mononuclear	5
A0AAW0GI35	ok	2	2	0	Copper	0.96	Copper:0.95;Copper:0.96	77,A,HIS;101,A,CYS;112,A,HIS | 286,A,HIS;290,A,HIS;314,A,HIS;315,A,HIS	binuclear	5
A0AAW0Q5S1	ok	1	0	1	FECONI		FECONI:1.00	128,A,HIS;136,A,HIS;145,A,HIS	mononuclear	5
A0AAW2WSM8	ok	2	0	2	FECONI		FECONI:1.00;FECONI:0.92	177,A,HIS;198,A,HIS;207,A,HIS | 296,A,HIS;325,A,HIS;326,A,HIS	binuclear	5
A0AAX4I0H5	ok	2	1	1	Copper;FECONI	0.94	FECONI:1.00;Copper:0.94	220,A,HIS;228,A,HIS;237,A,HIS | 405,A,HIS;409,A,HIS;432,A,HIS	mononuclear	5
A0AAX4IJG7	ok	2	0	2	FECONI		FECONI:0.97;FECONI:0.84	130,A,HIS;138,A,HIS;147,A,HIS | 276,A,HIS;301,A,HIS;302,A,HIS	mononuclear	5
A0AAX6MJK2	ok	4	2	2	Copper;FECONI;Zinc	1.00	Copper:1.00;Copper:0.97;Zinc:0.88;FECONI:0.97	74,A,HIS;82,A,HIS;91,A,HIS | 222,A,HIS;226,A,HIS;238,A,HIS | 556,A,CYS;754,A,HIS;761,A,HIS | 648,A,HIS;670,A,CYS	binuclear	5
A0AB74JLQ5	ok	0	0	0					no_cu	2
A0ABD1WHD2	ok	2	0	2	FECONI;Zinc		FECONI:0.99;Zinc:0.89	161,A,HIS;182,A,HIS;191,A,HIS | 316,A,HIS;320,A,HIS;350,A,HIS	mononuclear	5
A0ABD2IJ80	ok	1	1	0	Copper	0.98	Copper:0.98	190,A,HIS;200,A,HIS;209,A,HIS	no_cu	4
A0ABD2QHI1	ok	1	0	1	Zinc		Zinc:0.97	213,A,HIS;345,A,HIS;372,A,HIS	no_cu	4
A0ABD3FTY2	ok	1	0	1	FECONI		FECONI:0.99	192,A,HIS;196,A,HIS;218,A,HIS	mononuclear	4
A0ABD3FX43	ok	0	0	0					no_cu	1
A0ABD3I4U1	ok	2	2	0	Copper	0.94	Copper:0.77;Copper:0.94	125,A,HIS;145,A,HIS | 300,A,HIS;304,A,HIS;326,A,HIS;327,A,HIS	mononuclear	5
A0ABD6GFY7	ok	2	1	1	Copper;FECONI	0.94	Copper:0.94;FECONI:0.96	73,A,HIS;105,A,CYS;126,A,HIS | 229,A,HIS;233,A,HIS;257,A,HIS;258,A,HIS	mononuclear	5
A0ABM0MAQ4	ok	2	1	1	Copper;FECONI	0.94	FECONI:0.98;Copper:0.94	179,A,HIS;204,A,HIS;213,A,HIS | 376,A,HIS;398,A,HIS;399,A,HIS	mononuclear	5
A0ABM1B806	ok	1	1	0	Copper	0.89	Copper:0.89	731,A,HIS;753,A,HIS	mononuclear	4
A0ABM1VVY2	ok	0	0	0					no_cu	1
A0ABM4UF39	ok	3	1	2	Copper;FECONI;Manganese	0.85	FECONI:0.94;Copper:0.85;Manganese:0.88	110,A,HIS;114,A,CYS;133,A,HIS;142,A,HIS | 263,A,HIS;267,A,HIS;296,A,HIS | 444,A,ASP;446,A,ASP	mononuclear	5
A0ABM7Q8T6	ok	2	2	0	Copper	0.96	Copper:0.92;Copper:0.96	74,A,HIS;108,A,CYS;123,A,HIS | 229,A,HIS;233,A,HIS;257,A,HIS;258,A,HIS	mononuclear	5
A0ABM7QH35	ok	2	2	0	Copper	0.96	Copper:0.92;Copper:0.96	74,A,HIS;108,A,CYS;123,A,HIS | 229,A,HIS;233,A,HIS;257,A,HIS;258,A,HIS	mononuclear	5
A0ABN3U7S0	ok	0	0	0					no_cu	1
A0ABN8C0W3	ok	0	0	0					no_cu	1
A0ABN8CNH4	ok	0	0	0					no_cu	1
A0ABN8LS46	ok	0	0	0					no_cu	3
A0ABN8LUS6	ok	3	1	2	Copper;FECONI	0.99	FECONI:0.92;FECONI:0.87;Copper:0.99	102,A,HIS;119,A,HIS | 240,A,HIS;244,A,HIS;266,A,HIS | 240,A,HIS;244,A,HIS;267,A,HIS	mononuclear	5
A0ABN8LVE4	ok	3	1	2	Copper;FECONI	0.99	FECONI:0.95;FECONI:0.87;Copper:0.99	102,A,HIS;119,A,HIS | 240,A,HIS;244,A,HIS;266,A,HIS | 240,A,HIS;244,A,HIS;267,A,HIS	mononuclear	5
A0ABN8LXN0	ok	3	1	2	Copper;FECONI;Zinc	0.84	Zinc:0.91;Copper:0.84;FECONI:0.97	106,A,HIS;123,A,HIS;271,A,HIS | 244,A,HIS;248,A,HIS;270,A,HIS | 244,A,HIS;248,A,HIS;271,A,HIS	mononuclear	5
A0ABN8MSS7	ok	2	2	0	Copper	0.99	Copper:0.96;Copper:0.99	69,A,HIS;82,A,HIS | 200,A,HIS;204,A,HIS;227,A,HIS	mononuclear	5
A0ABN8MVN3	ok	3	1	2	Copper;FECONI;Manganese	0.82	Manganese:0.78;Copper:0.82;FECONI:0.99	47,A,GLU;74,A,ASP | 240,A,HIS;244,A,HIS;266,A,HIS | 240,A,HIS;244,A,HIS;267,A,HIS	mononuclear	5
A0ABN8MVN6	ok	1	0	1	Zinc		Zinc:0.93	102,A,HIS;119,A,HIS;267,A,HIS	no_cu	4
A0ABN8MVQ8	ok	2	2	0	Copper	0.99	Copper:0.98;Copper:0.99	189,A,HIS;202,A,HIS | 320,A,HIS;324,A,HIS;347,A,HIS	mononuclear	5
A0ABN8MXH6	ok	2	2	0	Copper	0.97	Copper:0.96;Copper:0.97	69,A,HIS;82,A,HIS | 200,A,HIS;204,A,HIS;225,A,HIS;226,A,HIS	mononuclear	5
A0ABN8MXX5	ok	4	3	1	Copper;Manganese	0.98	Manganese:0.76;Copper:0.98;Copper:0.85;Copper:0.98	47,A,GLU;74,A,ASP | 102,A,HIS;119,A,HIS | 240,A,HIS;244,A,HIS;266,A,HIS | 240,A,HIS;244,A,HIS;267,A,HIS	mononuclear	5
A0ABN8MY60	ok	4	3	1	Copper;Manganese	0.99	Manganese:0.81;Copper:0.95;Copper:0.85;Copper:0.99	47,A,GLU;74,A,ASP | 102,A,HIS;119,A,HIS | 240,A,HIS;244,A,HIS;266,A,HIS | 240,A,HIS;244,A,HIS;267,A,HIS	mononuclear	5
A0ABN8MZV7	ok	4	1	3	Copper;FECONI;Zinc	0.94	Zinc:0.76;Copper:0.94;Zinc:0.85;FECONI:0.99	47,A,GLU;74,A,ASP | 102,A,HIS;119,A,HIS | 240,A,HIS;244,A,HIS;266,A,HIS | 240,A,HIS;244,A,HIS;267,A,HIS	mononuclear	5
A0ABN8N4G6	ok	2	2	0	Copper	0.99	Copper:0.99;Copper:0.98	185,A,HIS;198,A,HIS | 315,A,HIS;319,A,HIS;342,A,HIS	mononuclear	5
A0ABN8PCP7	ok	3	2	1	Copper;FECONI	0.97	Copper:0.97;Copper:0.85;FECONI:0.99	33,A,HIS;50,A,HIS | 171,A,HIS;175,A,HIS;197,A,HIS | 171,A,HIS;175,A,HIS;198,A,HIS	mononuclear	5
A0ABN8PTR8	ok	1	1	0	Copper	0.90	Copper:0.90	35,A,HIS;38,A,HIS	no_cu	1
A0ABN8PUI2	ok	0	0	0					no_cu	3
A0ABN8Q7Y1	ok	2	2	0	Copper	0.99	Copper:0.99;Copper:0.98	185,A,HIS;198,A,HIS | 315,A,HIS;319,A,HIS;342,A,HIS	mononuclear	5
A0ABN8SLK2	ok	3	2	1	Copper;FECONI	0.88	Copper:0.88;Copper:0.83;FECONI:0.94	102,A,HIS;119,A,HIS | 240,A,HIS;244,A,HIS;266,A,HIS | 240,A,HIS;244,A,HIS;267,A,HIS	mononuclear	5
A0ABP2BNE3	ok	2	1	1	Copper;FECONI	0.97	FECONI:0.94;Copper:0.97	74,A,HIS;97,A,CYS;108,A,HIS | 201,A,HIS;205,A,HIS;231,A,HIS;232,A,HIS	mononuclear	5
A0ABP3EMV2	ok	1	1	0	Copper	0.75	Copper:0.75	166,A,HIS;190,A,HIS	no_cu	2
A0ABQ0GAI5	ok	2	0	2	FECONI;Manganese		FECONI:0.95;Manganese:0.93	160,A,HIS;168,A,HIS;177,A,HIS | 190,A,GLU;374,A,HIS;375,A,HIS	mononuclear	5
A0ABQ0GL05	ok	1	0	1	FECONI		FECONI:1.00	238,A,HIS;246,A,HIS;255,A,HIS	mononuclear	5
A0ABQ0LKN2	ok	2	1	1	Copper;FECONI	0.92	Copper:0.92;FECONI:0.96	102,A,HIS;119,A,HIS | 242,A,HIS;246,A,HIS;286,A,HIS;287,A,HIS	mononuclear	5
A0ABQ0M8A7	ok	2	1	1	Copper;FECONI	0.98	Copper:0.98;FECONI:0.96	99,A,HIS;111,A,HIS | 252,A,HIS;256,A,HIS;294,A,HIS;295,A,HIS	mononuclear	5
A0ABQ4GGN2	ok	0	0	0					no_cu	2
A0ABQ6N7K7	ok	1	1	0	Copper	0.99	Copper:0.99	247,A,HIS;251,A,HIS;282,A,HIS	binuclear	5
A0ABQ7J1C5	ok	2	1	1	Copper;FECONI	0.99	Copper:0.99;FECONI:0.93	125,A,HIS;133,A,HIS;142,A,HIS | 270,A,HIS;295,A,HIS;296,A,HIS	mononuclear	5
A0ABQ8R1M6	ok	4	1	3	Copper;FECONI;Zinc	0.84	FECONI:0.95;FECONI:0.96;Copper:0.84;Zinc:0.85	87,A,HIS;118,A,CYS;129,A,HIS | 387,A,HIS;391,A,HIS;421,A,HIS;422,A,HIS | 150,A,HIS;155,A,HIS | 527,A,HIS;532,A,CYS;535,A,HIS	binuclear	5
A0ABQ9PEH4	ok	1	0	1	FECONI		FECONI:0.96	52,A,HIS;76,A,CYS;78,A,HIS;87,A,HIS	mononuclear	5
A0ABQ9PND2	ok	2	1	1	Copper;FECONI	1.00	Copper:1.00;FECONI:0.90	205,A,HIS;213,A,HIS;222,A,HIS | 390,A,HIS;394,A,HIS;417,A,HIS	mononuclear	5
A0ABQ9Q197	ok	2	1	1	Copper;FECONI	0.96	FECONI:1.00;Copper:0.96	121,A,HIS;129,A,HIS;138,A,HIS | 312,A,HIS;335,A,HIS;336,A,HIS	mononuclear	5
A0ABQ9QHE7	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.91	205,A,HIS;213,A,HIS;222,A,HIS | 390,A,HIS;394,A,HIS;417,A,HIS	mononuclear	5
A0ABQ9S7H6	ok	2	2	0	Copper	0.97	Copper:0.76;Copper:0.97	92,A,HIS;112,A,HIS | 249,A,HIS;253,A,HIS;290,A,HIS;291,A,HIS	binuclear	4
A0ABQ9T229	ok	2	1	1	Copper;FECONI	0.94	FECONI:0.99;Copper:0.94	205,A,HIS;213,A,HIS;222,A,HIS | 390,A,HIS;394,A,HIS;417,A,HIS	mononuclear	5
A0ABR0EHV5	ok	2	0	2	FECONI		FECONI:0.98;FECONI:0.85	143,A,HIS;151,A,HIS;160,A,HIS | 291,A,HIS;316,A,HIS;317,A,HIS	mononuclear	5
A0ABR0H9K2	ok	2	1	1	Copper;FECONI	1.00	Copper:1.00;FECONI:0.93	100,A,HIS;108,A,HIS;117,A,HIS | 271,A,HIS;294,A,HIS;295,A,HIS	mononuclear	5
A0ABR0I6B4	ok	2	1	1	Copper;FECONI	1.00	Copper:1.00;FECONI:0.93	100,A,HIS;108,A,HIS;117,A,HIS | 271,A,HIS;294,A,HIS;295,A,HIS	mononuclear	5
A0ABR0JJU7	ok	2	0	2	FECONI;Zinc		FECONI:0.96;Zinc:0.83	158,A,HIS;166,A,HIS;175,A,HIS | 312,A,HIS;337,A,HIS;338,A,HIS	mononuclear	5
A0ABR0ML46	ok	1	1	0	Copper	1.00	Copper:1.00	156,A,HIS;176,A,HIS;185,A,HIS	mononuclear	5
