accession	thioether	sg_dist
A0A0G2EWS7	C*	4.00
A0A0G2F5W5	-	15.36
A0A0G2F9B1	-	22.62
A0A0G2FCS1	-	16.14
A0A0G2FDL8	-	22.66
A0A0G2FG16	-	23.28
A0A0G2FI58	-	23.58
A0A0G2FLP9	C	3.24
A0A0G2FNI6	C	3.37
A0A0G2FTB0	-	15.97
A0A0G2FTH2	-	15.50
A0A0G2G035	-	16.11
A0A0G2GB29	-	NA
A0A0G2GEG2	-	23.06
A0A0G2H6R0	-	14.99
A0A0G2HJR1	-	15.78
A0A0G2HXK2	-	22.94
A0A0G2I8P6	C*	3.67
A0A0G2I941	C	3.16
A0A0G2IAS2	-	22.97
A0A0G2ICP6	C	2.83
A0A0G2IGH9	C	3.42
A0A0G2J5V5	-	15.20
A0A0G2J6J9	-	15.40
A0A0G2YLH0	-	12.47
A0A0G3BQ28	-	25.26
A0A0G3EXV0	C	2.77
A0A0G4GQD9	-	21.52
A0A0G4GTR9	C*	9.49
A0A0G4HMU6	C*	9.56
A0A0G4HRH3	-	7.65
A0A0G4I9S5	C*	9.39
A0A0G4ICW5	C*	9.76
A0A0G4IJY2	C	3.05
A0A0G4IK72	C	2.96
A0A0G4IPB5	C	3.31
A0A0G4IQ91	C*	3.63
A0A0G4IUB1	-	21.29
A0A0G4IUF0	-	NA
A0A0G4IUQ3	C	2.86
A0A0G4J7H3	C	2.82
A0A0G4KK98	-	23.07
A0A0G4KKL5	-	23.13
A0A0G4KL14	C	3.13
A0A0G4KXE8	-	22.98
A0A0G4KXM3	-	22.94
A0A0G4KZ42	C	2.95
A0A0G4L6X2	-	15.44
A0A0G4LGJ4	C	3.37
A0A0G4LMV7	-	15.34
A0A0G4LN34	-	8.27
A0A0G4LPB5	-	15.14
A0A0G4M1R8	C	3.17
A0A0G4M3R1	-	8.28
A0A0G4N2N6	-	15.41
A0A0G4N7R0	-	NA
A0A0G4NL88	-	8.34
A0A0G4NN18	C	3.34
A0A0G4NN28	C	3.19
A0A0G4NU02	-	NA
A0A0G4NX83	-	22.64
A0A0G4PWG2	-	22.59
A0A0H1B385	-	15.19
A0A0H1B458	C	2.91
A0A0H1B4Y0	C	2.69
A0A0H1BKK9	-	23.02
A0A0H1BKR6	C	3.01
A0A0H1BRE8	C	3.47
A0A0H1BRF6	-	15.51
A0A0H1R9T1	-	14.04
A0A0H2RSH5	C	2.96
A0A0H3HYW4	C	3.31
A0A0H5R6Z8	C	3.37
A0A0H5RCB1	C	3.18
A0A0H5RF96	-	NA
A0A0H5S2I7	-	14.09
A0A0I9N9E9	-	13.22
A0A0I9XPQ9	C*	4.56
A0A0I9Y4T4	-	22.84
A0A0I9ZEE2	-	21.08
A0A0J6H4S8	-	15.96
A0A0J6H9I7	-	16.02
A0A0J6IJN4	-	22.51
A0A0J6SSV4	C*	3.65
A0A0J6XJT5	-	NA
A0A0J6YFZ0	C	2.90
A0A0J6YKE2	-	22.42
A0A0J7AI25	-	NA
A0A0J7AYB6	-	22.72
A0A0J7IIV1	C	3.38
A0A0J7Z2T4	-	NA
A0A0J7ZCV6	-	NA
A0A0J8QZ21	C	3.24
A0A0J8R972	-	22.42
A0A0J8RM30	-	22.42
A0A0J8RYC4	C	2.68
A0A0J9END7	C	2.96
A0A0J9UP62	-	22.48
A0A0J9UPS8	-	22.85
A0A0J9UPT4	-	22.56
A0A0J9UYA5	C	2.97
A0A0J9V2F4	-	22.66
A0A0J9VB39	C	2.88
A0A0J9VNP9	C	3.34
A0A0J9W938	-	23.11
A0A0J9W9W5	-	20.99
A0A0J9WIE9	-	22.69
A0A0J9WSW0	-	16.73
A0A0J9YBJ2	-	14.57
A0A0K0DST0	-	13.27
A0A0K0DT82	-	18.58
A0A0K0E814	-	13.61
A0A0K0ESW5	-	11.69
A0A0K0EYH4	-	17.46
A0A0K0EZE2	-	14.80
A0A0K0FIL8	-	11.07
A0A0K0G017	-	18.72
A0A0K0NPU9	C	2.78
A0A0K0YB13	-	15.79
A0A0K1ZKE1	-	15.66
A0A0K1ZP03	C*	3.57
A0A0K2AS04	-	NA
A0A0K6FKC6	-	14.12
A0A0K6FMF9	-	14.19
A0A0K6FMV0	-	22.08
A0A0K6FPB5	-	12.29
A0A0K6FPV3	-	14.37
A0A0K6FQJ6	-	22.45
A0A0K6FU45	-	21.99
A0A0K6FUE9	-	22.15
A0A0K6FYY1	-	22.09
A0A0K6FZ11	-	21.85
A0A0K6FZ23	-	15.12
A0A0K6FZJ5	-	15.90
A0A0K6G019	-	14.00
A0A0K6G359	-	NA
A0A0K6G3H3	-	NA
A0A0K6G833	C*	3.56
A0A0K6G9I9	-	22.56
A0A0K6G9U9	-	22.07
A0A0K6GC82	C	2.94
A0A0K6GCM0	-	NA
A0A0K6GCX1	C*	4.22
A0A0K6GD51	C*	3.66
A0A0K6GEK7	-	23.31
A0A0K6GFZ7	-	22.11
A0A0K6GIP8	-	23.21
A0A0K6GIR3	-	17.45
A0A0K6GJ17	C	2.90
A0A0K8PDA5	-	NA
A0A0K8PE74	C*	3.57
A0A0K8PWI6	-	NA
A0A0K9NMQ6	C	3.16
A0A0K9NTB7	C	2.89
A0A0K9P7U4	C	2.92
A0A0K9PD68	C	2.91
A0A0K9PS79	C	3.24
A0A0K9PZE6	-	NA
A0A0K9PZY4	C	3.41
A0A0K9Q3U4	C	3.15
A0A0L0GEJ5	-	6.94
A0A0L0HF05	-	14.43
A0A0L0HG65	-	21.72
A0A0L0HGD9	-	14.46
A0A0L0KD03	-	NA
A0A0L0LVJ1	C	3.24
A0A0L0N6W4	C	2.98
A0A0L0NB41	-	NA
A0A0L0NDW4	C	3.04
A0A0L0RXW5	-	24.93
A0A0L0RZ18	-	20.00
A0A0L0S5H6	-	22.31
A0A0L0S6J0	-	14.59
A0A0L0S771	-	20.21
A0A0L0SBE5	-	24.86
A0A0L0SHB1	-	19.91
A0A0L0SML6	-	21.94
A0A0L0SNS0	-	21.00
A0A0L0SY24	-	14.41
A0A0L0T1I9	-	21.94
A0A0L0T297	-	15.90
A0A0L0T3A5	-	15.75
A0A0L0T3E0	-	21.99
A0A0L0T7W0	-	19.99
A0A0L0TAE3	-	22.38
A0A0L0TBD6	-	22.03
A0A0L0TFC6	-	21.80
A0A0L0VSW2	-	NA
A0A0L0W3I3	-	10.80
A0A0L0W3Q3	-	NA
A0A0L0W3R9	-	23.70
A0A0L1INA1	-	22.64
A0A0L1IR14	C	3.39
A0A0L1IVZ5	-	22.69
A0A0L1IXW8	-	16.17
A0A0L1JH90	-	15.42
A0A0L1JHV9	-	19.80
A0A0L1JIN5	-	18.21
A0A0L6U6B2	-	23.77
A0A0L6UHL7	-	12.99
A0A0L6VMV5	-	10.33
A0A0L8FGF3	-	NA
A0A0L8FPZ6	-	10.53
A0A0L8G8M2	-	NA
A0A0L8GQB8	C*	13.56
A0A0L8HYV5	-	19.09
A0A0L8I5G4	-	11.65
A0A0L8ICD6	-	NA
A0A0L8IDI7	-	NA
A0A0L8J8Y0	-	NA
A0A0L8JM97	-	NA
A0A0L8KT78	-	15.59
A0A0L8LAR0	-	NA
A0A0L8M4B5	-	NA
A0A0L8M4C5	-	NA
A0A0L9U315	C	3.10
A0A0L9VFM6	C	2.89
A0A0L9VFW5	C	2.77
A0A0M2GKY8	-	NA
A0A0M2GZN4	-	NA
A0A0M3HW24	-	18.17
A0A0M3IBJ1	-	13.36
A0A0M3IG66	-	NA
A0A0M3IJ33	-	NA
A0A0M3J581	-	17.84
A0A0M3K8B7	-	11.96
A0A0M3KA58	-	11.94
A0A0M3KDC4	-	18.07
A0A0M3M730	-	26.12
A0A0M3TBA3	-	NA
A0A0M4DRR3	-	NA
A0A0M4MAU7	-	NA
A0A0M6Y0M3	C	3.34
A0A0M8N0I4	C	3.24
A0A0M8NS36	C	2.96
A0A0M8QIS7	-	NA
A0A0M9ER85	-	23.14
A0A0M9ERT3	-	22.86
A0A0M9ETD6	-	22.62
A0A0M9EWC2	-	23.11
A0A0M9F0D9	C	2.88
A0A0M9F576	C	3.21
A0A0M9WB41	-	22.51
A0A0N0DBY3	-	22.72
A0A0N0DC34	C*	3.58
A0A0N0DDD1	-	21.11
A0A0N0H3U4	C	3.22
A0A0N0ZT96	C	3.34
A0A0N1H7B4	-	22.21
A0A0N1HAY8	C	2.84
A0A0N1HXY4	-	18.91
A0A0N1P0I4	-	23.19
A0A0N4SWM7	-	13.20
A0A0N4SWM8	-	NA
A0A0N4U1W5	-	18.22
A0A0N4U462	-	11.51
A0A0N4UF68	-	13.27
A0A0N4UH71	-	18.10
A0A0N4VH14	-	17.62
A0A0N4VKH8	-	NA
A0A0N4W206	-	12.67
A0A0N4W2K4	-	13.99
A0A0N4W319	-	18.09
A0A0N4W3N3	-	13.11
A0A0N4WJP6	-	13.10
A0A0N4WK64	-	17.15
A0A0N4X1J9	-	11.14
A0A0N4X7Y7	-	18.21
A0A0N4XC55	-	17.43
A0A0N4XV58	-	17.08
A0A0N4XV59	-	13.94
A0A0N4Y6D6	-	NA
A0A0N4YHN0	-	12.92
A0A0N4YNX1	-	17.58
A0A0N4ZAV1	-	11.11
A0A0N4ZH21	-	14.64
A0A0N4ZUJ2	-	14.69
A0A0N4ZWQ0	-	13.31
A0A0N5AGM7	-	16.85
A0A0N5BLW3	-	11.09
A0A0N5BTH1	-	14.65
A0A0N5BZ94	-	17.74
A0A0N5C291	-	17.48
A0A0N5CG53	-	14.69
A0A0N5CHB0	-	13.18
A0A0N5CJV0	-	13.40
A0A0N5CNE5	-	14.21
A0A0N5D763	-	13.87
A0A0N7EI22	C	2.87
A0A0N7H8Q0	C	3.09
A0A0N7HV29	-	12.75
A0A0N7YL27	-	14.82
A0A0N9DV50	C	2.81
A0A0N9DV65	C	2.85
A0A0N9HGV8	C	2.81
A0A0N9HQF2	C	3.24
A0A0N9HUR6	-	16.17
A0A0N9LXU7	C	2.89
A0A0N9VSI6	C	3.45
A0A0P0BZ27	-	25.86
A0A0P0WEZ4	C	3.04
A0A0P1AML5	-	12.67
A0A0P1ANE6	-	NA
A0A0P1AW40	-	12.59
A0A0P1AY18	-	12.57
A0A0P1AY43	-	12.64
A0A0P1B2I3	-	11.90
A0A0P1FFJ7	C	3.19
A0A0P7APX3	C	3.04
A0A0P7AYL1	-	15.40
A0A0P7AZ30	C	2.95
A0A0P7B6C2	C	3.13
A0A0P7B6M1	-	22.17
A0A0P7BCC7	-	22.81
A0A0P7BFC0	C*	4.31
A0A0P7BKW4	-	23.78
A0A0P7BUG0	C	2.85
A0A0P7XBT8	-	13.20
A0A0P7YXS6	-	13.06
A0A0P7ZSV8	-	18.98
A0A0Q3M1Y0	-	13.08
A0A0Q3N0S9	C	2.97
A0A0Q3PGP4	-	12.73
A0A0R0D5V2	C*	3.54
A0A0R0GQB4	C	2.93
A0A0R0GYN5	C	2.84
A0A0R0JBC8	C	2.96
A0A0R0JCW2	C	3.16
A0A0R0LTG5	C*	7.98
A0A0R2Y939	-	15.77
A0A0R3PF75	-	NA
A0A0R3PT20	-	14.12
A0A0R3QQ18	-	NA
A0A0R3R4J2	-	21.23
A0A0R3RGG0	-	17.84
A0A0R3RHW7	-	13.24
A0A0R3RSJ5	-	13.94
A0A0R3RX42	-	NA
A0A0S2FCJ0	C	3.25
A0A0S2SVY3	C	2.67
A0A0S3Q2G5	C	2.79
A0A0S3RT48	C	2.91
A0A0S3RT50	C	3.05
A0A0S3S2K2	C	2.77
A0A0S4LNR0	-	27.65
A0A0S4QMR3	-	14.59
A0A0S4TM49	C	3.27
A0A0S4TX46	-	15.71
A0A0S4U8D6	-	15.65
A0A0S4V1M6	C*	3.51
A0A0U1M3F3	-	NA
A0A0U1M3S2	-	14.53
A0A0U1M7Z5	C	3.41
A0A0U1MAB1	C*	3.51
A0A0U1TTF5	C	2.94
A0A0U1VG68	C	3.47
A0A0U2D7M5	C	2.74
A0A0U2DXN3	C	2.89
A0A0U3KNS5	-	13.68
A0A0U3ND85	-	12.81
A0A0U5C6D2	C*	3.58
A0A0U5C9K9	-	14.42
A0A0U5CC61	C	2.82
A0A0U5G353	-	15.89
A0A0U5GGT1	-	23.11
A0A0U5GNJ7	-	NA
A0A0U9HU61	C	3.19
A0A0V0IHG3	C	3.12
A0A0V0R8Y7	-	NA
A0A0V0S806	-	NA
A0A0V0TGR2	-	NA
A0A0V0YE73	-	NA
A0A0V1AAJ2	-	NA
A0A0V1ABN4	-	NA
A0A0V1BIN6	-	NA
A0A0V1DE70	-	NA
A0A0V1ESS6	-	NA
A0A0V1G4S3	-	NA
A0A0V1I3Y0	-	NA
A0A0V1JHS7	-	NA
A0A0V1KD92	-	NA
A0A0V1KR57	-	NA
A0A0V1MUW3	-	NA
A0A0W0EZ29	-	22.18
A0A0W0EZ38	-	22.22
A0A0W0F0K7	-	22.39
A0A0W0FIC5	-	21.72
A0A0W0GDC0	-	21.98
A0A0W7VMU8	C	3.26
A0A0W7W3G9	C	2.96
A0A0W7WYA7	-	15.82
A0A0W7WZ21	-	NA
A0A0W8AY19	-	NA
A0A0W8BY92	-	11.94
A0A0W8C3P5	-	12.04
A0A0W8C3R7	-	NA
A0A0W8CBY9	-	12.28
A0A0W8CFP1	-	12.32
A0A0W8CSU7	-	12.12
A0A0W8DAM1	-	NA
A0A0W8DI56	-	12.67
A0A0W8DVC6	-	12.49
A0A0X3NRP7	C*	10.27
A0A0X3Q9U6	C*	11.78
A0A0X3VR41	-	NA
A0A0Y0DNT4	-	NA
A0A0Y0HPL2	C*	12.47
A0A100I6A4	-	17.87
A0A100IQL8	-	19.59
A0A100JPF4	-	NA
A0A100WRM8	C	3.08
A0A100Y8Z3	-	NA
A0A101J743	-	NA
A0A101M9I9	-	22.54
A0A101MLX7	C	3.31
A0A101MR60	-	22.60
A0A101N565	-	NA
A0A101NIJ2	-	NA
A0A101NKQ7	-	10.78
A0A101NV74	-	NA
A0A101P6K5	-	NA
A0A101QUU6	-	NA
A0A101R4N3	-	NA
A0A101RWK5	-	NA
A0A101SWH6	-	NA
A0A101SXR6	-	NA
A0A101TBM6	-	NA
A0A101U6G7	-	NA
A0A102PM76	C*	3.92
A0A103PNW8	C*	3.50
A0A103PWC4	C	2.72
A0A106A3A2	C*	3.70
A0A106UV91	C*	3.63
A0A107FN97	C	3.43
A0A108CDW8	C	3.44
A0A108IP97	C*	3.65
A0A108U4M8	C	3.20
A0A109Y9Y9	-	12.96
A0A110AXN9	C	2.60
A0A117DZY6	-	15.26
A0A117E182	-	20.85
A0A117E211	-	22.47
A0A117MLS2	-	16.06
A0A117NXX7	-	NA
A0A117P530	-	NA
A0A117PT81	-	15.78
A0A117RCM1	-	NA
A0A118JXA6	C	2.78
A0A118K103	C	2.95
A0A118K104	C	3.06
A0A118K108	C	2.81
A0A118KK65	C*	3.99
A0A124BUX3	-	22.72
A0A124C387	-	NA
A0A124GWH9	-	15.62
A0A124HCX7	-	NA
A0A124HPH4	-	NA
A0A124HYZ7	-	15.56
A0A124I005	-	15.80
A0A124I9G6	-	NA
A0A124IDG4	-	NA
A0A124SHT3	C	2.84
A0A125T1B4	-	12.84
A0A125T1B5	-	12.83
A0A127I0D0	C*	3.58
A0A127Z996	-	14.56
A0A132BEL0	-	10.17
A0A132PQI8	C	3.34
A0A135LB50	-	22.44
A0A135LG02	C	3.33
A0A135LM00	-	14.72
A0A135LUD3	-	22.64
A0A135RMZ4	C	3.27
A0A135RNQ4	C*	3.52
A0A135RQT6	-	21.85
A0A135RS26	-	10.38
A0A135RS91	-	23.03
A0A135RSH1	-	11.00
A0A135RUD9	C	3.38
A0A135RW48	C*	3.81
A0A135RZK9	-	23.90
A0A135S0P5	-	22.56
A0A135S3G6	C	3.42
A0A135S3P0	-	11.06
A0A135S3P5	-	23.07
A0A135S4L3	-	23.05
A0A135S4U4	-	22.92
A0A135SAA3	-	22.63
A0A135SAX1	-	22.45
A0A135SBU0	-	22.17
A0A135SC70	-	15.29
A0A135SDX5	-	15.51
A0A135SEP1	-	NA
A0A135SGH4	-	22.12
A0A135SGW1	-	22.75
A0A135SHP2	-	14.89
A0A135SM69	-	15.93
A0A135SQH1	C	3.02
A0A135SUC7	C	3.14
A0A135SV65	C	3.22
A0A135SXA3	-	21.31
A0A135T0G8	-	15.29
A0A135T100	-	16.74
A0A135T2T3	-	16.07
A0A135T4G4	-	10.33
A0A135T5S7	-	17.08
A0A135T9P2	C*	3.75
A0A135T9S5	-	22.95
A0A135TH42	-	22.89
A0A135TH91	-	22.66
A0A135TMP6	-	22.78
A0A135TNR4	-	NA
A0A135TPT1	-	23.03
A0A135TSL1	-	22.49
A0A135TTE1	-	16.99
A0A135TTG2	-	22.77
A0A135TTJ8	-	22.84
A0A135TX30	-	NA
A0A135U0S7	-	21.19
A0A135U3N3	-	15.90
A0A135U459	C*	3.62
A0A135U630	-	NA
A0A135UB78	-	22.23
A0A135UC61	-	15.26
A0A135UJF2	-	22.89
A0A135UQQ8	-	23.76
A0A135USI1	-	21.89
A0A135UX03	C	3.27
A0A135UXL8	-	22.84
A0A135UY99	-	NA
A0A135UYD8	-	10.37
A0A135UYT4	C	3.41
A0A135V346	-	22.67
A0A135V3G6	-	22.82
A0A135V5Z9	-	15.64
A0A135V6V7	-	NA
A0A135V6Y1	-	NA
A0A135V7B2	C	2.91
A0A135V8Q3	-	NA
A0A135WCR1	C	3.32
A0A136IKH1	-	22.31
A0A136IKR7	-	22.79
A0A136ILZ0	-	14.57
A0A136IM69	C*	3.59
A0A136IM80	-	14.96
A0A136IMC1	-	14.36
A0A136IMD0	-	15.23
A0A136INA1	-	23.46
A0A136INC9	-	21.83
A0A136INM5	-	15.23
A0A136INV6	-	14.86
A0A136IPD1	C	3.27
A0A136IQD4	-	22.77
A0A136IS40	-	15.44
A0A136ISR9	-	21.94
A0A136IST3	-	22.36
A0A136IUL0	C	3.03
A0A136IUM9	-	22.98
A0A136IVH6	-	14.41
A0A136IZ96	-	12.91
A0A136J3H2	-	12.82
A0A136J918	-	21.27
A0A136J9K5	-	12.80
A0A136JFC0	-	NA
A0A136JKK4	-	12.67
A0A137NPV3	-	15.79
A0A137NPX8	-	NA
A0A137NQ81	-	16.57
A0A137NQN3	-	21.95
A0A137NUB7	-	14.33
A0A137NY78	-	21.76
A0A137NYB7	-	17.35
A0A137NZ43	-	21.80
A0A137P2U0	-	15.85
A0A137P2U9	-	8.81
A0A137P2V9	-	14.57
A0A137P353	-	14.16
A0A137P4I7	-	20.77
A0A137P4K7	-	22.16
A0A137P4L3	-	22.25
A0A137P4M5	-	22.13
A0A137P649	-	21.99
A0A137P667	-	21.41
A0A137P762	-	20.25
A0A137P7E0	-	20.28
A0A137P7Q8	-	22.30
A0A137P8T8	-	8.18
A0A137PAH5	-	8.44
A0A137PAT2	-	20.15
A0A137PAW4	-	33.53
A0A137PC40	-	21.71
A0A137PC55	-	21.46
A0A137PC66	-	15.46
A0A137PC75	-	21.87
A0A137PC76	-	21.82
A0A137PDD6	-	21.48
A0A137PEX6	-	22.39
A0A137PEX7	-	22.61
A0A137PFI2	-	20.79
A0A137PGY5	-	16.22
A0A137PJ00	-	14.34
A0A137PJ55	-	22.30
A0A139GZD1	C	3.29
A0A139H1A4	-	21.90
A0A139H2H4	C*	3.70
A0A139H2N1	-	14.90
A0A139H494	-	22.93
A0A139H5V8	-	14.43
A0A139H835	C	3.30
A0A139H8Y2	C	3.38
A0A139HAY5	-	NA
A0A139HFA6	-	21.60
A0A139HS50	C	2.93
A0A139HSY9	-	15.52
A0A139HT25	-	15.51
A0A139HWZ2	-	17.15
A0A139HZC9	C*	6.40
A0A139HZN1	-	22.91
A0A139I097	C	2.84
A0A139I0D1	C	2.93
A0A139I8P4	-	17.29
A0A139IGI5	C	3.49
A0A139X072	-	NA
A0A140CTD1	-	22.64
A0A140KXU8	C	2.67
A0A141PG56	C	3.38
A0A142DA85	-	13.01
A0A142I737	-	NA
A0A143BUH9	-	NA
A0A143C0H9	-	NA
A0A143PNK1	-	15.80
A0A146EXW0	-	17.89
A0A146F475	-	20.81
A0A146F7M9	-	15.39
A0A146FM76	-	22.75
A0A146FPZ7	-	22.47
A0A146PCI2	-	12.73
A0A147AH67	-	13.04
A0A150GSZ2	-	9.17
A0A150RNV4	C	3.44
A0A150TIY7	C	3.12
A0A150X4H6	C	3.21
A0A151GMN0	C	2.93
A0A151GX82	C	3.02
A0A151MVL6	-	13.39
A0A151NRJ9	-	13.24
A0A151NSM3	-	13.34
A0A151P161	-	12.74
A0A151R8K1	C	2.87
A0A151R8P6	C	2.94
A0A151T7G3	C	2.89
A0A151TBD1	-	NA
A0A158C0S9	C	3.43
A0A158FM56	C	2.84
A0A158GFY2	C	2.79
A0A158GQ64	C	3.22
A0A158I8U8	C	2.94
A0A158IB94	C	2.87
A0A158IZL9	C	2.87
A0A158JMF3	C	3.04
A0A158KTI3	C	3.43
A0A158KUU5	C	2.83
A0A158L420	C	2.83
A0A158P622	-	11.64
A0A158P6C4	-	11.28
A0A158P795	-	17.61
A0A158P8V6	-	13.96
A0A158PD03	-	13.77
A0A158PFS7	-	15.99
A0A158PLH5	-	11.57
A0A158PQY2	-	13.81
A0A158Q514	-	13.32
A0A158Q6U1	-	18.13
A0A158QQB3	-	10.86
A0A158QXF3	-	13.93
A0A158QXY4	-	11.19
A0A158QYB7	-	11.27
A0A158RAT2	-	NA
A0A160P4Z8	-	6.43
A0A160TMJ0	C	3.43
A0A161VHR9	-	22.37
A0A161VWW8	C	3.00
A0A161VY89	-	NA
A0A161W2S5	-	22.50
A0A161W8U8	-	22.97
A0A161WG29	-	15.38
A0A161WK35	-	NA
A0A161YMD9	-	22.80
A0A162A591	C	2.92
A0A162JG37	-	22.74
A0A162K920	C	3.45
A0A162KDQ5	C	3.09
A0A162MRN0	-	10.44
A0A162Q605	C	2.86
A0A163AGV4	-	15.16
A0A163B884	-	15.11
A0A163BNN1	-	15.87
A0A163DMR5	-	23.11
A0A163ELR8	-	14.72
A0A163EMQ2	C*	3.57
A0A163FA92	C	2.84
A0A163HMT0	C	2.95
A0A163HZN4	C	2.74
A0A163IS79	-	15.98
A0A163K839	-	19.04
A0A163KNP0	-	22.64
A0A163KVN4	-	14.88
A0A163LKQ2	-	22.44
A0A163MEU3	-	22.80
A0A164MPH2	C*	4.03
A0A164PRN3	C	3.44
A0A164PRP8	C	3.43
A0A164PTM7	C	3.00
A0A164PTP3	C*	3.67
A0A164PTP5	C*	4.54
A0A164RA64	C	2.82
A0A164RAH3	C*	4.15
A0A164RBJ3	C	3.33
A0A164SP08	C	2.79
A0A164TCQ0	C	2.78
A0A164WC69	C	2.78
A0A164ZTV5	C*	4.65
A0A165BB62	C*	3.97
A0A165C107	-	16.69
A0A165DIB8	-	18.40
A0A165ELT2	-	16.94
A0A165F8M0	C	3.49
A0A165FWQ7	C	3.16
A0A165HIH0	-	21.56
A0A165J5C9	C	2.93
A0A165JGF1	-	16.15
A0A165JGH2	-	19.25
A0A165R782	C	2.72
A0A165TU36	C*	3.65
A0A165V412	-	15.54
A0A165XBZ9	C*	3.53
A0A165YMC5	C*	3.65
A0A166AA12	C	3.34
A0A166ALV4	-	13.42
A0A166C3P3	C	2.67
A0A166CKA0	C	3.48
A0A166CLK7	C	3.38
A0A166DTI6	C	2.94
A0A166DTU7	C	2.62
A0A166DTV9	C	2.64
A0A166DZ37	C*	4.20
A0A166DZK8	C	2.71
A0A166DZL8	C	2.85
A0A166DZM7	C	2.93
A0A166DZQ5	C	2.85
A0A166E746	C*	3.73
A0A166EDE1	C*	3.60
A0A166F114	C	3.02
A0A166F148	C	3.02
A0A166F1S8	C*	3.58
A0A166LLY6	-	22.55
A0A166LSS0	-	23.06
A0A166M367	-	NA
A0A166MVC7	C*	3.72
A0A166PAB6	-	15.43
A0A166PW93	-	15.89
A0A166QLI8	-	12.48
A0A166QMK6	-	22.08
A0A166QQF3	-	22.91
A0A166RQG5	-	15.48
A0A166S0X4	C*	3.55
A0A166T4G5	-	21.90
A0A166TEN8	-	NA
A0A166TRG0	-	NA
A0A166TV69	-	22.47
A0A166U3J7	-	NA
A0A166UER9	C	3.41
A0A166V0I9	-	22.82
A0A166WVH1	-	22.71
A0A166XAQ1	C	3.48
A0A166Y7S8	C	3.44
A0A166ZRY6	C	3.26
A0A167AFV0	-	NA
A0A167B4D4	C	3.47
A0A167BRG2	-	NA
A0A167BY34	C	3.37
A0A167C0L1	-	22.57
A0A167C8C2	-	23.06
A0A167DP73	-	22.88
A0A167EGD5	C	3.01
A0A167EH62	-	22.27
A0A167EI78	-	22.65
A0A167EJD2	-	22.73
A0A167GD15	-	NA
A0A167GGE3	C*	3.84
A0A167H3K1	C	2.88
A0A167IBL6	C*	3.55
A0A167J7M6	-	16.13
A0A167KGF5	-	NA
A0A167LIV8	C	3.35
A0A167LSW1	C	3.41
A0A167MK44	-	21.56
A0A167PL46	C	3.06
A0A167RB36	-	19.30
A0A167RCQ6	C*	3.82
A0A167T934	-	15.35
A0A167TE01	-	22.95
A0A167TEZ2	-	22.90
A0A167UWJ4	C	2.78
A0A167VR44	-	22.68
A0A167YJN6	C	3.30
A0A167YSY6	-	22.29
A0A168	C	3.19
A0A168BK43	C	3.11
A0A168D8M7	-	14.90
A0A168DG81	C*	7.79
A0A168E5R7	C*	6.70
A0A168EW41	C	3.01
A0A168EXD0	-	NA
A0A168F2E9	-	14.51
A0A168FCP7	-	21.87
A0A168GH67	C	3.09
A0A168H3F0	-	NA
A0A172DC01	C	2.95
A0A172MLG4	C	2.83
A0A172S1H6	-	12.99
A0A173DSG7	C	3.09
A0A173DSH2	C	2.67
A0A173MG86	C	3.29
A0A175VPP2	-	21.96
A0A175VT61	-	14.36
A0A175VT74	C	2.90
A0A175VV54	-	14.89
A0A175VYW1	-	NA
A0A175VZT6	-	23.23
A0A175W227	C	3.24
A0A175W2K8	-	15.27
A0A175W3Y2	-	NA
A0A175W545	-	12.85
A0A175W8L1	C	3.33
A0A175W978	-	15.36
A0A175W9V9	-	22.31
A0A175WHC5	-	19.13
A0A176VDF6	C	3.40
A0A176VEH7	C	3.10
A0A176VEY3	C*	9.10
A0A176VIK0	C*	8.94
A0A176VKC3	C*	9.46
A0A176VQY9	C*	9.25
A0A176VS61	C*	9.14
A0A176VZ75	C*	9.01
A0A176W193	C*	9.23
A0A176W503	C*	8.66
A0A176W6H1	C	2.93
A0A176W8I4	C	3.37
A0A176WB99	C	3.22
A0A176WCD1	C	3.38
A0A176WCF4	C	3.12
A0A176WCM7	C	3.26
A0A176WD67	C	2.99
A0A176WEU2	C*	8.94
A0A176WFY1	C*	8.66
A0A176WGP9	C*	8.96
A0A176WHM5	C	3.30
A0A176WIF4	C*	9.21
A0A176WJD7	C	3.26
A0A176WL12	C*	8.86
A0A177BYL1	C	3.48
A0A177BZU8	-	15.30
A0A177C1E5	-	15.47
A0A177C3Z0	-	15.34
A0A177C4C2	-	19.17
A0A177C8T4	-	22.60
A0A177CAH2	-	22.63
A0A177CCF1	-	22.68
A0A177CCG2	-	22.51
A0A177CDD2	-	22.92
A0A177CDK5	-	15.20
A0A177CJ83	-	22.82
A0A177CKF0	-	23.27
A0A177CM76	-	22.17
A0A177CN05	C	2.62
A0A177CNN5	-	15.81
A0A177CUZ4	C	3.45
A0A177CZG6	-	NA
A0A177D6G4	-	23.40
A0A177D939	-	22.49
A0A177D9T1	C	2.87
A0A177DH89	-	20.33
A0A177DH95	-	22.62
A0A177DHU3	C	2.93
A0A177DIL2	-	23.35
A0A177DK85	-	15.67
A0A177DM13	-	22.35
A0A177DMT7	-	22.12
A0A177DMZ0	-	14.92
A0A177DP90	-	22.28
A0A177DQF3	-	22.25
A0A177DSJ1	-	NA
A0A177DTC8	-	23.66
A0A177DXP3	C*	3.67
